id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787819497,10,12,1,0,34,6wwwud48qahpwrfxs20334qk5,1,5.4,57.6,2025-03-14T18:01:20.826Z,2025-03-14T18:01:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5578971533,167,,5578971485,56,Back,5578971487,140,0.0,5578971497,213,2.44,5578971489,141,66.4,5578971493,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819505,11,6,1,0,34,6wwwud48qahpwrfxs20334qk5,0,1.4,66.0,2025-03-14T18:01:21.300Z,2025-03-14T18:01:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5578971573,56,Back,5578971615,233,13,5578971575,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819503,13,6,1,0,34,7gkglopz9cjsysn2u6sbhuvc5,1,98.6,34.0,2025-03-14T18:01:21.300Z,2025-03-14T20:09:40Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5578971583,75,,5578971581,56,Center,5578971605,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819733,14,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,0,99.5,0.5,2025-03-14T18:01:50.736Z,2025-03-14T19:01:58Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5578972783,56,Center,5578972775,2,,5578972777,6,,5578972781,223,,5578972779,155,,5578972785,140,96.5,5578972787,141,39.2,5578972791,213,1.69,5579136797,233,12,5578972789,212,26.5,,,,,,,,,,,,,,,,,,,,,
2787819779,12,41,1,1,5,6wwwud48qahpwrfxs20334qk5,0,1.2,55.5,2025-03-14T18:01:51.994Z,2025-03-14T19:01:58Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5578972985,140,18.0,5578972989,212,25.1,5578972991,213,0.79,5578972987,141,81.7,5578973719,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819811,16,1,1,1,6,7gkglopz9cjsysn2u6sbhuvc5,1,85.0,10.9,2025-03-14T18:01:53.319Z,2025-03-14T18:57:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5578973137,141,41.2,5578973129,2,,5578973135,140,85.1,5578973133,56,Center,5578973685,233,12,5578973141,213,1.57,5578973139,212,20.6,5578973131,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819743,15,43,1,1,7,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-03-14T18:01:53.671Z,2025-03-14T18:57:39Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5579123789,144,44,5578972819,286,0,5578972817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819819,17,1,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,0,88.3,43.0,2025-03-14T18:02:00.907Z,2025-03-14T21:41:55Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5578973165,56,Center,5579124109,3,,5579124113,141,31.7,5579124115,212,13.3,5579124117,213,5.67,5579124111,140,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819915,15,5,1,1,15,6wwwud48qahpwrfxs20334qk5,1,-1.0,60.4,2025-03-14T18:02:01.980Z,2025-03-14T20:19:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5578973633,56,Back,5578973679,233,18,5578973635,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819831,18,5,1,1,15,7gkglopz9cjsysn2u6sbhuvc5,0,101.0,39.6,2025-03-14T18:02:01.980Z,2025-03-14T20:19:41Z,abrdu87vmuqj50ebgalr3c7op,H. Ndam,,,5578973701,233,15,5578973221,346,,5578973219,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819987,16,1,1,1,25,6wwwud48qahpwrfxs20334qk5,1,1.4,55.5,2025-03-14T18:02:11.691Z,2025-03-14T18:02:18Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5578974007,140,13.0,5578974005,56,Back,5578974003,124,,5578974011,212,30.8,5578974009,141,97.1,5578974013,213,1.16,5578974017,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820009,17,1,1,1,31,6wwwud48qahpwrfxs20334qk5,0,23.3,95.7,2025-03-14T18:02:18.289Z,2025-03-14T18:02:20Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5578974127,212,38.3,5578974119,155,,5578974125,141,69.4,5578974131,1,,5578974123,140,55.6,5578974129,213,5.80,5578974121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820007,19,8,1,1,34,7gkglopz9cjsysn2u6sbhuvc5,1,42.5,23.6,2025-03-14T18:02:20.559Z,2025-03-14T18:02:21Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5578974151,15,,5578974117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820029,20,1,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,0,44.5,21.0,2025-03-14T18:02:22.519Z,2025-03-14T18:02:23Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5578974217,56,Right,5578974221,141,17.9,5578974215,157,,5578974219,140,62.0,5578974227,1,,5578974223,212,18.5,5578974225,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820059,18,1,1,1,37,6wwwud48qahpwrfxs20334qk5,1,43.4,74.8,2025-03-14T18:02:24.241Z,2025-03-14T19:08:06Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5578974447,213,4.73,5578974445,212,5.9,5578974443,141,66.1,5578974441,140,43.5,5578974439,56,Back,5578974437,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820139,19,1,1,1,39,6wwwud48qahpwrfxs20334qk5,1,43.1,66.3,2025-03-14T18:02:25.634Z,2025-03-14T18:02:36Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5578974841,56,Back,5578974849,213,3.20,5578974851,1,,5578974843,140,9.6,5578974845,141,63.3,5578974847,212,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820163,20,1,1,1,49,6wwwud48qahpwrfxs20334qk5,0,13.9,66.4,2025-03-14T18:02:36.370Z,2025-03-14T19:08:51Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5578974977,1,,5578974975,213,6.09,5578974973,212,33.2,5578974971,141,57.2,5578974967,56,Back,5578974969,140,45.0,5578974965,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820221,22,1,1,1,52,7gkglopz9cjsysn2u6sbhuvc5,1,47.4,48.7,2025-03-14T18:02:39.290Z,2025-03-14T18:02:43Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5578975249,140,56.3,5578975255,213,5.59,5578975247,56,Center,5578975253,212,12.1,5578975251,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820225,23,1,1,1,54,7gkglopz9cjsysn2u6sbhuvc5,0,56.3,37.3,2025-03-14T18:02:41.129Z,2025-03-14T19:09:38Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5578975287,213,6.01,5578975283,212,10.2,5578975275,140,65.7,5578975269,56,Center,5578975279,141,33.3,5578975267,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820207,21,1,1,1,55,6wwwud48qahpwrfxs20334qk5,0,21.3,69.7,2025-03-14T18:02:41.683Z,2025-03-14T19:09:35Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5578975201,140,48.0,5578975203,141,53.6,5578975205,212,30.1,5578975209,1,,5578975207,213,5.91,5578975199,56,Back,5578975197,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820253,24,1,1,1,58,7gkglopz9cjsysn2u6sbhuvc5,1,46.8,51.3,2025-03-14T18:02:44.856Z,2025-03-14T18:59:01Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5578975433,212,8.0,5578975435,213,0.92,5578975429,140,51.4,5579125383,155,,5578975431,141,60.6,5578975427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787848217,412,1,1,1,59,7gkglopz9cjsysn2u6sbhuvc5,0,54.3,53.9,2025-03-14T18:02:45.464Z,2025-03-14T18:58:59Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5579125973,56,Center,5579125981,213,1.93,5579125975,140,53.0,5579125979,212,3.9,5579125977,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820309,22,1,1,2,1,6wwwud48qahpwrfxs20334qk5,1,30.5,36.1,2025-03-14T18:02:48.162Z,2025-03-14T18:02:49Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5578975709,212,4.1,5578975703,56,Back,5578975705,140,30.5,5578975707,141,42.1,5578975711,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820329,23,1,1,2,3,6wwwud48qahpwrfxs20334qk5,1,30.4,41.0,2025-03-14T18:02:49.610Z,2025-03-14T19:10:25Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5578975775,56,Back,5578975783,213,3.03,5578975781,212,23.3,5578975777,140,8.4,5578975779,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820345,24,1,1,2,5,6wwwud48qahpwrfxs20334qk5,1,9.2,44.6,2025-03-14T18:02:51.946Z,2025-03-14T19:10:37Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5578975861,212,40.9,5578975859,141,23.3,5578975865,1,,5578975853,157,,5578975863,213,5.92,5578975855,56,Back,5578975857,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820353,25,44,1,2,7,6wwwud48qahpwrfxs20334qk5,1,52.2,21.4,2025-03-14T18:02:54.286Z,2025-03-14T18:02:59Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5578975891,56,Center,5578975937,286,,5578975933,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820347,25,44,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,0,47.8,78.6,2025-03-14T18:02:54.287Z,2025-03-14T18:59:19Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5578975869,56,Back,5578975953,233,25,5578975871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820361,26,1,1,2,8,6wwwud48qahpwrfxs20334qk5,0,45.6,23.3,2025-03-14T18:02:54.585Z,2025-03-14T18:02:55Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5578975919,56,Back,5578975927,213,0.00,5578975923,141,23.3,5578975925,212,1.1,5578975917,168,,5578975921,140,46.6,5578975915,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820355,26,61,1,2,8,7gkglopz9cjsysn2u6sbhuvc5,1,43.1,79.7,2025-03-14T18:02:54.863Z,2025-03-14T18:59:21Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5578975905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820369,27,1,1,2,9,7gkglopz9cjsysn2u6sbhuvc5,0,46.0,83.3,2025-03-14T18:02:55.968Z,2025-03-14T18:59:24Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5578975993,141,88.7,5578975987,3,,5578975991,140,56.8,5578975989,56,Left,5578975995,212,11.9,5578975997,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820419,27,5,1,2,11,6wwwud48qahpwrfxs20334qk5,1,37.0,-1.8,2025-03-14T18:02:57.872Z,2025-03-14T20:19:41Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5578976195,347,,5578976223,233,28,5578976193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820387,28,5,1,2,11,7gkglopz9cjsysn2u6sbhuvc5,0,63.0,101.8,2025-03-14T18:02:57.872Z,2025-03-14T20:19:42Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5578976241,233,27,5578976077,347,,5578976073,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820459,28,1,1,2,12,6wwwud48qahpwrfxs20334qk5,1,26.0,0.0,2025-03-14T18:02:59.393Z,2025-03-14T18:03:04Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5578976341,213,1.06,5578976331,107,,5578976339,212,11.4,5578976335,140,31.3,5578976333,56,Back,5578976337,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820477,29,1,1,2,17,6wwwud48qahpwrfxs20334qk5,1,29.1,14.7,2025-03-14T18:03:04.034Z,2025-03-14T18:03:05Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5578976437,56,Back,5578976439,140,39.9,5578976443,212,12.4,5578976441,141,7.4,5578976445,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820495,30,4,1,2,19,6wwwud48qahpwrfxs20334qk5,1,37.8,13.2,2025-03-14T18:03:05.586Z,2025-03-14T20:09:48Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5578976557,233,29,5578976517,265,,5578976519,286,,5578976515,152,,5578976513,56,Back,5578976511,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820487,29,4,1,2,19,7gkglopz9cjsysn2u6sbhuvc5,0,62.2,86.8,2025-03-14T18:03:05.587Z,2025-03-14T20:09:48Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5578976541,285,,5578976575,233,30,5578976539,265,,5578976537,152,,5578976535,56,Left,5578976533,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820603,31,1,1,2,26,6wwwud48qahpwrfxs20334qk5,1,44.4,15.6,2025-03-14T18:03:13.065Z,2025-03-14T18:03:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5578977069,140,35.8,5578977073,212,20.0,5578977075,213,2.04,5578977063,5,,5578977065,152,,5578977067,56,Back,5578977071,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820633,32,1,1,2,31,6wwwud48qahpwrfxs20334qk5,1,46.6,57.0,2025-03-14T18:03:18.274Z,2025-03-14T18:03:21Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5578977239,213,1.24,5578977237,212,27.2,5578977233,140,55.1,5578977231,56,Left,5578977235,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820677,33,1,1,2,34,6wwwud48qahpwrfxs20334qk5,1,56.8,95.6,2025-03-14T18:03:21.145Z,2025-03-14T18:03:25Z,bvc80w5ai425plu54nhgx5fxl,D. Thøgersen,,,5578977491,213,3.63,5578977487,141,85.1,5578977483,56,Back,5578977485,140,44.1,5578977489,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
