id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2705192759,9,1,1,0,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.2,53.7,2024-08-02T17:00:22.401Z,2024-08-02T17:00:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127825871,213,1.29,5127825865,140,32.5,5127825869,212,24.2,5127825863,56,Back,5127825867,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192771,10,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,56.4,89.3,2024-08-02T17:00:26.737Z,2024-08-02T17:00:29Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127825919,141,66.9,5127825921,212,30.7,5127825923,213,5.76,5127825915,56,Center,5127825917,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192777,11,1,1,0,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,82.0,66.9,2024-08-02T17:00:29.576Z,2024-08-02T17:00:31Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,5127825941,56,Center,5127825945,141,71.8,5127825949,213,0.37,5127825943,140,90.3,5127825947,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192795,12,1,1,0,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.9,73.5,2024-08-02T17:00:31.368Z,2024-08-02T17:00:40Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,1.0,5127826041,56,Center,5127826045,141,48.2,5127826047,212,17.2,5127826049,213,4.68,5127826167,154,,5127826165,210,15,5127826043,140,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192799,13,15,1,0,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,89.8,51.1,2024-08-02T17:00:34.011Z,2024-08-02T17:02:41Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5127826067,17,,5127826183,328,,5127826175,55,12,5127826171,29,,5127826065,22,,5127826169,78,,5127826173,154,,5127826185,146,98.8,5127826181,103,5.7,5127826107,20,5127826187,147,50.7,5127826069,56,Center,5127826179,102,51.6,5127826203,233,3,,,,,,,,,,,,,,,,,
2705192789,3,10,1,0,23,bd4qakf7j0wwie8wke9km7uj8,1,2.5,47.8,2024-08-02T17:00:34.111Z,2024-08-02T17:00:37Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127826103,177,,5127826115,233,13,5127826013,56,Back,5127826011,182,,5127826105,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192821,5,1,1,0,28,bd4qakf7j0wwie8wke9km7uj8,0,10.5,55.7,2024-08-02T17:00:39.099Z,2024-08-02T17:00:45Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127826289,189,,5127826223,56,Back,5127826229,212,42.5,5127826227,141,100.0,5127826237,1,,5127826235,287,,5127826225,140,37.7,5127826231,213,0.83,5127826221,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192823,6,5,1,0,32,bd4qakf7j0wwie8wke9km7uj8,0,39.4,101.6,2024-08-02T17:00:42.856Z,2024-08-02T17:00:47Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127826243,347,,5127826335,233,14,5127826241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192841,14,5,1,0,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.6,-1.6,2024-08-02T17:00:42.856Z,2024-08-02T18:01:25Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5127826325,347,,5127826331,233,6,5127826323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192855,15,1,1,0,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.6,0.0,2024-08-02T17:00:46.771Z,2024-08-02T17:00:50Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5127826409,212,27.4,5127826411,213,2.76,5127826403,56,Back,5127826413,1,,5127826401,107,,5127826405,140,33.4,5127826407,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192863,16,1,1,0,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.4,21.3,2024-08-02T17:00:50.777Z,2024-08-02T17:00:54Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127826451,212,20.8,5127826447,140,32.6,5127826445,56,Back,5127826453,213,1.66,5127826449,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192879,17,1,1,0,43,aqtkb4mgrz8c6iqfufj6qjbv9,0,32.3,58.4,2024-08-02T17:00:54.010Z,2024-08-02T17:00:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127826547,213,5.48,5127826545,212,41.0,5127826541,140,59.4,5127826537,155,,5127826543,141,15.0,5127826539,56,Right,5127826549,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192875,7,44,1,0,45,bd4qakf7j0wwie8wke9km7uj8,1,41.1,88.6,2024-08-02T17:00:55.956Z,2024-08-02T17:00:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127826517,56,Back,5127826577,233,18,5127826519,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192881,18,44,1,0,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,58.9,11.4,2024-08-02T17:00:55.957Z,2024-08-02T17:00:59Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,5127826585,233,7,5127826563,286,,5127826561,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192891,8,1,1,0,45,bd4qakf7j0wwie8wke9km7uj8,1,41.6,92.1,2024-08-02T17:00:56.316Z,2024-08-02T17:01:00Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127826621,56,Left,5127826625,141,95.6,5127826627,212,30.6,5127826619,3,,5127826629,213,0.08,5127826623,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192917,10,1,1,0,53,bd4qakf7j0wwie8wke9km7uj8,1,75.4,84.2,2024-08-02T17:01:04.396Z,2024-08-02T17:01:05Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5127826739,212,8.2,5127826735,140,70.4,5127826737,141,75.0,5127826733,56,Center,5127826741,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192927,11,1,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,69.7,74.1,2024-08-02T17:01:05.667Z,2024-08-02T17:01:06Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127826789,140,66.6,5127826793,212,13.2,5127826797,213,1.82,5127826791,141,92.9,5127826787,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192935,12,1,1,0,56,bd4qakf7j0wwie8wke9km7uj8,1,66.6,92.9,2024-08-02T17:01:06.491Z,2024-08-02T17:01:07Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5127826829,141,75.7,5127826833,213,4.70,5127826831,212,11.7,5127826825,56,Center,5127826827,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192953,13,1,1,0,56,bd4qakf7j0wwie8wke9km7uj8,1,66.5,75.7,2024-08-02T17:01:07.075Z,2024-08-02T17:01:11Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5127826955,212,32.7,5127826951,140,36.0,5127826957,213,2.94,5127826959,1,,5127826949,56,Back,5127826953,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192969,14,1,1,1,1,bd4qakf7j0wwie8wke9km7uj8,1,33.7,76.0,2024-08-02T17:01:11.755Z,2024-08-02T17:04:55Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5127827013,141,53.0,5127827009,56,Back,5127827017,213,3.79,5127827015,212,25.8,5127827011,140,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192981,15,1,1,1,4,bd4qakf7j0wwie8wke9km7uj8,0,14.1,53.0,2024-08-02T17:01:14.547Z,2024-08-02T17:01:18Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,5127827129,141,77.5,5127827117,157,,5127827133,213,0.30,5127827131,212,56.1,5127827135,1,,5127827125,140,65.1,5127827121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192999,19,1,1,1,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.2,28.2,2024-08-02T17:01:19.369Z,2024-08-02T17:01:23Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,5127827243,140,15.2,5127827239,3,,5127827247,212,25.8,5127827245,141,41.5,5127827241,56,Back,5127827249,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193023,21,1,1,1,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.3,41.6,2024-08-02T17:01:23.626Z,2024-08-02T17:01:29Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,5127827353,140,23.8,5127827359,213,5.50,5127827357,212,12.6,5127827351,56,Back,5127827355,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193031,22,1,1,1,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.8,38.2,2024-08-02T17:01:29.292Z,2024-08-02T17:01:34Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127827407,212,51.4,5127827399,155,,5127827405,141,96.8,5127827401,56,Left,5127827413,1,,5127827403,140,61.7,5127827409,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193035,23,1,1,1,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.7,96.8,2024-08-02T17:01:29.515Z,2024-08-02T17:06:31Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5127827431,56,Left,5127827435,141,83.8,5127827437,212,12.2,5127827439,213,5.47,5127827429,3,,5127827433,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193039,16,1,1,1,23,bd4qakf7j0wwie8wke9km7uj8,1,34.4,12.8,2024-08-02T17:01:33.675Z,2024-08-02T17:01:36Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5127827457,140,37.2,5127827461,212,8.6,5127827455,56,Back,5127827453,3,,5127827463,213,1.22,5127827459,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193041,17,50,1,1,25,bd4qakf7j0wwie8wke9km7uj8,1,33.9,22.6,2024-08-02T17:01:36.106Z,2024-08-02T17:01:43Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5127827535,233,24,5127827469,286,,5127827467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193049,24,7,1,1,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.1,77.4,2024-08-02T17:01:36.107Z,2024-08-02T17:01:40Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5127827501,56,Center,5127827517,233,17,5127827521,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193057,25,1,1,1,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.1,89.0,2024-08-02T17:01:39.594Z,2024-08-02T17:01:42Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127827563,213,3.71,5127827559,141,71.1,5127827557,140,50.8,5127827561,212,22.7,5127827555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193059,26,1,1,1,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.8,71.1,2024-08-02T17:01:42.137Z,2024-08-02T17:01:43Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5127827567,56,Back,5127827573,212,17.6,5127827569,140,34.1,5127827575,213,3.06,5127827571,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193065,27,1,1,1,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.1,73.2,2024-08-02T17:01:43.003Z,2024-08-02T19:26:05Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127827611,140,35.2,5127827615,212,16.9,5127827613,141,48.4,5127827609,56,Back,5127827617,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193091,28,1,1,1,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.7,47.5,2024-08-02T17:01:45.450Z,2024-08-02T17:01:48Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127827751,213,1.56,5127827743,56,Back,5127827747,141,73.6,5127827745,140,35.8,5127827749,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193097,29,1,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.9,75.1,2024-08-02T17:01:48.025Z,2024-08-02T17:01:49Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127827775,56,Center,5127827783,213,0.06,5127827777,140,60.7,5127827779,141,77.3,5127827781,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193107,30,1,1,1,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,77.3,2024-08-02T17:01:48.954Z,2024-08-02T17:01:51Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,5127827843,213,3.25,5127827839,141,74.2,5127827835,56,Back,5127827841,212,20.0,5127827837,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193119,31,1,1,1,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.8,74.1,2024-08-02T17:01:50.970Z,2024-08-02T17:01:52Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,5127827885,56,Center,5127827891,212,12.6,5127827887,140,56.2,5127827893,213,5.97,5127827889,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193127,32,1,1,1,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.3,68.4,2024-08-02T17:01:52.769Z,2024-08-02T17:01:54Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5127827933,140,41.3,5127827937,212,19.8,5127827935,141,49.0,5127827931,56,Back,5127827939,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193147,33,1,1,1,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.1,49.3,2024-08-02T17:01:54.290Z,2024-08-02T17:01:57Z,5z7y55t2o577r8ki3i5855as,J. Witt,,5127828009,141,95.3,5127828015,1,,5127828011,212,38.3,5127828003,155,,5127828013,213,0.95,5127828005,56,Left,5127828007,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193155,34,1,1,1,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.2,95.3,2024-08-02T17:01:57.594Z,2024-08-02T17:01:59Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,5127828039,56,Left,5127828043,141,89.1,5127828037,3,,5127828045,212,11.0,5127828041,140,71.9,5127828047,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193153,18,44,1,1,47,bd4qakf7j0wwie8wke9km7uj8,1,27.6,12.2,2024-08-02T17:01:57.730Z,2024-08-02T17:02:00Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5127828033,56,Back,5127828035,285,,5127828105,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193157,35,44,1,1,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.4,87.8,2024-08-02T17:01:57.731Z,2024-08-02T17:02:01Z,uiyol728wan4mxco2foplknp,A. Justinussen,,5127828053,286,,5127828113,233,18,5127828051,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193165,19,1,1,1,47,bd4qakf7j0wwie8wke9km7uj8,1,27.1,13.5,2024-08-02T17:01:58.068Z,2024-08-02T17:02:00Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5127828083,3,,5127828093,213,0.73,5127828089,141,19.4,5127828091,212,6.0,5127828087,140,31.4,5127828085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193169,20,61,1,1,49,bd4qakf7j0wwie8wke9km7uj8,1,30.4,18.3,2024-08-02T17:01:59.946Z,2024-08-02T17:02:05Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,5127828099,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193175,21,1,1,1,51,bd4qakf7j0wwie8wke9km7uj8,0,29.9,14.3,2024-08-02T17:02:01.659Z,2024-08-02T17:03:40Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5127828129,56,Back,5127828131,140,31.3,5127828135,212,2.0,5127828175,236,,5127828137,213,0.77,5127828177,233,36,5127828181,286,,5127828133,141,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193177,36,74,1,1,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.2,84.8,2024-08-02T17:02:01.660Z,2024-08-02T18:01:38Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5127828147,56,Left,5127828183,233,21,5127828151,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193191,37,1,1,1,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,85.7,2024-08-02T17:02:03.155Z,2024-08-02T17:02:04Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,5127828215,141,96.0,5127828211,56,Left,5127828217,212,9.0,5127828219,213,0.89,5127828213,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
