id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2730029899,20,1,1,0,50,bd4qakf7j0wwie8wke9km7uj8,1,28.7,51.2,2024-10-04T16:31:22.190Z,2024-10-04T16:31:25Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5264206071,212,19.4,5264206073,213,1.57,5264206069,141,79.7,5264206065,56,Back,5264206067,140,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029935,21,1,1,0,53,bd4qakf7j0wwie8wke9km7uj8,1,28.8,79.7,2024-10-04T16:31:25.629Z,2024-10-04T16:31:31Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5264206279,1,,5264206275,212,53.6,5264206277,213,6.20,5264206271,140,79.7,5264206273,141,73.4,5264206267,155,,5264206269,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029969,22,1,1,0,54,bd4qakf7j0wwie8wke9km7uj8,1,75.6,73.4,2024-10-04T16:31:26.852Z,2024-10-04T17:21:53Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5264206451,213,3.95,5264206445,140,72.1,5264206449,212,5.3,5264206447,141,67.7,5264206443,56,Center,5264206441,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029971,23,50,1,0,58,bd4qakf7j0wwie8wke9km7uj8,1,74.2,70.2,2024-10-04T16:31:31.027Z,2024-10-04T18:27:59Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5264206473,286,,5264206471,56,Center,5264206517,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029945,6,7,1,0,58,b2vft81kyjurzbmekvgrqwr64,1,25.8,29.8,2024-10-04T16:31:31.028Z,2024-10-04T18:27:59Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5264206313,56,Back,5264206315,285,,5264206497,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029961,8,1,1,1,0,b2vft81kyjurzbmekvgrqwr64,0,33.6,32.5,2024-10-04T16:31:32.285Z,2024-10-04T16:31:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5264206393,212,14.6,5264206383,56,Back,5264206387,140,41.3,5264206397,213,5.30,5264206389,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730029981,24,1,1,1,3,bd4qakf7j0wwie8wke9km7uj8,1,54.8,74.0,2024-10-04T16:31:35.789Z,2024-10-04T17:22:27Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5264352739,56,Center,5264352745,212,9.2,5264352747,213,5.78,5264352743,141,67.5,5264352741,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030029,26,1,1,1,7,bd4qakf7j0wwie8wke9km7uj8,0,94.5,85.8,2024-10-04T16:31:39.484Z,2024-10-04T16:31:41Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5264206739,286,,5264206735,233,9,5264206733,236,,5264206709,141,81.6,5264206705,56,Left,5264206707,140,94.3,5264206713,213,4.64,5264206711,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030031,9,74,1,1,7,b2vft81kyjurzbmekvgrqwr64,1,10.0,17.4,2024-10-04T16:31:39.485Z,2024-10-04T18:29:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5264206777,233,26,5264206721,56,Back,5264206723,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030647,18,61,1,1,9,b2vft81kyjurzbmekvgrqwr64,1,22.4,10.7,2024-10-04T16:31:41.286Z,2024-10-04T16:32:56Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5264209955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030049,27,61,1,1,9,bd4qakf7j0wwie8wke9km7uj8,1,94.2,88.4,2024-10-04T16:31:41.560Z,2024-10-04T16:31:41Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5264206825,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030071,10,4,1,1,12,b2vft81kyjurzbmekvgrqwr64,1,15.6,9.3,2024-10-04T16:31:44.291Z,2024-10-04T18:27:51Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5264206959,56,Back,5264206965,285,,5264206957,13,,5264207013,233,28,5264206963,265,,5264206961,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030065,28,4,1,1,12,bd4qakf7j0wwie8wke9km7uj8,0,84.4,90.7,2024-10-04T16:31:44.292Z,2024-10-04T19:26:50Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,,5264206997,265,,5264206999,286,,5264206995,152,,5264206991,13,,5264206993,56,Left,5264207097,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030171,11,1,1,1,26,b2vft81kyjurzbmekvgrqwr64,1,15.5,11.6,2024-10-04T16:31:58.844Z,2024-10-04T16:35:47Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5264207509,212,40.6,5264207505,140,12.8,5264207507,141,71.2,5264207501,152,,5264207503,56,Back,5264207511,213,1.64,5264207513,1,,5264207499,155,,5264207497,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030187,12,1,1,1,28,b2vft81kyjurzbmekvgrqwr64,1,12.8,71.2,2024-10-04T16:32:00.701Z,2024-10-04T16:32:03Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5264207609,140,33.6,5264207607,56,Back,5264207615,213,0.34,5264207611,141,82.7,5264207613,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030201,13,1,1,1,30,b2vft81kyjurzbmekvgrqwr64,1,33.6,82.7,2024-10-04T16:32:03.068Z,2024-10-04T16:32:03Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5264207651,213,5.19,5264207643,56,Back,5264207647,141,64.3,5264207645,140,39.8,5264207649,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030211,14,1,1,1,31,b2vft81kyjurzbmekvgrqwr64,1,39.8,64.3,2024-10-04T16:32:03.773Z,2024-10-04T16:32:05Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5264207697,140,31.0,5264207703,213,2.35,5264207701,212,13.2,5264207695,56,Back,5264207699,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030255,15,1,1,1,32,b2vft81kyjurzbmekvgrqwr64,0,28.7,82.3,2024-10-04T16:32:04.948Z,2024-10-04T16:32:08Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5264207911,140,48.1,5264207913,141,80.6,5264207909,56,Back,5264207917,213,6.23,5264207915,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030283,30,1,1,1,37,bd4qakf7j0wwie8wke9km7uj8,1,58.0,6.8,2024-10-04T16:32:09.654Z,2024-10-04T16:32:11Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5264208063,140,54.7,5264208061,56,Right,5264208069,213,1.99,5264208065,141,18.1,5264208067,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030305,31,1,1,1,38,bd4qakf7j0wwie8wke9km7uj8,1,55.7,22.7,2024-10-04T16:32:11.044Z,2024-10-04T16:32:13Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5264208193,140,60.8,5264208191,56,Center,5264208199,213,1.13,5264208195,141,39.2,5264208197,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030317,32,1,1,1,41,bd4qakf7j0wwie8wke9km7uj8,1,60.8,39.2,2024-10-04T16:32:13.804Z,2024-10-04T16:32:15Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5264208247,56,Back,5264208249,140,36.0,5264208255,213,3.37,5264208251,141,30.4,5264208253,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030337,33,1,1,1,43,bd4qakf7j0wwie8wke9km7uj8,1,36.0,30.4,2024-10-04T16:32:15.188Z,2024-10-04T16:32:17Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5264208321,213,0.17,5264208317,141,33.1,5264208319,212,10.9,5264208315,140,46.2,5264208313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030349,34,1,1,1,44,bd4qakf7j0wwie8wke9km7uj8,1,46.4,34.0,2024-10-04T16:32:16.915Z,2024-10-04T16:32:18Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5264208409,212,13.6,5264208405,140,55.7,5264208407,141,47.9,5264208403,56,Center,5264208411,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030359,35,1,1,1,45,bd4qakf7j0wwie8wke9km7uj8,1,55.7,47.9,2024-10-04T16:32:17.876Z,2024-10-04T16:32:21Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5264208533,156,,5264208471,212,13.8,5264208473,213,3.52,5264208469,141,40.4,5264208465,56,Back,5264208467,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030393,36,1,1,1,49,bd4qakf7j0wwie8wke9km7uj8,1,43.5,40.4,2024-10-04T16:32:21.132Z,2024-10-04T16:32:23Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5264208621,141,92.9,5264208623,212,36.4,5264208619,140,36.6,5264208625,213,1.77,5264208617,56,Back,5264208627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030409,37,1,1,1,50,bd4qakf7j0wwie8wke9km7uj8,1,37.8,92.6,2024-10-04T16:32:23.067Z,2024-10-04T16:32:25Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5264208687,141,74.1,5264208695,213,5.73,5264208683,140,57.1,5264208679,56,Center,5264208691,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030423,38,1,1,1,52,bd4qakf7j0wwie8wke9km7uj8,0,59.1,75.0,2024-10-04T16:32:25.043Z,2024-10-04T16:32:26Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5264208761,212,12.1,5264208753,140,66.5,5264208749,56,Left,5264208765,213,0.88,5264208757,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030441,16,8,1,1,55,b2vft81kyjurzbmekvgrqwr64,1,31.4,11.7,2024-10-04T16:32:27.789Z,2024-10-04T16:32:27Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5264208917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030453,17,5,1,1,56,b2vft81kyjurzbmekvgrqwr64,0,33.4,-1.0,2024-10-04T16:32:28.804Z,2024-10-04T18:28:52Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5264208961,347,,5264208959,56,Back,5264209337,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030515,39,5,1,1,56,bd4qakf7j0wwie8wke9km7uj8,1,66.6,101.0,2024-10-04T16:32:28.804Z,2024-10-04T18:28:52Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5264209287,347,,5264209321,233,17,5264209285,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030561,40,1,1,2,5,bd4qakf7j0wwie8wke9km7uj8,1,65.5,100.0,2024-10-04T16:32:37.595Z,2024-10-04T16:32:43Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5264209527,56,Back,5264209537,1,,5264209525,107,,5264209535,213,3.70,5264209529,140,31.4,5264209533,212,42.2,5264209531,141,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730030591,41,1,1,2,11,bd4qakf7j0wwie8wke9km7uj8,1,29.1,66.2,2024-10-04T16:32:43.443Z,2024-10-04T16:32:46Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,,5264209665,212,25.6,5264209659,56,Back,5264209667,213,4.96,5264209663,141,29.6,5264209661,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
