id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/value
2750092325,8,1,1,0,29,b2vft81kyjurzbmekvgrqwr64,1,94.5,8.8,2024-11-22T18:16:41.536Z,2024-11-22T18:16:44Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5373880225,141,10.9,5373880227,212,10.7,5373880223,140,84.4,5373880229,213,3.01,5373880221,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092331,9,1,1,0,32,b2vft81kyjurzbmekvgrqwr64,0,88.3,10.0,2024-11-22T18:16:44.673Z,2024-11-22T18:16:45Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5373880271,213,1.74,5373880267,141,41.0,5373880261,155,,5373880265,140,84.8,5373880263,56,Center,5373880259,2,,5373880269,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092375,6,12,1,0,35,ajtb177oqwawkdwbqhldmq6mx,1,14.8,68.1,2024-11-22T18:16:47.698Z,2024-11-22T18:21:19Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5373880507,56,Back,5373880513,212,16.5,5373880509,140,29.3,5373880511,141,77.3,5373880515,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093757,43,61,1,0,36,ajtb177oqwawkdwbqhldmq6mx,0,24.5,68.1,2024-11-22T18:16:48.073Z,2024-11-22T18:19:28Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5373888453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092373,10,1,1,0,37,b2vft81kyjurzbmekvgrqwr64,0,65.8,34.2,2024-11-22T18:16:49.401Z,2024-11-22T18:16:49Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5373880505,213,3.01,5373880499,140,62.8,5373880503,212,3.2,5373880501,141,34.8,5373880497,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092385,7,50,1,0,38,ajtb177oqwawkdwbqhldmq6mx,1,28.0,74.2,2024-11-22T18:16:50.084Z,2024-11-22T20:17:04Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5373880557,56,Back,5373880559,285,,5373889293,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093995,36,7,1,0,38,b2vft81kyjurzbmekvgrqwr64,0,72.0,25.8,2024-11-22T18:16:50.085Z,2024-11-22T20:17:04Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5373889275,286,,5373889273,56,Center,5373889285,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092439,8,1,1,0,41,ajtb177oqwawkdwbqhldmq6mx,1,29.4,65.1,2024-11-22T18:16:52.874Z,2024-11-22T18:16:56Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373880835,212,23.9,5373880833,141,30.3,5373880829,56,Back,5373880831,140,32.6,5373880837,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092469,10,1,1,0,46,ajtb177oqwawkdwbqhldmq6mx,1,56.3,20.0,2024-11-22T18:16:57.985Z,2024-11-22T18:17:00Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373880983,212,12.6,5373880981,141,4.1,5373880985,213,5.25,5373880977,56,Right,5373880979,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092509,11,1,1,0,48,ajtb177oqwawkdwbqhldmq6mx,1,62.4,4.1,2024-11-22T18:17:00.122Z,2024-11-22T18:23:04Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5373881169,141,7.6,5373881173,213,3.02,5373881171,212,19.5,5373881167,140,44.0,5373881165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092549,12,1,1,0,50,ajtb177oqwawkdwbqhldmq6mx,1,44.0,7.6,2024-11-22T18:17:02.321Z,2024-11-22T18:17:06Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373881395,140,32.0,5373881401,213,2.35,5373881399,212,18.0,5373881393,56,Back,5373881397,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092569,13,1,1,0,54,ajtb177oqwawkdwbqhldmq6mx,1,32.0,26.5,2024-11-22T18:17:06.658Z,2024-11-22T18:17:08Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5373881489,141,12.8,5373881493,213,5.60,5373881485,56,Back,5373881487,140,42.8,5373881491,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092585,14,1,1,0,56,ajtb177oqwawkdwbqhldmq6mx,1,42.8,12.8,2024-11-22T18:17:08.105Z,2024-11-22T18:17:09Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373881571,141,25.9,5373881567,56,Back,5373881575,213,2.45,5373881569,140,32.6,5373881573,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092621,15,1,1,0,57,ajtb177oqwawkdwbqhldmq6mx,1,32.6,25.9,2024-11-22T18:17:09.170Z,2024-11-22T18:17:12Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5373881765,56,Back,5373881769,141,12.6,5373881771,212,10.8,5373881767,140,38.2,5373881773,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092643,16,1,1,1,0,ajtb177oqwawkdwbqhldmq6mx,0,49.6,16.4,2024-11-22T18:17:12.458Z,2024-11-22T18:17:14Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373881881,141,44.9,5373881883,212,34.8,5373881875,155,,5373881887,1,,5373881879,140,77.1,5373881877,56,Center,5373881885,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092659,11,12,1,1,4,b2vft81kyjurzbmekvgrqwr64,1,22.9,46.1,2024-11-22T18:17:15.865Z,2024-11-22T18:17:20Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5373881949,140,40.2,5373881955,213,0.20,5373881947,56,Back,5373881953,212,18.5,5373881951,141,51.6,5373881971,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092681,17,1,1,1,4,ajtb177oqwawkdwbqhldmq6mx,0,58.8,31.8,2024-11-22T18:17:16.713Z,2024-11-22T18:17:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5373882071,56,Center,5373882079,212,21.4,5373882067,3,,5373882073,140,74.0,5373882075,141,52.8,5373882083,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092707,12,1,1,1,8,b2vft81kyjurzbmekvgrqwr64,0,17.4,36.9,2024-11-22T18:17:19.873Z,2024-11-22T18:17:20Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5373882177,56,Back,5373882191,1,,5373882181,141,51.9,5373882179,140,44.3,5373882185,212,30.0,5373882189,213,0.35,5373882175,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092737,18,1,1,1,10,ajtb177oqwawkdwbqhldmq6mx,0,53.0,45.4,2024-11-22T18:17:21.946Z,2024-11-22T18:17:23Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373882315,56,Center,5373882323,213,0.46,5373882319,141,58.8,5373882321,212,20.7,5373882317,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092751,13,1,1,1,11,b2vft81kyjurzbmekvgrqwr64,0,23.0,38.2,2024-11-22T18:17:23.680Z,2024-11-22T18:17:24Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5373882389,56,Center,5373882395,212,35.6,5373882393,141,38.3,5373882399,1,,5373882397,213,0.00,5373882391,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092823,19,1,1,1,15,ajtb177oqwawkdwbqhldmq6mx,1,41.8,65.8,2024-11-22T18:17:26.937Z,2024-11-22T18:17:31Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5373882857,56,Back,5373882861,141,22.1,5373882865,213,4.85,5373882859,140,45.6,5373882863,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092845,20,1,1,1,19,ajtb177oqwawkdwbqhldmq6mx,1,45.6,22.1,2024-11-22T18:17:31.801Z,2024-11-22T18:17:34Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373882955,140,38.5,5373882963,213,2.37,5373882959,141,32.8,5373882951,56,Back,5373882961,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092857,21,1,1,1,22,ajtb177oqwawkdwbqhldmq6mx,1,44.7,39.5,2024-11-22T18:17:34.353Z,2024-11-22T18:17:35Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5373883003,140,47.1,5373883009,213,4.90,5373883005,141,19.8,5373883007,212,13.6,5373883001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092865,22,1,1,1,23,ajtb177oqwawkdwbqhldmq6mx,1,47.1,19.8,2024-11-22T18:17:35.458Z,2024-11-22T18:17:36Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373883053,141,32.8,5373883055,212,16.8,5373883057,213,0.55,5373883051,140,60.7,5373883049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092881,23,1,1,1,24,ajtb177oqwawkdwbqhldmq6mx,1,60.7,32.8,2024-11-22T18:17:36.353Z,2024-11-22T18:17:38Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5373883161,212,20.5,5373883157,140,55.5,5373883163,213,4.44,5373883159,141,3.8,5373883155,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092927,24,1,1,1,26,ajtb177oqwawkdwbqhldmq6mx,1,55.5,3.8,2024-11-22T18:17:38.018Z,2024-11-22T18:17:41Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373883363,141,17.4,5373883359,56,Right,5373883365,212,12.9,5373883367,213,0.80,5373883361,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092909,14,83,1,1,28,b2vft81kyjurzbmekvgrqwr64,0,28.7,86.6,2024-11-22T18:17:40.248Z,2024-11-22T18:17:44Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5373883541,399,5u9zrgsm6wycfcbk04m64wd1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092955,25,1,1,1,29,ajtb177oqwawkdwbqhldmq6mx,1,63.8,16.1,2024-11-22T18:17:41.266Z,2024-11-22T18:17:43Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5373883515,213,4.44,5373883507,56,Right,5373883511,141,4.3,5373883509,140,61.7,5373883513,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092975,26,1,1,1,32,ajtb177oqwawkdwbqhldmq6mx,0,61.7,2.5,2024-11-22T18:17:44.201Z,2024-11-22T18:17:45Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373883593,236,,5373883599,286,,5373883585,212,4.0,5373883579,56,Right,5373883595,233,15,5373883583,141,3.5,5373883587,213,0.17,5373883581,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092967,15,74,1,1,32,b2vft81kyjurzbmekvgrqwr64,1,31.4,97.7,2024-11-22T18:17:44.202Z,2024-11-22T18:17:46Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5373883611,233,26,5373883563,56,Back,5373883565,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750092989,16,5,1,1,33,b2vft81kyjurzbmekvgrqwr64,0,32.6,102.0,2024-11-22T18:17:45.360Z,2024-11-22T20:22:55Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5373883619,347,,5373883617,56,Back,5373883867,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093033,27,5,1,1,33,ajtb177oqwawkdwbqhldmq6mx,1,67.4,-2.0,2024-11-22T18:17:45.360Z,2024-11-22T20:22:54Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373883861,233,16,5373883859,347,,5373883857,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093063,28,1,1,1,38,ajtb177oqwawkdwbqhldmq6mx,1,63.2,0.0,2024-11-22T18:17:50.769Z,2024-11-22T18:17:53Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373883983,212,12.3,5373883981,141,9.7,5373883975,107,,5373883979,140,72.1,5373883985,213,0.71,5373883977,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093073,29,1,1,1,41,ajtb177oqwawkdwbqhldmq6mx,1,72.1,9.7,2024-11-22T18:17:53.281Z,2024-11-22T18:17:54Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5373884039,141,4.1,5373884041,212,6.7,5373884035,56,Right,5373884037,140,66.8,5373884043,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093087,30,1,1,1,42,ajtb177oqwawkdwbqhldmq6mx,1,66.8,4.1,2024-11-22T18:17:54.361Z,2024-11-22T18:17:55Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5373884117,141,13.2,5373884115,140,62.4,5373884113,56,Right,5373884119,212,7.7,5373884121,213,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093131,31,1,1,1,43,ajtb177oqwawkdwbqhldmq6mx,1,62.4,13.2,2024-11-22T18:17:55.241Z,2024-11-22T18:17:59Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373884317,141,20.4,5373884315,140,72.0,5373884313,56,Right,5373884321,213,0.45,5373884319,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093155,32,1,1,1,47,ajtb177oqwawkdwbqhldmq6mx,1,72.0,20.4,2024-11-22T18:17:58.833Z,2024-11-22T18:18:01Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5373884407,56,Right,5373884409,140,59.3,5373884413,212,14.1,5373884411,141,13.8,5373884415,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093197,33,1,1,1,48,ajtb177oqwawkdwbqhldmq6mx,1,59.3,13.8,2024-11-22T18:18:00.816Z,2024-11-22T18:18:03Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5373884609,56,Center,5373884611,140,62.2,5373884617,213,1.38,5373884613,141,36.7,5373884615,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093211,34,1,1,1,51,ajtb177oqwawkdwbqhldmq6mx,1,62.2,36.7,2024-11-22T18:18:03.072Z,2024-11-22T20:21:25Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5373884701,140,64.3,5373884707,213,5.33,5373884699,56,Center,5373884705,212,3.8,5373884703,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093217,35,50,1,1,52,ajtb177oqwawkdwbqhldmq6mx,1,65.8,43.8,2024-11-22T18:18:04.561Z,2024-11-22T20:21:27Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5373907535,233,17,5373907389,286,,5373884733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093257,17,7,1,1,52,b2vft81kyjurzbmekvgrqwr64,0,34.2,56.2,2024-11-22T18:18:04.562Z,2024-11-22T18:27:20Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5373905593,56,Back,5373907529,285,,5373907531,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093261,18,3,1,1,53,b2vft81kyjurzbmekvgrqwr64,0,29.8,45.2,2024-11-22T18:18:04.923Z,2024-11-22T20:17:05Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5373908207,56,Back,5373914433,233,148,5373908209,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097873,148,7,1,1,53,ajtb177oqwawkdwbqhldmq6mx,1,70.2,54.8,2024-11-22T18:18:04.924Z,2024-11-22T20:17:04Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5373914391,286,,5373914401,233,18,5373914389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097879,149,61,1,1,54,ajtb177oqwawkdwbqhldmq6mx,0,68.4,47.0,2024-11-22T18:18:06.095Z,2024-11-22T18:29:54Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5373914957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093383,20,1,1,1,54,b2vft81kyjurzbmekvgrqwr64,1,34.8,37.6,2024-11-22T18:18:06.760Z,2024-11-22T18:31:55Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5373885495,140,34.9,5373885493,56,Back,5373885499,212,12.0,5373885497,141,55.2,5373885501,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099741,119,1,1,1,55,b2vft81kyjurzbmekvgrqwr64,1,38.5,58.9,2024-11-22T18:18:06.849Z,2024-11-22T18:32:24Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5373921197,56,Left,5373921203,212,31.2,5373921205,213,0.83,5373921849,155,,5373921201,141,92.8,5373921199,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099731,117,1,1,1,55,b2vft81kyjurzbmekvgrqwr64,1,70.7,85.7,2024-11-22T18:18:07.516Z,2024-11-22T18:32:39Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5373922661,140,80.6,5373922667,213,0.21,5373922665,212,10.6,5373922659,56,Left,5373922663,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750093385,21,1,1,2,6,b2vft81kyjurzbmekvgrqwr64,0,89.7,90.8,2024-11-22T18:18:18.103Z,2024-11-22T18:18:18Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5373885517,212,13.1,5373885519,213,4.59,5373885511,56,Center,5373885513,140,88.2,5373885515,141,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
