id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2753248761,7,1,1,1,10,6wwwud48qahpwrfxs20334qk5,1,77.4,15.3,2024-11-30T12:02:19.624Z,2024-11-30T15:28:41Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5390971055,2,,5390971061,140,95.6,5390971065,212,40.0,5390971057,155,,5390971067,213,1.07,5390971063,141,66.9,5390971059,56,Center,5390971069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753266807,301,44,1,1,10,6wwwud48qahpwrfxs20334qk5,1,96.2,71.2,2024-11-30T12:02:19.813Z,2024-11-30T14:06:07Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5391069345,286,,5391069343,56,Center,5391069355,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753266819,232,44,1,1,10,bd4qakf7j0wwie8wke9km7uj8,0,3.8,28.8,2024-11-30T12:02:19.814Z,2024-11-30T14:06:07Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5391069367,233,301,5391067717,56,Back,5391067719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753250671,42,1,1,1,11,6wwwud48qahpwrfxs20334qk5,0,96.9,64.9,2024-11-30T12:02:20.573Z,2024-11-30T15:28:37Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5390980375,56,Center,5390980377,140,96.6,5390980383,213,4.64,5390980379,141,58.2,5390980373,3,,5390980381,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248769,9,12,1,1,14,bd4qakf7j0wwie8wke9km7uj8,1,4.4,37.4,2024-11-30T12:02:23.788Z,2024-11-30T15:17:41Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5390971113,140,5.1,5390971111,56,Back,5390971135,15,,5390971115,141,41.6,5390971119,213,1.32,5390971117,212,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248791,10,12,1,1,16,bd4qakf7j0wwie8wke9km7uj8,1,5.2,41.6,2024-11-30T12:02:26.285Z,2024-11-30T12:02:44Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5390971279,141,9.5,5390971275,56,Back,5390971277,140,23.0,5390971283,213,5.42,5390971281,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248797,11,61,1,1,19,bd4qakf7j0wwie8wke9km7uj8,0,23.9,11.1,2024-11-30T12:02:28.916Z,2024-11-30T14:43:09Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5390971293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248815,8,1,1,1,19,6wwwud48qahpwrfxs20334qk5,1,62.3,81.8,2024-11-30T12:02:29.175Z,2024-11-30T12:02:31Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5390971381,141,90.9,5390971383,212,11.9,5390971385,213,0.55,5390971377,56,Left,5390971375,3,,5390971379,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248841,9,1,1,1,22,6wwwud48qahpwrfxs20334qk5,1,72.0,92.1,2024-11-30T12:02:31.551Z,2024-11-30T12:02:34Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5390971557,141,87.8,5390971555,140,88.6,5390971561,213,6.12,5390971553,56,Left,5390971559,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248849,10,1,1,1,24,6wwwud48qahpwrfxs20334qk5,0,94.3,87.4,2024-11-30T12:02:34.160Z,2024-11-30T15:28:38Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5390971627,212,13.3,5390971625,141,70.5,5390971629,213,4.18,5390971623,140,87.9,5390971621,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248861,12,12,1,1,25,bd4qakf7j0wwie8wke9km7uj8,1,9.6,28.9,2024-11-30T12:02:35.525Z,2024-11-30T12:02:37Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5390971689,141,0.0,5390971685,56,Back,5390971693,213,4.78,5390971691,212,21.1,5390971687,140,10.9,5390971733,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249163,11,5,1,1,27,6wwwud48qahpwrfxs20334qk5,1,85.4,102.0,2024-11-30T12:02:36.999Z,2024-11-30T14:05:13Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5390973177,56,Left,5390973179,347,,5390973229,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753248865,13,5,1,1,27,bd4qakf7j0wwie8wke9km7uj8,0,14.6,-2.0,2024-11-30T12:02:36.999Z,2024-11-30T14:05:13Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5390971701,56,Back,5390971703,347,,5390973249,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249207,12,1,1,2,4,6wwwud48qahpwrfxs20334qk5,0,81.2,100.0,2024-11-30T12:03:13.983Z,2024-11-30T12:03:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5390973389,213,5.04,5390973383,140,89.6,5390973385,141,63.6,5390973391,1,,5390973381,56,Center,5390973379,107,,5390973387,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249209,14,12,1,2,7,bd4qakf7j0wwie8wke9km7uj8,1,5.0,45.1,2024-11-30T12:03:16.861Z,2024-11-30T12:03:19Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5390973403,212,11.9,5390973397,56,Back,5390973401,141,33.6,5390973405,213,5.56,5390973423,15,,5390973399,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249223,13,15,1,2,10,6wwwud48qahpwrfxs20334qk5,1,89.1,68.1,2024-11-30T12:03:20.096Z,2024-11-30T15:00:37Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5391082249,108,,5390973473,64,,5391082253,328,,5391080051,160,,5391082247,103,11.4,5390973475,56,Center,5391082261,147,53.4,5391082243,76,,5391737579,133,5391082273,233,15,5391082259,146,99.7,5391082257,458,5391082245,102,53.8,5391080053,20,,,,,,,,,,,
2753249217,15,10,1,2,10,bd4qakf7j0wwie8wke9km7uj8,1,2.5,48.2,2024-11-30T12:03:20.196Z,2024-11-30T12:36:08Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5390981783,183,,5390981781,179,,5390973465,56,Back,5391082337,233,13,5390981779,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249241,14,44,1,2,12,6wwwud48qahpwrfxs20334qk5,1,87.9,70.3,2024-11-30T12:03:21.727Z,2024-11-30T15:18:23Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5390973557,286,,5390973551,56,Center,5390973635,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249255,16,44,1,2,12,bd4qakf7j0wwie8wke9km7uj8,0,12.1,29.7,2024-11-30T12:03:21.728Z,2024-11-30T14:06:08Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5390973617,285,,5390973647,233,14,5390973615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249253,15,1,1,2,12,6wwwud48qahpwrfxs20334qk5,0,85.1,71.7,2024-11-30T12:03:22.151Z,2024-11-30T15:18:27Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5390973607,141,66.0,5390973611,213,5.53,5390973609,212,5.6,5390973605,140,89.0,5390973603,56,Center,5390973601,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249281,17,12,1,2,14,bd4qakf7j0wwie8wke9km7uj8,1,7.7,32.8,2024-11-30T12:03:24.477Z,2024-11-30T15:28:36Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5390973737,212,25.7,5390973733,140,20.7,5390973731,56,Back,5390973735,141,64.9,5390973739,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249321,16,1,1,2,17,6wwwud48qahpwrfxs20334qk5,1,77.1,41.2,2024-11-30T12:03:26.742Z,2024-11-30T12:03:29Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5390973907,56,Right,5390973915,213,5.05,5390973913,212,17.9,5390973911,141,16.4,5390973909,140,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249325,17,3,1,2,19,6wwwud48qahpwrfxs20334qk5,0,84.8,12.7,2024-11-30T12:03:29.123Z,2024-11-30T14:05:50Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5390973989,233,18,5390973923,56,Right,5390973925,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249333,18,7,1,2,19,bd4qakf7j0wwie8wke9km7uj8,1,15.2,87.3,2024-11-30T12:03:29.124Z,2024-11-30T14:05:50Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5390973955,56,Back,5390973983,233,17,5390973957,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249405,20,1,1,2,23,bd4qakf7j0wwie8wke9km7uj8,1,22.9,94.5,2024-11-30T12:03:33.501Z,2024-11-30T12:03:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5390974289,56,Center,5390974299,1,,5390974293,141,51.3,5390974295,212,43.8,5390974291,140,53.9,5390974287,155,,5390974297,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249437,21,1,1,2,27,bd4qakf7j0wwie8wke9km7uj8,1,54.2,55.1,2024-11-30T12:03:37.509Z,2024-11-30T12:03:39Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5390974443,56,Back,5390974449,212,21.8,5390974451,213,4.10,5390974447,141,28.9,5390974441,155,,5390974445,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249465,22,1,1,2,29,bd4qakf7j0wwie8wke9km7uj8,1,42.3,28.9,2024-11-30T12:03:39.477Z,2024-11-30T12:03:42Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5390974549,141,5.0,5390974545,56,Right,5390974553,213,5.38,5390974551,212,20.6,5390974547,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249499,23,1,1,2,32,bd4qakf7j0wwie8wke9km7uj8,1,54.7,5.2,2024-11-30T12:03:42.204Z,2024-11-30T12:03:46Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5390974711,56,Right,5390974717,141,3.1,5390974713,140,63.5,5390974721,213,6.13,5390974719,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249537,24,1,1,2,39,bd4qakf7j0wwie8wke9km7uj8,1,61.8,17.4,2024-11-30T12:03:48.605Z,2024-11-30T15:28:35Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5390974891,56,Right,5390974893,140,55.6,5390974899,213,3.75,5390974895,141,10.7,5390974897,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249551,25,1,1,2,40,bd4qakf7j0wwie8wke9km7uj8,1,55.6,10.7,2024-11-30T12:03:50.197Z,2024-11-30T12:03:51Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5390974955,212,15.2,5390974951,140,45.0,5390974957,213,2.39,5390974953,141,25.9,5390974949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249575,26,1,1,2,41,bd4qakf7j0wwie8wke9km7uj8,1,45.0,25.9,2024-11-30T12:03:51.172Z,2024-11-30T12:03:53Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5390975075,213,1.61,5390975069,140,44.2,5390975071,141,56.1,5390975073,212,20.6,5390975067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249599,27,1,1,2,43,bd4qakf7j0wwie8wke9km7uj8,1,45.9,41.5,2024-11-30T12:03:53.229Z,2024-11-30T12:03:56Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5390975179,213,4.23,5390975175,141,21.6,5390975173,140,39.1,5390975171,56,Back,5390975177,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249627,28,1,1,2,46,bd4qakf7j0wwie8wke9km7uj8,0,40.0,23.0,2024-11-30T12:03:56.013Z,2024-11-30T12:03:58Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5390975317,196,,5390975323,141,89.0,5390975329,1,,5390975315,155,,5390975327,213,0.97,5390975321,140,69.4,5390975319,56,Left,5390975325,212,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249645,18,1,1,2,49,6wwwud48qahpwrfxs20334qk5,0,25.6,21.5,2024-11-30T12:03:59.286Z,2024-11-30T12:04:00Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5390975401,213,0.53,5390975397,141,32.1,5390975399,212,14.3,5390975395,140,37.4,5390975391,3,,5390975393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249693,29,1,1,2,51,bd4qakf7j0wwie8wke9km7uj8,0,55.8,75.3,2024-11-30T12:04:01.164Z,2024-11-30T12:04:04Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5390975621,212,30.7,5390975613,155,,5390975619,141,84.1,5390975617,140,84.5,5390975623,213,0.20,5390975615,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249715,19,1,1,2,54,6wwwud48qahpwrfxs20334qk5,1,13.8,15.2,2024-11-30T12:04:04.094Z,2024-11-30T12:04:06Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5390975723,56,Back,5390975729,212,11.2,5390975731,213,2.13,5390975721,3,,5390975725,140,8.1,5390975727,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249821,21,1,1,2,59,6wwwud48qahpwrfxs20334qk5,1,9.6,36.7,2024-11-30T12:04:09.303Z,2024-11-30T12:04:16Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5390976191,140,11.5,5390976195,212,15.4,5390976197,213,1.44,5390976193,141,59.1,5390976189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249849,22,1,1,3,6,6wwwud48qahpwrfxs20334qk5,1,34.0,71.8,2024-11-30T12:04:16.358Z,2024-11-30T12:04:19Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5390976263,212,23.1,5390976259,141,83.8,5390976255,56,Left,5390976265,213,0.36,5390976257,140,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249855,23,61,1,3,9,6wwwud48qahpwrfxs20334qk5,0,57.9,87.8,2024-11-30T12:04:19.358Z,2024-11-30T12:04:19Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5390976299,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249873,31,1,1,3,10,bd4qakf7j0wwie8wke9km7uj8,1,37.0,5.8,2024-11-30T12:04:20.469Z,2024-11-30T12:04:21Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5390976385,140,32.0,5390976395,213,2.00,5390976391,212,12.6,5390976381,56,Back,5390976387,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249915,32,1,1,3,12,bd4qakf7j0wwie8wke9km7uj8,0,32.1,22.7,2024-11-30T12:04:21.669Z,2024-11-30T12:04:25Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5390976575,140,55.4,5390976571,157,,5390976577,141,20.4,5390976583,1,,5390976579,212,24.5,5390976573,56,Right,5390976581,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249913,24,44,1,3,14,6wwwud48qahpwrfxs20334qk5,1,43.6,77.4,2024-11-30T12:04:24.294Z,2024-11-30T14:06:08Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5390976567,285,,5390976565,56,Back,5390976645,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249919,33,44,1,3,14,bd4qakf7j0wwie8wke9km7uj8,0,56.4,22.6,2024-11-30T12:04:24.295Z,2024-11-30T15:28:39Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5390976671,233,24,5390976595,286,,5390976593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249927,25,1,1,3,15,6wwwud48qahpwrfxs20334qk5,0,41.9,71.5,2024-11-30T12:04:24.719Z,2024-11-30T12:04:26Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5390976619,141,47.3,5390976613,3,,5390976621,212,17.0,5390976615,56,Back,5390976623,213,4.97,5390976617,140,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753249943,34,3,1,3,18,bd4qakf7j0wwie8wke9km7uj8,0,53.2,51.6,2024-11-30T12:04:27.694Z,2024-11-30T14:05:51Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5390976723,286,,5390976721,56,Center,5390977233,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753250025,26,7,1,3,18,6wwwud48qahpwrfxs20334qk5,1,46.8,48.4,2024-11-30T12:04:27.695Z,2024-11-30T14:05:50Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5390977201,233,34,5390977153,56,Back,5390977155,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
