id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2746770831,3,43,1,0,17,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-11-10T12:00:29.745Z,2024-11-10T12:00:35Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355510949,286,0,5355510947,56,Center,5355511185,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746770879,9,1,1,0,19,8gxd9ry2580pu1b1dd5ny9ymy,1,50.7,52.4,2024-11-10T12:00:31.873Z,2024-11-10T12:00:34Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5355511173,213,1.12,5355511167,140,61.2,5355511169,141,86.2,5355511165,56,Left,5355511171,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746770895,10,1,1,0,22,8gxd9ry2580pu1b1dd5ny9ymy,0,61.2,86.2,2024-11-10T12:00:34.474Z,2024-11-10T15:02:03Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355511253,212,19.5,5355511247,56,Left,5355511255,213,0.53,5355511251,141,100.0,5355511249,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746770921,4,5,1,0,23,8cfkisxf1fkxdqtt6tx1tup48,1,25.0,-1.2,2024-11-10T12:00:35.767Z,2024-11-10T12:01:49Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5355511373,347,,5355511371,56,Back,5355511415,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746770903,11,5,1,0,23,8gxd9ry2580pu1b1dd5ny9ymy,0,75.0,101.2,2024-11-10T12:00:35.767Z,2024-11-10T14:11:29Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355511291,56,Left,5355511427,233,4,5355511293,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771061,5,1,1,0,37,8cfkisxf1fkxdqtt6tx1tup48,1,29.2,0.0,2024-11-10T12:00:50.271Z,2024-11-10T12:00:53Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,5355512055,56,Back,5355512059,141,14.3,5355512063,213,0.81,5355512053,107,,5355512061,212,14.7,5355512057,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771067,6,1,1,0,40,8cfkisxf1fkxdqtt6tx1tup48,0,39.7,14.1,2024-11-10T12:00:52.728Z,2024-11-10T12:00:53Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5355512099,212,16.0,5355512095,140,54.3,5355512091,168,,5355512089,3,,5355512097,141,21.0,5355512093,56,Right,5355512101,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771129,13,1,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,0,44.4,61.4,2024-11-10T12:00:57.465Z,2024-11-10T12:00:59Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355512371,141,15.9,5355512365,155,,5355512369,140,73.0,5355512375,213,5.48,5355512367,56,Right,5355512377,1,,5355512373,212,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771195,7,1,1,0,50,8cfkisxf1fkxdqtt6tx1tup48,1,25.1,86.0,2024-11-10T12:01:03.119Z,2024-11-10T12:01:47Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355512645,56,Back,5355512651,212,14.5,5355512649,141,73.5,5355512643,3,,5355512647,140,13.9,5355512653,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771347,10,1,1,1,3,8cfkisxf1fkxdqtt6tx1tup48,1,14.1,54.8,2024-11-10T12:01:16.231Z,2024-11-10T12:01:19Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355513411,212,14.4,5355513405,140,11.1,5355513399,56,Back,5355513409,141,34.2,5355513413,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771373,11,1,1,1,7,8cfkisxf1fkxdqtt6tx1tup48,0,10.5,32.8,2024-11-10T12:01:19.455Z,2024-11-10T12:01:22Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5355513529,140,47.3,5355513531,141,8.3,5355513525,157,,5355513535,213,5.88,5355513527,56,Back,5355513533,212,42.1,5355513537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771423,14,1,1,1,10,8gxd9ry2580pu1b1dd5ny9ymy,1,56.7,71.7,2024-11-10T12:01:22.922Z,2024-11-10T12:01:26Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355513777,213,4.44,5355513773,141,54.9,5355513767,3,,5355513775,212,11.9,5355513771,140,53.7,5355513769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771445,16,1,1,1,13,8gxd9ry2580pu1b1dd5ny9ymy,1,53.7,54.9,2024-11-10T12:01:26.026Z,2024-11-10T12:01:27Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355513865,141,71.5,5355513869,213,0.59,5355513861,56,Center,5355513863,140,69.7,5355513867,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771457,17,1,1,1,15,8gxd9ry2580pu1b1dd5ny9ymy,1,69.7,71.5,2024-11-10T12:01:27.794Z,2024-11-10T12:01:28Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355513905,141,65.7,5355513915,213,3.84,5355513897,56,Center,5355513911,212,6.2,5355513901,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771491,18,1,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,1,65.2,65.7,2024-11-10T12:01:28.394Z,2024-11-10T12:01:30Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355514079,212,20.8,5355514081,213,2.70,5355514075,140,47.3,5355514077,141,78.8,5355514073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771509,19,1,1,1,18,8gxd9ry2580pu1b1dd5ny9ymy,1,47.3,78.8,2024-11-10T12:01:30.658Z,2024-11-10T12:01:32Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355514163,212,18.0,5355514159,140,34.0,5355514165,213,3.83,5355514157,56,Back,5355514161,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771539,20,1,1,1,20,8gxd9ry2580pu1b1dd5ny9ymy,1,33.9,62.0,2024-11-10T12:01:32.498Z,2024-11-10T12:01:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355514327,141,81.4,5355514331,212,13.3,5355514321,140,35.6,5355514335,213,1.44,5355514317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771565,21,1,1,1,21,8gxd9ry2580pu1b1dd5ny9ymy,1,35.6,81.4,2024-11-10T12:01:33.898Z,2024-11-10T12:01:37Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5355514469,212,32.7,5355514471,213,3.86,5355514465,140,12.2,5355514473,1,,5355514467,141,49.6,5355514463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771597,22,1,1,1,25,8gxd9ry2580pu1b1dd5ny9ymy,1,12.2,49.6,2024-11-10T12:01:37.354Z,2024-11-10T12:01:41Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355514667,140,27.7,5355514673,213,5.26,5355514669,141,10.4,5355514671,212,31.2,5355514665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771719,23,1,1,1,28,8gxd9ry2580pu1b1dd5ny9ymy,1,27.4,12.5,2024-11-10T12:01:41.129Z,2024-11-10T12:01:50Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355515259,56,Back,5355515267,213,2.38,5355515263,141,34.3,5355515261,140,12.5,5355515265,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771737,24,1,1,1,37,8gxd9ry2580pu1b1dd5ny9ymy,1,11.5,36.0,2024-11-10T12:01:49.481Z,2024-11-10T12:01:52Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5355515385,56,Back,5355515391,212,12.3,5355515389,141,36.3,5355515387,140,23.2,5355515393,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771757,25,1,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,1,23.3,36.1,2024-11-10T12:01:52.193Z,2024-11-10T12:01:55Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355515507,212,55.9,5355515503,140,75.8,5355515501,56,Center,5355515499,157,,5355515511,1,,5355515509,213,6.11,5355515505,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771767,26,61,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,0,75.8,22.2,2024-11-10T12:01:55.506Z,2024-11-10T12:01:56Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355515557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771783,12,59,1,1,44,8cfkisxf1fkxdqtt6tx1tup48,1,31.5,80.6,2024-11-10T12:01:56.566Z,2024-11-10T12:01:57Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355515639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771839,13,12,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,1,31.5,80.6,2024-11-10T12:01:57.407Z,2024-11-10T12:02:12Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355515923,56,Back,5355515927,141,87.1,5355515933,213,0.29,5355515925,140,45.7,5355515929,212,15.6,5355516311,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771825,27,13,1,1,48,8gxd9ry2580pu1b1dd5ny9ymy,1,55.5,15.0,2024-11-10T12:02:01.139Z,2024-11-10T14:29:48Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355515849,56,Right,5355516259,231,47.7,5355516111,20,,5356280007,81,,5355516249,458,,5355516253,230,98.6,5355515845,22,,5355515847,70,,5356280009,215,5355516243,103,50,5355516245,328,5355516241,102,40.7,,,,,,,,,,,,,,
2746771913,14,5,1,1,50,8cfkisxf1fkxdqtt6tx1tup48,1,-1.3,60.6,2024-11-10T12:02:02.351Z,2024-11-10T14:11:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355516295,346,,5355516293,56,Back,5355516353,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746771853,28,5,1,1,50,8gxd9ry2580pu1b1dd5ny9ymy,0,101.3,39.4,2024-11-10T12:02:02.351Z,2024-11-10T14:11:29Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355516369,233,14,5355515993,346,,5355515991,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772119,15,1,1,2,20,8cfkisxf1fkxdqtt6tx1tup48,0,4.6,41.6,2024-11-10T12:02:32.446Z,2024-11-10T12:02:36Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355517285,213,6.25,5355517289,74,,5355517279,140,61.0,5355517275,124,,5355517281,141,38.5,5355517283,212,59.3,5355517287,1,,5355517277,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2746772125,29,1,1,2,24,8gxd9ry2580pu1b1dd5ny9ymy,0,38.4,49.6,2024-11-10T12:02:37.026Z,2024-11-10T15:01:57Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5355517343,140,43.8,5355517347,212,6.1,5355517341,56,Back,5355517345,141,53.0,5355517339,3,,5355517349,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772167,16,1,1,2,26,8cfkisxf1fkxdqtt6tx1tup48,1,59.8,37.4,2024-11-10T12:02:38.614Z,2024-11-10T12:02:41Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,5355517585,213,2.21,5355517581,141,59.3,5355517583,212,18.5,5355517567,155,,5355517573,56,Back,5355517577,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772187,17,1,1,2,29,8cfkisxf1fkxdqtt6tx1tup48,1,62.2,73.2,2024-11-10T12:02:41.334Z,2024-11-10T12:02:43Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5355517655,140,54.0,5355517659,212,9.0,5355517653,56,Center,5355517657,141,77.0,5355517661,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772209,18,3,1,2,30,8cfkisxf1fkxdqtt6tx1tup48,1,45.3,73.2,2024-11-10T12:02:42.975Z,2024-11-10T12:24:44Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355517723,56,Back,5355517847,233,30,5355517725,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772231,30,45,1,2,30,8gxd9ry2580pu1b1dd5ny9ymy,0,54.7,26.8,2024-11-10T12:02:42.975Z,2024-11-10T12:24:45Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5355517835,285,,5355517855,233,18,5355517833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772215,19,3,1,2,32,8cfkisxf1fkxdqtt6tx1tup48,1,44.6,73.4,2024-11-10T12:02:44.342Z,2024-11-10T12:24:45Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355517875,233,31,5355517739,286,,5355517737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772239,31,45,1,2,32,8gxd9ry2580pu1b1dd5ny9ymy,0,55.4,26.6,2024-11-10T12:02:44.342Z,2024-11-10T15:02:07Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5355517859,56,Center,5355517883,233,19,5355517861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772229,20,3,1,2,33,8cfkisxf1fkxdqtt6tx1tup48,1,41.4,70.6,2024-11-10T12:02:45.455Z,2024-11-10T15:02:00Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355517823,286,,5355517973,233,32,5355517821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772255,32,45,1,2,33,8gxd9ry2580pu1b1dd5ny9ymy,0,58.6,29.4,2024-11-10T12:02:45.455Z,2024-11-10T15:02:08Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5355518011,233,20,5355517931,56,Center,5355517937,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772287,21,1,1,2,34,8cfkisxf1fkxdqtt6tx1tup48,1,39.7,63.3,2024-11-10T12:02:47.046Z,2024-11-10T12:02:51Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5355518089,212,10.9,5355518085,141,77.6,5355518081,140,35.0,5355518079,56,Back,5355518093,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772313,22,1,1,2,39,8cfkisxf1fkxdqtt6tx1tup48,1,34.2,78.5,2024-11-10T12:02:51.750Z,2024-11-10T15:02:05Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5355518197,140,19.7,5355518203,213,3.40,5355518201,212,15.7,5355518199,141,72.7,5355518195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772351,23,1,1,2,41,8cfkisxf1fkxdqtt6tx1tup48,1,16.7,73.0,2024-11-10T12:02:53.966Z,2024-11-10T15:02:12Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5355518371,157,,5355518375,140,61.1,5355518379,212,48.5,5355518373,56,Left,5355518377,141,92.7,5355518381,213,0.28,5355518383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772365,24,44,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,1,67.0,89.7,2024-11-10T12:02:58.022Z,2024-11-10T15:02:15Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,5355518523,233,33,5355518427,56,Left,5355518429,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772379,33,44,1,2,45,8gxd9ry2580pu1b1dd5ny9ymy,0,33.0,10.3,2024-11-10T12:02:58.023Z,2024-11-10T12:24:47Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355518481,285,,5355518535,233,24,5355518477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772369,25,61,1,2,46,8cfkisxf1fkxdqtt6tx1tup48,0,62.5,97.1,2024-11-10T12:02:58.599Z,2024-11-10T14:15:05Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,5355518441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772395,26,5,1,2,48,8cfkisxf1fkxdqtt6tx1tup48,0,62.6,101.0,2024-11-10T12:03:00.686Z,2024-11-10T14:11:30Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,5355518583,347,,5355518581,56,Left,5355518649,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772407,34,5,1,2,48,8gxd9ry2580pu1b1dd5ny9ymy,1,37.4,-1.0,2024-11-10T12:03:00.686Z,2024-11-10T14:11:30Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355518613,56,Back,5355518639,233,26,5355518615,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772423,35,1,1,2,50,8gxd9ry2580pu1b1dd5ny9ymy,1,40.2,0.0,2024-11-10T12:03:02.852Z,2024-11-10T12:03:05Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5355518719,141,16.2,5355518715,56,Back,5355518723,213,2.62,5355518717,140,19.5,5355518713,107,,5355518721,212,25.0,5355518725,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772459,36,1,1,2,52,8gxd9ry2580pu1b1dd5ny9ymy,1,17.3,15.8,2024-11-10T12:03:05.242Z,2024-11-10T12:03:08Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5355518933,141,36.1,5355518937,213,1.17,5355518935,212,15.0,5355518929,56,Back,5355518931,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772463,37,1,1,2,55,8gxd9ry2580pu1b1dd5ny9ymy,1,23.0,36.1,2024-11-10T12:03:07.993Z,2024-11-10T12:03:10Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5355518961,56,Back,5355518969,213,5.43,5355518965,141,16.4,5355518967,212,17.8,5355518963,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746772467,38,1,1,2,58,8gxd9ry2580pu1b1dd5ny9ymy,1,34.1,16.4,2024-11-10T12:03:10.434Z,2024-11-10T12:03:12Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5355519001,212,7.3,5355518999,141,10.9,5355518995,56,Back,5355518997,140,28.1,5355519049,156,,5355519003,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
