id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2751311505,353,61,1,0,12,b8oqgvx1ijeyn6y1cn6929ix4,1,55.5,87.1,2024-11-24T14:01:41.658Z,2024-11-24T14:51:29Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5380314659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250397,3,1,1,0,14,b8oqgvx1ijeyn6y1cn6929ix4,1,59.5,64.5,2024-11-24T14:01:43.868Z,2024-11-24T14:01:53Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,,5379989443,212,11.4,5379989437,140,56.4,5379989445,213,1.86,5379989441,141,80.5,5379989433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250409,4,4,1,0,18,b8oqgvx1ijeyn6y1cn6929ix4,1,59.0,77.2,2024-11-24T14:01:47.826Z,2024-11-24T14:51:54Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5379989623,56,Center,5379989709,233,9,5379989621,13,,5379989625,152,,5379989627,265,,5379989629,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250293,9,4,1,0,18,6wwwud48qahpwrfxs20334qk5,0,41.0,22.8,2024-11-24T14:01:47.827Z,2024-11-24T14:01:57Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5379989021,152,,5379989025,285,,5379989739,233,4,5379989019,56,Back,5379989017,13,,5379989023,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250733,5,1,1,0,33,b8oqgvx1ijeyn6y1cn6929ix4,1,58.5,82.4,2024-11-24T14:02:03.627Z,2024-11-24T14:02:11Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5379991223,5,,5379991229,140,70.0,5379991227,56,Left,5379991231,141,92.0,5379991235,212,13.7,5379991239,213,0.50,5379991225,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250795,6,1,1,0,40,b8oqgvx1ijeyn6y1cn6929ix4,1,81.0,90.5,2024-11-24T14:02:09.659Z,2024-11-24T14:02:13Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5379991545,213,3.18,5379991541,212,19.2,5379991535,56,Left,5379991539,141,89.3,5379991537,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250913,7,1,1,0,42,b8oqgvx1ijeyn6y1cn6929ix4,1,64.2,90.2,2024-11-24T14:02:12.195Z,2024-11-24T14:02:20Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5379992177,140,74.4,5379992179,141,90.8,5379992175,56,Left,5379992181,212,10.7,5379992183,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751250991,8,1,1,0,49,b8oqgvx1ijeyn6y1cn6929ix4,1,81.5,89.1,2024-11-24T14:02:19.371Z,2024-11-24T14:03:05Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,1.0,,5379992553,2,,5379996063,210,15,5379992565,213,4.97,5379992561,141,50.4,5379992563,212,27.2,5379996065,154,,5379992557,56,Center,5379992559,140,88.1,5379992555,155,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251001,9,15,1,0,53,b8oqgvx1ijeyn6y1cn6929ix4,1,91.1,50.5,2024-11-24T14:02:23.219Z,2024-11-24T16:23:28Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5379996125,146,98.6,5379996127,147,51.3,5379996119,102,48.1,5379995599,328,,5379996169,233,10,5379996123,103,12.7,5379996101,29,,5380857681,80,,5379996105,154,5379996111,55,8,5379992623,17,5379995593,24,5379995595,15,5379992625,56,Center,,,,,,,,,,,,,,
2751250957,10,10,1,0,53,6wwwud48qahpwrfxs20334qk5,1,1.7000000000000002,49.6,2024-11-24T14:02:23.319Z,2024-11-24T14:03:06Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5379992383,178,,5379992385,182,,5379992381,173,,5379992387,56,Back,5379996229,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251087,11,12,1,0,55,6wwwud48qahpwrfxs20334qk5,1,5.7,51.6,2024-11-24T14:02:24.834Z,2024-11-24T14:02:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5379993019,213,0.77,5379993017,212,42.3,5379993015,141,95.1,5379993011,140,34.5,5379993007,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251155,10,1,1,0,58,b8oqgvx1ijeyn6y1cn6929ix4,1,66.4,7.3,2024-11-24T14:02:27.699Z,2024-11-24T14:02:34Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5379993313,56,Back,5379993319,212,28.1,5379993317,141,31.6,5379993321,213,2.51,5379993315,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251245,11,2,1,1,3,b8oqgvx1ijeyn6y1cn6929ix4,1,44.5,42.2,2024-11-24T14:02:32.755Z,2024-11-24T14:02:40Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5379993735,141,91.5,5379993763,7,ekx0wotp433tuaw4g93nybjmc,5379993733,140,72.9,5379993765,1,,5379993767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251227,12,55,1,1,3,6wwwud48qahpwrfxs20334qk5,1,33.0,11.0,2024-11-24T14:02:32.756Z,2024-11-24T14:10:00Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380004041,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251517,13,1,1,1,23,6wwwud48qahpwrfxs20334qk5,1,28.3,6.4,2024-11-24T14:02:53.202Z,2024-11-24T14:04:33Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5379995161,212,10.7,5379995153,241,,5379995155,56,Back,5380005165,189,,5379995151,5,,5379995157,140,38.5,5379995159,141,6.7,5379995163,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251525,14,1,1,1,24,6wwwud48qahpwrfxs20334qk5,1,38.5,6.7,2024-11-24T14:02:53.801Z,2024-11-24T14:05:10Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5379995243,56,Back,5379995251,213,2.97,5379995245,140,18.4,5380008811,189,,5379995249,212,21.4,5379995247,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251563,15,1,1,1,25,6wwwud48qahpwrfxs20334qk5,1,18.4,12.0,2024-11-24T14:02:54.666Z,2024-11-24T14:05:11Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5379995497,140,5.6,5379995499,141,50.0,5379995501,212,29.1,5379995503,213,2.05,5379995493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251665,16,1,1,1,29,6wwwud48qahpwrfxs20334qk5,1,5.5,44.6,2024-11-24T14:02:59.466Z,2024-11-24T14:03:04Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5379996031,56,Back,5379996035,141,13.8,5379996037,212,31.2,5379996039,213,5.55,5379996033,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251705,17,1,1,1,34,6wwwud48qahpwrfxs20334qk5,1,21.5,26.5,2024-11-24T14:03:04.258Z,2024-11-24T14:03:06Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5379996237,141,48.2,5379996239,212,24.1,5379996235,140,3.4,5379996241,213,2.48,5379996233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251811,18,1,1,1,36,6wwwud48qahpwrfxs20334qk5,1,3.4,48.2,2024-11-24T14:03:06.401Z,2024-11-24T14:03:11Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5379996723,141,16.5,5379996721,140,11.4,5379996725,212,23.1,5379996719,56,Back,5379996727,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251917,19,1,1,1,41,6wwwud48qahpwrfxs20334qk5,1,18.1,12.3,2024-11-24T14:03:11.314Z,2024-11-24T14:03:18Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5379997277,213,6.20,5379997279,1,,5379997271,140,65.8,5379997269,56,Right,5379997267,155,,5379997275,212,50.3,5379997273,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751251935,20,1,1,1,48,6wwwud48qahpwrfxs20334qk5,0,83.8,5.0,2024-11-24T14:03:18.034Z,2024-11-24T14:03:19Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5379997381,212,25.3,5379997375,56,Center,5379997383,213,1.14,5379997377,140,93.8,5379997379,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252035,13,1,1,1,51,b8oqgvx1ijeyn6y1cn6929ix4,0,7.9,66.7,2024-11-24T14:03:20.916Z,2024-11-24T14:53:21Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5379997873,1,,5379997863,56,Center,5379997867,141,45.4,5379997871,213,5.98,5379997869,212,49.1,5379997865,140,52.6,5379997861,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252053,21,1,1,1,54,6wwwud48qahpwrfxs20334qk5,1,50.7,50.6,2024-11-24T14:03:23.729Z,2024-11-24T14:03:25Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5379997961,56,Center,5379997965,141,41.5,5379997967,212,13.6,5379997969,213,5.81,5379997959,3,,5379997963,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252099,23,1,1,1,55,6wwwud48qahpwrfxs20334qk5,1,60.9,43.4,2024-11-24T14:03:25.385Z,2024-11-24T14:03:27Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5379998163,140,40.9,5379998161,56,Back,5379998165,141,30.3,5379998167,212,22.8,5379998169,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252143,24,1,1,1,57,6wwwud48qahpwrfxs20334qk5,1,40.9,30.3,2024-11-24T14:03:27.081Z,2024-11-24T14:03:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5379998377,213,1.94,5379998369,56,Back,5379998371,140,35.1,5379998375,212,16.8,5379998373,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252227,25,1,1,1,59,6wwwud48qahpwrfxs20334qk5,1,34.1,53.1,2024-11-24T14:03:28.713Z,2024-11-24T14:03:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5379998779,140,9.1,5379998775,56,Back,5379998785,212,26.3,5379998781,141,51.8,5379998789,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252379,26,1,1,2,4,6wwwud48qahpwrfxs20334qk5,1,8.3,47.9,2024-11-24T14:03:34.242Z,2024-11-24T14:03:42Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5379999651,140,39.4,5379999655,212,40.6,5379999657,213,5.65,5379999659,1,,5379999653,141,12.5,5379999649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252517,27,1,1,2,12,6wwwud48qahpwrfxs20334qk5,1,45.4,28.6,2024-11-24T14:03:41.954Z,2024-11-24T14:03:47Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380000355,56,Center,5380000357,140,62.8,5380000359,141,78.7,5380000363,213,1.08,5380000365,1,,5380000361,212,38.7,5380000353,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252545,28,1,1,2,17,6wwwud48qahpwrfxs20334qk5,1,61.7,83.8,2024-11-24T14:03:46.834Z,2024-11-24T14:03:48Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5380000541,140,41.1,5380000545,212,23.3,5380000547,213,3.53,5380000543,141,70.9,5380000537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252601,29,1,1,2,18,6wwwud48qahpwrfxs20334qk5,1,40.7,70.6,2024-11-24T14:03:48.593Z,2024-11-24T14:03:50Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380000841,213,0.05,5380000833,56,Center,5380000839,212,15.5,5380000837,141,71.8,5380000835,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252631,30,1,1,2,20,6wwwud48qahpwrfxs20334qk5,1,54.7,72.0,2024-11-24T14:03:50.617Z,2024-11-24T14:03:52Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5380001007,213,4.05,5380001001,140,49.4,5380001005,212,9.1,5380000999,56,Back,5380001003,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252687,31,1,1,2,22,6wwwud48qahpwrfxs20334qk5,1,49.5,61.1,2024-11-24T14:03:52.457Z,2024-11-24T14:03:54Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5380001323,140,43.9,5380001325,141,73.3,5380001321,56,Back,5380001329,213,2.19,5380001327,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252787,32,1,1,2,25,6wwwud48qahpwrfxs20334qk5,1,44.7,73.3,2024-11-24T14:03:54.777Z,2024-11-24T14:03:59Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5380001823,213,6.22,5380001813,155,,5380001825,1,,5380001815,56,Center,5380001821,212,49.5,5380001819,141,68.4,5380001817,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252803,33,1,1,2,30,6wwwud48qahpwrfxs20334qk5,0,91.8,68.5,2024-11-24T14:03:59.769Z,2024-11-24T14:04:00Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5380001893,56,Center,5380001899,212,16.1,5380001901,213,4.98,5380001897,141,45.7,5380001895,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252817,34,43,1,2,30,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-24T14:04:00.411Z,2024-11-24T14:04:03Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5380001955,212,0,5380001951,140,95.9,5380001959,213,3.14,5380001953,141,45.7,5380001949,56,Center,5380002205,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252963,15,1,1,2,35,b8oqgvx1ijeyn6y1cn6929ix4,1,9.0,50.0,2024-11-24T14:04:05.203Z,2024-11-24T14:04:08Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5380002629,141,75.9,5380002627,140,20.4,5380002619,123,,5380002637,213,0.97,5380002633,212,21.3,5380002727,189,,5380002623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751252993,16,1,1,2,37,b8oqgvx1ijeyn6y1cn6929ix4,1,20.4,75.9,2024-11-24T14:04:07.397Z,2024-11-24T14:04:10Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380002853,213,3.79,5380002837,56,Back,5380002849,212,15.5,5380002841,140,8.7,5380002845,141,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253059,17,1,1,2,39,b8oqgvx1ijeyn6y1cn6929ix4,1,8.7,62.1,2024-11-24T14:04:08.739Z,2024-11-24T14:04:13Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5380003221,56,Back,5380003225,141,85.0,5380003229,213,1.09,5380003227,212,17.5,5380003223,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253137,18,1,1,2,42,b8oqgvx1ijeyn6y1cn6929ix4,1,22.0,85.1,2024-11-24T14:04:12.051Z,2024-11-24T14:04:17Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380003611,213,0.51,5380003603,56,Back,5380003609,212,13.5,5380003607,141,94.8,5380003605,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253167,19,1,1,2,46,b8oqgvx1ijeyn6y1cn6929ix4,1,33.2,94.8,2024-11-24T14:04:15.987Z,2024-11-24T14:04:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5380003753,141,91.1,5380003749,56,Back,5380003751,140,24.3,5380003755,212,9.7,5380003757,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253241,20,1,1,2,48,b8oqgvx1ijeyn6y1cn6929ix4,1,24.0,89.7,2024-11-24T14:04:18.131Z,2024-11-24T14:04:23Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5380004165,213,4.40,5380004161,141,62.6,5380004157,56,Back,5380004159,140,18.3,5380004163,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253265,21,1,1,2,51,b8oqgvx1ijeyn6y1cn6929ix4,1,22.5,60.3,2024-11-24T14:04:21.587Z,2024-11-24T14:04:24Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,,5380004303,212,15.4,5380004299,140,22.1,5380004297,56,Back,5380004301,141,37.7,5380004305,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253333,22,1,1,2,53,b8oqgvx1ijeyn6y1cn6929ix4,1,22.4,35.4,2024-11-24T14:04:22.995Z,2024-11-24T14:04:27Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5380004633,213,5.22,5380004631,212,21.2,5380004629,141,8.2,5380004627,140,32.2,5380004625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253363,23,1,1,2,56,b8oqgvx1ijeyn6y1cn6929ix4,1,30.8,10.6,2024-11-24T14:04:25.732Z,2024-11-24T14:04:29Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,,5380004765,141,26.5,5380004761,56,Back,5380004769,213,2.28,5380004767,212,14.3,5380004763,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253397,24,1,1,2,58,b8oqgvx1ijeyn6y1cn6929ix4,1,21.9,26.5,2024-11-24T14:04:27.932Z,2024-11-24T14:04:30Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5380004913,212,7.8,5380004907,56,Back,5380004909,140,29.3,5380004911,141,25.8,5380004915,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751253545,25,1,1,2,59,b8oqgvx1ijeyn6y1cn6929ix4,1,29.3,25.8,2024-11-24T14:04:29.419Z,2024-11-24T14:04:40Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,,5380005793,140,37.0,5380005791,56,Back,5380005795,141,6.5,5380005799,213,5.26,5380005797,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
