id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2752936233,3,1,1,0,20,b2vft81kyjurzbmekvgrqwr64,0,45.4,65.8,2024-11-29T18:00:10.126Z,2024-11-29T18:00:10Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389272533,141,54.9,5389272531,140,49.9,5389272535,212,8.8,5389272527,3,,5389272529,56,Back,5389272537,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936247,9,1,1,0,21,8gxd9ry2580pu1b1dd5ny9ymy,1,43.4,27.7,2024-11-29T18:00:10.439Z,2024-11-29T18:00:14Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389272587,140,55.2,5389272589,141,16.5,5389272583,3,,5389272585,56,Right,5389272591,212,14.5,5389272593,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936249,10,1,1,0,25,8gxd9ry2580pu1b1dd5ny9ymy,1,57.4,13.1,2024-11-29T18:00:14.703Z,2024-11-29T18:02:40Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5389276403,141,6.2,5389276401,140,43.0,5389276407,213,3.44,5389276405,212,15.8,5389272605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936265,4,43,1,0,25,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-29T18:00:14.704Z,2024-11-29T18:03:18Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5389272699,56,Back,5389278073,144,7,5389272701,285,0,5389276427,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936259,11,1,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,1,45.0,14.3,2024-11-29T18:00:15.503Z,2024-11-29T18:03:09Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389272665,140,45.0,5389272667,141,19.5,5389272663,56,Back,5389272669,212,3.5,5389272671,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936269,12,50,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,1,52.1,21.6,2024-11-29T18:00:15.703Z,2024-11-29T18:08:20Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389272707,56,Center,5389272765,233,5,5389272709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936275,5,7,1,0,26,b2vft81kyjurzbmekvgrqwr64,1,47.9,78.4,2024-11-29T18:00:15.704Z,2024-11-29T20:35:16Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389272741,285,,5389272761,233,12,5389272739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936287,7,1,1,0,33,b2vft81kyjurzbmekvgrqwr64,1,65.8,60.5,2024-11-29T18:00:22.994Z,2024-11-29T18:00:25Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5389272803,140,68.3,5389272801,56,Center,5389272805,141,24.4,5389272807,212,24.7,5389272809,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936289,13,83,1,0,35,8gxd9ry2580pu1b1dd5ny9ymy,0,22.6,79.4,2024-11-29T18:00:24.847Z,2024-11-29T18:05:02Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389272941,399,e19g5bz7s9wqcvj8mttztxi0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936297,8,1,1,0,36,b2vft81kyjurzbmekvgrqwr64,1,74.8,21.9,2024-11-29T18:00:25.737Z,2024-11-29T18:00:27Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389272861,212,16.7,5389272863,213,5.80,5389272859,141,10.6,5389272855,56,Right,5389272857,140,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936301,9,1,1,0,38,b2vft81kyjurzbmekvgrqwr64,1,88.9,10.6,2024-11-29T18:00:27.586Z,2024-11-29T18:00:29Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389272885,56,Center,5389272895,212,14.1,5389272887,140,81.3,5389272897,213,2.17,5389272891,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936321,10,1,1,0,40,b2vft81kyjurzbmekvgrqwr64,1,76.5,19.4,2024-11-29T18:00:29.721Z,2024-11-29T18:00:34Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389272977,212,13.9,5389272975,141,14.0,5389272979,213,6.02,5389272973,140,89.3,5389272971,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936327,11,1,1,0,45,b2vft81kyjurzbmekvgrqwr64,1,81.0,9.8,2024-11-29T18:00:34.514Z,2024-11-29T18:00:35Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389272995,212,13.6,5389272997,213,6.14,5389272991,140,93.8,5389272993,141,7.0,5389272989,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936331,12,1,1,0,46,b2vft81kyjurzbmekvgrqwr64,1,93.8,7.0,2024-11-29T18:00:35.546Z,2024-11-29T18:00:37Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389273005,56,Right,5389273007,140,72.4,5389273009,141,18.6,5389273011,212,23.8,5389273013,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936339,13,1,1,0,48,b2vft81kyjurzbmekvgrqwr64,1,72.4,18.6,2024-11-29T18:00:37.706Z,2024-11-29T18:00:40Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5389273045,213,5.88,5389273041,141,7.0,5389273043,212,20.0,5389273037,56,Right,5389273039,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936345,14,1,1,0,50,b2vft81kyjurzbmekvgrqwr64,1,89.9,7.0,2024-11-29T18:00:40.370Z,2024-11-29T18:00:41Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389273063,56,Right,5389273069,212,22.0,5389273071,213,2.84,5389273065,140,69.9,5389273067,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936343,14,83,1,0,51,8gxd9ry2580pu1b1dd5ny9ymy,0,20.3,89.9,2024-11-29T18:00:41.208Z,2024-11-29T18:00:46Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5389273141,399,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936353,15,1,1,0,52,b2vft81kyjurzbmekvgrqwr64,1,69.9,16.5,2024-11-29T18:00:41.658Z,2024-11-29T18:00:43Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389273117,213,5.88,5389273115,212,15.0,5389273109,56,Right,5389273111,140,83.1,5389273113,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936357,16,1,1,0,53,b2vft81kyjurzbmekvgrqwr64,1,83.1,7.9,2024-11-29T18:00:43.131Z,2024-11-29T18:00:45Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389273129,140,56.1,5389273135,213,2.93,5389273127,56,Right,5389273133,212,29.0,5389273131,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936373,17,1,1,0,56,b2vft81kyjurzbmekvgrqwr64,1,55.0,17.1,2024-11-29T18:00:45.482Z,2024-11-29T18:00:49Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5389273227,212,30.8,5389273229,213,1.90,5389273223,140,45.4,5389273221,56,Back,5389273225,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936379,18,1,1,1,0,b2vft81kyjurzbmekvgrqwr64,1,47.4,59.1,2024-11-29T18:00:49.427Z,2024-11-29T20:35:06Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5389273257,141,14.7,5389273255,140,90.4,5389273441,1,,5389273259,212,54.3,5389273251,155,,5389273261,213,5.69,5389273253,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936433,19,1,1,1,8,b2vft81kyjurzbmekvgrqwr64,1,88.9,10.9,2024-11-29T18:00:57.610Z,2024-11-29T18:01:00Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5389273525,212,22.4,5389273527,213,2.99,5389273523,141,15.9,5389273521,140,67.8,5389273519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936453,20,1,1,1,11,b2vft81kyjurzbmekvgrqwr64,1,76.5,11.1,2024-11-29T18:01:00.490Z,2024-11-29T18:01:15Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,1.0,,5389273631,155,,5389273873,154,,5389273633,56,Center,5389273871,210,13,5389273629,2,,5389273639,212,25.5,5389273641,213,1.19,5389273635,140,85.5,5389273637,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936461,21,44,1,1,14,b2vft81kyjurzbmekvgrqwr64,1,84.9,48.7,2024-11-29T18:01:03.966Z,2024-11-29T20:07:59Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389273719,286,,5389273717,56,Center,5389273739,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936447,15,44,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,0,15.1,51.3,2024-11-29T18:01:03.967Z,2024-11-29T20:07:59Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389273747,233,21,5389273603,285,,5389273601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936463,22,13,1,1,15,b2vft81kyjurzbmekvgrqwr64,1,89.3,53.2,2024-11-29T18:01:04.882Z,2024-11-29T21:01:19Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389273887,103,66.7,5389273885,102,48.7,5389273889,230,95.6,5389273821,15,,5389273825,328,,5390061875,74,,5389273723,22,,5389273879,154,,5389273727,56,Center,5389273877,29,5389273881,55,20,5389273891,231,51.6,5389273725,17,,,,,,,,,,,,,,,,,,,,
2752936465,16,43,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-11-29T18:01:06.135Z,2024-11-29T18:01:10Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389273735,56,Back,5389273737,285,0,5389273783,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936523,17,5,1,1,18,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.5,44.4,2024-11-29T18:01:07.519Z,2024-11-29T20:08:42Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389274013,233,23,5389273999,346,,5389273997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936489,23,5,1,1,18,b2vft81kyjurzbmekvgrqwr64,0,101.5,55.6,2024-11-29T18:01:07.519Z,2024-11-29T20:08:43Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5389274017,233,17,5389273811,56,Center,5389273813,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936533,18,1,1,1,32,8gxd9ry2580pu1b1dd5ny9ymy,1,4.6,60.2,2024-11-29T18:01:21.800Z,2024-11-29T18:01:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5389274065,213,4.52,5389274055,124,,5389274057,56,Back,5389274063,212,8.4,5389274061,141,48.1,5389274069,237,,5389274059,140,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936561,19,1,1,1,36,8gxd9ry2580pu1b1dd5ny9ymy,1,8.6,51.2,2024-11-29T18:01:25.544Z,2024-11-29T18:01:29Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5389274243,213,0.07,5389274241,212,42.3,5389274235,56,Back,5389274233,157,,5389274245,1,,5389274237,140,48.8,5389274239,141,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936567,20,44,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,1,51.3,46.8,2024-11-29T18:01:29.391Z,2024-11-29T18:01:34Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389274267,56,Center,5389274297,286,,5389274293,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936565,24,44,1,1,39,b2vft81kyjurzbmekvgrqwr64,0,48.7,53.2,2024-11-29T18:01:29.392Z,2024-11-29T20:35:46Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5389274301,233,20,5389274265,285,,5389274263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936571,21,61,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,1,48.8,55.5,2024-11-29T18:01:30.013Z,2024-11-29T18:01:30Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5389274283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936599,22,1,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,1,55.7,21.3,2024-11-29T18:01:33.055Z,2024-11-29T18:01:35Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389274381,141,5.3,5389274379,140,53.6,5389274377,56,Right,5389274383,212,11.1,5389274385,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936617,23,1,1,1,45,8gxd9ry2580pu1b1dd5ny9ymy,1,53.6,5.0,2024-11-29T18:01:34.511Z,2024-11-29T18:01:38Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389274455,213,1.80,5389274447,56,Right,5389274449,140,52.2,5389274451,141,14.1,5389274453,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936633,24,1,1,1,49,8gxd9ry2580pu1b1dd5ny9ymy,1,51.8,17.6,2024-11-29T18:01:38.519Z,2024-11-29T18:01:40Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389274505,56,Back,5389274511,212,12.9,5389274513,213,2.74,5389274507,140,40.5,5389274509,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936647,25,1,1,1,51,8gxd9ry2580pu1b1dd5ny9ymy,1,41.8,24.3,2024-11-29T18:01:40.519Z,2024-11-29T18:01:43Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5389274587,56,Back,5389274589,140,46.1,5389274591,141,8.9,5389274593,212,11.4,5389274595,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936659,26,1,1,1,53,8gxd9ry2580pu1b1dd5ny9ymy,1,56.5,11.3,2024-11-29T18:01:43.335Z,2024-11-29T18:01:45Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5389274621,140,58.0,5389274623,141,18.8,5389274619,56,Right,5389274625,212,5.3,5389274627,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936669,27,1,1,1,56,8gxd9ry2580pu1b1dd5ny9ymy,1,59.9,12.3,2024-11-29T18:01:45.527Z,2024-11-29T18:01:48Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5389274687,213,6.22,5389274679,56,Right,5389274685,212,10.6,5389274681,140,70.0,5389274683,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936675,28,1,1,1,58,8gxd9ry2580pu1b1dd5ny9ymy,1,70.0,11.3,2024-11-29T18:01:47.871Z,2024-11-29T18:01:49Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389274703,140,75.6,5389274701,56,Right,5389274709,213,5.46,5389274699,168,,5389274705,141,1.9,5389274707,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936695,29,1,1,2,0,8gxd9ry2580pu1b1dd5ny9ymy,1,72.7,5.2,2024-11-29T18:01:49.664Z,2024-11-29T18:01:50Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389274801,212,7.1,5389274803,213,2.66,5389274799,141,10.1,5389274795,56,Right,5389274797,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936699,30,1,1,2,1,8gxd9ry2580pu1b1dd5ny9ymy,1,66.7,10.1,2024-11-29T18:01:50.432Z,2024-11-29T18:01:51Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5389274819,56,Right,5389274823,141,14.4,5389274821,140,73.4,5389274827,213,0.39,5389274825,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936715,31,1,1,2,1,8gxd9ry2580pu1b1dd5ny9ymy,1,73.4,14.4,2024-11-29T18:01:51.215Z,2024-11-29T18:01:54Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389274913,141,5.5,5389274911,140,75.6,5389274917,213,5.08,5389274909,56,Right,5389274915,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936729,32,1,1,2,4,8gxd9ry2580pu1b1dd5ny9ymy,1,80.3,6.1,2024-11-29T18:01:53.856Z,2024-11-29T18:01:56Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5389274975,56,Right,5389274983,213,0.23,5389274977,140,96.4,5389274981,212,17.4,5389274979,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752936743,33,1,1,2,6,8gxd9ry2580pu1b1dd5ny9ymy,1,98.1,14.0,2024-11-29T18:01:55.855Z,2024-11-29T18:01:58Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5389275057,56,Center,5389275065,213,2.06,5389275059,140,94.7,5389275061,141,23.9,5389275063,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
