id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2701841781,9,1,1,0,16,8gxd9ry2580pu1b1dd5ny9ymy,1,38.9,5.2,2024-07-19T17:02:06.856Z,2024-07-19T17:02:11Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5109073549,213,2.32,5109073541,56,Back,5109073543,140,28.3,5109073547,212,16.3,5109073545,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841793,10,1,1,0,20,8gxd9ry2580pu1b1dd5ny9ymy,1,25.3,25.2,2024-07-19T17:02:11.160Z,2024-07-19T17:02:14Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5109073625,141,49.0,5109073627,212,23.7,5109073629,213,2.39,5109073623,140,8.8,5109073621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841805,11,1,1,0,23,8gxd9ry2580pu1b1dd5ny9ymy,1,9.0,59.4,2024-07-19T17:02:13.992Z,2024-07-19T17:02:16Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5109073675,56,Back,5109073679,141,96.5,5109073677,140,22.9,5109073681,212,29.1,5109073683,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841845,12,1,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,94.4,2024-07-19T17:02:16.783Z,2024-07-19T17:02:22Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5109073869,56,Back,5109073875,212,15.7,5109073877,213,5.22,5109073873,141,74.2,5109073871,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841823,3,83,1,0,28,8cfkisxf1fkxdqtt6tx1tup48,0,68.3,34.9,2024-07-19T17:02:19.742Z,2024-07-19T17:09:30Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,5109086259,399,6uwvbagahvoavs630k8uksxjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841851,13,1,1,0,31,8gxd9ry2580pu1b1dd5ny9ymy,1,29.6,50.3,2024-07-19T17:02:22.120Z,2024-07-19T17:02:23Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5109073911,141,27.0,5109073913,212,17.4,5109073909,140,22.8,5109073907,56,Back,5109073915,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841879,14,1,1,0,32,8gxd9ry2580pu1b1dd5ny9ymy,1,24.7,22.8,2024-07-19T17:02:23.455Z,2024-07-19T17:02:27Z,d4w0nytrfhhtw8xqh7rofq6z9,M. Gehrt,,5109074075,56,Back,5109074079,141,3.5,5109074077,140,33.2,5109074081,212,15.9,5109074083,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841907,15,1,1,0,36,8gxd9ry2580pu1b1dd5ny9ymy,1,56.1,7.1,2024-07-19T17:02:27.656Z,2024-07-19T17:02:33Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5109074229,212,28.1,5109074223,56,Right,5109074227,141,7.4,5109074231,213,0.01,5109074225,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841911,16,1,1,0,42,8gxd9ry2580pu1b1dd5ny9ymy,0,94.0,29.5,2024-07-19T17:02:33.032Z,2024-07-19T17:02:36Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,5109074247,212,1.3,5109074361,236,,5109074363,233,4,5109074245,141,31.2,5109074241,56,Center,5109074367,286,,5109074243,140,93.4,5109074249,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841927,4,74,1,0,42,8cfkisxf1fkxdqtt6tx1tup48,1,7.0,68.0,2024-07-19T17:02:33.033Z,2024-07-19T17:09:27Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5109074373,233,16,5109074349,56,Back,5109074351,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841931,5,6,1,0,43,8cfkisxf1fkxdqtt6tx1tup48,0,2.8,72.3,2024-07-19T17:02:34.648Z,2024-07-19T17:09:25Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5109074395,73,,5109074377,56,Back,5109074401,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701841919,17,6,1,0,43,8gxd9ry2580pu1b1dd5ny9ymy,1,97.2,27.7,2024-07-19T17:02:34.648Z,2024-07-19T17:02:37Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,5109074381,56,Center,5109074383,75,,5109074397,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842091,18,1,1,1,37,8gxd9ry2580pu1b1dd5ny9ymy,1,99.5,0.5,2024-07-19T17:03:28.472Z,2024-07-19T17:03:46Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5109075507,6,,5109075515,140,92.1,5109075509,155,,5109075513,56,Center,5109075521,213,1.79,5109075505,2,,5109075517,141,51.8,5109075523,1,,5109075511,225,5109075519,212,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842093,19,43,1,1,41,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-07-19T17:03:32.584Z,2024-07-19T17:03:46Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5109075813,144,44,5109075529,286,0,5109075527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842101,20,61,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,0,89.4,50.7,2024-07-19T17:03:34.685Z,2024-07-19T17:03:40Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5109075567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842143,6,5,1,1,44,8cfkisxf1fkxdqtt6tx1tup48,1,18.7,-1.6,2024-07-19T17:03:35.243Z,2024-07-19T17:03:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5109075843,233,21,5109075829,347,,5109075827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842105,21,5,1,1,44,8gxd9ry2580pu1b1dd5ny9ymy,0,81.3,101.6,2024-07-19T17:03:35.243Z,2024-07-19T17:32:34Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5109075849,233,6,5109075589,347,,5109075587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842159,7,1,1,1,56,8cfkisxf1fkxdqtt6tx1tup48,1,18.0,0.0,2024-07-19T17:03:47.547Z,2024-07-19T17:03:51Z,18g25rcpd99fe1gvr48uoqmtw,E. Villumsen,,5109075919,213,0.19,5109075909,107,,5109075911,56,Back,5109075921,1,,5109075913,140,40.7,5109075917,212,24.3,5109075915,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842171,8,1,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,1,40.7,5.6,2024-07-19T17:03:51.147Z,2024-07-19T17:03:53Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5109075979,213,6.20,5109075973,140,48.9,5109075971,56,Back,5109075969,155,,5109075975,141,4.6,5109075977,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842185,9,1,1,2,2,8cfkisxf1fkxdqtt6tx1tup48,1,52.5,6.8,2024-07-19T17:03:52.892Z,2024-07-19T17:03:56Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5109076121,141,11.9,5109076123,212,9.1,5109076119,140,60.5,5109076117,56,Right,5109076125,213,0.39,5109076115,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842223,10,1,1,2,5,8cfkisxf1fkxdqtt6tx1tup48,1,64.8,15.1,2024-07-19T17:03:56.027Z,2024-07-19T17:04:02Z,bmvcofmie6om4muxij4kdkro4,I. Dorgu,,5109076331,141,76.8,5109076325,196,,5109076333,212,42.1,5109076327,56,Center,5109076323,155,,5109076337,1,,5109076335,213,1.48,5109076329,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842227,11,4,1,2,11,8cfkisxf1fkxdqtt6tx1tup48,1,74.3,81.8,2024-07-19T17:04:02.139Z,2024-07-19T17:04:04Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,5109076355,286,,5109076349,56,Left,5109076381,233,22,5109076353,265,,5109076347,13,,5109076351,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842229,22,4,1,2,11,8gxd9ry2580pu1b1dd5ny9ymy,0,25.7,18.2,2024-07-19T17:04:02.140Z,2024-07-19T17:04:04Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5109076361,56,Back,5109076359,13,,5109076363,152,,5109076367,285,,5109076365,265,,5109076385,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842381,12,13,1,2,47,8cfkisxf1fkxdqtt6tx1tup48,1,73.3,82.2,2024-07-19T17:04:38.491Z,2024-07-19T17:04:43Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5109077369,103,90.3,5109077375,231,52.2,5109077253,26,,5109077255,68,,5109077367,102,46.9,5109077307,20,,5109077373,230,99.0,5109077257,56,Left,5109077365,74,5109077371,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842385,13,5,1,2,48,8cfkisxf1fkxdqtt6tx1tup48,0,100.8,46.0,2024-07-19T17:04:39.754Z,2024-07-19T17:04:41Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5109077277,56,Center,5109077305,233,23,5109077279,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842387,23,5,1,2,48,8gxd9ry2580pu1b1dd5ny9ymy,1,-0.8,54.0,2024-07-19T17:04:39.754Z,2024-07-19T17:32:35Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5109077283,346,,5109077281,56,Back,5109077287,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842451,24,1,1,3,1,8gxd9ry2580pu1b1dd5ny9ymy,1,5.7,61.5,2024-07-19T17:04:52.743Z,2024-07-19T17:56:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5109077671,124,,5109077673,56,Back,5109077681,213,4.74,5109077677,141,16.8,5109077675,140,6.6,5109077679,212,30.4,5109077685,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842461,25,1,1,3,5,8gxd9ry2580pu1b1dd5ny9ymy,1,5.4,16.1,2024-07-19T17:04:56.055Z,2024-07-19T17:04:59Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5109077745,213,5.70,5109077741,141,4.9,5109077739,140,16.5,5109077743,212,13.9,5109077737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842491,26,1,1,3,9,8gxd9ry2580pu1b1dd5ny9ymy,1,22.1,11.7,2024-07-19T17:04:59.767Z,2024-07-19T17:05:06Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5109077929,140,35.9,5109077935,213,1.31,5109077937,1,,5109077923,155,,5109077927,56,Back,5109077933,212,56.9,5109077931,141,92.6,5109077925,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842509,27,1,1,3,15,8gxd9ry2580pu1b1dd5ny9ymy,1,59.5,89.1,2024-07-19T17:05:06.375Z,2024-07-19T17:05:08Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5109078019,141,97.2,5109078011,56,Left,5109078023,212,12.6,5109078027,213,0.45,5109078015,140,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842533,28,1,1,3,17,8gxd9ry2580pu1b1dd5ny9ymy,1,68.7,96.3,2024-07-19T17:05:08.690Z,2024-07-19T17:05:11Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5109078113,212,15.0,5109078111,141,96.8,5109078109,140,83.0,5109078105,56,Left,5109078115,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842545,29,1,1,3,20,8gxd9ry2580pu1b1dd5ny9ymy,1,80.8,96.8,2024-07-19T17:05:11.143Z,2024-07-19T17:05:13Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5109078197,141,96.0,5109078195,140,68.7,5109078201,213,3.18,5109078193,56,Left,5109078199,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842553,30,1,1,3,22,8gxd9ry2580pu1b1dd5ny9ymy,1,69.5,91.2,2024-07-19T17:05:13.719Z,2024-07-19T17:05:14Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5109078235,213,0.00,5109078231,141,91.2,5109078229,140,81.1,5109078227,56,Left,5109078233,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842567,31,1,1,3,24,8gxd9ry2580pu1b1dd5ny9ymy,1,80.3,89.0,2024-07-19T17:05:14.791Z,2024-07-19T17:05:16Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5109078297,213,2.50,5109078295,212,9.0,5109078289,56,Left,5109078291,140,73.4,5109078293,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842589,32,1,1,3,25,8gxd9ry2580pu1b1dd5ny9ymy,1,74.6,95.1,2024-07-19T17:05:16.663Z,2024-07-19T17:57:56Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5109078363,56,Center,5109078371,213,5.83,5109078367,141,77.3,5109078365,140,98.5,5109078369,212,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842601,33,1,1,3,27,8gxd9ry2580pu1b1dd5ny9ymy,1,98.3,77.8,2024-07-19T17:05:18.615Z,2024-07-19T17:05:20Z,d4w0nytrfhhtw8xqh7rofq6z9,M. Gehrt,,5109078435,213,2.55,5109078431,141,86.9,5109078429,140,89.6,5109078427,56,Left,5109078433,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842611,34,1,1,3,30,8gxd9ry2580pu1b1dd5ny9ymy,0,89.8,85.3,2024-07-19T17:05:20.768Z,2024-07-19T17:05:23Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5109078463,56,Center,5109078459,2,,5109078461,155,,5109078469,212,15.6,5109078471,213,4.97,5109078465,140,93.6,5109078467,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842627,14,12,1,3,30,8cfkisxf1fkxdqtt6tx1tup48,1,8.5,35.3,2024-07-19T17:05:21.595Z,2024-07-19T17:05:40Z,am3509ake84cde1xhb9264i22,M. Gudmann,,5109078555,212,6.8,5109078557,213,5.82,5109078549,56,Back,5109078563,15,,5109078553,141,30.8,5109078551,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842667,15,12,1,3,33,8cfkisxf1fkxdqtt6tx1tup48,1,15.8,28.0,2024-07-19T17:05:23.803Z,2024-07-19T17:05:26Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,5109078745,140,37.4,5109078751,213,6.25,5109078749,212,22.7,5109078747,141,26.8,5109078743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842675,16,61,1,3,35,8cfkisxf1fkxdqtt6tx1tup48,1,40.6,29.9,2024-07-19T17:05:26.303Z,2024-07-19T17:07:37Z,bmvcofmie6om4muxij4kdkro4,I. Dorgu,,5109082599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842697,18,1,1,3,38,8cfkisxf1fkxdqtt6tx1tup48,0,38.6,19.6,2024-07-19T17:05:29.356Z,2024-07-19T17:05:29Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5109078901,212,14.5,5109078897,140,35.8,5109078895,56,Back,5109078903,213,4.51,5109078899,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842699,19,5,1,3,39,8cfkisxf1fkxdqtt6tx1tup48,0,33.0,-1.2,2024-07-19T17:05:29.884Z,2024-07-19T17:05:47Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,5109078907,347,,5109078905,56,Back,5109079327,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842775,35,5,1,3,39,8gxd9ry2580pu1b1dd5ny9ymy,1,67.0,101.2,2024-07-19T17:05:29.884Z,2024-07-19T17:32:35Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5109079321,233,19,5109079317,56,Left,5109079319,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842783,36,1,1,3,55,8gxd9ry2580pu1b1dd5ny9ymy,1,69.8,100.0,2024-07-19T17:05:46.567Z,2024-07-19T17:05:48Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5109079373,141,88.3,5109079371,140,71.9,5109079367,107,,5109079375,212,9.1,5109079377,213,4.96,5109079369,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701842793,37,1,1,3,57,8gxd9ry2580pu1b1dd5ny9ymy,1,71.9,87.2,2024-07-19T17:05:48.391Z,2024-07-19T17:05:50Z,d4w0nytrfhhtw8xqh7rofq6z9,M. Gehrt,,5109079433,140,73.3,5109079431,56,Left,5109079439,213,1.34,5109079435,141,96.5,5109079437,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
