id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId
2817977039,8,1,1,0,12,6wwwud48qahpwrfxs20334qk5,0,70.9,5.6,2025-05-23T17:01:46.832Z,2025-05-23T17:03:18Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745027281,213,0.95,5745027279,212,15.4,5745027271,155,,5745027275,140,79.4,5745027277,141,24.0,5745027273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977041,3,12,1,0,13,b8oqgvx1ijeyn6y1cn6929ix4,1,21.6,68.5,2025-05-23T17:01:47.815Z,2025-05-23T17:01:51Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5745027303,212,11.2,5745027299,140,31.6,5745027305,213,0.35,5745027301,141,74.1,5745027297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977341,11,61,1,0,14,b8oqgvx1ijeyn6y1cn6929ix4,1,25.0,83.3,2025-05-23T17:01:48.360Z,2025-05-23T17:03:30Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5745028833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977049,5,1,1,0,16,b8oqgvx1ijeyn6y1cn6929ix4,0,31.6,74.1,2025-05-23T17:01:50.325Z,2025-05-23T17:09:08Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5745027331,213,5.86,5745027325,140,39.4,5745027329,212,9.0,5745027323,56,Back,5745027327,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977055,9,3,1,0,18,6wwwud48qahpwrfxs20334qk5,0,61.5,33.1,2025-05-23T17:01:52.202Z,2025-05-23T19:07:23Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5745027347,56,Center,5745038383,233,6,5745037595,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977051,6,7,1,0,18,b8oqgvx1ijeyn6y1cn6929ix4,0,38.5,66.9,2025-05-23T17:01:52.203Z,2025-05-23T19:07:22Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5745027335,56,Back,5745038379,233,9,5745037505,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977057,10,1,1,0,20,6wwwud48qahpwrfxs20334qk5,0,65.0,27.1,2025-05-23T17:01:54.576Z,2025-05-23T17:01:55Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5745027357,140,67.4,5745027361,212,3.3,5745027355,56,Center,5745027359,141,23.9,5745027363,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977061,7,61,1,0,21,b8oqgvx1ijeyn6y1cn6929ix4,1,38.3,71.5,2025-05-23T17:01:55.795Z,2025-05-23T17:10:35Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5745027385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977063,11,1,1,0,23,6wwwud48qahpwrfxs20334qk5,0,57.2,14.1,2025-05-23T17:01:57.198Z,2025-05-23T17:01:57Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745027391,140,61.9,5745027395,212,7.7,5745027387,155,,5745027389,56,Center,5745027393,141,22.8,5745027397,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977069,8,61,1,0,24,b8oqgvx1ijeyn6y1cn6929ix4,1,37.2,89.1,2025-05-23T17:01:59.131Z,2025-05-23T17:02:00Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5745027403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977075,9,5,1,0,26,b8oqgvx1ijeyn6y1cn6929ix4,0,28.6,102.0,2025-05-23T17:02:00.395Z,2025-05-23T19:08:28Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5745027409,56,Back,5745027657,233,12,5745027411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977119,12,5,1,0,26,6wwwud48qahpwrfxs20334qk5,1,71.4,-2.0,2025-05-23T17:02:00.395Z,2025-05-23T19:19:17Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745027653,233,9,5745027643,347,,5745027641,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977267,13,18,1,1,15,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-23T17:02:49.612Z,2025-05-23T17:03:09Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5745028467,44,Defender,5745028489,55,14,5745028469,59,18,5745028465,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977271,14,19,1,1,15,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-23T17:02:49.613Z,2025-05-23T17:03:09Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5745028485,55,13,5745028475,145,6,5745028481,293,5,5745028479,292,4,5745028471,42,,5745028483,44,Defender,5745028477,59,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977307,15,1,1,1,40,6wwwud48qahpwrfxs20334qk5,1,66.3,0.0,2025-05-23T17:03:14.495Z,2025-05-23T17:03:15Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745028675,140,43.4,5745028673,56,Back,5745028677,141,14.0,5745028683,1,,5745028679,212,26.2,5745028671,107,,5745028681,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977311,16,1,1,1,41,6wwwud48qahpwrfxs20334qk5,1,41.9,14.0,2025-05-23T17:03:15.750Z,2025-05-23T17:03:17Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5745028695,213,1.86,5745028691,141,34.5,5745028687,56,Back,5745028693,212,14.5,5745028689,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977323,17,1,1,1,42,6wwwud48qahpwrfxs20334qk5,1,37.4,35.7,2025-05-23T17:03:17.134Z,2025-05-23T17:03:19Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5745028725,212,22.5,5745028721,140,36.2,5745028723,141,68.7,5745028719,56,Back,5745028727,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977337,18,1,1,1,45,6wwwud48qahpwrfxs20334qk5,1,39.1,71.8,2025-05-23T17:03:19.615Z,2025-05-23T17:03:23Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5745028809,213,4.22,5745028805,141,32.8,5745028801,56,Back,5745028803,140,25.5,5745028807,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977343,19,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,25.3,32.5,2025-05-23T17:03:23.302Z,2025-05-23T17:03:26Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5745028841,141,46.7,5745028843,212,19.9,5745028839,140,8.7,5745028845,213,2.64,5745028837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977353,20,1,1,1,51,6wwwud48qahpwrfxs20334qk5,1,8.6,54.8,2025-05-23T17:03:25.974Z,2025-05-23T17:03:29Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5745028885,212,22.6,5745028883,141,87.5,5745028887,213,1.40,5745028881,140,12.3,5745028879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977367,21,1,1,1,55,6wwwud48qahpwrfxs20334qk5,1,6.8,93.0,2025-05-23T17:03:29.607Z,2025-05-23T17:03:31Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5745028951,141,69.6,5745028955,213,4.55,5745028949,140,4.3,5745028953,212,16.1,5745028947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977381,22,1,1,1,57,6wwwud48qahpwrfxs20334qk5,1,4.3,69.6,2025-05-23T17:03:31.702Z,2025-05-23T17:03:35Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5745029019,141,66.1,5745029023,213,6.22,5745029013,157,,5745029017,140,40.5,5745029021,212,38.1,5745029015,56,Back,5745029025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977393,23,61,1,2,1,6wwwud48qahpwrfxs20334qk5,1,40.8,66.6,2025-05-23T17:03:35.742Z,2025-05-23T17:04:03Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5745029069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977409,12,4,1,2,3,b8oqgvx1ijeyn6y1cn6929ix4,1,67.0,29.6,2025-05-23T17:03:37.868Z,2025-05-23T17:03:43Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5745029209,233,24,5745029195,265,,5745029197,286,,5745029189,13,,5745029193,152,,5745029191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977401,24,4,1,2,3,6wwwud48qahpwrfxs20334qk5,0,33.0,70.4,2025-05-23T17:03:37.869Z,2025-05-23T17:03:43Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5745029173,265,,5745029167,13,,5745029171,152,,5745029169,56,Back,5745029231,233,12,5745029175,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977549,13,1,1,2,34,b8oqgvx1ijeyn6y1cn6929ix4,0,67.3,24.3,2025-05-23T17:04:08.176Z,2025-05-23T17:04:11Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5745029943,1,,5745029925,2,,5745029941,213,0.55,5745029935,140,98.0,5745029933,56,Center,5745029927,5,,5745029937,141,53.6,5745029939,212,37.9,5745029931,152,5745029929,155,,,,,,,,,,,,,,,,,,,,,,
2817978363,51,61,1,2,35,6wwwud48qahpwrfxs20334qk5,1,2.3,41.1,2025-05-23T17:04:09.724Z,2025-05-23T21:08:13Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5745035347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977597,26,1,1,2,42,6wwwud48qahpwrfxs20334qk5,1,5.8,24.6,2025-05-23T17:04:16.654Z,2025-05-23T19:15:14Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5745030153,212,28.9,5745030147,56,Back,5745030149,140,30.4,5745030151,141,5.5,5745030155,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977599,27,1,1,2,43,6wwwud48qahpwrfxs20334qk5,0,30.1,5.6,2025-05-23T17:04:18.078Z,2025-05-23T19:15:13Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745030159,56,Back,5745030165,212,6.7,5745030175,233,14,5745030167,213,0.15,5745030173,236,,5745030163,141,7.1,5745030161,140,36.4,5745030179,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977585,14,74,1,2,43,b8oqgvx1ijeyn6y1cn6929ix4,1,68.8,93.9,2025-05-23T17:04:18.079Z,2025-05-23T17:04:21Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5745030099,285,,5745030183,233,27,5745030097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977595,15,5,1,2,45,b8oqgvx1ijeyn6y1cn6929ix4,0,62.3,101.7,2025-05-23T17:04:19.191Z,2025-05-23T19:19:17Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5745030141,56,Left,5745030333,233,28,5745030143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977621,28,5,1,2,45,6wwwud48qahpwrfxs20334qk5,1,37.7,-1.7,2025-05-23T17:04:19.191Z,2025-05-23T19:19:17Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745030299,347,,5745030329,233,15,5745030297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977647,29,1,1,3,0,6wwwud48qahpwrfxs20334qk5,0,41.2,0.0,2025-05-23T17:04:34.301Z,2025-05-23T19:15:28Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5745030445,212,30.5,5745030439,56,Right,5745030437,107,,5745030441,140,69.0,5745030449,1,,5745030447,213,0.29,5745030443,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977665,16,1,1,3,1,b8oqgvx1ijeyn6y1cn6929ix4,1,28.5,80.0,2025-05-23T17:04:35.502Z,2025-05-23T17:04:38Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5745030551,140,11.2,5745030557,213,3.97,5745030553,141,50.6,5745030549,56,Back,5745030555,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977683,18,1,1,3,4,b8oqgvx1ijeyn6y1cn6929ix4,0,11.2,50.6,2025-05-23T17:04:38.774Z,2025-05-23T17:04:42Z,7xde75gwrng67wvjkugv9xih,C. Petersen,,,5745030641,212,75.1,5745030635,56,Center,5745030643,213,0.02,5745030645,1,,5745030639,141,53.1,5745030637,140,82.7,5745030633,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977713,31,1,1,3,9,6wwwud48qahpwrfxs20334qk5,1,22.9,59.0,2025-05-23T17:04:43.926Z,2025-05-23T17:04:48Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5745030795,212,13.1,5745030791,140,31.5,5745030789,56,Back,5745030793,141,72.9,5745030797,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977717,32,1,1,3,14,6wwwud48qahpwrfxs20334qk5,0,33.8,78.7,2025-05-23T17:04:48.693Z,2025-05-23T17:04:49Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5745030825,141,89.7,5745030827,212,29.9,5745030819,155,,5745030823,140,61.4,5745030821,56,Left,5745030829,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977733,20,1,1,3,17,b8oqgvx1ijeyn6y1cn6929ix4,1,52.3,9.1,2025-05-23T17:04:51.945Z,2025-05-23T17:04:53Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5745030887,140,55.9,5745030891,212,11.3,5745030893,213,1.23,5745030889,141,24.7,5745030885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977739,21,1,1,3,19,b8oqgvx1ijeyn6y1cn6929ix4,1,55.9,24.7,2025-05-23T17:04:53.758Z,2025-05-23T17:04:55Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5745030915,140,65.3,5745030919,212,12.5,5745030913,56,Center,5745030921,213,0.66,5745030917,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977749,22,1,1,3,20,b8oqgvx1ijeyn6y1cn6929ix4,0,65.3,36.0,2025-05-23T17:04:55.046Z,2025-05-23T17:04:58Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5745030997,140,88.5,5745031003,213,5.77,5745031001,212,28.0,5745030995,56,Right,5745030999,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977769,34,1,1,3,26,6wwwud48qahpwrfxs20334qk5,1,4.3,87.4,2025-05-23T17:05:00.542Z,2025-05-23T17:05:02Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5745031095,140,2.7,5745031097,141,69.4,5745031101,213,4.58,5745031093,56,Back,5745031099,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977797,35,1,1,3,28,6wwwud48qahpwrfxs20334qk5,1,2.7,69.4,2025-05-23T17:05:02.597Z,2025-05-23T17:05:07Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5745031259,212,36.7,5745031251,157,,5745031257,141,74.4,5745031265,1,,5745031253,56,Back,5745031255,140,37.5,5745031261,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977801,36,61,1,3,29,6wwwud48qahpwrfxs20334qk5,0,36.6,74.7,2025-05-23T17:05:04.037Z,2025-05-23T17:05:18Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,,5745031279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977795,23,8,1,3,32,b8oqgvx1ijeyn6y1cn6929ix4,1,70.0,27.7,2025-05-23T17:05:06.678Z,2025-05-23T17:05:06Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5745031249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977803,37,43,1,3,32,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-23T17:05:07.042Z,2025-05-23T17:05:10Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,,5745031281,56,Back,5745031283,285,0,5745031323,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977813,25,1,1,3,33,b8oqgvx1ijeyn6y1cn6929ix4,1,63.5,23.0,2025-05-23T17:05:08.126Z,2025-05-23T17:05:09Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5745031305,141,40.7,5745031309,213,0.99,5745031301,56,Center,5745031303,140,71.0,5745031307,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977809,38,43,1,3,34,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-23T17:05:08.333Z,2025-05-23T17:05:11Z,45ssaw51hm80y1tfalyesap9m,E. Simonsen,,,5745031299,56,Back,5745031379,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977837,26,1,1,3,35,b8oqgvx1ijeyn6y1cn6929ix4,1,71.0,40.7,2025-05-23T17:05:09.470Z,2025-05-23T17:05:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5745031431,56,Center,5745031439,213,2.52,5745031433,140,54.0,5745031437,212,22.0,5745031435,141,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977855,27,1,1,3,39,b8oqgvx1ijeyn6y1cn6929ix4,1,57.8,67.5,2025-05-23T17:05:13.190Z,2025-05-23T17:05:17Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5745031525,212,14.9,5745031527,213,5.38,5745031519,56,Center,5745031523,141,50.4,5745031521,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977863,28,1,1,3,43,b8oqgvx1ijeyn6y1cn6929ix4,1,66.6,50.4,2025-05-23T17:05:17.222Z,2025-05-23T17:05:18Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5745031575,56,Center,5745031583,141,71.1,5745031577,140,57.7,5745031587,212,16.9,5745031589,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
