id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2787819231,8,1,1,0,12,dbl7ir1qugqz8nvp1vzn8im50,1,33.7,19.7,2025-03-14T18:00:46.873Z,2025-03-14T18:00:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,5578970169,141,38.5,5578970171,212,21.4,5578970173,213,2.50,5578970167,140,17.4,5578970165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819241,9,1,1,0,17,dbl7ir1qugqz8nvp1vzn8im50,1,17.4,38.5,2025-03-14T18:00:51.640Z,2025-03-14T18:00:54Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578970225,212,15.8,5578970227,213,1.18,5578970223,141,60.0,5578970221,140,23.1,5578970219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819257,10,1,1,0,19,dbl7ir1qugqz8nvp1vzn8im50,1,23.1,60.0,2025-03-14T18:00:54.272Z,2025-03-14T18:00:55Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578970317,140,25.2,5578970315,56,Back,5578970323,213,4.84,5578970321,212,18.0,5578970319,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819267,11,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,25.2,33.7,2025-03-14T18:00:55.352Z,2025-03-14T18:00:57Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,5578970357,141,41.9,5578970359,212,17.9,5578970355,140,9.0,5578970361,213,2.82,5578970353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819301,12,1,1,0,22,dbl7ir1qugqz8nvp1vzn8im50,0,9.0,41.9,2025-03-14T18:00:56.921Z,2025-03-14T18:01:01Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578970541,141,18.0,5578970543,212,61.7,5578970545,213,6.02,5578970535,157,,5578970547,1,,5578970537,56,Right,5578970539,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819317,4,1,1,0,27,8gxd9ry2580pu1b1dd5ny9ymy,1,34.0,78.2,2025-03-14T18:01:01.695Z,2025-03-14T18:01:03Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5578970629,140,38.3,5578970635,213,5.47,5578970633,212,6.6,5578970631,141,71.2,5578970627,56,Back,5578970625,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819339,5,1,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,1,38.3,71.2,2025-03-14T18:01:03.063Z,2025-03-14T18:01:06Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5578970715,3,,5578970723,212,6.7,5578970721,141,76.7,5578970717,56,Back,5578970725,213,0.59,5578970719,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819361,6,1,1,0,31,8gxd9ry2580pu1b1dd5ny9ymy,0,43.6,76.7,2025-03-14T18:01:05.967Z,2025-03-14T20:04:09Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5578970841,141,65.2,5578970843,212,39.2,5578970845,213,6.08,5578970835,157,,5578970839,140,80.2,5578970847,1,,5578970837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819393,13,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,1,25.7,40.1,2025-03-14T18:01:08.745Z,2025-03-14T18:01:10Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578970971,56,Back,5578970973,140,10.8,5578970975,141,43.3,5578970979,213,3.00,5578970977,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819411,14,1,1,0,35,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,43.3,2025-03-14T18:01:10.505Z,2025-03-14T18:01:12Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578971053,212,15.6,5578971051,141,60.5,5578971055,213,0.85,5578971047,56,Back,5578971049,140,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819423,15,1,1,0,38,dbl7ir1qugqz8nvp1vzn8im50,1,20.6,60.5,2025-03-14T18:01:12.577Z,2025-03-14T18:01:13Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578971127,140,35.3,5578971125,56,Back,5578971129,141,59.4,5578971131,212,15.5,5578971133,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819439,16,1,1,0,38,dbl7ir1qugqz8nvp1vzn8im50,1,35.3,59.4,2025-03-14T18:01:13.496Z,2025-03-14T18:01:15Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,5578971209,212,15.2,5578971207,141,74.1,5578971211,213,2.42,5578971205,140,24.4,5578971203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819473,17,1,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,1,24.4,74.1,2025-03-14T18:01:15.121Z,2025-03-14T18:01:19Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,5578971377,213,0.52,5578971375,212,17.3,5578971369,56,Back,5578971371,140,38.7,5578971373,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819465,7,83,1,0,44,8gxd9ry2580pu1b1dd5ny9ymy,0,66.0,18.8,2025-03-14T18:01:18.703Z,2025-03-14T18:01:25Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5578971685,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819479,18,4,1,0,45,dbl7ir1qugqz8nvp1vzn8im50,1,35.5,82.6,2025-03-14T18:01:19.690Z,2025-03-14T20:44:24Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,5578971525,152,,5578971523,56,Back,5578971521,295,,5578971519,13,,5578971569,233,8,5578971527,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819483,8,4,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,0,64.5,17.4,2025-03-14T18:01:19.691Z,2025-03-14T20:44:24Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5578971549,295,,5578971553,56,Right,5578971589,233,18,5578971555,152,,5578971557,285,,5578971545,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819557,19,1,1,0,54,dbl7ir1qugqz8nvp1vzn8im50,1,32.7,85.4,2025-03-14T18:01:28.848Z,2025-03-14T18:01:30Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,5578971829,212,11.9,5578971819,5,,5578971831,213,3.99,5578971827,141,72.3,5578971823,56,Back,5578971821,152,,5578971839,189,,5578971825,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819591,20,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,25.2,72.3,2025-03-14T18:01:30.177Z,2025-03-14T18:01:33Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578971979,140,11.2,5578971985,213,3.89,5578971981,141,52.4,5578971983,212,20.0,5578971977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819607,21,1,1,0,58,dbl7ir1qugqz8nvp1vzn8im50,1,10.5,40.1,2025-03-14T18:01:33.401Z,2025-03-14T18:01:36Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578972085,213,5.89,5578972077,56,Back,5578972083,212,26.5,5578972081,141,25.3,5578972079,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819613,22,1,1,1,2,dbl7ir1qugqz8nvp1vzn8im50,1,33.8,25.3,2025-03-14T18:01:36.648Z,2025-03-14T18:01:38Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,5578972155,212,20.4,5578972157,213,3.19,5578972151,140,14.4,5578972153,141,23.7,5578972149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819651,23,1,1,1,3,dbl7ir1qugqz8nvp1vzn8im50,1,14.4,23.7,2025-03-14T18:01:38.048Z,2025-03-14T18:01:41Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,5578972341,213,5.69,5578972333,56,Back,5578972335,140,29.1,5578972337,141,8.5,5578972339,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819671,24,1,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,1,29.1,8.5,2025-03-14T18:01:41.608Z,2025-03-14T18:01:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,5578972407,140,12.5,5578972405,56,Back,5578972409,141,35.2,5578972411,212,25.2,5578972413,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819693,25,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,0,12.5,31.5,2025-03-14T18:01:44.848Z,2025-03-14T18:01:48Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578972541,157,,5578972543,56,Center,5578972545,140,52.6,5578972549,212,42.2,5578972551,213,6.20,5578972553,1,,5578972547,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819715,9,1,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,1,53.3,75.9,2025-03-14T18:01:48.759Z,2025-03-14T18:01:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5578972669,141,79.4,5578972667,140,38.7,5578972673,213,2.99,5578972671,212,15.5,5578972665,56,Back,5578972663,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819747,11,1,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,1,38.7,79.4,2025-03-14T18:01:51.065Z,2025-03-14T18:01:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5578972841,141,72.3,5578972843,212,10.8,5578972845,213,3.61,5578972837,56,Back,5578972839,140,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819789,12,1,1,1,19,8gxd9ry2580pu1b1dd5ny9ymy,1,29.5,72.3,2025-03-14T18:01:53.998Z,2025-03-14T18:01:58Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5578973025,213,3.83,5578973021,141,50.4,5578973023,212,23.5,5578973017,56,Back,5578973019,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819817,13,1,1,1,23,8gxd9ry2580pu1b1dd5ny9ymy,1,12.4,50.4,2025-03-14T18:01:58.550Z,2025-03-14T18:02:01Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5578973159,140,27.2,5578973157,56,Back,5578973167,213,5.33,5578973163,212,27.0,5578973161,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819841,14,1,1,1,26,8gxd9ry2580pu1b1dd5ny9ymy,1,27.7,17.9,2025-03-14T18:02:01.295Z,2025-03-14T18:02:04Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5578973277,213,2.03,5578973275,212,6.9,5578973269,56,Back,5578973273,141,27.0,5578973271,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819919,15,1,1,1,29,8gxd9ry2580pu1b1dd5ny9ymy,1,24.8,27.0,2025-03-14T18:02:04.103Z,2025-03-14T18:02:12Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5578973659,212,25.3,5578973657,141,63.7,5578973661,213,1.41,5578973653,56,Back,5578973655,140,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819957,16,1,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,1,24.8,74.5,2025-03-14T18:02:14.231Z,2025-03-14T18:02:16Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5578973837,155,,5578973847,213,5.53,5578973839,56,Center,5578973849,1,,5578973843,141,28.5,5578973841,140,56.4,5578973845,212,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819965,17,1,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,0,60.4,15.6,2025-03-14T18:02:14.831Z,2025-03-14T18:06:18Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5578973885,213,0.40,5578973875,3,,5578973883,212,7.2,5578973877,56,Right,5578973881,141,19.7,5578973879,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819989,26,1,1,1,41,dbl7ir1qugqz8nvp1vzn8im50,0,29.2,74.2,2025-03-14T18:02:15.792Z,2025-03-14T18:02:18Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578974023,56,Left,5578974025,140,53.5,5578974027,141,100.0,5578974035,213,0.64,5578974037,1,,5578974031,212,31.7,5578974019,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820045,18,5,1,1,43,8gxd9ry2580pu1b1dd5ny9ymy,1,44.6,-1.5,2025-03-14T18:02:18.015Z,2025-03-14T21:32:36Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5578974321,347,,5578974403,233,27,5578974319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819993,27,5,1,1,43,dbl7ir1qugqz8nvp1vzn8im50,0,55.4,101.5,2025-03-14T18:02:18.015Z,2025-03-14T21:32:36Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578974051,347,,5578974049,56,Left,5578974429,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820141,19,1,1,1,56,8gxd9ry2580pu1b1dd5ny9ymy,1,47.5,0.0,2025-03-14T18:02:31.279Z,2025-03-14T18:02:36Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5578974859,140,73.3,5578974857,56,Right,5578974867,1,,5578974865,213,0.41,5578974855,107,,5578974863,212,29.5,5578974861,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820149,20,1,1,1,57,8gxd9ry2580pu1b1dd5ny9ymy,0,73.7,15.8,2025-03-14T18:02:32.567Z,2025-03-14T20:04:11Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5578974893,56,Right,5578974895,140,78.6,5578974897,141,16.4,5578974899,212,5.2,5578974901,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820173,29,1,1,2,0,dbl7ir1qugqz8nvp1vzn8im50,1,29.8,73.5,2025-03-14T18:02:35.391Z,2025-03-14T18:02:39Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,5578975011,140,34.5,5578975013,141,75.0,5578975009,56,Back,5578975015,212,5.0,5578975017,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820157,21,83,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,0,76.9,16.2,2025-03-14T18:02:38.312Z,2025-03-14T18:02:41Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5578975077,399,wha77a8wm7jyn32743y0w79x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820179,30,50,1,2,4,dbl7ir1qugqz8nvp1vzn8im50,1,29.4,79.4,2025-03-14T18:02:39.559Z,2025-03-14T18:04:51Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,5578975039,56,Back,5578975109,285,,5578975111,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820185,22,7,1,2,4,8gxd9ry2580pu1b1dd5ny9ymy,0,70.6,20.6,2025-03-14T18:02:39.560Z,2025-03-14T18:02:44Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5578975073,233,30,5578975071,286,,5578975069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820189,31,1,1,2,6,dbl7ir1qugqz8nvp1vzn8im50,1,31.9,73.4,2025-03-14T18:02:40.941Z,2025-03-14T18:04:48Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,5578982453,140,37.6,5578975081,56,Back,5578982455,141,67.1,5578982459,213,5.66,5578982457,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820235,32,1,1,2,7,dbl7ir1qugqz8nvp1vzn8im50,1,34.8,73.9,2025-03-14T18:02:41.928Z,2025-03-14T18:02:44Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,5578975335,212,29.4,5578975337,213,3.64,5578975329,56,Back,5578975331,140,10.2,5578975333,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820269,33,1,1,2,9,dbl7ir1qugqz8nvp1vzn8im50,0,10.2,53.4,2025-03-14T18:02:44.119Z,2025-03-14T18:02:46Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578975509,1,,5578975499,56,Back,5578975497,157,,5578975507,213,0.80,5578975501,140,40.8,5578975503,141,100.0,5578975505,212,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820259,23,61,1,2,10,8gxd9ry2580pu1b1dd5ny9ymy,1,74.8,17.4,2025-03-14T18:02:45.108Z,2025-03-14T18:06:27Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5578975449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820317,24,5,1,2,11,8gxd9ry2580pu1b1dd5ny9ymy,1,62.2,-1.8,2025-03-14T18:02:46.228Z,2025-03-14T21:32:36Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5578975731,347,,5578975729,56,Right,5578975737,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820271,34,5,1,2,11,dbl7ir1qugqz8nvp1vzn8im50,0,37.8,101.8,2025-03-14T18:02:46.228Z,2025-03-14T21:32:37Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,5578975519,347,,5578975517,56,Back,5578975753,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820457,25,1,1,2,27,8gxd9ry2580pu1b1dd5ny9ymy,0,69.2,0.0,2025-03-14T18:03:01.607Z,2025-03-14T18:03:03Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5578976319,56,Right,5578976329,1,,5578976327,213,0.43,5578976325,212,21.5,5578976317,107,,5578976323,141,11.9,5578976321,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
