id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value
2800538577,8,44,1,0,16,8cfkisxf1fkxdqtt6tx1tup48,0,61.4,86.8,2025-04-13T11:01:09.915Z,2025-04-13T11:01:16Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5648711813,233,3,5648711741,286,,5648711739,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538631,4,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,45.6,23.7,2025-04-13T11:01:10.138Z,2025-04-13T11:54:15Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648712009,140,57.9,5648712015,213,0.28,5648712007,56,Center,5648712005,3,,5648712013,212,13.4,5648712011,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538595,9,61,1,0,18,8cfkisxf1fkxdqtt6tx1tup48,1,53.1,83.5,2025-04-13T11:01:12.079Z,2025-04-13T11:01:12Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648711815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538609,10,1,1,0,19,8cfkisxf1fkxdqtt6tx1tup48,0,54.3,82.7,2025-04-13T11:01:12.906Z,2025-04-13T11:01:13Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5648711885,213,5.60,5648711879,140,79.3,5648711877,56,Center,5648711881,141,51.3,5648711883,212,33.8,5648711887,1,,5648711875,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538727,6,1,1,0,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,16.8,65.2,2025-04-13T11:01:20.715Z,2025-04-13T11:01:25Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648712411,140,26.0,5648712413,141,75.9,5648712409,56,Back,5648712417,213,0.65,5648712415,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538785,7,1,1,0,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.3,71.4,2025-04-13T11:01:25.561Z,2025-04-13T11:01:30Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648712657,56,Back,5648712665,213,5.01,5648712659,140,29.3,5648712663,212,14.6,5648712661,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538831,8,1,1,0,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.9,52.7,2025-04-13T11:01:30.234Z,2025-04-13T11:01:34Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648712891,213,1.31,5648712883,56,Back,5648712885,140,36.9,5648712889,212,20.3,5648712887,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538847,9,1,1,0,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.6,85.9,2025-04-13T11:01:34.001Z,2025-04-13T11:01:35Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648712961,56,Center,5648712963,140,54.0,5648712969,213,4.79,5648712965,141,77.8,5648712967,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538851,10,1,1,0,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.4,78.5,2025-04-13T11:01:35.753Z,2025-04-13T11:01:37Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5648712997,140,51.9,5648712995,56,Left,5648713003,213,1.94,5648713001,212,7.4,5648712999,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538903,11,1,1,0,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.5,89.4,2025-04-13T11:01:36.977Z,2025-04-13T11:01:40Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648713243,56,Back,5648713245,140,49.6,5648713249,212,7.7,5648713247,141,79.0,5648713251,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538869,11,83,1,0,44,8cfkisxf1fkxdqtt6tx1tup48,0,66.3,54.0,2025-04-13T11:01:38.074Z,2025-04-13T11:01:44Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648713437,399,2tcdx5rp7vujnlid4oqqxdogk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538883,12,43,1,0,45,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-13T11:01:39.266Z,2025-04-13T11:01:43Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648713141,285,0,5648713139,56,Center,5648713405,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538915,12,4,1,0,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.8,57.6,2025-04-13T11:01:40.705Z,2025-04-13T11:53:51Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648713319,152,,5648713321,265,,5648713323,286,,5648713317,56,Back,5648713347,233,13,5648713315,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800538909,13,4,1,0,47,8cfkisxf1fkxdqtt6tx1tup48,0,58.2,42.4,2025-04-13T11:01:40.706Z,2025-04-13T11:53:51Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648713327,13,,5648713333,265,,5648713331,152,,5648713335,285,,5648713329,56,Center,5648713363,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539005,13,1,1,0,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.0,77.8,2025-04-13T11:01:49.105Z,2025-04-13T11:01:51Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648713719,56,Center,5648713723,141,71.1,5648713721,140,52.8,5648713759,189,,5648713717,152,,5648713725,212,4.6,5648713715,5,,5648713727,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539041,14,1,1,0,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.2,71.5,2025-04-13T11:01:52.113Z,2025-04-13T11:01:53Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5648713897,213,4.20,5648713895,212,25.5,5648713889,56,Back,5648713893,141,38.8,5648713891,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539089,15,1,1,1,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.3,38.0,2025-04-13T11:01:53.769Z,2025-04-13T11:01:59Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648714155,212,19.1,5648714157,213,2.77,5648714149,56,Back,5648714153,141,48.1,5648714151,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539125,16,1,1,1,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.3,49.6,2025-04-13T11:01:59.745Z,2025-04-13T11:02:03Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648714325,56,Back,5648714333,213,5.63,5648714331,212,14.4,5648714327,140,35.2,5648714329,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539161,17,1,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.4,31.9,2025-04-13T11:02:03.401Z,2025-04-13T11:02:07Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5648714541,140,46.3,5648714543,141,8.8,5648714539,56,Back,5648714545,212,19.4,5648714547,213,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539173,18,1,1,1,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.1,8.0,2025-04-13T11:02:07.025Z,2025-04-13T11:59:23Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5648714615,213,3.08,5648714609,140,26.6,5648714613,212,19.5,5648714611,141,9.7,5648714607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539207,19,1,1,1,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.6,9.7,2025-04-13T11:02:09.202Z,2025-04-13T11:02:11Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648714795,56,Back,5648714797,140,18.8,5648714801,212,24.5,5648714803,213,1.91,5648714799,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539265,20,1,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,20.3,49.3,2025-04-13T11:02:10.832Z,2025-04-13T11:02:16Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648715069,141,27.7,5648715067,140,24.2,5648715065,56,Back,5648715073,213,4.98,5648715071,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539357,21,1,1,1,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.1,29.8,2025-04-13T11:02:16.664Z,2025-04-13T11:02:28Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648715579,140,31.1,5648715585,213,1.29,5648715581,141,46.0,5648715583,212,11.5,5648715577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539377,22,1,1,1,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.2,44.2,2025-04-13T11:02:28.072Z,2025-04-13T11:02:29Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648715671,213,1.52,5648715665,141,77.0,5648715667,212,22.3,5648715663,140,59.2,5648715661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539397,23,1,1,1,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.5,77.0,2025-04-13T11:02:29.746Z,2025-04-13T11:02:31Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648715769,141,95.9,5648715773,213,0.66,5648715771,212,21.0,5648715765,56,Left,5648715767,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539419,24,1,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,75.3,95.9,2025-04-13T11:02:31.192Z,2025-04-13T11:02:33Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5648715863,56,Left,5648715869,212,29.1,5648715871,213,5.98,5648715865,140,100.0,5648715867,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539617,14,5,1,1,40,8cfkisxf1fkxdqtt6tx1tup48,1,-1.6,17.4,2025-04-13T11:02:33.641Z,2025-04-13T13:07:31Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648717057,56,Back,5648717059,346,,5648717081,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539539,25,5,1,1,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.6,82.6,2025-04-13T11:02:33.641Z,2025-04-13T13:07:31Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5648717109,233,14,5648716699,56,Left,5648716703,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539745,15,1,1,2,5,8cfkisxf1fkxdqtt6tx1tup48,1,4.1,47.0,2025-04-13T11:02:58.449Z,2025-04-13T11:03:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5648717625,141,76.3,5648717621,56,Back,5648717623,140,46.1,5648717619,124,,5648717627,212,48.4,5648717631,1,,5648717629,213,0.42,5648718575,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539789,26,43,1,2,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-13T11:03:14.616Z,2025-04-13T11:03:27Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648717813,56,Back,5648718445,144,5,5648717817,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539783,16,3,1,2,21,8cfkisxf1fkxdqtt6tx1tup48,0,72.4,97.2,2025-04-13T11:03:14.634Z,2025-04-13T11:03:40Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648717803,286,,5648717801,56,Left,5648719153,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540043,28,7,1,2,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.6,2.8,2025-04-13T11:03:14.635Z,2025-04-13T11:59:45Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5648719139,233,16,5648719131,56,Back,5648719133,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539937,17,5,1,2,37,8cfkisxf1fkxdqtt6tx1tup48,1,72.9,101.8,2025-04-13T11:03:30.673Z,2025-04-13T13:07:31Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648718543,56,Left,5648718545,347,,5648720915,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800539971,27,5,1,2,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,27.1,-1.8,2025-04-13T11:03:30.673Z,2025-04-13T13:07:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648720941,233,17,5648718731,56,Back,5648718733,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540121,18,1,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,0,81.5,100.0,2025-04-13T11:03:39.336Z,2025-04-13T11:03:44Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5648719481,213,5.06,5648719483,1,,5648719477,141,57.5,5648719479,212,32.1,5648719475,140,91.9,5648719473,56,Center,5648719471,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540119,29,44,1,2,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.9,43.1,2025-04-13T11:03:43.207Z,2025-04-13T11:57:14Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648719469,285,,5648719587,233,19,5648719467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540131,19,44,1,2,49,8cfkisxf1fkxdqtt6tx1tup48,0,90.1,56.9,2025-04-13T11:03:43.208Z,2025-04-13T11:54:09Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5648719529,286,,5648719597,233,29,5648719527,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540129,30,12,1,2,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.9,43.7,2025-04-13T11:03:43.400Z,2025-04-13T11:59:47Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648719525,213,6.05,5648719517,56,Back,5648719531,15,,5648719523,212,17.7,5648719521,141,37.7,5648719519,140,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540169,20,1,1,2,51,8cfkisxf1fkxdqtt6tx1tup48,1,73.1,57.3,2025-04-13T11:03:44.976Z,2025-04-13T11:03:48Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5648719715,140,65.3,5648719711,3,,5648719713,56,Left,5648719717,141,80.0,5648719721,213,2.06,5648719719,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540213,21,1,1,2,55,8cfkisxf1fkxdqtt6tx1tup48,0,69.1,84.7,2025-04-13T11:03:48.416Z,2025-04-13T11:03:54Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648719887,140,100.0,5648719889,141,40.1,5648719895,1,,5648719885,56,Center,5648719893,213,5.55,5648719891,212,45.3,5648719883,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540225,22,5,1,2,58,8cfkisxf1fkxdqtt6tx1tup48,0,101.2,39.3,2025-04-13T11:03:51.733Z,2025-04-13T13:07:32Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5648720219,233,31,5648719949,346,,5648719947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540263,31,5,1,2,58,aqtkb4mgrz8c6iqfufj6qjbv9,1,-1.2,60.7,2025-04-13T11:03:51.733Z,2025-04-13T13:07:32Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648720151,346,,5648720177,233,22,5648720149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540291,32,1,1,3,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.8,58.2,2025-04-13T11:03:58.809Z,2025-04-13T11:04:00Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5648720311,237,,5648720305,212,11.9,5648720299,56,Back,5648720307,213,0.83,5648720301,140,10.4,5648720303,141,71.1,5648720297,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540375,33,1,1,3,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.7,72.7,2025-04-13T11:04:00.807Z,2025-04-13T11:04:09Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5648720763,213,5.55,5648720759,141,53.0,5648720761,212,20.1,5648720757,140,27.0,5648720755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540415,34,1,1,3,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.6,47.3,2025-04-13T11:04:09.431Z,2025-04-13T11:04:12Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648720957,141,17.1,5648720959,212,21.0,5648720961,213,4.92,5648720955,140,47.8,5648720953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540425,35,1,1,3,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.2,13.8,2025-04-13T11:04:12.655Z,2025-04-13T11:04:13Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5648721037,140,47.3,5648721035,56,Back,5648721039,141,28.3,5648721043,213,1.67,5648721041,212,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540495,36,1,1,3,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.0,27.6,2025-04-13T11:04:13.447Z,2025-04-13T11:06:56Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5648721405,212,34.6,5648721407,213,5.93,5648721399,56,Right,5648721401,140,77.9,5648721403,141,10.1,5648721409,1,,5648721397,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800540501,37,61,1,3,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,79.3,11.1,2025-04-13T11:04:20.798Z,2025-04-13T11:06:54Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5648721429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
