id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value
2812036367,4,45,1,0,13,8gxd9ry2580pu1b1dd5ny9ymy,0,44.0,66.4,2025-05-09T16:31:14.306Z,2025-05-09T18:54:00Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712274437,233,8,5712274249,56,Back,5712274251,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036393,8,3,1,0,13,6wwwud48qahpwrfxs20334qk5,1,56.0,33.6,2025-05-09T16:31:14.306Z,2025-05-09T18:54:00Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712274409,286,,5712274407,56,Center,5712274433,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036377,5,83,1,0,15,8gxd9ry2580pu1b1dd5ny9ymy,0,47.1,69.8,2025-05-09T16:31:15.889Z,2025-05-09T18:28:34Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712274427,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036421,9,1,1,0,20,6wwwud48qahpwrfxs20334qk5,1,60.4,69.1,2025-05-09T16:31:20.569Z,2025-05-09T16:31:24Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5712274593,212,20.6,5712274591,141,87.7,5712274595,213,0.66,5712274587,56,Left,5712274589,140,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036473,10,1,1,0,23,6wwwud48qahpwrfxs20334qk5,1,82.9,97.1,2025-05-09T16:31:24.321Z,2025-05-09T16:31:32Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5712274885,56,Left,5712274893,213,5.85,5712274891,212,16.6,5712274887,140,97.2,5712274889,141,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036489,6,4,1,0,31,8gxd9ry2580pu1b1dd5ny9ymy,1,2.8,11.8,2025-05-09T16:31:32.456Z,2025-05-09T18:38:26Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712749189,294,,5712275071,13,,5712275075,56,Back,5712275079,285,,5712275085,233,11,5712275077,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036477,11,4,1,0,31,6wwwud48qahpwrfxs20334qk5,0,97.2,88.2,2025-05-09T16:31:32.457Z,2025-05-09T16:35:16Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712274939,286,,5712275103,233,6,5712274935,152,,5712274931,13,,5712274933,56,Left,5712282183,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036553,7,1,1,0,43,8gxd9ry2580pu1b1dd5ny9ymy,0,4.5,13.0,2025-05-09T16:31:43.674Z,2025-05-09T16:31:46Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5712275291,5,,5712275295,152,,5712275293,157,,5712275307,1,,5712275297,56,Back,5712275299,140,43.0,5712275301,141,25.6,5712275305,213,0.21,5712275303,212,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036581,12,1,1,0,47,6wwwud48qahpwrfxs20334qk5,0,56.1,79.4,2025-05-09T16:31:48.154Z,2025-05-09T16:31:51Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712275423,3,,5712275433,213,6.01,5712275431,212,15.8,5712275425,56,Center,5712275429,141,73.2,5712275427,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036577,8,44,1,0,49,8gxd9ry2580pu1b1dd5ny9ymy,1,31.3,21.0,2025-05-09T16:31:50.458Z,2025-05-09T18:36:20Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712275531,233,13,5712275405,285,,5712275403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036587,13,44,1,0,49,6wwwud48qahpwrfxs20334qk5,0,68.7,79.0,2025-05-09T16:31:50.459Z,2025-05-09T18:36:21Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5712275455,286,,5712275453,56,Left,5712275565,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036609,9,1,1,0,50,8gxd9ry2580pu1b1dd5ny9ymy,1,30.9,18.1,2025-05-09T16:31:50.738Z,2025-05-09T16:31:53Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712275587,3,,5712275589,56,Back,5712275593,141,14.8,5712275591,140,26.4,5712275595,212,5.2,5712275597,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036619,10,1,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,0,25.3,13.9,2025-05-09T16:31:52.657Z,2025-05-09T16:31:55Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712275637,212,39.8,5712275639,213,0.32,5712275629,157,,5712275641,1,,5712275631,56,Center,5712275635,141,32.5,5712275633,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036643,14,12,1,0,56,6wwwud48qahpwrfxs20334qk5,1,38.5,70.9,2025-05-09T16:31:57.419Z,2025-05-09T16:32:01Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712275779,213,5.05,5712275773,140,41.1,5712275785,15,,5712275771,56,Back,5712275777,212,8.3,5712275775,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036665,11,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,1,63.8,41.3,2025-05-09T16:31:57.602Z,2025-05-09T16:32:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712275907,213,2.13,5712275899,56,Center,5712275897,3,,5712275903,141,52.8,5712275901,140,59.1,5712275905,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036669,12,3,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,1,58.0,53.4,2025-05-09T16:32:00.986Z,2025-05-09T16:32:04Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712275923,56,Center,5712275931,233,15,5712275925,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036667,15,45,1,1,0,6wwwud48qahpwrfxs20334qk5,0,42.0,46.6,2025-05-09T16:32:00.986Z,2025-05-09T16:32:03Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712275937,233,12,5712275917,285,,5712275915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036693,13,1,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,1,59.1,54.3,2025-05-09T16:32:01.490Z,2025-05-09T16:32:04Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712276035,56,Center,5712276041,212,9.8,5712276043,213,4.20,5712276039,141,41.8,5712276037,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036695,14,1,1,1,2,8gxd9ry2580pu1b1dd5ny9ymy,1,54.5,41.8,2025-05-09T16:32:03.410Z,2025-05-09T16:32:05Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5712276057,140,48.0,5712276059,141,66.9,5712276055,56,Back,5712276063,213,1.95,5712276061,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036701,15,1,1,1,4,8gxd9ry2580pu1b1dd5ny9ymy,1,48.0,66.9,2025-05-09T16:32:04.865Z,2025-05-09T16:32:07Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712276103,140,56.0,5712276109,213,0.79,5712276105,141,79.4,5712276107,212,12.0,5712276101,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036713,16,1,1,1,6,8gxd9ry2580pu1b1dd5ny9ymy,1,56.0,79.4,2025-05-09T16:32:07.377Z,2025-05-09T18:43:51Z,aajgld24isoem1ycoysyxxp1w,Z. Aliji,,,5712276203,141,13.4,5712276195,155,,5712276205,212,49.7,5712276201,140,76.4,5712276209,1,,5712276197,196,,5712276207,213,5.16,5712276199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812036929,17,1,1,1,11,8gxd9ry2580pu1b1dd5ny9ymy,1,81.0,10.3,2025-05-09T16:32:12.211Z,2025-05-09T16:33:09Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,1.0,,5712277449,56,Center,5712277447,155,,5712277457,213,1.06,5712277459,1,,5712277445,2,,5712277451,140,97.5,5712277455,212,35.4,5712277891,22,,5712277887,210,16,5712277889,154,5712277453,141,55.7,,,,,,,,,,,,,,,,,,,,,
2812036935,18,16,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,1,96.5,55.2,2025-05-09T16:32:14.724Z,2025-05-09T18:45:36Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5712277559,374,2025-05-09 17:32:14.418,5712277919,103,12.7,5712277917,102,47.1,5712277907,80,,5712277909,29,,5712277923,328,,5712277911,154,,5712277489,56,Center,5712277487,16,,5712277927,231,5712277485,22,,52.0,5712277553,20,5712277563,375,01:13.849,5712277913,55,17,5712277925,230,99.9,5712277921,214,,,,,,,
2812037059,16,1,1,2,10,6wwwud48qahpwrfxs20334qk5,1,50.3,50.0,2025-05-09T16:33:10.580Z,2025-05-09T16:33:17Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5712278131,141,52.2,5712278135,213,3.04,5712278133,212,14.4,5712278127,56,Back,5712278137,279,G,5712278129,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037063,17,1,1,2,11,6wwwud48qahpwrfxs20334qk5,0,35.4,53.6,2025-05-09T16:33:12.379Z,2025-05-09T16:33:21Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712278153,56,Center,5712278151,157,,5712278155,140,93.3,5712278161,213,0.01,5712278163,1,,5712278159,212,60.8,5712278157,141,54.6,5712278265,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812114663,925,1,1,2,18,8gxd9ry2580pu1b1dd5ny9ymy,1,13.3,47.5,2025-05-09T16:33:18.569Z,2025-05-09T18:29:55Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5712693563,213,5.15,5712693561,212,14.8,5712693555,56,Back,5712693553,189,,5712693557,140,19.3,5712693559,141,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037095,20,1,1,2,19,8gxd9ry2580pu1b1dd5ny9ymy,1,21.9,20.5,2025-05-09T16:33:19.869Z,2025-05-09T16:33:21Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5712278279,212,13.7,5712278273,56,Back,5712278277,141,20.8,5712278275,140,34.9,5712278281,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037101,21,1,1,2,21,8gxd9ry2580pu1b1dd5ny9ymy,1,34.9,20.8,2025-05-09T16:33:21.787Z,2025-05-09T16:33:22Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5712278323,156,,5712278307,213,3.31,5712278299,56,Back,5712278305,212,5.5,5712278301,140,29.7,5712278303,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037121,22,1,1,2,22,8gxd9ry2580pu1b1dd5ny9ymy,1,28.2,16.3,2025-05-09T16:33:23.556Z,2025-05-09T16:33:25Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5712278417,213,0.61,5712278409,56,Back,5712278407,155,,5712278415,212,20.5,5712278411,140,44.2,5712278413,141,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037129,23,1,1,2,24,8gxd9ry2580pu1b1dd5ny9ymy,0,44.2,33.5,2025-05-09T16:33:25.556Z,2025-05-09T16:33:26Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5712278451,213,1.60,5712278441,3,,5712278447,141,52.1,5712278445,140,43.9,5712278443,56,Back,5712278449,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037157,19,1,1,2,27,6wwwud48qahpwrfxs20334qk5,1,48.6,45.2,2025-05-09T16:33:28.188Z,2025-05-09T16:33:29Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712278559,140,31.7,5712278557,56,Back,5712278569,213,3.54,5712278565,212,19.3,5712278561,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037175,20,1,1,2,29,6wwwud48qahpwrfxs20334qk5,1,31.7,34.2,2025-05-09T16:33:29.668Z,2025-05-09T16:33:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712278697,213,1.75,5712278695,212,20.2,5712278691,140,28.3,5712278693,141,63.4,5712278689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037179,21,1,1,2,33,6wwwud48qahpwrfxs20334qk5,1,26.6,64.5,2025-05-09T16:33:34.028Z,2025-05-09T16:33:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712278727,140,31.0,5712278729,141,57.2,5712278731,212,6.8,5712278725,56,Back,5712278733,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037183,22,1,1,2,35,6wwwud48qahpwrfxs20334qk5,1,31.7,54.8,2025-05-09T16:33:35.884Z,2025-05-09T16:33:36Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712278761,213,1.76,5712278759,212,5.1,5712278753,56,Back,5712278757,141,62.1,5712278755,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037191,23,1,1,2,36,6wwwud48qahpwrfxs20334qk5,1,30.8,62.1,2025-05-09T16:33:36.732Z,2025-05-09T16:33:39Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5712278811,213,5.00,5712278809,212,20.6,5712278803,56,Back,5712278805,140,36.4,5712278807,141,33.0,5712278801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037197,24,1,1,2,38,6wwwud48qahpwrfxs20334qk5,1,37.2,31.2,2025-05-09T16:33:38.884Z,2025-05-09T16:33:40Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5712278837,140,35.3,5712278839,141,35.1,5712278843,213,2.22,5712278841,212,3.3,5712278835,56,Back,5712278833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037237,25,1,1,2,39,6wwwud48qahpwrfxs20334qk5,1,31.1,31.6,2025-05-09T16:33:40.173Z,2025-05-09T16:33:46Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5712279081,213,5.06,5712279075,140,37.4,5712279077,141,5.0,5712279073,56,Back,5712279079,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037243,26,1,1,2,40,6wwwud48qahpwrfxs20334qk5,0,38.0,5.0,2025-05-09T16:33:41.196Z,2025-05-09T16:33:54Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712279109,213,0.17,5712279103,140,46.8,5712279107,212,9.4,5712279105,141,7.4,5712279101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037233,24,61,1,2,45,8gxd9ry2580pu1b1dd5ny9ymy,1,55.6,95.4,2025-05-09T16:33:46.086Z,2025-05-09T16:33:46Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712279067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037253,25,5,1,2,47,8gxd9ry2580pu1b1dd5ny9ymy,0,52.6,101.6,2025-05-09T16:33:47.733Z,2025-05-09T18:41:53Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5712279167,56,Left,5712279169,347,,5712279241,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037263,27,5,1,2,47,6wwwud48qahpwrfxs20334qk5,1,47.4,-1.6,2025-05-09T16:33:47.733Z,2025-05-09T16:33:53Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712279203,233,25,5712279197,347,,5712279195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037301,28,1,1,2,54,6wwwud48qahpwrfxs20334qk5,1,49.0,0.0,2025-05-09T16:33:55.373Z,2025-05-09T18:33:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5712279447,141,51.3,5712279449,212,38.9,5712279775,189,,5712279453,1,,5712279451,213,2.00,5712279445,140,33.6,5712279441,107,,5712279443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037315,30,1,1,2,57,6wwwud48qahpwrfxs20334qk5,1,37.6,72.4,2025-05-09T16:33:58.293Z,2025-05-09T16:34:00Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5712279531,140,32.1,5712279535,212,20.4,5712279533,141,43.7,5712279537,213,4.42,5712279529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037325,31,1,1,2,59,6wwwud48qahpwrfxs20334qk5,1,29.5,54.3,2025-05-09T16:34:00.045Z,2025-05-09T16:34:03Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5712279585,141,57.6,5712279587,212,15.3,5712279581,56,Back,5712279589,213,2.99,5712279583,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037331,32,1,1,3,2,6wwwud48qahpwrfxs20334qk5,0,15.1,57.6,2025-05-09T16:34:03.181Z,2025-05-09T16:34:05Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5712279629,1,,5712279619,56,Back,5712279617,157,,5712279627,213,5.91,5712279623,141,37.7,5712279625,212,37.3,5712279621,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812037339,26,1,1,3,5,8gxd9ry2580pu1b1dd5ny9ymy,1,52.2,65.7,2025-05-09T16:34:05.660Z,2025-05-09T16:34:06Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5712279689,213,1.53,5712279683,140,52.6,5712279687,212,9.3,5712279681,56,Left,5712279685,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
