id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/10/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2705378213,8,3,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,0,57.2,5.9,2024-08-03T11:02:27.603Z,2024-08-03T11:02:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5128829319,286,,5128829393,233,4,5128829317,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378223,4,7,1,0,20,8gxd9ry2580pu1b1dd5ny9ymy,1,42.8,94.1,2024-08-03T11:02:27.604Z,2024-08-03T11:02:30Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5128829363,285,,5128829379,233,8,5128829361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378241,6,1,1,0,24,8gxd9ry2580pu1b1dd5ny9ymy,1,54.4,94.8,2024-08-03T11:02:31.338Z,2024-08-03T11:02:32Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128829451,213,5.00,5128829447,141,85.3,5128829445,140,56.2,5128829443,56,Left,5128829449,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378253,7,1,1,0,24,8gxd9ry2580pu1b1dd5ny9ymy,1,56.2,85.3,2024-08-03T11:02:31.964Z,2024-08-03T11:02:33Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5128829487,141,86.6,5128829493,213,3.06,5128829483,140,45.5,5128829481,56,Back,5128829491,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378271,9,83,1,0,25,dbl7ir1qugqz8nvp1vzn8im50,0,57.2,7.6,2024-08-03T11:02:32.568Z,2024-08-03T11:51:49Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5128937171,399,dncrhma6gwcn6pxiu7hfc6qz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378289,8,1,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,1,44.5,85.1,2024-08-03T11:02:33.380Z,2024-08-03T11:02:36Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5128829621,56,Back,5128829633,212,13.6,5128829629,141,65.1,5128829623,140,43.8,5128829637,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378303,9,1,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,1,43.7,65.4,2024-08-03T11:02:35.986Z,2024-08-03T11:02:37Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5128829705,213,6.26,5128829699,140,55.8,5128829701,141,64.9,5128829703,212,12.7,5128829697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378309,10,1,1,0,29,8gxd9ry2580pu1b1dd5ny9ymy,0,54.3,65.8,2024-08-03T11:02:37.267Z,2024-08-03T11:03:30Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5128829743,141,71.1,5128829801,233,10,5128829805,286,,5128829799,236,,5128829747,213,1.23,5128829739,56,Center,5128829745,212,3.8,5128829741,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378317,10,74,1,0,29,dbl7ir1qugqz8nvp1vzn8im50,1,43.7,32.1,2024-08-03T11:02:37.268Z,2024-08-03T13:14:24Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5128829789,285,,5128829831,233,10,5128829787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705382123,89,43,1,0,31,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-03T11:02:38.335Z,2024-08-03T13:05:33Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5129095817,144,61,5128847879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378347,12,1,1,0,33,dbl7ir1qugqz8nvp1vzn8im50,1,40.6,29.5,2024-08-03T11:02:40.330Z,2024-08-03T11:02:43Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5128829925,140,13.0,5128829927,141,45.8,5128829923,56,Back,5128829931,213,2.78,5128829929,212,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378377,13,1,1,0,36,dbl7ir1qugqz8nvp1vzn8im50,0,20.2,63.0,2024-08-03T11:02:44.297Z,2024-08-03T11:11:50Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5128830061,140,46.7,5128830059,56,Back,5128830067,213,5.85,5128830063,141,44.0,5128830065,212,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378437,12,1,1,0,40,8gxd9ry2580pu1b1dd5ny9ymy,0,53.0,45.5,2024-08-03T11:02:47.354Z,2024-08-03T11:02:52Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128830311,1,,5128830301,56,Right,5128830309,213,5.20,5128830303,140,69.1,5128830307,212,36.1,5128830305,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378441,13,5,1,0,44,8gxd9ry2580pu1b1dd5ny9ymy,0,68.4,-1.2,2024-08-03T11:02:51.712Z,2024-08-03T13:17:13Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128830321,347,,5128830501,233,14,5128830319,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378479,14,5,1,0,44,dbl7ir1qugqz8nvp1vzn8im50,1,31.6,101.2,2024-08-03T11:02:51.712Z,2024-08-03T11:02:56Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128830471,347,,5128830469,56,Back,5128830489,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378491,15,1,1,0,48,dbl7ir1qugqz8nvp1vzn8im50,1,32.4,100.0,2024-08-03T11:02:56.056Z,2024-08-03T11:02:57Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128830531,141,90.3,5128830529,140,35.3,5128830535,213,5.10,5128830525,107,,5128830533,212,8.1,5128830527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378537,16,1,1,0,50,dbl7ir1qugqz8nvp1vzn8im50,1,35.3,90.3,2024-08-03T11:02:57.720Z,2024-08-03T11:03:02Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5128830723,213,1.23,5128830719,141,94.2,5128830717,140,36.2,5128830721,212,2.8,5128830715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378551,14,45,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,0,47.5,8.0,2024-08-03T11:03:02.352Z,2024-08-03T11:03:10Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,,5128830793,56,Back,5128830795,285,,5128831001,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378597,17,3,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,52.5,92.0,2024-08-03T11:03:02.352Z,2024-08-03T11:03:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128830985,233,14,5128830971,56,Left,5128830973,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378599,18,3,1,1,1,dbl7ir1qugqz8nvp1vzn8im50,0,79.2,93.7,2024-08-03T11:03:08.865Z,2024-08-03T13:06:11Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128831079,233,15,5128830983,286,,5128830981,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378613,15,7,1,1,1,8gxd9ry2580pu1b1dd5ny9ymy,1,20.8,6.3,2024-08-03T11:03:08.866Z,2024-08-03T11:03:13Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128831041,285,,5128831057,233,18,5128831039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378627,17,1,1,1,3,8gxd9ry2580pu1b1dd5ny9ymy,1,12.6,12.6,2024-08-03T11:03:11.108Z,2024-08-03T11:03:13Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5128831089,141,7.0,5128831091,212,10.1,5128831087,140,21.5,5128831093,213,5.90,5128831085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378641,18,1,1,1,5,8gxd9ry2580pu1b1dd5ny9ymy,1,21.9,7.3,2024-08-03T11:03:12.467Z,2024-08-03T11:03:14Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128831139,141,13.8,5128831141,212,8.9,5128831143,213,2.62,5128831137,140,14.5,5128831135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378651,19,1,1,1,6,8gxd9ry2580pu1b1dd5ny9ymy,0,14.5,13.8,2024-08-03T11:03:13.355Z,2024-08-03T11:03:16Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5128831217,212,29.8,5128831213,140,42.2,5128831221,213,0.23,5128831215,141,23.6,5128831209,157,,5128831211,56,Back,5128831225,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378675,20,1,1,1,9,dbl7ir1qugqz8nvp1vzn8im50,1,63.3,74.7,2024-08-03T11:03:16.792Z,2024-08-03T11:03:18Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5128831311,212,7.9,5128831309,141,83.5,5128831305,56,Left,5128831303,155,,5128831307,140,68.2,5128831313,213,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378701,21,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,0,68.2,83.5,2024-08-03T11:03:17.969Z,2024-08-03T11:03:21Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5128831435,140,70.0,5128831437,141,94.7,5128831431,3,,5128831441,213,1.33,5128831433,56,Left,5128831439,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378691,20,8,1,1,12,8gxd9ry2580pu1b1dd5ny9ymy,1,36.4,10.1,2024-08-03T11:03:19.819Z,2024-08-03T11:03:19Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128831387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378699,21,5,1,1,13,8gxd9ry2580pu1b1dd5ny9ymy,0,34.4,-1.4,2024-08-03T11:03:21.147Z,2024-08-03T11:03:50Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128831423,56,Back,5128832353,233,22,5128831425,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378921,22,5,1,1,13,dbl7ir1qugqz8nvp1vzn8im50,1,65.6,101.4,2024-08-03T11:03:21.147Z,2024-08-03T13:17:13Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5128832319,56,Left,5128832337,233,21,5128832321,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378931,23,1,1,1,41,dbl7ir1qugqz8nvp1vzn8im50,1,67.3,100.0,2024-08-03T11:03:48.586Z,2024-08-03T11:03:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128832399,141,88.9,5128832401,212,12.2,5128832395,56,Left,5128832403,213,5.47,5128832393,107,,5128832397,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378947,24,1,1,1,44,dbl7ir1qugqz8nvp1vzn8im50,1,81.0,95.4,2024-08-03T11:03:51.601Z,2024-08-03T11:03:54Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5128832475,212,5.4,5128832477,213,3.08,5128832471,140,75.9,5128832469,56,Left,5128832473,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378953,22,45,1,1,46,8gxd9ry2580pu1b1dd5ny9ymy,0,22.0,6.8,2024-08-03T11:03:54.305Z,2024-08-03T11:03:58Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5128832497,285,,5128832591,233,25,5128832495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378965,25,3,1,1,46,dbl7ir1qugqz8nvp1vzn8im50,1,78.0,93.2,2024-08-03T11:03:54.305Z,2024-08-03T11:03:58Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128832559,286,,5128832577,233,22,5128832557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378977,26,1,1,1,50,dbl7ir1qugqz8nvp1vzn8im50,0,93.3,96.9,2024-08-03T11:03:57.514Z,2024-08-03T11:03:59Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5128832613,213,4.71,5128832603,155,,5128832607,140,93.1,5128832605,56,Center,5128832601,2,,5128832609,141,49.9,5128832611,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705378993,23,12,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,1,7.7,53.4,2024-08-03T11:03:59.474Z,2024-08-03T11:04:01Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5128832669,56,Back,5128832673,141,30.1,5128832671,140,21.8,5128832675,212,21.7,5128832713,15,,5128832677,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379023,25,1,1,1,56,8gxd9ry2580pu1b1dd5ny9ymy,1,25.7,24.6,2024-08-03T11:04:03.396Z,2024-08-03T11:04:05Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5128832813,56,Back,5128832817,141,11.9,5128832821,213,5.85,5128832815,140,43.7,5128832819,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379065,26,1,1,1,57,8gxd9ry2580pu1b1dd5ny9ymy,1,40.0,9.1,2024-08-03T11:04:04.858Z,2024-08-03T11:16:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5128832971,140,57.2,5128832975,141,17.9,5128832977,212,19.0,5128832979,213,0.32,5128832969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379087,27,1,1,2,2,8gxd9ry2580pu1b1dd5ny9ymy,0,53.3,26.7,2024-08-03T11:04:09.867Z,2024-08-03T11:04:12Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5128833079,1,,5128833069,56,Left,5128833073,141,82.3,5128833071,140,92.2,5128833075,212,55.7,5128833077,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379097,27,59,1,2,6,dbl7ir1qugqz8nvp1vzn8im50,1,6.8,17.6,2024-08-03T11:04:13.458Z,2024-08-03T11:06:16Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5128833129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379109,28,1,1,2,6,dbl7ir1qugqz8nvp1vzn8im50,1,6.8,17.6,2024-08-03T11:04:14.234Z,2024-08-03T11:06:15Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5128833173,212,27.1,5128833169,140,32.5,5128833177,1,,5128833175,213,0.11,5128833171,141,21.9,5128833165,157,,5128833167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379101,28,43,1,2,8,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-08-03T11:04:15.794Z,2024-08-03T11:04:19Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5128833259,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379111,29,50,1,2,9,dbl7ir1qugqz8nvp1vzn8im50,1,32.6,22.8,2024-08-03T11:04:17.002Z,2024-08-03T11:04:19Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5128833223,285,,5128833219,233,29,5128833181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379105,29,7,1,2,9,8gxd9ry2580pu1b1dd5ny9ymy,0,67.4,77.2,2024-08-03T11:04:17.003Z,2024-08-03T11:04:18Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5128833157,286,,5128833211,233,29,5128833155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379131,31,1,1,2,11,dbl7ir1qugqz8nvp1vzn8im50,1,38.1,31.5,2024-08-03T11:04:18.426Z,2024-08-03T11:04:19Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5128833269,213,2.33,5128833263,140,34.1,5128833261,56,Back,5128833265,141,38.0,5128833267,212,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379137,32,1,1,2,11,dbl7ir1qugqz8nvp1vzn8im50,1,34.1,38.0,2024-08-03T11:04:19.073Z,2024-08-03T11:06:26Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5128833319,212,19.6,5128833321,213,5.18,5128833317,141,12.3,5128833313,56,Back,5128833315,140,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379177,33,50,1,2,17,dbl7ir1qugqz8nvp1vzn8im50,1,62.6,6.4,2024-08-03T11:04:25.318Z,2024-08-03T12:03:14Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5128947123,233,388,5128833521,56,Right,5128946879,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705403101,388,7,1,2,18,8gxd9ry2580pu1b1dd5ny9ymy,1,37.4,93.6,2024-08-03T11:04:25.319Z,2024-08-03T12:03:13Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5128947113,285,,5128947117,233,33,5128947109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705379183,30,1,1,2,18,8gxd9ry2580pu1b1dd5ny9ymy,1,37.5,91.2,2024-08-03T11:04:25.546Z,2024-08-03T13:32:20Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5128870619,212,8.2,5128870621,213,3.93,5128870617,141,82.6,5128833539,56,Back,5128870615,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
