id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2810305063,12,1,1,0,33,8cfkisxf1fkxdqtt6tx1tup48,0,32.9,22.5,2025-05-04T14:01:47.379Z,2025-05-04T17:00:16Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5702547667,212,4.2,5702547663,140,34.0,5702547661,56,Back,5702547669,213,1.29,5702547665,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305123,13,1,1,0,35,8cfkisxf1fkxdqtt6tx1tup48,1,35.3,33.3,2025-05-04T14:01:49.300Z,2025-05-04T17:28:46Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702547927,212,10.6,5702547929,213,0.66,5702547923,140,43.3,5702547925,141,42.8,5702547921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305129,14,1,1,0,36,8cfkisxf1fkxdqtt6tx1tup48,0,43.4,42.7,2025-05-04T14:01:50.308Z,2025-05-04T14:01:51Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5702547975,141,32.8,5702547979,213,5.96,5702547971,140,62.8,5702547969,56,Center,5702547977,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305219,11,1,1,0,40,bd4qakf7j0wwie8wke9km7uj8,1,39.0,64.3,2025-05-04T14:01:54.275Z,2025-05-04T14:01:56Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702548409,56,Back,5702548417,213,3.63,5702548411,140,18.7,5702548415,212,24.2,5702548413,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305267,12,1,1,0,43,bd4qakf7j0wwie8wke9km7uj8,1,21.6,56.3,2025-05-04T14:01:57.851Z,2025-05-04T14:01:59Z,4ieyvppe24gqdkm2xv2xlaluc,O. Hjorth,,,5702548649,213,1.28,5702548647,212,16.0,5702548645,141,78.8,5702548641,56,Back,5702548643,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305291,13,1,1,0,45,bd4qakf7j0wwie8wke9km7uj8,1,26.1,79.0,2025-05-04T14:01:59.218Z,2025-05-04T14:02:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702548771,140,33.4,5702548769,56,Back,5702548775,212,8.2,5702548773,141,74.7,5702548777,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305345,14,1,1,0,47,bd4qakf7j0wwie8wke9km7uj8,1,33.5,73.5,2025-05-04T14:02:01.795Z,2025-05-04T14:02:04Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702549065,140,34.2,5702549071,213,4.74,5702549069,212,24.2,5702549067,141,38.0,5702549063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305415,15,1,1,0,50,bd4qakf7j0wwie8wke9km7uj8,1,34.2,38.0,2025-05-04T14:02:04.372Z,2025-05-04T14:02:08Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5702549397,213,5.08,5702549393,141,9.4,5702549395,212,20.9,5702549387,56,Back,5702549391,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305501,16,1,1,0,53,bd4qakf7j0wwie8wke9km7uj8,1,39.3,9.2,2025-05-04T14:02:08.091Z,2025-05-04T14:02:12Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702549817,212,20.9,5702549813,140,59.2,5702549815,141,7.7,5702549819,213,6.23,5702549811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305567,17,1,1,0,58,bd4qakf7j0wwie8wke9km7uj8,1,44.0,7.7,2025-05-04T14:02:12.354Z,2025-05-04T14:02:16Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5702550227,213,1.86,5702550223,141,33.0,5702550225,212,17.9,5702550221,140,39.2,5702550215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305655,18,1,1,1,1,bd4qakf7j0wwie8wke9km7uj8,1,42.8,36.6,2025-05-04T14:02:16.074Z,2025-05-04T14:02:20Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702550633,56,Back,5702550643,213,1.49,5702550635,140,45.8,5702550637,141,90.9,5702550639,212,37.1,5702550647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305701,19,1,1,1,6,bd4qakf7j0wwie8wke9km7uj8,1,55.8,89.9,2025-05-04T14:02:20.363Z,2025-05-04T14:02:23Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702550925,140,44.5,5702550933,213,4.01,5702550923,56,Back,5702550929,212,18.5,5702550927,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305743,20,1,1,1,9,bd4qakf7j0wwie8wke9km7uj8,1,44.5,69.1,2025-05-04T14:02:23.379Z,2025-05-04T14:02:26Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702551161,212,12.2,5702551159,141,87.1,5702551155,56,Back,5702551157,140,44.4,5702551163,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305807,21,1,1,1,11,bd4qakf7j0wwie8wke9km7uj8,1,37.0,91.2,2025-05-04T14:02:25.938Z,2025-05-04T14:02:29Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702551541,212,25.6,5702551537,140,23.5,5702551535,56,Back,5702551543,213,4.12,5702551539,141,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305891,22,1,1,1,15,bd4qakf7j0wwie8wke9km7uj8,1,23.9,56.0,2025-05-04T14:02:29.498Z,2025-05-04T14:02:33Z,4ieyvppe24gqdkm2xv2xlaluc,O. Hjorth,,,5702551991,212,13.0,5702551987,140,22.1,5702551993,213,4.57,5702551989,141,37.1,5702551985,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810305965,23,1,1,1,19,bd4qakf7j0wwie8wke9km7uj8,1,20.6,37.1,2025-05-04T14:02:33.706Z,2025-05-04T14:02:38Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702552399,212,35.1,5702552395,140,22.5,5702552401,213,1.51,5702552403,1,,5702552397,141,88.6,5702552393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306015,24,1,1,1,23,bd4qakf7j0wwie8wke9km7uj8,0,24.4,91.4,2025-05-04T14:02:37.747Z,2025-05-04T14:02:40Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5702552657,141,90.6,5702552659,212,46.5,5702552663,1,,5702552653,56,Left,5702552655,140,68.7,5702552661,213,6.27,5702552651,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306059,15,1,1,1,26,8cfkisxf1fkxdqtt6tx1tup48,1,22.0,10.1,2025-05-04T14:02:40.819Z,2025-05-04T17:28:41Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5702552917,212,9.6,5702552909,3,,5702552919,213,0.69,5702552913,140,29.1,5702552911,56,Back,5702552915,141,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306087,16,1,1,1,28,8cfkisxf1fkxdqtt6tx1tup48,0,29.1,19.1,2025-05-04T14:02:42.427Z,2025-05-04T14:02:43Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702553083,157,,5702553091,212,29.7,5702553087,140,57.2,5702553095,1,,5702553089,141,14.0,5702553085,56,Right,5702553093,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306255,25,1,1,1,32,bd4qakf7j0wwie8wke9km7uj8,1,46.0,81.5,2025-05-04T14:02:47.098Z,2025-05-04T14:02:52Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702553927,141,96.0,5702553929,212,17.8,5702553923,56,Left,5702553931,213,0.59,5702553925,140,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306287,26,1,1,1,38,bd4qakf7j0wwie8wke9km7uj8,1,60.2,95.6,2025-05-04T14:02:52.418Z,2025-05-04T14:03:46Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5702554085,140,44.4,5702554089,212,19.0,5702554093,213,3.65,5702554083,56,Back,5702554087,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306353,27,1,1,1,40,bd4qakf7j0wwie8wke9km7uj8,1,42.8,80.9,2025-05-04T14:02:54.434Z,2025-05-04T14:02:57Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5702554451,141,32.1,5702554459,213,4.63,5702554455,212,33.3,5702554449,140,40.1,5702554445,56,Back,5702554463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306391,28,1,1,1,43,bd4qakf7j0wwie8wke9km7uj8,0,41.4,29.7,2025-05-04T14:02:57.770Z,2025-05-04T14:02:59Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5702554667,56,Center,5702554673,212,22.5,5702554669,140,61.9,5702554671,141,39.5,5702554675,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306387,17,8,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,1,40.0,65.1,2025-05-04T14:02:59.249Z,2025-05-04T14:02:59Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5702554645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306481,19,1,1,1,46,8cfkisxf1fkxdqtt6tx1tup48,1,44.7,63.7,2025-05-04T14:03:00.509Z,2025-05-04T14:03:03Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5702555111,212,17.7,5702555105,56,Back,5702555113,213,5.02,5702555107,140,49.8,5702555109,141,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306513,20,1,1,1,49,8cfkisxf1fkxdqtt6tx1tup48,1,55.8,40.6,2025-05-04T14:03:03.179Z,2025-05-04T14:03:04Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5702555291,140,65.2,5702555295,212,15.3,5702555289,56,Center,5702555293,141,57.8,5702555297,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306547,21,1,1,1,50,8cfkisxf1fkxdqtt6tx1tup48,1,67.6,59.3,2025-05-04T14:03:04.508Z,2025-05-04T14:03:06Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5702555443,141,47.2,5702555447,212,15.6,5702555451,213,3.70,5702555437,56,Center,5702555441,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306607,22,1,1,1,52,8cfkisxf1fkxdqtt6tx1tup48,1,55.0,47.2,2025-05-04T14:03:06.339Z,2025-05-04T14:03:08Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702555681,56,Center,5702555685,141,74.1,5702555683,140,58.6,5702555689,213,1.37,5702555687,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306737,23,1,1,1,54,8cfkisxf1fkxdqtt6tx1tup48,1,63.3,79.3,2025-05-04T14:03:08.475Z,2025-05-04T14:03:14Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5702556339,140,54.6,5702556343,212,13.5,5702556337,56,Center,5702556345,213,3.97,5702556341,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306851,24,1,1,1,59,8cfkisxf1fkxdqtt6tx1tup48,1,55.3,51.6,2025-05-04T14:03:14.051Z,2025-05-04T14:03:19Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702556937,56,Center,5702556945,213,4.32,5702556941,141,37.0,5702556943,212,10.7,5702556939,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306939,25,1,1,2,4,8cfkisxf1fkxdqtt6tx1tup48,1,55.4,29.5,2025-05-04T14:03:19.099Z,2025-05-04T14:03:23Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702557355,140,53.7,5702557359,212,8.6,5702557351,56,Center,5702557361,213,1.78,5702557357,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810306971,26,1,1,2,8,8cfkisxf1fkxdqtt6tx1tup48,1,53.7,43.3,2025-05-04T14:03:22.883Z,2025-05-04T14:03:24Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702557577,141,29.5,5702557581,213,4.63,5702557579,212,9.4,5702557573,56,Center,5702557575,140,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307055,27,1,1,2,10,8cfkisxf1fkxdqtt6tx1tup48,1,55.9,28.3,2025-05-04T14:03:24.659Z,2025-05-04T14:03:29Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702557987,212,15.8,5702557989,213,4.89,5702557983,140,58.6,5702557981,56,Right,5702557985,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307083,28,1,1,2,14,8cfkisxf1fkxdqtt6tx1tup48,1,61.1,5.9,2025-05-04T14:03:28.771Z,2025-05-04T14:03:31Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5702558179,213,2.17,5702558177,212,11.4,5702558171,56,Right,5702558175,141,19.7,5702558173,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307187,29,1,1,2,16,8cfkisxf1fkxdqtt6tx1tup48,1,56.7,23.0,2025-05-04T14:03:30.939Z,2025-05-04T14:03:36Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5702558659,212,11.2,5702558657,141,38.2,5702558655,140,52.5,5702558661,213,1.97,5702558653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810307239,30,1,1,2,22,8cfkisxf1fkxdqtt6tx1tup48,1,56.2,30.6,2025-05-04T14:03:36.339Z,2025-05-04T14:03:39Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5702558989,141,3.4,5702558985,56,Right,5702558993,213,5.06,5702558991,212,19.7,5702558987,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
