id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2730044531,8,1,1,0,11,f1h34qp5zbfl489q8vnkhiq9s,1,64.4,31.0,2024-10-04T17:01:17.776Z,2024-10-04T17:50:07Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264282991,140,66.5,5264282995,212,10.7,5264282989,56,Center,5264282997,213,1.36,5264282993,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730072981,379,1,1,0,12,f1h34qp5zbfl489q8vnkhiq9s,0,69.7,22.1,2024-10-04T17:01:18.072Z,2024-10-04T17:50:30Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5264441427,213,0.57,5264441423,141,23.5,5264441441,236,,5264441447,286,,5264441443,233,6,5264441421,140,71.1,5264441419,56,Center,5264441425,212,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044503,6,74,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,31.0,74.8,2024-10-04T17:01:18.073Z,2024-10-04T19:20:56Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5264282821,56,Back,5264282823,285,,5264441457,233,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044529,7,83,1,0,15,ajtb177oqwawkdwbqhldmq6mx,0,28.5,46.4,2024-10-04T17:01:21.671Z,2024-10-04T17:01:26Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5264283223,399,auv81snxkpk2ybxzi8giy5azt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044553,9,1,1,0,16,f1h34qp5zbfl489q8vnkhiq9s,1,65.1,60.5,2024-10-04T17:01:22.320Z,2024-10-04T17:01:25Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5264283143,56,Left,5264283147,141,80.6,5264283151,213,1.63,5264283145,140,64.3,5264283149,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044561,10,1,1,0,19,f1h34qp5zbfl489q8vnkhiq9s,1,65.8,76.1,2024-10-04T17:01:25.095Z,2024-10-04T17:01:27Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5264283199,140,57.2,5264283205,213,4.13,5264283203,212,16.5,5264283197,56,Center,5264283201,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044603,11,1,1,0,21,f1h34qp5zbfl489q8vnkhiq9s,0,57.2,55.8,2024-10-04T17:01:27.760Z,2024-10-04T17:50:34Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264283393,140,69.6,5264283397,212,15.6,5264283399,213,5.70,5264283389,155,,5264283391,56,Center,5264283395,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044615,8,1,1,0,22,ajtb177oqwawkdwbqhldmq6mx,0,24.2,37.9,2024-10-04T17:01:28.783Z,2024-10-04T17:01:30Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5264283471,56,Back,5264283475,141,39.5,5264283473,140,34.1,5264283477,212,10.5,5264283479,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044623,12,8,1,0,25,f1h34qp5zbfl489q8vnkhiq9s,1,67.9,60.5,2024-10-04T17:01:31.072Z,2024-10-04T17:01:31Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5264283525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044647,13,1,1,0,26,f1h34qp5zbfl489q8vnkhiq9s,0,63.7,84.3,2024-10-04T17:01:32.120Z,2024-10-04T17:01:32Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5264283635,56,Back,5264283641,212,24.4,5264283639,141,56.1,5264283637,140,49.3,5264283643,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044689,14,83,1,0,30,f1h34qp5zbfl489q8vnkhiq9s,0,38.6,86.7,2024-10-04T17:01:36.936Z,2024-10-04T17:01:44Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264284211,399,5mmgppapbchmcj9zdtyw0w5xw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044717,15,83,1,0,34,f1h34qp5zbfl489q8vnkhiq9s,0,35.1,93.3,2024-10-04T17:01:40.488Z,2024-10-04T17:01:43Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264284171,399,5mmgppapbchmcj9zdtyw0w5xw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044755,10,3,1,0,35,ajtb177oqwawkdwbqhldmq6mx,1,69.4,10.6,2024-10-04T17:01:41.358Z,2024-10-04T19:21:09Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5264284135,56,Right,5264284233,233,16,5264284137,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044739,16,45,1,0,35,f1h34qp5zbfl489q8vnkhiq9s,0,30.6,89.4,2024-10-04T17:01:41.358Z,2024-10-04T19:21:10Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5264284071,56,Back,5264284261,233,10,5264284073,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044795,11,3,1,0,37,ajtb177oqwawkdwbqhldmq6mx,0,70.2,14.5,2024-10-04T17:01:43.383Z,2024-10-04T19:20:42Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5264284317,286,,5264284345,233,17,5264284315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044767,17,7,1,0,37,f1h34qp5zbfl489q8vnkhiq9s,0,29.8,85.5,2024-10-04T17:01:43.384Z,2024-10-04T19:20:41Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5264284339,233,11,5264284193,285,,5264284191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044853,12,50,1,0,43,ajtb177oqwawkdwbqhldmq6mx,1,94.7,7.6,2024-10-04T17:01:50.032Z,2024-10-04T19:20:42Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5264284645,286,,5264284751,233,18,5264284643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044861,18,7,1,0,43,f1h34qp5zbfl489q8vnkhiq9s,1,5.3,92.4,2024-10-04T17:01:50.033Z,2024-10-04T19:20:42Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5264284737,233,12,5264284679,285,,5264284677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044867,19,61,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,1,16.4,82.5,2024-10-04T17:01:51.809Z,2024-10-04T17:01:52Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264284719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044953,21,1,1,0,46,f1h34qp5zbfl489q8vnkhiq9s,1,23.0,87.3,2024-10-04T17:01:52.568Z,2024-10-04T17:05:27Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5264285145,213,4.59,5264285137,56,Back,5264285141,141,75.2,5264285143,212,8.3,5264285139,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730046533,45,1,1,0,48,f1h34qp5zbfl489q8vnkhiq9s,1,27.0,75.5,2024-10-04T17:01:54.347Z,2024-10-04T17:09:51Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5264293831,140,13.3,5264293835,212,17.6,5264293829,56,Back,5264293837,213,2.52,5264293833,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730046557,46,1,1,0,49,f1h34qp5zbfl489q8vnkhiq9s,1,13.9,87.2,2024-10-04T17:01:55.115Z,2024-10-04T17:09:50Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264293949,212,17.0,5264293945,140,30.0,5264293951,213,0.12,5264293943,56,Back,5264293947,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730047859,63,1,1,0,50,f1h34qp5zbfl489q8vnkhiq9s,1,22.7,92.1,2024-10-04T17:01:56.253Z,2024-10-04T17:09:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5264300763,212,23.0,5264300761,141,65.9,5264300757,56,Back,5264300765,213,5.40,5264300759,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730047885,64,1,1,0,50,f1h34qp5zbfl489q8vnkhiq9s,0,36.5,65.9,2024-10-04T17:01:56.292Z,2024-10-04T17:09:46Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5264300873,141,67.1,5264300877,213,0.05,5264300869,56,Center,5264300875,212,17.0,5264300871,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044959,22,43,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-10-04T17:01:58.752Z,2024-10-04T17:08:00Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5264285181,56,Center,5264285183,140,63.8,5264285187,212,44.3,5264285185,141,66.2,5264307371,144,1,5264285191,1,0,5264285189,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044977,13,61,1,0,54,ajtb177oqwawkdwbqhldmq6mx,1,45.8,30.6,2024-10-04T17:02:00.212Z,2024-10-04T21:01:32Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5264285267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730044995,14,83,1,0,56,ajtb177oqwawkdwbqhldmq6mx,0,43.6,35.8,2024-10-04T17:02:02.247Z,2024-10-04T17:02:06Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5264285619,399,4jve632xnmqujh4ioaxpaovai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045019,23,4,1,0,57,f1h34qp5zbfl489q8vnkhiq9s,1,60.8,63.2,2024-10-04T17:02:03.993Z,2024-10-04T19:20:58Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5264285525,13,,5264285537,286,,5264285531,152,,5264285535,265,,5264285527,56,Center,5264285715,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045051,15,4,1,0,57,ajtb177oqwawkdwbqhldmq6mx,0,39.2,36.8,2024-10-04T17:02:03.994Z,2024-10-04T19:20:59Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5264285703,56,Back,5264285707,265,,5264285701,13,,5264285709,285,,5264285719,233,23,5264285705,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045297,24,1,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,59.4,65.9,2024-10-04T17:02:36.578Z,2024-10-04T17:10:24Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5264287151,141,86.0,5264287155,212,16.5,5264287135,5,,5264287143,56,Left,5264287159,213,2.17,5264287147,140,50.6,5264287139,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045325,25,1,1,1,32,f1h34qp5zbfl489q8vnkhiq9s,1,50.6,86.0,2024-10-04T17:02:38.681Z,2024-10-04T17:02:41Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5264287287,141,50.9,5264287283,56,Back,5264287289,212,25.0,5264287291,213,4.41,5264287285,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045345,26,1,1,1,35,f1h34qp5zbfl489q8vnkhiq9s,0,43.5,50.3,2024-10-04T17:02:41.089Z,2024-10-04T17:02:43Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5264287445,213,5.57,5264287437,56,Right,5264287441,141,0.0,5264287435,155,,5264287443,212,52.9,5264287447,1,,5264287439,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045447,16,5,1,1,36,ajtb177oqwawkdwbqhldmq6mx,1,18.3,101.2,2024-10-04T17:02:43.038Z,2024-10-04T19:21:40Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5264288023,347,,5264288019,56,Back,5264288051,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045357,27,5,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,0,81.7,-1.2,2024-10-04T17:02:43.038Z,2024-10-04T19:21:40Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5264287475,56,Right,5264288055,233,16,5264287477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045477,17,1,1,1,47,ajtb177oqwawkdwbqhldmq6mx,1,19.7,100.0,2024-10-04T17:02:53.183Z,2024-10-04T17:02:55Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5264288181,141,90.2,5264288177,56,Back,5264288183,212,16.4,5264288185,213,5.79,5264288175,107,,5264288179,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045481,18,1,1,1,49,ajtb177oqwawkdwbqhldmq6mx,0,33.5,90.0,2024-10-04T17:02:55.776Z,2024-10-04T17:02:56Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5264288209,140,43.7,5264288205,168,,5264288215,213,6.21,5264288203,3,,5264288207,56,Back,5264288213,212,10.7,5264288211,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045509,28,1,1,1,50,f1h34qp5zbfl489q8vnkhiq9s,1,41.0,18.2,2024-10-04T17:02:56.546Z,2024-10-04T17:02:58Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5264288349,213,5.65,5264288345,141,5.3,5264288347,212,14.9,5264288343,140,52.5,5264288339,3,,5264288341,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045519,29,1,1,1,51,f1h34qp5zbfl489q8vnkhiq9s,0,52.5,5.3,2024-10-04T17:02:58.026Z,2024-10-04T17:02:58Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5264288381,141,16.9,5264288385,213,1.36,5264288383,212,8.1,5264288377,56,Right,5264288379,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045515,19,8,1,1,52,ajtb177oqwawkdwbqhldmq6mx,1,33.9,84.4,2024-10-04T17:02:58.335Z,2024-10-04T17:02:58Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5264288367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045527,20,1,1,1,53,ajtb177oqwawkdwbqhldmq6mx,1,29.1,92.9,2024-10-04T17:02:59.712Z,2024-10-04T17:03:00Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5264288435,141,92.7,5264288439,213,6.26,5264288431,56,Back,5264288433,140,35.8,5264288437,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045535,21,1,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,36.6,92.6,2024-10-04T17:03:00.671Z,2024-10-04T17:03:01Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5264288481,212,7.8,5264288483,213,3.86,5264288477,140,31.0,5264288499,156,,5264288475,56,Back,5264288479,141,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045545,22,1,1,1,55,ajtb177oqwawkdwbqhldmq6mx,0,32.3,82.4,2024-10-04T17:03:01.960Z,2024-10-04T17:03:02Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5264288547,56,Back,5264288549,140,42.9,5264288557,213,0.20,5264288553,212,11.4,5264288551,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045559,30,1,1,1,56,f1h34qp5zbfl489q8vnkhiq9s,0,50.3,14.6,2024-10-04T17:03:03.010Z,2024-10-04T17:03:03Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5264288609,157,,5264288619,213,0.15,5264288615,141,20.2,5264288613,140,73.8,5264288617,212,25.0,5264288621,1,,5264288611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045599,23,1,1,1,58,ajtb177oqwawkdwbqhldmq6mx,1,23.9,75.3,2024-10-04T17:03:04.224Z,2024-10-04T17:03:08Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5264288817,140,44.1,5264288813,157,,5264288823,213,6.27,5264288821,212,21.2,5264288819,141,75.0,5264288825,1,,5264288815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045663,24,1,1,2,2,ajtb177oqwawkdwbqhldmq6mx,1,43.0,65.2,2024-10-04T17:03:08.239Z,2024-10-04T17:03:12Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5264289213,141,26.1,5264289217,213,4.83,5264289207,56,Back,5264289211,140,46.1,5264289215,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730045689,25,1,1,2,6,ajtb177oqwawkdwbqhldmq6mx,1,49.4,17.7,2024-10-04T17:03:12.456Z,2024-10-04T17:03:14Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5264289349,56,Back,5264289357,213,2.35,5264289353,141,30.0,5264289355,212,11.7,5264289351,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
