id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value
2735185147,5,1,1,0,11,6wwwud48qahpwrfxs20334qk5,0,32.2,72.1,2024-10-19T11:02:11.350Z,2024-10-19T11:59:04Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292365251,213,1.61,5292365241,140,31.4,5292365239,56,Back,5292365237,3,,5292365249,212,19.9,5292365245,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185151,6,5,1,0,13,6wwwud48qahpwrfxs20334qk5,0,33.6,101.4,2024-10-19T11:02:13.166Z,2024-10-19T12:03:42Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292365273,347,,5292365337,233,7,5292365271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185157,7,5,1,0,13,f1h34qp5zbfl489q8vnkhiq9s,1,66.4,-1.4,2024-10-19T11:02:13.166Z,2024-10-19T11:02:21Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5292365313,56,Right,5292365319,233,6,5292365315,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185195,8,1,1,0,16,f1h34qp5zbfl489q8vnkhiq9s,0,62.7,0.0,2024-10-19T11:02:16.429Z,2024-10-19T11:02:26Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5292365513,56,Right,5292365521,213,0.31,5292365511,107,,5292365519,212,41.9,5292365525,1,,5292365517,141,17.4,5292365515,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185267,7,5,1,0,19,6wwwud48qahpwrfxs20334qk5,1,-0.7000000000000001,80.9,2024-10-19T11:02:19.574Z,2024-10-19T12:03:43Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292365869,346,,5292365867,56,Back,5292365895,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185197,9,5,1,0,19,f1h34qp5zbfl489q8vnkhiq9s,0,100.7,19.1,2024-10-19T11:02:19.574Z,2024-10-19T12:03:43Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5292365531,346,,5292365529,56,Right,5292365911,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185293,8,1,1,0,31,6wwwud48qahpwrfxs20334qk5,1,2.9,50.0,2024-10-19T11:02:31.677Z,2024-10-19T11:04:33Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5292365989,155,,5292365987,124,,5292365991,56,Back,5292365993,140,33.2,5292366001,1,,5292370827,189,,5292366005,74,,5292365999,213,5.56,5292365997,212,42.5,5292365995,141,8.6,,,,,,,,,,,,,,,,,,
2735185301,9,1,1,0,32,6wwwud48qahpwrfxs20334qk5,1,33.2,8.6,2024-10-19T11:02:32.757Z,2024-10-19T11:02:34Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5292366035,141,24.7,5292366039,213,0.70,5292366037,212,16.9,5292366033,140,45.5,5292366031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185333,10,1,1,0,33,6wwwud48qahpwrfxs20334qk5,1,45.5,24.7,2024-10-19T11:02:33.773Z,2024-10-19T11:02:36Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5292366169,56,Back,5292366177,213,2.59,5292366179,1,,5292366175,212,36.7,5292366171,140,15.7,5292366173,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185345,11,1,1,0,36,6wwwud48qahpwrfxs20334qk5,1,15.7,53.0,2024-10-19T11:02:36.053Z,2024-10-19T11:04:43Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5292366225,141,66.6,5292366227,212,18.4,5292366229,213,0.53,5292366223,140,30.8,5292366221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185455,12,1,1,0,41,6wwwud48qahpwrfxs20334qk5,1,47.4,77.9,2024-10-19T11:02:41.517Z,2024-10-19T11:02:46Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292366693,213,4.11,5292366689,141,64.9,5292366691,212,10.7,5292366687,140,41.6,5292366685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185501,13,1,1,0,45,6wwwud48qahpwrfxs20334qk5,1,54.7,65.7,2024-10-19T11:02:45.869Z,2024-10-19T11:02:50Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292366893,213,4.92,5292366889,141,22.4,5292366891,212,30.1,5292366887,140,60.7,5292366885,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185533,14,1,1,0,49,6wwwud48qahpwrfxs20334qk5,1,60.0,17.3,2024-10-19T11:02:49.781Z,2024-10-19T11:02:52Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5292367015,212,7.2,5292367013,141,25.6,5292367017,213,0.91,5292367009,56,Center,5292367011,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185535,15,1,1,0,51,6wwwud48qahpwrfxs20334qk5,1,64.4,16.4,2024-10-19T11:02:51.876Z,2024-10-19T11:02:53Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5292367041,213,2.54,5292367039,212,10.0,5292367037,141,24.7,5292367033,56,Center,5292367035,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185551,16,1,1,0,52,6wwwud48qahpwrfxs20334qk5,1,56.5,24.7,2024-10-19T11:02:52.773Z,2024-10-19T11:02:53Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292367111,56,Right,5292367115,141,17.3,5292367117,212,7.8,5292367113,140,62.2,5292367119,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185607,17,1,1,0,53,6wwwud48qahpwrfxs20334qk5,1,62.2,17.1,2024-10-19T11:02:53.436Z,2024-10-19T11:02:59Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5292367355,56,Back,5292367363,213,2.72,5292367359,141,27.7,5292367357,140,46.7,5292367361,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185627,18,1,1,0,59,6wwwud48qahpwrfxs20334qk5,1,56.1,25.5,2024-10-19T11:02:59.477Z,2024-10-19T11:03:01Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5292367443,56,Right,5292367451,213,5.53,5292367445,140,67.2,5292367447,141,9.5,5292367449,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185647,19,1,1,1,1,6wwwud48qahpwrfxs20334qk5,1,64.0,9.1,2024-10-19T11:03:01.276Z,2024-10-19T11:03:02Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5292367521,212,8.2,5292367523,213,1.08,5292367515,56,Right,5292367517,140,67.7,5292367519,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185659,20,1,1,1,2,6wwwud48qahpwrfxs20334qk5,1,65.6,20.4,2024-10-19T11:03:02.101Z,2024-10-19T11:03:05Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5292367579,56,Right,5292367581,140,71.6,5292367583,141,10.7,5292367587,213,5.47,5292367585,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185681,21,1,1,1,5,6wwwud48qahpwrfxs20334qk5,1,71.6,10.7,2024-10-19T11:03:05.165Z,2024-10-19T11:03:07Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5292367681,56,Center,5292367683,140,66.1,5292367687,212,9.7,5292367689,213,2.21,5292367685,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185689,22,1,1,1,7,6wwwud48qahpwrfxs20334qk5,1,66.1,22.1,2024-10-19T11:03:07.172Z,2024-10-19T12:01:14Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5292367745,213,3.83,5292367737,56,Right,5292367741,141,17.3,5292367739,140,62.3,5292367743,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185717,23,1,1,1,9,6wwwud48qahpwrfxs20334qk5,1,62.4,15.6,2024-10-19T11:03:08.901Z,2024-10-19T11:03:11Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5292367877,140,44.2,5292367879,141,24.3,5292367875,56,Back,5292367881,212,20.0,5292367883,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185749,24,1,1,1,11,6wwwud48qahpwrfxs20334qk5,1,40.0,26.5,2024-10-19T11:03:11.492Z,2024-10-19T11:03:15Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5292368013,213,1.42,5292368005,56,Back,5292368011,212,22.4,5292368007,140,43.3,5292368009,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185773,25,1,1,1,15,6wwwud48qahpwrfxs20334qk5,1,54.2,62.3,2024-10-19T11:03:15.676Z,2024-10-19T11:03:18Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5292368133,56,Center,5292368137,141,77.3,5292368141,213,1.15,5292368139,212,11.2,5292368135,140,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185847,26,1,1,1,18,6wwwud48qahpwrfxs20334qk5,1,58.0,77.3,2024-10-19T11:03:18.276Z,2024-10-19T11:03:27Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292368525,140,48.0,5292368529,212,25.3,5292368523,56,Back,5292368531,213,4.28,5292368527,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185871,27,1,1,1,27,6wwwud48qahpwrfxs20334qk5,1,55.9,29.4,2024-10-19T11:03:27.644Z,2024-10-19T11:03:32Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5292368661,213,5.17,5292368655,140,62.3,5292368659,212,15.4,5292368653,56,Right,5292368657,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185897,28,1,1,1,32,6wwwud48qahpwrfxs20334qk5,1,61.0,15.8,2024-10-19T11:03:32.244Z,2024-10-19T11:03:37Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5292368805,56,Center,5292368817,141,51.0,5292368811,140,66.7,5292368821,212,24.7,5292368823,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185931,29,1,1,1,37,6wwwud48qahpwrfxs20334qk5,1,63.8,36.4,2024-10-19T11:03:37.700Z,2024-10-19T11:03:44Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292369001,141,9.2,5292369003,212,20.9,5292368997,56,Right,5292368999,140,73.0,5292369005,213,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185951,30,1,1,1,44,6wwwud48qahpwrfxs20334qk5,1,96.1,14.4,2024-10-19T11:03:44.068Z,2024-10-19T11:03:46Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5292369101,2,,5292369113,213,1.48,5292369111,212,31.1,5292369103,155,,5292369107,140,98.8,5292369109,141,60.0,5292369105,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185969,31,1,1,1,46,6wwwud48qahpwrfxs20334qk5,1,98.8,60.0,2024-10-19T11:03:46.636Z,2024-10-19T11:03:50Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5292369213,212,10.6,5292369211,141,51.6,5292369215,213,3.71,5292369205,3,,5292369207,56,Center,5292369209,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185971,32,61,1,1,49,6wwwud48qahpwrfxs20334qk5,0,91.0,51.5,2024-10-19T11:03:49.837Z,2024-10-19T11:03:50Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5292369223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186067,10,5,1,1,51,f1h34qp5zbfl489q8vnkhiq9s,1,-0.8,38.9,2024-10-19T11:03:50.957Z,2024-10-19T12:03:44Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5292369649,346,,5292369647,56,Back,5292369671,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735185985,33,5,1,1,51,6wwwud48qahpwrfxs20334qk5,0,100.8,61.1,2024-10-19T11:03:50.957Z,2024-10-19T12:03:44Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5292369683,233,10,5292369281,346,,5292369279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186113,11,1,1,2,1,f1h34qp5zbfl489q8vnkhiq9s,1,5.0,49.6,2024-10-19T11:04:01.823Z,2024-10-19T11:04:07Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5292369859,140,12.4,5292369857,56,Back,5292369855,124,,5292369863,212,20.6,5292369861,141,77.6,5292369865,213,1.18,5292369869,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186123,12,1,1,2,6,f1h34qp5zbfl489q8vnkhiq9s,0,20.9,83.0,2024-10-19T11:04:06.765Z,2024-10-19T11:04:10Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5292369907,141,20.8,5292369909,212,51.0,5292369905,140,48.0,5292369903,56,Back,5292369911,213,5.30,5292369899,155,,5292369913,1,,5292369901,196,,,,,,,,,,,,,,,,,,,,,,,,,
2735186137,34,44,1,2,9,6wwwud48qahpwrfxs20334qk5,1,50.8,79.9,2024-10-19T11:04:09.211Z,2024-10-19T11:04:12Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292370047,286,,5292369969,56,Left,5292370021,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186129,13,44,1,2,9,f1h34qp5zbfl489q8vnkhiq9s,0,50.5,19.4,2024-10-19T11:04:09.212Z,2024-10-19T11:04:11Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5292369933,56,Right,5292370029,233,34,5292370033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186145,35,1,1,2,9,6wwwud48qahpwrfxs20334qk5,0,47.0,82.1,2024-10-19T11:04:09.315Z,2024-10-19T11:59:09Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292370053,140,46.2,5292370051,56,Back,5292370055,141,100.0,5292370057,212,12.7,5292370059,213,1.64,5292370049,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186203,14,5,1,2,11,f1h34qp5zbfl489q8vnkhiq9s,1,54.8,-0.6000000000000001,2024-10-19T11:04:11.788Z,2024-10-19T12:03:45Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5292370359,347,,5292370357,56,Right,5292370401,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186151,36,5,1,2,11,6wwwud48qahpwrfxs20334qk5,0,45.2,100.6,2024-10-19T11:04:11.788Z,2024-10-19T12:03:45Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5292370429,233,14,5292370081,347,,5292370079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186227,15,1,1,2,21,f1h34qp5zbfl489q8vnkhiq9s,1,56.7,0.0,2024-10-19T11:04:21.597Z,2024-10-19T11:04:23Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5292370471,212,24.7,5292370463,107,,5292370473,213,2.76,5292370465,56,Back,5292370467,140,34.9,5292370469,141,13.1,5292370475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186241,16,1,1,2,23,f1h34qp5zbfl489q8vnkhiq9s,1,36.6,11.3,2024-10-19T11:04:23.645Z,2024-10-19T11:04:26Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5292370565,212,19.2,5292370567,213,2.20,5292370561,140,25.8,5292370559,56,Back,5292370563,141,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186277,17,1,1,2,26,f1h34qp5zbfl489q8vnkhiq9s,1,31.2,35.2,2024-10-19T11:04:26.572Z,2024-10-19T11:04:31Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5292370773,56,Back,5292370777,141,63.3,5292370779,212,19.2,5292370781,213,1.67,5292370775,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186307,18,1,1,2,31,f1h34qp5zbfl489q8vnkhiq9s,1,29.8,70.2,2024-10-19T11:04:31.213Z,2024-10-19T11:04:35Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5292370941,141,56.4,5292370939,140,25.7,5292370937,56,Back,5292370943,212,10.3,5292370945,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186351,19,1,1,2,35,f1h34qp5zbfl489q8vnkhiq9s,1,31.2,48.7,2024-10-19T11:04:35.684Z,2024-10-19T11:04:38Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5292371161,212,16.4,5292371159,141,72.6,5292371157,140,29.0,5292371155,56,Back,5292371163,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186425,20,1,1,2,38,f1h34qp5zbfl489q8vnkhiq9s,1,29.0,73.7,2024-10-19T11:04:38.613Z,2024-10-19T11:04:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5292371505,141,51.2,5292371507,212,22.6,5292371509,213,3.89,5292371501,56,Back,5292371503,140,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186447,21,1,1,2,44,f1h34qp5zbfl489q8vnkhiq9s,0,13.1,50.3,2024-10-19T11:04:44.124Z,2024-10-19T11:04:45Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5292371629,1,,5292371627,213,0.20,5292371617,155,,5292371625,212,58.8,5292371619,56,Center,5292371623,141,67.8,5292371621,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186481,37,1,1,2,45,6wwwud48qahpwrfxs20334qk5,0,33.8,38.5,2024-10-19T11:04:45.619Z,2024-10-19T11:04:48Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5292371779,3,,5292371781,56,Back,5292371789,213,0.00,5292371787,212,9.4,5292371783,140,42.8,5292371785,141,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186501,22,44,1,2,47,f1h34qp5zbfl489q8vnkhiq9s,1,57.6,59.9,2024-10-19T11:04:47.738Z,2024-10-19T11:09:27Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5292371881,286,,5292371937,233,38,5292371879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735186493,38,44,1,2,47,6wwwud48qahpwrfxs20334qk5,0,42.7,41.7,2024-10-19T11:04:47.739Z,2024-10-19T11:04:50Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5292371843,56,Back,5292371845,285,,5292371955,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
