id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/18/value
2817822099,6,5,1,0,14,b2vft81kyjurzbmekvgrqwr64,0,64.6,101.8,2025-05-22T17:00:55.598Z,2025-05-22T19:05:20Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5744159591,233,6,5744156889,347,,5744156887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822139,7,1,1,0,23,8cfkisxf1fkxdqtt6tx1tup48,1,37.4,0.0,2025-05-22T17:01:04.606Z,2025-05-22T17:01:05Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5744156975,213,1.18,5744156965,107,,5744156967,56,Back,5744156973,212,11.4,5744156969,140,41.5,5744156971,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822167,8,1,1,0,24,8cfkisxf1fkxdqtt6tx1tup48,0,36.3,16.8,2025-05-22T17:01:05.622Z,2025-05-23T09:51:44Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5744157083,3,,5744157087,140,47.2,5744157089,141,9.2,5744157091,212,12.6,5744157085,56,Back,5744157093,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822161,7,44,1,0,27,b2vft81kyjurzbmekvgrqwr64,1,50.5,80.4,2025-05-22T17:01:07.962Z,2025-05-23T10:33:40Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5744157155,233,9,5744157159,286,,5744157063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822171,9,44,1,0,27,8cfkisxf1fkxdqtt6tx1tup48,0,49.5,19.6,2025-05-22T17:01:07.963Z,2025-05-23T09:51:59Z,6orujbbswf771s9rv0dcd8kd0,B. Alkhoudari,,,5744157103,56,Back,5744391759,285,,5744157149,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817951523,917,1,1,0,27,b2vft81kyjurzbmekvgrqwr64,1,64.9,91.3,2025-05-22T17:01:08.045Z,2025-05-23T09:51:59Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5744874995,213,3.15,5744874987,56,Back,5744874993,212,27.1,5744874985,3,,5744874991,141,90.9,5744874989,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822175,10,43,1,0,29,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-22T17:01:10.294Z,2025-05-23T09:51:43Z,6orujbbswf771s9rv0dcd8kd0,B. Alkhoudari,,,5744157131,213,0.10,5744157125,140,56.2,5744157123,56,Right,5744157127,141,21.0,5744157121,3,0,5744874955,144,1,5744157129,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822193,9,1,1,0,32,b2vft81kyjurzbmekvgrqwr64,0,40.7,81.5,2025-05-22T17:01:13.412Z,2025-05-22T17:01:15Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744157205,56,Center,5744157211,212,36.9,5744157209,141,66.7,5744157213,213,6.01,5744157215,1,,5744157203,155,,5744157207,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822203,11,1,1,0,36,8cfkisxf1fkxdqtt6tx1tup48,0,30.9,34.5,2025-05-22T17:01:17.350Z,2025-05-22T17:01:17Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744157265,141,32.1,5744157271,1,,5744157269,213,6.16,5744157261,56,Back,5744157259,157,,5744157263,140,43.0,5744157267,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822213,10,1,1,0,37,b2vft81kyjurzbmekvgrqwr64,0,54.6,74.8,2025-05-22T17:01:18.676Z,2025-05-23T09:52:23Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744157307,140,68.4,5744157303,3,,5744157311,212,16.2,5744157305,56,Center,5744157313,213,5.82,5744157309,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822225,12,1,1,0,39,8cfkisxf1fkxdqtt6tx1tup48,0,32.0,39.9,2025-05-22T17:01:19.974Z,2025-05-23T09:52:36Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5744157357,3,,5744157365,212,13.6,5744157363,141,35.8,5744157367,213,6.08,5744157361,140,44.7,5744157359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822255,11,3,1,0,42,b2vft81kyjurzbmekvgrqwr64,1,60.0,61.6,2025-05-22T17:01:23.748Z,2025-05-23T09:52:47Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744157523,56,Center,5744157543,233,13,5744875131,464,,5744157525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822249,13,45,1,0,42,8cfkisxf1fkxdqtt6tx1tup48,0,40.0,38.4,2025-05-22T17:01:23.748Z,2025-05-22T19:04:43Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5744157561,233,11,5744157503,285,,5744157501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822273,13,1,1,0,44,b2vft81kyjurzbmekvgrqwr64,1,49.5,66.7,2025-05-22T17:01:25.676Z,2025-05-22T17:01:29Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744157627,212,31.3,5744157623,140,34.1,5744157621,56,Back,5744157629,213,4.17,5744157625,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822279,14,1,1,0,48,b2vft81kyjurzbmekvgrqwr64,1,34.0,34.0,2025-05-22T17:01:29.196Z,2025-05-23T09:53:08Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744157661,141,59.5,5744157657,140,47.4,5744157665,212,22.3,5744157653,56,Back,5744157669,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822291,15,1,1,0,51,b2vft81kyjurzbmekvgrqwr64,1,47.8,56.1,2025-05-22T17:01:32.468Z,2025-05-22T17:01:38Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5744157735,140,43.3,5744157739,212,22.5,5744157737,141,88.4,5744157733,56,Back,5744157741,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822293,16,1,1,0,57,b2vft81kyjurzbmekvgrqwr64,1,43.1,88.0,2025-05-22T17:01:38.411Z,2025-05-22T17:01:39Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744157755,213,4.23,5744157747,56,Back,5744157753,212,14.2,5744157751,141,69.6,5744157749,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822305,17,1,1,0,58,b2vft81kyjurzbmekvgrqwr64,1,36.8,69.6,2025-05-22T17:01:39.044Z,2025-05-22T17:01:42Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744157797,56,Back,5744157805,213,1.17,5744157803,212,11.5,5744157799,140,41.1,5744157801,141,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822333,18,1,1,1,1,b2vft81kyjurzbmekvgrqwr64,1,41.1,85.1,2025-05-22T17:01:42.603Z,2025-05-22T17:01:48Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744157925,212,15.3,5744157921,140,33.0,5744157927,213,4.12,5744157923,141,66.4,5744157919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822343,19,1,1,1,7,b2vft81kyjurzbmekvgrqwr64,1,37.1,60.2,2025-05-22T17:01:47.980Z,2025-05-22T17:01:51Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744157975,140,44.3,5744157979,212,31.7,5744157977,141,15.0,5744157973,56,Back,5744157981,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822373,20,1,1,1,10,b2vft81kyjurzbmekvgrqwr64,1,44.4,15.2,2025-05-22T17:01:51.091Z,2025-05-22T17:01:56Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5744158115,56,Center,5744158117,140,64.4,5744158123,213,0.24,5744158113,155,,5744158121,212,21.6,5744158119,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822355,14,83,1,1,11,8cfkisxf1fkxdqtt6tx1tup48,0,31.9,91.7,2025-05-22T17:01:51.957Z,2025-05-22T17:05:55Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744166099,399,9xub4z9b3bog8wqhn5yfihecp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822377,21,1,1,1,11,b2vft81kyjurzbmekvgrqwr64,0,63.1,4.5,2025-05-22T17:01:52.875Z,2025-05-23T09:53:46Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744875227,212,6.1,5744158139,56,Right,5744875223,140,68.8,5744875229,213,0.21,5744875225,141,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822379,16,1,1,1,14,8cfkisxf1fkxdqtt6tx1tup48,1,31.8,93.6,2025-05-22T17:01:55.693Z,2025-05-22T17:01:57Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744158151,212,4.7,5744158149,141,90.3,5744158145,56,Back,5744158147,140,35.7,5744158155,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822393,17,1,1,1,15,8cfkisxf1fkxdqtt6tx1tup48,1,35.7,90.3,2025-05-22T17:01:56.870Z,2025-05-22T17:02:00Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5744158215,140,24.9,5744158219,212,14.2,5744158217,141,77.8,5744158213,56,Back,5744158221,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822417,18,1,1,1,19,8cfkisxf1fkxdqtt6tx1tup48,1,26.1,69.0,2025-05-22T17:02:00.309Z,2025-05-22T17:02:06Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744158355,140,61.5,5744158363,1,,5744158359,212,52.0,5744158361,213,5.51,5744158351,155,,5744158353,56,Right,5744158357,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822419,19,61,1,1,24,8cfkisxf1fkxdqtt6tx1tup48,0,63.0,10.6,2025-05-22T17:02:05.773Z,2025-05-22T17:02:06Z,6orujbbswf771s9rv0dcd8kd0,B. Alkhoudari,,,5744158371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822423,20,5,1,1,25,8cfkisxf1fkxdqtt6tx1tup48,0,66.0,-1.3,2025-05-22T17:02:06.349Z,2025-05-22T19:05:21Z,6orujbbswf771s9rv0dcd8kd0,B. Alkhoudari,,,5744158527,233,22,5744158391,347,,5744158389,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822443,22,5,1,1,25,b2vft81kyjurzbmekvgrqwr64,1,34.0,101.3,2025-05-22T17:02:06.349Z,2025-05-22T19:05:20Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744158519,233,20,5744158503,56,Back,5744158505,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822451,23,1,1,1,31,b2vft81kyjurzbmekvgrqwr64,1,30.9,100.0,2025-05-22T17:02:12.269Z,2025-05-22T17:06:40Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744158535,107,,5744158545,213,4.32,5744167619,189,,5744158539,140,25.3,5744158541,141,80.6,5744158543,212,15.5,5744158537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822455,24,1,1,1,33,b2vft81kyjurzbmekvgrqwr64,1,21.1,72.6,2025-05-22T17:02:14.010Z,2025-05-23T09:54:59Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744158575,140,7.7,5744158579,212,15.0,5744158573,56,Back,5744158577,141,65.0,5744158581,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822457,25,1,1,1,35,b2vft81kyjurzbmekvgrqwr64,1,8.4,59.9,2025-05-22T17:02:16.746Z,2025-05-23T09:55:05Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744158587,140,20.1,5744158589,141,59.5,5744158591,212,12.3,5744158593,213,6.26,5744158585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822469,26,1,1,1,36,b2vft81kyjurzbmekvgrqwr64,1,20.4,59.5,2025-05-22T17:02:17.626Z,2025-05-23T09:55:09Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744158667,141,93.0,5744158663,56,Back,5744158669,212,22.9,5744158671,213,1.47,5744158665,140,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822493,27,1,1,1,39,b2vft81kyjurzbmekvgrqwr64,1,24.1,89.6,2025-05-22T17:02:20.730Z,2025-05-22T17:02:24Z,3sog1gsk11bwwrf7l7wm2j7dg,M. Kannegaard,,,5744158809,141,67.3,5744158813,213,4.01,5744158805,56,Back,5744158811,212,19.9,5744158807,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822513,28,1,1,1,43,b2vft81kyjurzbmekvgrqwr64,1,6.1,67.3,2025-05-22T17:02:24.595Z,2025-05-22T17:02:30Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744158935,140,9.5,5744158939,212,16.3,5744158941,213,4.93,5744158937,141,43.9,5744158933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822523,29,1,1,1,48,b2vft81kyjurzbmekvgrqwr64,1,9.5,43.9,2025-05-22T17:02:29.787Z,2025-05-22T17:02:32Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5744158991,56,Back,5744158993,140,13.8,5744158997,212,21.4,5744158995,141,13.2,5744158999,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822531,30,1,1,1,50,b2vft81kyjurzbmekvgrqwr64,1,8.5,16.8,2025-05-22T17:02:31.834Z,2025-05-23T09:55:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5744159039,141,33.8,5744159041,212,12.6,5744159043,213,1.98,5744159037,140,3.7,5744159035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822537,31,1,1,1,53,b2vft81kyjurzbmekvgrqwr64,0,3.3,34.0,2025-05-22T17:02:34.130Z,2025-05-23T09:55:44Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5744159079,212,35.6,5744159073,56,Back,5744159077,141,8.8,5744159083,1,,5744159071,157,,5744159081,213,5.78,5744159075,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822549,21,1,1,1,56,8cfkisxf1fkxdqtt6tx1tup48,1,60.2,81.4,2025-05-22T17:02:37.789Z,2025-05-22T17:02:39Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5744159155,56,Back,5744159163,213,3.50,5744159161,212,21.0,5744159159,141,70.5,5744159157,140,41.5,5744159153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822559,23,1,1,1,59,8cfkisxf1fkxdqtt6tx1tup48,1,41.5,70.5,2025-05-22T17:02:39.957Z,2025-05-22T17:02:42Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5744159193,213,6.20,5744159185,56,Center,5744159189,141,68.4,5744159191,212,17.1,5744159187,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822565,24,61,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,0,61.2,65.8,2025-05-22T17:02:41.797Z,2025-05-22T17:02:42Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5744159223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822595,33,1,1,2,4,b2vft81kyjurzbmekvgrqwr64,1,64.5,30.3,2025-05-22T17:02:45.450Z,2025-05-23T09:56:41Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744159385,213,5.40,5744159379,140,72.8,5744159381,141,14.6,5744159377,56,Right,5744159383,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822603,34,1,1,2,8,b2vft81kyjurzbmekvgrqwr64,1,71.1,17.0,2025-05-22T17:02:49.466Z,2025-05-23T09:56:32Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5744159465,213,1.54,5744159457,56,Center,5744159461,141,33.1,5744159459,140,71.4,5744159463,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822613,35,1,1,2,9,b2vft81kyjurzbmekvgrqwr64,0,70.2,40.1,2025-05-22T17:02:50.435Z,2025-05-22T17:02:51Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5744159495,212,6.8,5744159489,56,Center,5744159491,140,76.5,5744159497,213,0.21,5744159493,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822641,25,1,1,2,12,8cfkisxf1fkxdqtt6tx1tup48,1,16.6,72.6,2025-05-22T17:02:53.070Z,2025-05-22T17:08:56Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5744159681,1,,5744159671,56,Back,5744159677,212,5.1,5744159669,157,,5744159673,140,20.2,5744159679,213,5.54,5744159675,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822643,26,1,1,2,16,8cfkisxf1fkxdqtt6tx1tup48,0,24.6,70.9,2025-05-22T17:02:57.541Z,2025-05-23T09:57:26Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5744159697,1,,5744159685,157,,5744159693,212,16.6,5744159691,141,92.6,5744159689,140,31.9,5744159687,56,Back,5744159695,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
