id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2754065277,7,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,0,38.8,33.1,2024-12-01T14:03:52.907Z,2024-12-01T14:05:02Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395277077,141,41.9,5395277071,3,,5395277079,212,15.7,5395277075,140,52.6,5395277081,213,0.39,5395277073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065309,8,4,1,0,59,dbl7ir1qugqz8nvp1vzn8im50,1,44.4,37.2,2024-12-01T14:03:56.970Z,2024-12-01T14:04:03Z,,,,,5395277471,152,,5395277467,10,,5395277469,56,Back,5395277479,233,6,5395277473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065303,6,4,1,0,59,ajtb177oqwawkdwbqhldmq6mx,0,55.6,62.8,2024-12-01T14:03:56.971Z,2024-12-01T14:04:03Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5395277407,152,,5395277543,233,8,5395277409,285,,5395277405,56,Center,5395277403,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065471,9,1,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,41.1,39.5,2024-12-01T14:04:03.531Z,2024-12-01T14:04:08Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5395278185,141,73.9,5395278189,213,2.03,5395278187,212,26.1,5395278181,56,Back,5395278179,152,,5395278177,5,,5395278183,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065539,10,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,1,30.3,75.7,2024-12-01T14:04:08.403Z,2024-12-01T14:04:12Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395278537,140,39.5,5395278541,212,16.1,5395278543,213,0.93,5395278539,141,94.7,5395278535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065635,11,1,1,1,14,dbl7ir1qugqz8nvp1vzn8im50,1,38.8,90.2,2024-12-01T14:04:12.204Z,2024-12-01T14:04:17Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5395279053,141,71.4,5395279057,212,14.5,5395279045,56,Back,5395279061,213,4.22,5395279049,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065709,12,1,1,1,19,dbl7ir1qugqz8nvp1vzn8im50,1,30.9,65.7,2024-12-01T14:04:17.563Z,2024-12-01T14:04:22Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5395279477,56,Back,5395279491,213,3.59,5395279487,212,17.5,5395279481,141,54.5,5395279479,140,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065755,13,1,1,1,25,dbl7ir1qugqz8nvp1vzn8im50,1,13.4,55.2,2024-12-01T14:04:23.524Z,2024-12-01T14:04:25Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5395279741,56,Back,5395279747,212,20.0,5395279745,141,33.7,5395279749,213,5.46,5395279743,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065805,14,1,1,1,27,dbl7ir1qugqz8nvp1vzn8im50,1,26.4,33.7,2024-12-01T14:04:25.155Z,2024-12-01T14:04:29Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395280013,213,5.03,5395280007,140,32.5,5395280005,56,Back,5395280009,141,5.5,5395280011,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065855,15,1,1,1,31,dbl7ir1qugqz8nvp1vzn8im50,1,35.7,7.7,2024-12-01T14:04:29.051Z,2024-12-01T14:04:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395280239,140,63.4,5395280243,212,31.8,5395280237,56,Center,5395280245,213,0.42,5395280241,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065875,16,1,1,1,33,dbl7ir1qugqz8nvp1vzn8im50,0,62.7,23.3,2024-12-01T14:04:31.347Z,2024-12-01T14:04:32Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5395280343,212,13.6,5395280337,56,Center,5395280341,141,27.9,5395280345,213,2.91,5395280339,140,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065883,7,8,1,1,36,ajtb177oqwawkdwbqhldmq6mx,1,58.6,91.1,2024-12-01T14:04:33.755Z,2024-12-01T14:04:33Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395280403,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065911,17,3,1,1,36,dbl7ir1qugqz8nvp1vzn8im50,0,46.2,13.8,2024-12-01T14:04:34.594Z,2024-12-01T14:04:39Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5395280513,56,Back,5395280519,286,,5395280633,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065915,8,7,1,1,36,ajtb177oqwawkdwbqhldmq6mx,0,53.8,86.2,2024-12-01T14:04:34.595Z,2024-12-01T14:04:40Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395280605,233,17,5395280565,285,,5395280563,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754065941,18,1,1,1,38,dbl7ir1qugqz8nvp1vzn8im50,1,48.3,16.5,2024-12-01T14:04:36.236Z,2024-12-01T14:04:37Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5395280707,140,34.9,5395280705,56,Back,5395280711,141,14.1,5395280715,212,14.2,5395280719,213,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066015,9,83,1,1,39,ajtb177oqwawkdwbqhldmq6mx,0,58.8,94.7,2024-12-01T14:04:36.714Z,2024-12-01T14:04:41Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395281251,399,e42jh6bbwn4aybdnysonrvutx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066001,19,1,1,1,39,dbl7ir1qugqz8nvp1vzn8im50,1,34.9,14.1,2024-12-01T14:04:37.083Z,2024-12-01T14:04:39Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395281021,140,60.8,5395281027,213,6.18,5395281023,141,10.0,5395281019,56,Right,5395281025,212,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066007,20,61,1,1,41,dbl7ir1qugqz8nvp1vzn8im50,0,60.8,10.0,2024-12-01T14:04:39.420Z,2024-12-01T14:04:40Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5395281065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066113,10,5,1,1,42,ajtb177oqwawkdwbqhldmq6mx,1,40.8,102.0,2024-12-01T14:04:39.922Z,2024-12-01T15:03:20Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395281611,233,21,5395281545,347,,5395281543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066025,21,5,1,1,42,dbl7ir1qugqz8nvp1vzn8im50,0,59.2,-2.0,2024-12-01T14:04:39.922Z,2024-12-01T15:03:21Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5395281661,233,10,5395281141,56,Right,5395281143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066183,11,1,1,1,47,ajtb177oqwawkdwbqhldmq6mx,1,43.7,100.0,2024-12-01T14:04:44.923Z,2024-12-01T14:04:48Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395281927,107,,5395281933,141,87.7,5395281929,56,Back,5395281937,213,3.58,5395281931,140,24.0,5395281939,1,,5395281935,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066225,12,1,1,1,50,ajtb177oqwawkdwbqhldmq6mx,1,24.0,87.7,2024-12-01T14:04:48.458Z,2024-12-01T14:04:50Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395282137,140,13.9,5395282141,141,59.0,5395282147,213,4.21,5395282145,212,22.2,5395282135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066265,13,1,1,1,52,ajtb177oqwawkdwbqhldmq6mx,1,13.9,59.0,2024-12-01T14:04:50.330Z,2024-12-01T14:04:52Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5395282313,140,27.8,5395282311,56,Back,5395282317,212,14.6,5395282315,141,59.1,5395282319,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066405,14,1,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,27.8,59.1,2024-12-01T14:04:52.290Z,2024-12-01T14:04:59Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5395283161,140,14.3,5395283173,213,3.77,5395283169,212,17.5,5395283157,56,Back,5395283165,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066477,15,1,1,2,2,ajtb177oqwawkdwbqhldmq6mx,1,14.5,26.2,2024-12-01T14:04:59.778Z,2024-12-01T14:05:03Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5395283535,213,2.21,5395283531,141,45.7,5395283529,140,5.1,5395283527,56,Back,5395283533,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066563,16,1,1,2,5,ajtb177oqwawkdwbqhldmq6mx,1,11.7,45.4,2024-12-01T14:05:03.355Z,2024-12-01T14:05:07Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5395283985,1,,5395283981,212,39.7,5395283973,155,,5395283979,141,91.8,5395283975,56,Back,5395283983,213,0.92,5395283977,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066569,17,44,1,2,7,ajtb177oqwawkdwbqhldmq6mx,1,36.3,92.3,2024-12-01T14:05:04.982Z,2024-12-01T14:59:47Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395284017,56,Back,5395284019,285,,5395284059,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066535,22,44,1,2,7,dbl7ir1qugqz8nvp1vzn8im50,0,63.7,7.7,2024-12-01T14:05:04.983Z,2024-12-01T14:59:57Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5395283831,286,,5395284101,233,17,5395283829,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066687,18,1,1,2,7,ajtb177oqwawkdwbqhldmq6mx,1,34.7,91.8,2024-12-01T14:05:05.339Z,2024-12-01T15:03:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395284595,213,0.01,5395284597,1,,5395284591,141,92.1,5395284589,140,67.7,5395284585,3,,5395284593,212,34.7,5395284587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066741,19,1,1,2,13,ajtb177oqwawkdwbqhldmq6mx,1,68.5,95.1,2024-12-01T14:05:11.059Z,2024-12-01T14:05:13Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395284843,56,Left,5395284849,212,10.1,5395284845,140,76.3,5395284847,141,86.5,5395284851,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066749,20,3,1,2,15,ajtb177oqwawkdwbqhldmq6mx,0,83.8,88.6,2024-12-01T14:05:13.444Z,2024-12-01T14:05:19Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395284911,286,,5395285237,233,23,5395284907,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066795,23,7,1,2,15,dbl7ir1qugqz8nvp1vzn8im50,1,16.2,11.4,2024-12-01T14:05:13.445Z,2024-12-01T14:05:18Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395285123,56,Back,5395285121,167,,5395285125,285,,5395285193,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066925,21,5,1,2,17,ajtb177oqwawkdwbqhldmq6mx,1,86.6,101.5,2024-12-01T14:05:15.595Z,2024-12-01T15:03:21Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5395285721,56,Left,5395285723,347,,5395285811,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066867,24,5,1,2,17,dbl7ir1qugqz8nvp1vzn8im50,0,13.4,-1.5,2024-12-01T14:05:15.595Z,2024-12-01T15:03:21Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395285423,347,,5395285843,233,21,5395285421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754066981,22,1,1,2,23,ajtb177oqwawkdwbqhldmq6mx,1,89.8,100.0,2024-12-01T14:05:21.578Z,2024-12-01T14:05:24Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395286031,141,90.9,5395286035,213,5.40,5395286027,56,Left,5395286033,212,8.7,5395286025,107,,5395286029,140,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067013,23,1,1,2,26,ajtb177oqwawkdwbqhldmq6mx,1,95.1,90.9,2024-12-01T14:05:23.978Z,2024-12-01T14:05:41Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395286169,213,2.85,5395286165,141,94.8,5395286167,212,9.2,5395286161,56,Left,5395286163,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067027,24,1,1,2,27,ajtb177oqwawkdwbqhldmq6mx,1,86.7,94.8,2024-12-01T14:05:25.129Z,2024-12-01T14:05:26Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5395286273,212,15.2,5395286269,140,72.4,5395286275,213,3.01,5395286271,141,97.8,5395286267,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067061,25,1,1,2,28,ajtb177oqwawkdwbqhldmq6mx,1,72.4,97.8,2024-12-01T14:05:26.330Z,2024-12-01T14:05:28Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5395286441,141,77.0,5395286445,213,4.58,5395286437,56,Center,5395286443,212,14.3,5395286439,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067115,26,1,1,2,30,ajtb177oqwawkdwbqhldmq6mx,1,70.6,77.0,2024-12-01T14:05:28.194Z,2024-12-01T14:05:31Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5395286797,140,53.5,5395286799,141,90.0,5395286803,213,2.68,5395286795,56,Left,5395286801,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067217,27,1,1,2,33,ajtb177oqwawkdwbqhldmq6mx,1,53.5,90.0,2024-12-01T14:05:31.113Z,2024-12-01T14:05:36Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5395287317,212,23.3,5395287311,56,Left,5395287313,140,75.4,5395287319,213,0.17,5395287315,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067249,28,1,1,2,38,ajtb177oqwawkdwbqhldmq6mx,0,76.9,96.8,2024-12-01T14:05:35.906Z,2024-12-01T14:05:37Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395287471,140,78.3,5395287477,213,4.95,5395287473,141,87.8,5395287469,56,Left,5395287475,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067257,25,61,1,2,39,dbl7ir1qugqz8nvp1vzn8im50,1,25.6,14.9,2024-12-01T14:05:37.321Z,2024-12-01T14:05:37Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395287505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067279,26,5,1,2,40,dbl7ir1qugqz8nvp1vzn8im50,0,23.8,-2.0,2024-12-01T14:05:38.028Z,2024-12-01T15:03:22Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5395287625,347,,5395287619,56,Back,5395288061,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067347,29,5,1,2,40,ajtb177oqwawkdwbqhldmq6mx,1,76.2,102.0,2024-12-01T14:05:38.028Z,2024-12-01T15:03:22Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395287939,56,Left,5395287945,347,,5395288029,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067421,30,1,1,2,45,ajtb177oqwawkdwbqhldmq6mx,0,81.1,100.0,2024-12-01T14:05:42.963Z,2024-12-01T14:05:45Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395288381,107,,5395288387,141,77.8,5395288393,1,,5395288391,213,5.49,5395288383,56,Center,5395288389,212,22.0,5395288385,140,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067427,27,8,1,2,47,dbl7ir1qugqz8nvp1vzn8im50,1,9.3,24.3,2024-12-01T14:05:45.131Z,2024-12-01T14:05:45Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395288419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067447,28,6,1,2,48,dbl7ir1qugqz8nvp1vzn8im50,0,7.2,23.4,2024-12-01T14:05:45.683Z,2024-12-01T14:05:52Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5395288551,73,,5395288921,233,31,5395288549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754067481,31,6,1,2,48,ajtb177oqwawkdwbqhldmq6mx,1,92.8,76.6,2024-12-01T14:05:45.683Z,2024-12-01T14:58:17Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5395288859,73,,5395288857,56,Center,5395288885,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
