id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2785271257,379,44,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,0,80.5,33.8,2025-03-08T14:00:25.988Z,2025-03-08T15:01:34Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5564991153,286,,5564991151,56,Center,5564991441,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224325,5,12,1,0,10,b8oqgvx1ijeyn6y1cn6929ix4,1,19.3,71.1,2025-03-08T14:00:26.184Z,2025-03-08T14:51:50Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564744675,212,8.8,5564744669,140,26.3,5564744667,56,Back,5564744679,213,0.58,5564744671,141,78.2,5564994455,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224321,6,1,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,0,65.2,17.0,2025-03-08T14:00:26.973Z,2025-03-08T14:48:34Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5564744655,213,0.85,5564744641,56,Center,5564744647,141,49.1,5564744651,212,29.1,5564744657,1,,5564744643,140,83.5,5564744637,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785271903,454,1,1,0,11,b8oqgvx1ijeyn6y1cn6929ix4,0,26.9,69.0,2025-03-08T14:00:26.988Z,2025-03-08T14:51:46Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5564994199,140,33.5,5564994201,141,63.0,5564994197,56,Back,5564994203,212,8.0,5564994195,3,,5564994205,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224353,7,1,1,0,13,dbl7ir1qugqz8nvp1vzn8im50,0,63.0,36.6,2025-03-08T14:00:29.636Z,2025-03-08T14:00:30Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5564744805,213,0.31,5564744797,56,Center,5564744799,140,89.3,5564744803,212,29.0,5564744801,141,49.4,5564744795,157,,5564744807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224361,8,43,1,0,15,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-08T14:00:31.044Z,2025-03-08T14:00:43Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5564744833,56,Center,5564745491,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224373,6,12,1,0,15,b8oqgvx1ijeyn6y1cn6929ix4,1,13.8,51.8,2025-03-08T14:00:31.736Z,2025-03-08T14:00:34Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564744913,15,,5564744905,213,0.19,5564744901,141,55.8,5564744903,212,14.3,5564744897,56,Back,5564744899,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785269665,377,43,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-03-08T14:00:31.988Z,2025-03-08T14:49:06Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5564983349,56,Center,5564984153,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224399,7,44,1,0,18,b8oqgvx1ijeyn6y1cn6929ix4,1,28.8,55.4,2025-03-08T14:00:34.262Z,2025-03-08T15:01:34Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5564745043,285,,5564745041,56,Back,5564745151,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224411,9,44,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,0,71.2,44.6,2025-03-08T14:00:34.263Z,2025-03-08T15:01:34Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5564745113,233,7,5564745089,286,,5564745087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785272285,455,1,1,0,19,b8oqgvx1ijeyn6y1cn6929ix4,0,29.7,52.7,2025-03-08T14:00:34.988Z,2025-03-08T14:52:25Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5564996345,213,5.98,5564996339,140,32.6,5564996341,141,51.3,5564996333,3,,5564996335,168,,5564996343,212,3.2,5564996337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224471,10,61,1,0,19,dbl7ir1qugqz8nvp1vzn8im50,1,68.4,45.5,2025-03-08T14:00:35.924Z,2025-03-08T14:52:34Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5564745367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785270163,378,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,0,63.4,42.4,2025-03-08T14:00:35.988Z,2025-03-08T14:49:33Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5564985733,56,Center,5564985739,212,16.2,5564985741,213,0.96,5564985731,3,,5564985737,141,62.0,5564985735,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785272773,456,1,1,0,21,b8oqgvx1ijeyn6y1cn6929ix4,1,31.6,35.8,2025-03-08T14:00:36.988Z,2025-03-08T14:53:01Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5564998583,141,39.5,5564998585,212,2.8,5564998579,56,Back,5564998581,140,32.8,5564998587,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224511,8,1,1,0,22,b8oqgvx1ijeyn6y1cn6929ix4,1,28.5,50.9,2025-03-08T14:00:38.296Z,2025-03-08T14:53:12Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5564745569,141,16.5,5564745563,155,,5564745573,213,4.66,5564745567,140,27.3,5564745565,56,Back,5564745571,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224525,10,1,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,1,30.0,8.2,2025-03-08T14:00:43.792Z,2025-03-08T14:53:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564745657,141,14.4,5564745653,56,Back,5564745659,212,7.0,5564745661,213,2.49,5564745655,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224573,11,1,1,0,33,b8oqgvx1ijeyn6y1cn6929ix4,1,26.0,14.0,2025-03-08T14:00:49.560Z,2025-03-08T14:00:50Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564745947,56,Back,5564745955,213,5.21,5564745949,140,28.9,5564745951,141,5.8,5564745953,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224615,12,1,1,0,34,b8oqgvx1ijeyn6y1cn6929ix4,1,28.9,5.8,2025-03-08T14:00:50.408Z,2025-03-08T14:00:55Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564746137,56,Back,5564746143,140,27.8,5564746149,213,1.73,5564746147,212,7.5,5564746145,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224625,13,1,1,0,36,b8oqgvx1ijeyn6y1cn6929ix4,0,33.0,7.8,2025-03-08T14:00:52.985Z,2025-03-08T14:53:36Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5565000691,213,4.28,5565000687,141,0.0,5565000689,212,7.0,5564746195,56,Back,5565000685,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224649,11,5,1,0,38,dbl7ir1qugqz8nvp1vzn8im50,1,74.2,101.5,2025-03-08T14:00:54.860Z,2025-03-08T17:03:21Z,ewh6t7yo6clfewu89uznll9uc,E. Hansborg-Sørensen,,,5564746307,56,Left,5564746309,347,,5564746341,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224633,14,5,1,0,38,b8oqgvx1ijeyn6y1cn6929ix4,0,25.8,-1.5,2025-03-08T14:00:54.860Z,2025-03-08T17:03:22Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5564746389,233,11,5564746229,56,Back,5564746231,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224665,12,1,1,0,41,dbl7ir1qugqz8nvp1vzn8im50,0,71.7,100.0,2025-03-08T14:00:57.684Z,2025-03-08T14:50:02Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5564746419,213,5.36,5564746413,140,85.6,5564988107,189,,5564746411,56,Center,5564746421,1,,5564746417,212,24.3,5564746409,107,,5564746415,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224687,15,61,1,0,45,b8oqgvx1ijeyn6y1cn6929ix4,1,9.3,16.5,2025-03-08T14:01:01.674Z,2025-03-08T14:54:22Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564746603,189,,5564746537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224705,13,3,1,0,46,dbl7ir1qugqz8nvp1vzn8im50,1,87.0,84.8,2025-03-08T14:01:01.988Z,2025-03-08T15:01:30Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5564746813,233,16,5564746631,56,Left,5564746633,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224729,16,45,1,0,46,b8oqgvx1ijeyn6y1cn6929ix4,0,13.0,15.2,2025-03-08T14:01:01.988Z,2025-03-08T15:01:31Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564746763,56,Back,5564746837,233,13,5564746765,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785273625,457,83,1,0,46,b8oqgvx1ijeyn6y1cn6929ix4,0,16.7,12.2,2025-03-08T14:01:01.988Z,2025-03-08T15:01:45Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5565033807,399,1b32j0lqi7ggcabdra4tygxzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224725,14,1,1,0,47,dbl7ir1qugqz8nvp1vzn8im50,0,90.9,81.5,2025-03-08T14:01:03.539Z,2025-03-08T14:01:04Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5564746747,213,4.65,5564746737,140,90.3,5564746741,212,9.9,5564746739,141,67.0,5564746735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224779,17,12,1,0,49,b8oqgvx1ijeyn6y1cn6929ix4,1,6.8,42.1,2025-03-08T14:01:05.497Z,2025-03-08T14:54:30Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564747007,140,8.2,5564747009,141,30.6,5564747013,213,4.90,5564747011,212,8.0,5564747005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224789,18,12,1,0,51,b8oqgvx1ijeyn6y1cn6929ix4,1,8.2,30.6,2025-03-08T14:01:07.337Z,2025-03-08T14:54:39Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5564747067,213,5.46,5564747061,140,21.7,5564747095,15,,5564747065,212,21.0,5564747063,141,7.9,5564747059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224843,19,1,1,0,54,b8oqgvx1ijeyn6y1cn6929ix4,0,21.2,8.3,2025-03-08T14:01:10.480Z,2025-03-08T14:01:14Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564747341,1,,5564747339,213,0.41,5564747327,157,,5564747333,140,56.0,5564747335,141,31.6,5564747331,56,Center,5564747337,212,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224895,15,1,1,1,3,dbl7ir1qugqz8nvp1vzn8im50,1,28.7,70.0,2025-03-08T14:01:19.012Z,2025-03-08T14:50:31Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564747609,56,Back,5564747615,212,10.2,5564747611,140,31.3,5564747617,213,1.30,5564747613,141,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224923,16,1,1,1,3,dbl7ir1qugqz8nvp1vzn8im50,1,31.3,84.4,2025-03-08T14:01:19.876Z,2025-03-08T14:50:34Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564747731,56,Back,5564747737,212,11.4,5564747735,141,67.8,5564747739,213,4.83,5564747733,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224959,17,1,1,1,8,dbl7ir1qugqz8nvp1vzn8im50,1,34.8,59.9,2025-03-08T14:01:24.812Z,2025-03-08T14:01:25Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564747949,212,15.8,5564747943,56,Back,5564747947,141,37.4,5564747951,213,4.97,5564747945,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224973,18,1,1,1,9,dbl7ir1qugqz8nvp1vzn8im50,1,38.7,37.4,2025-03-08T14:01:25.587Z,2025-03-08T14:01:26Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5564747999,141,15.2,5564748001,212,21.8,5564747997,140,53.7,5564747995,56,Right,5564748003,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785224999,19,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,1,53.7,15.2,2025-03-08T14:01:26.802Z,2025-03-08T14:01:29Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5564748145,213,2.56,5564748139,140,41.7,5564748141,141,27.3,5564748143,212,15.0,5564748137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225045,20,1,1,1,13,dbl7ir1qugqz8nvp1vzn8im50,1,37.8,30.7,2025-03-08T14:01:29.138Z,2025-03-08T14:01:32Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5564748355,140,27.6,5564748361,213,2.37,5564748359,212,14.9,5564748353,56,Back,5564748357,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225083,21,1,1,1,16,dbl7ir1qugqz8nvp1vzn8im50,1,23.7,53.9,2025-03-08T14:01:32.331Z,2025-03-08T14:01:34Z,4n002w0ii1wqwx8t5xc1bzf2s,J. Berthel Askou,,,5564748461,141,71.8,5564748467,213,1.31,5564748457,56,Back,5564748463,212,12.6,5564748459,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225135,22,1,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,27.1,75.1,2025-03-08T14:01:34.634Z,2025-03-08T14:01:37Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5564748723,141,92.4,5564748719,140,36.9,5564748729,213,0.85,5564748727,212,15.6,5564748715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225151,23,1,1,1,21,dbl7ir1qugqz8nvp1vzn8im50,0,36.9,92.4,2025-03-08T14:01:37.450Z,2025-03-08T14:01:38Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564748805,155,,5564748813,212,36.1,5564748807,56,Left,5564748817,1,,5564748811,141,85.4,5564748809,140,71.0,5564748815,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225181,20,1,1,1,23,b8oqgvx1ijeyn6y1cn6929ix4,1,34.1,11.0,2025-03-08T14:01:39.248Z,2025-03-08T14:01:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5564748961,141,12.9,5564748955,3,,5564748957,56,Right,5564748965,213,0.06,5564748963,212,22.3,5564748959,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225193,21,1,1,1,24,b8oqgvx1ijeyn6y1cn6929ix4,0,55.8,12.9,2025-03-08T14:01:40.624Z,2025-03-08T14:55:07Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5564749037,213,1.51,5564749029,56,Right,5564749031,140,56.0,5564749033,141,18.3,5564749035,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225211,24,8,1,1,26,dbl7ir1qugqz8nvp1vzn8im50,1,46.5,83.0,2025-03-08T14:01:42.026Z,2025-03-08T14:51:48Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5564749123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225233,22,1,1,1,28,b8oqgvx1ijeyn6y1cn6929ix4,0,57.6,23.7,2025-03-08T14:01:44.043Z,2025-03-08T14:55:11Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5564749265,213,4.36,5564749257,56,Right,5564749259,140,55.9,5564749263,212,5.2,5564749261,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225295,25,1,1,1,29,dbl7ir1qugqz8nvp1vzn8im50,1,44.9,84.8,2025-03-08T14:01:45.090Z,2025-03-08T14:01:58Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,1.0,,5564749665,56,Center,5564749671,141,73.9,5564749677,1,,5564749675,213,6.06,5564749661,157,,5564749673,212,33.3,5564749669,140,75.8,5564750107,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225297,26,13,1,1,33,dbl7ir1qugqz8nvp1vzn8im50,1,79.1,67.5,2025-03-08T14:01:49.827Z,2025-03-08T16:43:11Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5564750157,231,51.8,5564749683,18,,5564750151,103,47.2,5564750145,55,25,5564750149,102,41.0,5564749685,56,Center,5564750143,29,,5564750141,87,,5564750155,230,98.5,5564750153,215,5564749681,22,5564749961,72,,,,,,,,,,,,,,,,,,,,
2785225513,23,5,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,1,-0.6,43.2,2025-03-08T14:01:51.147Z,2025-03-08T17:03:22Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5564750879,56,Back,5564750911,233,27,5564750881,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785225303,27,5,1,1,35,dbl7ir1qugqz8nvp1vzn8im50,0,100.6,56.8,2025-03-08T14:01:51.147Z,2025-03-08T17:03:22Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5564750929,233,23,5564749739,346,,5564749737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
