id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/value
2738562131,116,1,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,56.6,4.1,2024-10-25T17:01:51.423Z,2024-10-25T17:13:50Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5310826145,212,11.8,5310826149,213,6.20,5310826133,56,Right,5310826137,140,67.8,5310826141,141,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738562135,117,50,1,0,56,bd4qakf7j0wwie8wke9km7uj8,1,72.9,7.6,2024-10-25T17:01:52.053Z,2024-10-28T22:32:05Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5323697627,233,966,5323058037,286,,5310827865,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740819829,966,7,1,0,56,ajtb177oqwawkdwbqhldmq6mx,1,27.1,92.4,2024-10-25T17:01:52.054Z,2024-10-28T22:32:05Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5323058883,384,,5323697611,233,117,5323058881,285,,5323058879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554407,12,1,1,1,0,ajtb177oqwawkdwbqhldmq6mx,1,35.9,93.3,2024-10-25T17:01:56.018Z,2024-10-25T17:02:07Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5310780171,56,Back,5310780177,212,22.4,5310780173,140,24.0,5310780175,141,66.0,5310780179,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554427,13,1,1,1,11,ajtb177oqwawkdwbqhldmq6mx,1,29.3,45.2,2024-10-25T17:02:07.410Z,2024-10-25T17:02:10Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5310780259,155,,5310780269,213,5.97,5310780271,1,,5310780263,140,71.3,5310780265,141,23.9,5310780267,212,46.4,5310780261,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554429,14,50,1,1,14,ajtb177oqwawkdwbqhldmq6mx,1,73.5,17.9,2024-10-25T17:02:10.587Z,2024-10-28T22:32:06Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5323697669,233,14,5310780275,56,Right,5323061723,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554447,14,7,1,1,14,bd4qakf7j0wwie8wke9km7uj8,1,26.5,82.1,2024-10-25T17:02:10.588Z,2024-10-28T22:32:05Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5323697661,233,14,5323061891,285,,5310780363,56,Back,5323061995,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554463,15,1,1,1,17,bd4qakf7j0wwie8wke9km7uj8,1,36.7,83.4,2024-10-25T17:02:13.820Z,2024-10-28T17:55:58Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5310780447,140,68.6,5310780455,1,,5310780453,213,0.05,5323064363,155,,5310780449,141,85.8,5310780451,212,33.5,5310780445,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554469,16,61,1,1,20,bd4qakf7j0wwie8wke9km7uj8,0,70.1,74.0,2024-10-25T17:02:16.724Z,2024-10-28T17:56:23Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5310780473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554479,15,52,1,1,22,ajtb177oqwawkdwbqhldmq6mx,1,11.1,26.7,2024-10-25T17:02:18.146Z,2024-10-28T17:56:26Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5323065711,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554547,16,1,1,1,22,ajtb177oqwawkdwbqhldmq6mx,1,11.1,26.7,2024-10-25T17:02:18.763Z,2024-10-25T17:02:24Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5310780809,140,27.6,5310780807,56,Back,5310780811,141,8.9,5310780815,213,5.67,5310780805,123,,5310780813,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554603,17,1,1,1,28,ajtb177oqwawkdwbqhldmq6mx,1,27.9,5.2,2024-10-25T17:02:24.746Z,2024-10-25T17:10:51Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5310781115,1,,5310781105,56,Right,5310781113,213,0.01,5310781109,141,5.6,5310781107,140,58.5,5310781111,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554619,18,1,1,1,30,ajtb177oqwawkdwbqhldmq6mx,0,58.5,5.6,2024-10-25T17:02:26.034Z,2024-10-28T17:56:59Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5310781185,140,71.2,5310781195,213,0.59,5310781193,212,16.0,5323067199,168,,5310781181,56,Right,5310781191,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554657,18,1,1,1,32,bd4qakf7j0wwie8wke9km7uj8,1,29.4,93.5,2024-10-25T17:02:28.251Z,2024-10-25T17:02:33Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310781337,140,8.2,5310781343,213,4.08,5310781345,1,,5310781339,141,48.4,5310781341,212,37.9,5310781335,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554695,19,1,1,1,37,bd4qakf7j0wwie8wke9km7uj8,1,10.8,43.4,2024-10-25T17:02:33.540Z,2024-10-25T17:02:37Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5310781525,140,48.1,5310781523,56,Back,5310781529,212,40.1,5310781531,213,6.07,5310781533,1,,5310781521,155,,5310781527,141,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554729,20,1,1,1,41,bd4qakf7j0wwie8wke9km7uj8,1,48.1,30.8,2024-10-25T17:02:37.107Z,2024-10-28T17:57:31Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5310781707,212,9.6,5310781701,56,Back,5323068439,156,,5310781703,140,40.7,5310781705,141,22.6,5310781709,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554743,21,1,1,1,45,bd4qakf7j0wwie8wke9km7uj8,1,46.2,14.9,2024-10-25T17:02:41.620Z,2024-10-25T17:02:42Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5310781759,141,25.3,5310781765,212,8.2,5310781755,140,50.1,5310781751,56,Center,5310781767,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554759,22,1,1,1,46,bd4qakf7j0wwie8wke9km7uj8,1,50.1,25.3,2024-10-25T17:02:42.764Z,2024-10-25T17:02:44Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5310781839,140,34.5,5310781845,213,3.34,5310781843,212,16.7,5310781841,141,20.5,5310781877,156,,5310781837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554787,23,1,1,1,48,bd4qakf7j0wwie8wke9km7uj8,1,34.5,20.5,2024-10-25T17:02:44.067Z,2024-10-25T17:02:47Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5310781977,140,26.6,5310781981,212,37.2,5310781979,141,73.8,5310781985,1,,5310781975,56,Back,5310781983,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554831,24,1,1,1,51,bd4qakf7j0wwie8wke9km7uj8,1,26.6,74.0,2024-10-25T17:02:47.067Z,2024-10-28T17:58:38Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310782223,141,96.9,5310782225,212,20.8,5310782219,56,Back,5310782227,213,0.84,5310782221,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554875,25,1,1,1,54,bd4qakf7j0wwie8wke9km7uj8,1,43.5,96.0,2024-10-25T17:02:50.611Z,2024-10-28T17:58:41Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5310782475,140,33.9,5310782473,56,Back,5310782479,212,13.3,5310782477,141,83.3,5310782481,213,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554915,26,1,1,1,58,bd4qakf7j0wwie8wke9km7uj8,1,39.5,89.6,2024-10-25T17:02:54.612Z,2024-10-25T17:02:58Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310782767,213,6.21,5310782759,140,55.3,5310782765,212,16.6,5310782763,141,87.8,5310782755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554921,27,1,1,2,1,bd4qakf7j0wwie8wke9km7uj8,0,53.8,86.3,2024-10-25T17:02:57.697Z,2024-10-28T22:32:01Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5323072637,141,87.3,5323072779,236,,5323072641,213,0.31,5310782797,56,Left,5323072639,212,2.2,5323697375,233,19,5323072781,286,,5323072635,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554941,19,74,1,2,1,ajtb177oqwawkdwbqhldmq6mx,1,43.6,12.0,2024-10-25T17:02:57.698Z,2024-10-28T22:32:01Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5310782873,285,,5310782871,56,Back,5323697387,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554973,20,1,1,2,4,ajtb177oqwawkdwbqhldmq6mx,0,53.2,2.6,2024-10-25T17:03:00.435Z,2024-10-25T17:03:02Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5310783053,140,57.8,5310783055,141,3.1,5310783091,236,,5310783097,286,,5310783059,213,0.07,5310783093,233,28,5310783057,212,4.8,5310783051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554961,28,74,1,2,4,bd4qakf7j0wwie8wke9km7uj8,1,41.5,97.1,2024-10-25T17:03:00.436Z,2024-10-25T17:03:03Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310783103,233,20,5310783003,285,,5310783001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555043,21,5,1,2,6,ajtb177oqwawkdwbqhldmq6mx,1,56.4,-1.2,2024-10-25T17:03:02.098Z,2024-10-25T17:59:57Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5310783483,233,29,5310783443,56,Right,5310783445,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738554981,29,5,1,2,6,bd4qakf7j0wwie8wke9km7uj8,0,43.6,101.2,2024-10-25T17:03:02.098Z,2024-10-25T17:59:57Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5310783105,56,Back,5310783107,347,,5310783489,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555091,22,1,1,2,12,ajtb177oqwawkdwbqhldmq6mx,1,59.8,0.0,2024-10-25T17:03:08.593Z,2024-10-25T17:03:11Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5310783675,1,,5310783661,56,Back,5310783667,141,16.5,5310783657,107,,5310783665,140,35.7,5310783669,212,28.3,5310783671,213,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555121,23,1,1,2,15,ajtb177oqwawkdwbqhldmq6mx,1,35.7,16.5,2024-10-25T17:03:11.289Z,2024-10-25T17:03:13Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5310783779,56,Back,5310783789,213,1.74,5310783785,141,59.1,5310783783,140,31.1,5310783787,212,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555141,24,1,1,2,17,ajtb177oqwawkdwbqhldmq6mx,1,31.1,59.1,2024-10-25T17:03:13.162Z,2024-10-25T17:03:14Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5310783893,141,93.8,5310783895,212,23.6,5310783891,140,30.9,5310783897,213,1.58,5310783889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555155,25,1,1,2,18,ajtb177oqwawkdwbqhldmq6mx,1,30.9,93.8,2024-10-25T17:03:14.826Z,2024-10-25T17:03:17Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5310783947,213,4.50,5310783941,140,27.9,5310783943,141,72.4,5310783939,56,Back,5310783945,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738555193,26,1,1,2,21,ajtb177oqwawkdwbqhldmq6mx,1,27.9,72.4,2024-10-25T17:03:16.898Z,2024-10-25T17:03:20Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5310784139,212,21.5,5310784137,141,40.9,5310784135,140,29.9,5310784141,213,4.81,5310784133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
