id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792670445,9,2,1,0,34,ajtb177oqwawkdwbqhldmq6mx,1,27.8,66.1,2025-03-29T15:01:43.712Z,2025-03-29T16:03:25Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605520061,56,Center,5605519855,141,21.8,5605520053,7,8viazilbghyogmhd7w3lg2six,5605520057,1,,5605519853,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792670481,11,55,1,0,34,8cfkisxf1fkxdqtt6tx1tup48,1,26.6,42.4,2025-03-29T15:01:43.713Z,2025-03-29T16:00:35Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5606126251,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671261,12,1,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,0,26.3,40.3,2025-03-29T15:02:11.244Z,2025-03-29T15:02:15Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5605524067,241,,5605524059,5,,5605524087,1,,5605524073,56,Center,5605524063,157,,5605524083,212,50.8,5605524085,213,6.17,5605524077,140,74.4,5605524079,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671271,10,44,1,1,4,ajtb177oqwawkdwbqhldmq6mx,1,26.6,65.0,2025-03-29T15:02:14.032Z,2025-03-29T16:08:20Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605524135,56,Back,5605524595,233,13,5605524137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671289,13,44,1,1,4,8cfkisxf1fkxdqtt6tx1tup48,0,73.4,35.0,2025-03-29T15:02:14.033Z,2025-03-29T16:08:21Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5605524205,56,Center,5605524211,286,,5605524657,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671345,11,12,1,1,5,ajtb177oqwawkdwbqhldmq6mx,1,27.8,59.7,2025-03-29T15:02:14.279Z,2025-03-29T19:06:11Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605524465,140,33.4,5605524473,212,5.9,5605524477,213,6.18,5605524463,56,Back,5605524467,141,58.8,5605524531,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671403,14,1,1,1,6,8cfkisxf1fkxdqtt6tx1tup48,1,68.0,28.9,2025-03-29T15:02:15.492Z,2025-03-29T15:02:17Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5605524759,212,18.3,5605524757,141,10.0,5605524753,56,Right,5605524761,213,5.50,5605524755,140,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671667,15,1,1,1,8,8cfkisxf1fkxdqtt6tx1tup48,1,82.4,10.0,2025-03-29T15:02:17.460Z,2025-03-29T15:02:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5605526063,155,,5605526071,140,86.2,5605526079,212,23.0,5605526077,141,43.3,5605526067,56,Center,5605526059,2,,5605526081,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671671,16,61,1,1,9,8cfkisxf1fkxdqtt6tx1tup48,0,86.2,43.3,2025-03-29T15:02:18.555Z,2025-03-29T17:04:44Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5605526141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671677,12,12,1,1,12,ajtb177oqwawkdwbqhldmq6mx,1,1.3,60.0,2025-03-29T15:02:21.818Z,2025-03-29T19:06:08Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605526151,56,Back,5605526155,141,100.0,5605526291,167,,5605526157,212,29.5,5605526153,140,10.8,5605526159,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671683,13,5,1,1,15,ajtb177oqwawkdwbqhldmq6mx,0,11.3,100.7,2025-03-29T15:02:24.970Z,2025-03-29T15:02:29Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605526195,347,,5605526931,233,17,5605526193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792671795,17,5,1,1,16,8cfkisxf1fkxdqtt6tx1tup48,1,89.0,-0.8,2025-03-29T15:02:25.635Z,2025-03-29T15:02:29Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5605526819,233,13,5605526707,347,,5605526705,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672419,18,1,1,1,34,8cfkisxf1fkxdqtt6tx1tup48,0,89.5,0.0,2025-03-29T15:02:43.467Z,2025-03-29T15:02:46Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5605529899,107,,5605529903,56,Center,5605529911,141,30.7,5605529917,213,1.54,5605529907,140,90.1,5605529921,1,,5605529913,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672511,14,12,1,1,38,ajtb177oqwawkdwbqhldmq6mx,1,8.7,52.2,2025-03-29T15:02:47.993Z,2025-03-29T15:02:50Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5605530319,56,Back,5605530323,141,49.0,5605530325,212,15.9,5605530389,15,,5605530327,213,6.15,5605530321,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672683,15,12,1,1,40,ajtb177oqwawkdwbqhldmq6mx,1,23.7,49.0,2025-03-29T15:02:50.064Z,2025-03-29T19:06:09Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5605531271,213,4.87,5605531263,56,Back,5605531267,141,39.1,5605531269,212,6.8,5605531265,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672633,19,1,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,0,61.0,36.4,2025-03-29T15:02:51.004Z,2025-03-29T16:00:16Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5605530985,141,44.2,5605530977,56,Center,5605530975,3,,5605530983,140,65.4,5605530987,212,7.0,5605530989,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672935,16,12,1,1,43,ajtb177oqwawkdwbqhldmq6mx,1,24.7,36.7,2025-03-29T15:02:52.745Z,2025-03-29T19:06:07Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5605532541,213,0.22,5605532535,140,37.7,5605532539,212,14.0,5605532533,56,Back,5605532537,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792672875,20,13,1,1,44,8cfkisxf1fkxdqtt6tx1tup48,1,69.8,35.2,2025-03-29T15:02:53.243Z,2025-03-29T15:04:11Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5605547173,146,94.6,5605547161,103,18.1,5605547159,102,97.8,5605547169,458,,5605545713,20,,5605547181,231,50,5605545715,18,,5605547175,147,100,5605547177,276,,5605547179,230,97.1,5605545711,160,5605532221,56,Center,5605547153,73,5605545719,153,,,,,,,,,,,,,,,
2792673037,21,5,1,1,49,8cfkisxf1fkxdqtt6tx1tup48,0,92.6,101.0,2025-03-29T15:02:58.627Z,2025-03-29T15:03:07Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5605533047,347,,5605533921,233,17,5605533045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673005,17,5,1,1,49,ajtb177oqwawkdwbqhldmq6mx,1,10.3,-1.0,2025-03-29T15:02:59.145Z,2025-03-29T15:03:07Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5605533835,233,21,5605532875,56,Back,5605532879,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673669,18,1,1,2,6,ajtb177oqwawkdwbqhldmq6mx,0,3.3,0.0,2025-03-29T15:03:15.680Z,2025-03-29T15:03:19Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5605536497,56,Back,5605536503,141,13.4,5605536499,140,39.2,5605536511,1,,5605536509,213,0.26,5605536493,107,,5605536507,212,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673719,22,1,1,2,10,8cfkisxf1fkxdqtt6tx1tup48,0,52.9,75.6,2025-03-29T15:03:19.995Z,2025-03-29T15:03:20Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5605536759,213,5.70,5605536753,140,60.0,5605536757,212,8.9,5605536755,141,68.4,5605536749,3,,5605536751,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673889,19,1,1,2,12,ajtb177oqwawkdwbqhldmq6mx,1,32.5,19.2,2025-03-29T15:03:22.167Z,2025-03-29T15:03:24Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5605537621,56,Back,5605537627,212,8.5,5605537629,213,2.09,5605537625,141,30.0,5605537623,140,28.5,5605537619,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792673953,20,1,1,2,14,ajtb177oqwawkdwbqhldmq6mx,0,28.4,30.3,2025-03-29T15:03:24.072Z,2025-03-29T19:06:05Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5605537969,213,6.18,5605537967,212,16.6,5605537963,140,44.1,5605537957,56,Back,5605537951,3,,5605537965,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674069,23,1,1,2,16,8cfkisxf1fkxdqtt6tx1tup48,1,64.6,45.9,2025-03-29T15:03:25.779Z,2025-03-29T15:03:28Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5605538559,212,22.9,5605538557,141,25.6,5605538553,56,Back,5605538561,213,3.79,5605538555,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674335,25,1,1,2,19,8cfkisxf1fkxdqtt6tx1tup48,1,43.9,22.3,2025-03-29T15:03:28.827Z,2025-03-29T15:03:35Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5605539985,213,2.85,5605539977,56,Back,5605539979,140,20.6,5605539983,212,25.5,5605539981,141,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674425,26,1,1,2,25,8cfkisxf1fkxdqtt6tx1tup48,1,20.6,33.0,2025-03-29T15:03:35.035Z,2025-03-29T15:03:37Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5605540465,141,71.4,5605540461,56,Back,5605540471,213,1.54,5605540467,212,26.1,5605540463,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674511,27,1,1,2,28,8cfkisxf1fkxdqtt6tx1tup48,1,21.4,71.4,2025-03-29T15:03:37.644Z,2025-03-29T15:03:39Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5605540917,141,92.5,5605540925,213,0.95,5605540913,140,31.2,5605540921,212,17.7,5605540909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674657,28,1,1,2,30,8cfkisxf1fkxdqtt6tx1tup48,1,31.3,92.5,2025-03-29T15:03:39.692Z,2025-03-29T15:03:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5605541739,56,Back,5605541743,140,22.3,5605541751,213,3.98,5605541749,212,14.2,5605541745,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674771,29,1,1,2,34,8cfkisxf1fkxdqtt6tx1tup48,1,22.4,73.0,2025-03-29T15:03:43.620Z,2025-03-29T15:03:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5605542331,140,28.8,5605542335,212,15.5,5605542329,56,Back,5605542333,141,93.6,5605542337,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674927,30,1,1,2,37,8cfkisxf1fkxdqtt6tx1tup48,1,28.6,93.6,2025-03-29T15:03:46.516Z,2025-03-29T15:03:50Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5605543193,140,17.5,5605543203,212,13.8,5605543189,56,Back,5605543199,141,82.8,5605543207,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674981,31,1,1,2,41,8cfkisxf1fkxdqtt6tx1tup48,0,17.8,83.5,2025-03-29T15:03:50.749Z,2025-03-29T15:03:54Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5605543487,155,,5605543501,212,38.7,5605543495,140,52.9,5605543491,56,Center,5605543505,1,,5605543503,213,5.97,5605543499,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792674993,22,44,1,2,42,ajtb177oqwawkdwbqhldmq6mx,1,42.5,25.2,2025-03-29T15:03:52.024Z,2025-03-29T16:08:21Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5605543557,56,Back,5605543999,233,32,5605543559,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675027,32,44,1,2,42,8cfkisxf1fkxdqtt6tx1tup48,0,57.5,74.8,2025-03-29T15:03:52.025Z,2025-03-29T16:08:21Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5605543717,286,,5605544125,233,22,5605543713,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675009,23,12,1,2,43,ajtb177oqwawkdwbqhldmq6mx,1,35.0,10.6,2025-03-29T15:03:52.497Z,2025-03-29T15:03:56Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5605543779,15,,5605543627,212,21.1,5605543623,140,55.1,5605543629,213,0.03,5605543625,141,11.6,5605543621,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675135,24,44,1,2,45,ajtb177oqwawkdwbqhldmq6mx,1,58.3,27.9,2025-03-29T15:03:54.762Z,2025-03-29T16:08:21Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5605544219,286,,5605544217,56,Center,5605544379,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675091,33,44,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,0,41.7,72.1,2025-03-29T15:03:54.763Z,2025-03-29T16:08:22Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5605544059,285,,5605544057,56,Back,5605544415,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675151,25,1,1,2,46,ajtb177oqwawkdwbqhldmq6mx,0,56.7,13.8,2025-03-29T15:03:55.648Z,2025-03-29T15:03:56Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5605544295,140,64.0,5605544291,3,,5605544301,213,0.56,5605544293,56,Right,5605544297,141,20.9,5605544299,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675263,34,1,1,2,48,8cfkisxf1fkxdqtt6tx1tup48,0,36.3,55.6,2025-03-29T15:03:57.435Z,2025-03-29T15:03:58Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5605544883,212,55.0,5605544885,213,0.00,5605544879,140,88.7,5605544877,56,Center,5605544875,157,,5605544887,1,,5605544881,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792675677,27,1,1,2,51,ajtb177oqwawkdwbqhldmq6mx,1,8.0,25.2,2025-03-29T15:04:00.704Z,2025-03-29T15:04:10Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5605547007,56,Back,5605547009,140,21.1,5605547015,213,1.03,5605547011,141,58.7,5605547013,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
