id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2732373507,5,1,1,0,9,8gxd9ry2580pu1b1dd5ny9ymy,0,23.1,85.9,2024-10-07T17:00:40.322Z,2024-10-07T19:01:22Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5276875363,212,7.6,5276875361,141,87.5,5276875357,56,Back,5276875365,213,0.14,5276875359,140,30.3,5277035873,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373509,6,1,1,0,11,8gxd9ry2580pu1b1dd5ny9ymy,0,28.4,76.0,2024-10-07T17:00:42.146Z,2024-10-07T19:57:37Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,5276875371,141,74.5,5277141293,233,7,5276875367,56,Back,5277141287,286,,5276875375,213,3.33,5276875373,212,5.6,5276875369,140,23.2,5277141285,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373515,7,74,1,0,11,b8oqgvx1ijeyn6y1cn6929ix4,1,68.8,16.4,2024-10-07T17:00:42.147Z,2024-10-07T20:02:32Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5276875411,233,6,5276875395,56,Right,5276875397,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373521,8,1,1,0,14,b8oqgvx1ijeyn6y1cn6929ix4,1,68.5,15.9,2024-10-07T17:00:44.437Z,2024-10-07T17:02:00Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5276875445,140,71.9,5276875449,212,9.3,5276875443,56,Right,5276875447,141,3.2,5276875451,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373527,9,1,1,0,15,b8oqgvx1ijeyn6y1cn6929ix4,1,71.9,5.5,2024-10-07T17:00:45.431Z,2024-10-07T17:01:59Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,5276875499,213,0.04,5276875495,141,6.4,5276875497,212,13.9,5276875491,56,Right,5276875493,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373531,10,1,1,0,20,b8oqgvx1ijeyn6y1cn6929ix4,0,96.6,7.0,2024-10-07T17:00:50.806Z,2024-10-07T17:01:59Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5276875547,286,,5276875541,236,,5276875525,212,1.5,5276875523,141,8.9,5276875521,140,95.8,5276875527,213,2.15,5276875519,56,Right,5276875543,233,7,5276875515,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373533,7,12,1,0,20,8gxd9ry2580pu1b1dd5ny9ymy,1,4.9,88.0,2024-10-07T17:00:50.906Z,2024-10-07T17:00:53Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5276875531,185,,5276875561,233,10,5276875533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373537,8,5,1,0,23,8gxd9ry2580pu1b1dd5ny9ymy,0,9.8,101.0,2024-10-07T17:00:54.213Z,2024-10-07T19:37:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5276875575,56,Back,5276875577,347,,5276875659,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373543,11,5,1,0,23,b8oqgvx1ijeyn6y1cn6929ix4,1,90.2,-1.0,2024-10-07T17:00:54.213Z,2024-10-07T19:37:25Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5276875655,233,8,5276875643,56,Right,5276875645,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373567,12,1,1,0,50,b8oqgvx1ijeyn6y1cn6929ix4,1,93.8,0.0,2024-10-07T17:01:21.294Z,2024-10-07T20:55:09Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,1.0,5276875877,56,Center,5276875881,141,42.2,5276875887,1,,5276876245,154,,5276875883,212,29.9,5276875875,107,,5276875885,213,1.48,5276876243,210,13,5276875879,140,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373577,13,44,1,0,55,b8oqgvx1ijeyn6y1cn6929ix4,1,95.2,44.6,2024-10-07T17:01:26.360Z,2024-10-07T20:00:24Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276875963,233,9,5276876199,286,,5276875947,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373563,9,44,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,0,4.8,55.4,2024-10-07T17:01:26.361Z,2024-10-07T20:00:24Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5276875855,56,Back,5277146321,285,,5276875969,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373579,14,13,1,0,56,b8oqgvx1ijeyn6y1cn6929ix4,1,91.7,52.1,2024-10-07T17:01:27.094Z,2024-10-07T20:56:52Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276876141,15,,5277236393,153,,5276876251,29,,5276876255,55,12,5276876259,102,56.6,5277236397,231,49.8,5276876145,328,,5276876263,146,99.1,5277236395,230,99.1,5276876139,160,5276876261,103,8.3,5276875955,56,Center,5276883515,17,5276876253,154,5277236391,83,5276876265,147,56.3,,,,,,,,,,
2732373575,10,10,1,0,56,8gxd9ry2580pu1b1dd5ny9ymy,1,2.8,48.6,2024-10-07T17:01:27.194Z,2024-10-07T20:55:09Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5276875943,56,Back,5277231659,190,,5276875937,173,,5276875941,182,,5276875939,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373583,15,6,1,0,59,b8oqgvx1ijeyn6y1cn6929ix4,1,100.0,58.8,2024-10-07T17:01:29.453Z,2024-10-07T17:12:19Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276876009,73,,5276876007,56,Center,5276885853,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732374847,97,6,1,0,59,8gxd9ry2580pu1b1dd5ny9ymy,0,0.0,41.2,2024-10-07T17:01:29.453Z,2024-10-07T19:04:43Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5276885851,73,,5276885859,233,15,5276885819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373625,16,1,1,1,32,b8oqgvx1ijeyn6y1cn6929ix4,1,99.7,99.5,2024-10-07T17:02:02.782Z,2024-10-07T19:36:47Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5276878533,224,,5276876387,140,90.7,5276876381,155,,5276876395,1,,5276876377,2,,5276876393,213,4.47,5276876385,56,Center,5276876379,6,,5276876389,141,43.9,5276876391,212,,,,,,,,,,,,,,,,39.0,,,,,,,,,
2732373627,17,44,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,1,93.9,53.2,2024-10-07T17:02:05.657Z,2024-10-07T17:23:52Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,5276898071,233,11,5276882741,286,,5276882739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373615,11,44,1,1,35,8gxd9ry2580pu1b1dd5ny9ymy,0,6.1,46.8,2024-10-07T17:02:05.658Z,2024-10-07T17:26:47Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,5276898067,233,17,5276876327,56,Back,5276876329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373629,18,1,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,0,87.6,31.1,2024-10-07T17:02:05.861Z,2024-10-07T19:09:44Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,5276883225,213,1.02,5276883217,140,94.0,5276883221,212,12.8,5276883213,3,,5276883219,141,47.2,5276883215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732376403,194,44,1,1,36,8gxd9ry2580pu1b1dd5ny9ymy,1,5.8,46.8,2024-10-07T17:02:07.197Z,2024-10-07T20:00:25Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5276898411,233,161,5276898399,285,,5276898397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732376539,161,44,1,1,36,b8oqgvx1ijeyn6y1cn6929ix4,0,94.2,53.2,2024-10-07T17:02:07.198Z,2024-10-07T17:24:11Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5276898417,233,194,5276896831,56,Center,5276896833,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373617,12,12,1,1,37,8gxd9ry2580pu1b1dd5ny9ymy,1,6.1,53.0,2024-10-07T17:02:08.121Z,2024-10-07T17:24:25Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5276876337,141,43.6,5276876335,140,14.0,5276876341,213,5.63,5276876339,212,10.5,5276898639,15,,5276876333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732374955,102,13,1,1,38,b8oqgvx1ijeyn6y1cn6929ix4,1,81.8,53.8,2024-10-07T17:02:08.819Z,2024-10-07T20:30:20Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5276886399,328,,5276886395,103,76.4,5276886393,102,45.5,5276886389,25,,5276886405,231,49.8,5277192447,108,,5276886403,230,99.0,5276886069,20,,5276885983,18,,5276886401,458,5276885985,56,Center,5276886391,74,,5276886397,215,,,,,,,,,,,,,,,,,
2732373655,15,5,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.7000000000000002,37.2,2024-10-07T17:02:10.591Z,2024-10-07T19:37:25Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5277052941,233,217,5277101627,346,,5276876571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732378035,217,5,1,1,40,b8oqgvx1ijeyn6y1cn6929ix4,0,101.7,62.8,2024-10-07T17:02:10.591Z,2024-10-07T19:36:44Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5277101653,346,,5276903347,56,Center,5277052871,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373631,19,43,1,1,44,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-10-07T17:02:15.013Z,2024-10-07T17:27:10Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5276901493,144,44,5276883947,56,Center,5276883949,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373645,14,1,1,1,46,8gxd9ry2580pu1b1dd5ny9ymy,1,2.6,51.1,2024-10-07T17:02:16.872Z,2024-10-07T17:32:23Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,5276876493,237,,5276876487,212,25.2,5276876481,56,Back,5276876483,140,19.4,5276876485,141,24.6,5276876479,124,,5276876489,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373671,19,3,1,1,47,8gxd9ry2580pu1b1dd5ny9ymy,0,26.8,16.2,2024-10-07T17:02:17.644Z,2024-10-07T17:32:17Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5276906981,56,Back,5276907007,233,20,5276906983,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373663,20,7,1,1,47,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,83.8,2024-10-07T17:02:17.645Z,2024-10-07T17:32:29Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276876623,56,Left,5276906993,233,19,5276876625,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373639,13,5,1,1,47,8gxd9ry2580pu1b1dd5ny9ymy,1,24.4,-0.8,2024-10-07T17:02:17.697Z,2024-10-07T19:37:26Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,5277052889,233,233,5276905459,347,,5276876449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732378539,233,5,1,1,47,b8oqgvx1ijeyn6y1cn6929ix4,0,75.6,100.8,2024-10-07T17:02:17.697Z,2024-10-07T19:10:09Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276908543,233,13,5276906025,347,,5276906023,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373659,16,1,1,2,0,8gxd9ry2580pu1b1dd5ny9ymy,1,30.8,0.0,2024-10-07T17:02:30.968Z,2024-10-07T17:02:34Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5276876605,212,12.1,5276876599,56,Back,5276876603,141,16.7,5276876601,140,33.2,5276876607,213,1.36,5276876597,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373661,17,1,1,2,2,8gxd9ry2580pu1b1dd5ny9ymy,1,38.5,7.4,2024-10-07T17:02:33.104Z,2024-10-07T17:34:47Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5276876611,56,Back,5276876617,212,9.0,5276876613,140,30.3,5276876627,156,,5276876615,141,3.5,5276876619,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373667,18,1,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,1,32.0,4.9,2024-10-07T17:02:33.833Z,2024-10-07T17:35:01Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5276909721,56,Back,5276909727,212,9.0,5276909725,141,8.2,5276909729,213,0.25,5276909723,140,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373677,20,61,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,1,40.2,9.6,2024-10-07T17:02:34.121Z,2024-10-07T17:35:42Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5276910683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732379705,280,61,1,2,4,b8oqgvx1ijeyn6y1cn6929ix4,1,59.0,93.6,2024-10-07T17:02:34.519Z,2024-10-07T17:37:22Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276913011,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373669,22,1,1,2,5,b8oqgvx1ijeyn6y1cn6929ix4,1,78.4,92.3,2024-10-07T17:02:35.952Z,2024-10-07T17:02:36Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5276876635,212,9.6,5276876629,56,Left,5276876633,141,81.7,5276876631,140,72.4,5276876637,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373675,23,3,1,2,6,b8oqgvx1ijeyn6y1cn6929ix4,0,65.8,91.0,2024-10-07T17:02:36.829Z,2024-10-07T19:36:53Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5276876657,56,Left,5276876659,286,,5276914041,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373679,21,7,1,2,6,8gxd9ry2580pu1b1dd5ny9ymy,0,34.2,9.0,2024-10-07T17:02:36.830Z,2024-10-07T19:30:53Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5276914033,56,Back,5276914035,285,,5276914037,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732380203,300,61,1,2,7,b8oqgvx1ijeyn6y1cn6929ix4,0,63.2,88.3,2024-10-07T17:02:38.166Z,2024-10-07T17:39:50Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5276915933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373685,22,1,1,2,9,8gxd9ry2580pu1b1dd5ny9ymy,1,23.3,16.4,2024-10-07T17:02:40.305Z,2024-10-07T17:02:41Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5276876683,56,Back,5276876685,140,19.0,5276876687,141,19.4,5276876689,212,5.0,5276876691,213,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373687,23,1,1,2,11,8gxd9ry2580pu1b1dd5ny9ymy,1,19.4,18.5,2024-10-07T17:02:41.761Z,2024-10-07T17:02:42Z,6uwvbagahvoavs630k8uksxjp,M. Kaalund,,5276876707,212,4.5,5276876701,56,Back,5276876703,140,21.2,5276876705,141,12.5,5276876709,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373691,24,1,1,2,12,8gxd9ry2580pu1b1dd5ny9ymy,1,21.2,12.5,2024-10-07T17:02:42.569Z,2024-10-07T17:02:44Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5276876733,213,1.16,5276876725,56,Back,5276876729,141,19.2,5276876731,212,5.0,5276876727,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373707,25,1,1,2,13,8gxd9ry2580pu1b1dd5ny9ymy,1,30.2,16.2,2024-10-07T17:02:44.177Z,2024-10-07T17:40:49Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5276876813,141,35.0,5276876809,56,Back,5276876815,212,13.9,5276876811,140,35.3,5276876817,213,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373709,26,1,1,2,18,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,28.4,2024-10-07T17:02:48.785Z,2024-10-07T17:41:05Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,1.0,5276876833,56,Left,5276876841,213,0.99,5276876835,140,62.1,5276876917,210,15,5276876839,212,48.6,5276876843,1,,5276876837,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732373711,27,15,1,2,23,8gxd9ry2580pu1b1dd5ny9ymy,1,79.6,67.1,2024-10-07T17:02:54.066Z,2024-10-07T20:20:05Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,5276876925,55,26,5276876851,56,Center,5276876889,20,,5277181045,80,,5276876937,103,5.1,5276919135,18,,5276876943,147,51.4,5276876941,146,97.7,5276876947,233,24,5276876935,102,5276876939,215,,5276876847,22,,5276876921,29,,,,,,,,46.5,,,,,,,,,
2732373715,24,10,1,2,23,b8oqgvx1ijeyn6y1cn6929ix4,1,2.9,51.0,2024-10-07T17:02:54.166Z,2024-10-07T17:03:16Z,52vwj2s29n7wngablotd7pboq,J. Ægidius,,5276876885,182,,5276876901,177,,5276876887,56,Back,5276877043,179,,5276876913,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
