id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2803867459,5,1,1,0,10,ajtb177oqwawkdwbqhldmq6mx,0,23.7,49.1,2025-04-20T12:59:40.392Z,2025-04-20T15:23:07Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5667041205,213,5.80,5667041197,56,Back,5667041199,140,48.1,5667041201,141,29.1,5667041207,1,,5667041203,212,29.0,5667041195,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867485,7,1,1,0,12,7gkglopz9cjsysn2u6sbhuvc5,0,53.6,58.5,2025-04-20T12:59:42.166Z,2025-04-20T12:59:43Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5667041331,56,Center,5667041339,213,5.90,5667041333,140,70.1,5667041337,212,18.7,5667041335,141,48.2,5667041329,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867545,6,1,1,0,14,ajtb177oqwawkdwbqhldmq6mx,0,23.0,47.9,2025-04-20T12:59:43.640Z,2025-04-20T13:04:03Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5667041681,213,5.99,5667041673,56,Center,5667041677,141,34.0,5667041683,1,,5667041671,157,,5667041675,140,53.3,5667041679,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867549,8,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,1,40.1,61.8,2025-04-20T12:59:46.709Z,2025-04-20T12:59:48Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5667041711,141,56.9,5667041709,140,49.1,5667041713,212,10.0,5667041715,213,5.94,5667041703,3,,5667041707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867557,7,43,1,0,18,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-04-20T12:59:47.703Z,2025-04-20T13:04:05Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5667064851,144,61,5667041749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867633,9,2,1,0,18,7gkglopz9cjsysn2u6sbhuvc5,1,49.1,56.9,2025-04-20T12:59:47.974Z,2025-04-20T15:23:46Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5667042203,56,Center,5667042133,140,65.4,5667042135,141,32.4,5667042201,7,ju24rgwcctj5yizl54o91gfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867731,9,1,1,0,28,ajtb177oqwawkdwbqhldmq6mx,1,32.1,60.3,2025-04-20T12:59:57.647Z,2025-04-20T13:00:01Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5667042629,212,28.8,5667042615,241,,5667042633,213,4.75,5667042625,141,18.0,5667042617,56,Back,5667042613,5,,5667042621,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867767,10,1,1,0,31,ajtb177oqwawkdwbqhldmq6mx,0,33.0,18.0,2025-04-20T13:00:01.175Z,2025-04-20T13:00:03Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5667042789,141,32.4,5667042785,56,Center,5667042795,1,,5667042791,212,60.6,5667042787,140,90.0,5667042793,213,0.16,5667042783,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867749,10,12,1,0,33,7gkglopz9cjsysn2u6sbhuvc5,1,23.9,58.5,2025-04-20T13:00:02.485Z,2025-04-20T13:00:06Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5667042713,213,5.63,5667042707,141,47.3,5667042705,140,33.3,5667042703,56,Back,5667042753,15,,5667042709,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867835,12,1,1,0,36,7gkglopz9cjsysn2u6sbhuvc5,1,31.6,51.5,2025-04-20T13:00:05.917Z,2025-04-20T13:00:08Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5667043149,140,33.3,5667043151,141,38.6,5667043153,212,9.0,5667043155,213,4.91,5667043147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867857,11,83,1,0,37,ajtb177oqwawkdwbqhldmq6mx,0,63.4,58.7,2025-04-20T13:00:07.238Z,2025-04-20T15:24:20Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5667043419,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867859,13,1,1,0,38,7gkglopz9cjsysn2u6sbhuvc5,1,33.0,40.7,2025-04-20T13:00:08.052Z,2025-04-20T13:00:09Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5667043269,213,1.97,5667043261,56,Back,5667043263,140,30.1,5667043267,212,7.8,5667043265,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867873,14,1,1,0,39,7gkglopz9cjsysn2u6sbhuvc5,0,30.1,51.3,2025-04-20T13:00:09.260Z,2025-04-20T13:00:10Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5667043339,141,18.5,5667043341,212,31.4,5667043343,213,5.49,5667043335,56,Right,5667043337,140,51.1,5667043333,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803867911,12,1,1,0,41,ajtb177oqwawkdwbqhldmq6mx,1,40.9,69.1,2025-04-20T13:00:11.143Z,2025-04-20T13:00:12Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5667043531,213,5.77,5667043527,141,60.8,5667043523,56,Center,5667043525,140,50.5,5667043529,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868015,14,1,1,0,43,ajtb177oqwawkdwbqhldmq6mx,1,50.5,60.8,2025-04-20T13:00:12.623Z,2025-04-20T13:00:17Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5667043985,141,57.3,5667043989,213,3.22,5667043987,212,31.4,5667043983,140,20.7,5667043981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868053,15,1,1,0,47,ajtb177oqwawkdwbqhldmq6mx,1,20.7,57.3,2025-04-20T13:00:17.391Z,2025-04-20T13:00:19Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5667044157,140,23.5,5667044155,56,Back,5667044163,213,4.88,5667044161,212,18.1,5667044159,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868107,16,1,1,0,50,ajtb177oqwawkdwbqhldmq6mx,1,23.5,31.0,2025-04-20T13:00:19.502Z,2025-04-20T13:00:23Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667044449,213,2.14,5667044441,56,Back,5667044447,212,19.6,5667044443,140,13.4,5667044445,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868163,17,1,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,13.4,55.2,2025-04-20T13:00:22.791Z,2025-04-20T13:00:25Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5667044711,140,41.6,5667044721,213,0.23,5667044717,212,30.4,5667044707,56,Back,5667044715,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868171,18,4,1,0,55,ajtb177oqwawkdwbqhldmq6mx,1,40.4,68.2,2025-04-20T13:00:25.455Z,2025-04-20T15:18:09Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5667044827,152,,5667044823,13,,5667045173,233,15,5667044829,265,,5667044825,56,Back,5667044831,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868235,15,4,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,0,59.6,31.8,2025-04-20T13:00:25.456Z,2025-04-20T15:18:09Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5667045125,152,,5667045205,233,18,5667045129,285,,5667045127,265,,5667045123,56,Center,5667045121,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868451,19,1,1,1,10,ajtb177oqwawkdwbqhldmq6mx,0,39.4,64.9,2025-04-20T13:00:39.487Z,2025-04-20T13:00:41Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5667046041,213,0.45,5667046031,152,,5667046043,1,,5667046037,141,100.0,5667046033,56,Left,5667046029,157,,5667046027,5,,5667046039,212,57.3,5667046035,140,88.6,,,,,,,,,,,,,,,,,,,,,,,,
2803868495,16,5,1,1,11,7gkglopz9cjsysn2u6sbhuvc5,1,16.2,-1.6,2025-04-20T13:00:41.334Z,2025-04-20T15:21:10Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5667046293,233,20,5667046265,56,Back,5667046267,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868457,20,5,1,1,11,ajtb177oqwawkdwbqhldmq6mx,0,83.8,101.6,2025-04-20T13:00:41.334Z,2025-04-20T13:00:49Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5667046067,56,Left,5667046357,233,16,5667046069,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868675,17,1,1,1,22,7gkglopz9cjsysn2u6sbhuvc5,0,26.8,0.0,2025-04-20T13:00:51.654Z,2025-04-20T13:00:54Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5667047133,107,,5667047137,140,41.4,5667047135,56,Back,5667047143,213,0.47,5667047139,141,9.8,5667047141,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868695,21,8,1,1,25,ajtb177oqwawkdwbqhldmq6mx,1,55.2,90.5,2025-04-20T13:00:54.774Z,2025-04-20T13:00:55Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5667047233,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868715,18,83,1,1,27,7gkglopz9cjsysn2u6sbhuvc5,0,40.2,14.0,2025-04-20T13:00:56.685Z,2025-04-20T13:01:02Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5667047737,399,ab3nxxoj7bxlnhot9htoex1xw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868791,23,1,1,1,28,ajtb177oqwawkdwbqhldmq6mx,1,58.6,90.5,2025-04-20T13:00:57.752Z,2025-04-20T13:01:01Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5667047713,212,25.3,5667047711,141,79.4,5667047709,140,35.6,5667047707,56,Back,5667047715,213,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868847,24,1,1,1,31,ajtb177oqwawkdwbqhldmq6mx,1,35.4,75.9,2025-04-20T13:01:01.454Z,2025-04-20T13:01:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667047987,213,4.01,5667047983,141,53.0,5667047985,212,20.4,5667047979,56,Back,5667047981,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868927,25,1,1,1,34,ajtb177oqwawkdwbqhldmq6mx,1,22.9,53.0,2025-04-20T13:01:03.903Z,2025-04-20T13:01:08Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5667048415,212,22.8,5667048411,140,24.1,5667048409,56,Back,5667048417,213,4.77,5667048413,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803868973,26,1,1,1,38,ajtb177oqwawkdwbqhldmq6mx,0,24.4,12.5,2025-04-20T13:01:08.479Z,2025-04-20T13:01:11Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5667048671,212,53.8,5667048659,157,,5667048661,56,Center,5667048667,141,29.7,5667048663,140,74.4,5667048673,213,0.22,5667048675,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869009,20,1,1,1,41,7gkglopz9cjsysn2u6sbhuvc5,1,30.4,73.0,2025-04-20T13:01:11.125Z,2025-04-20T13:01:13Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5667048849,213,3.68,5667048841,56,Back,5667048847,212,21.3,5667048845,141,56.9,5667048843,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869061,21,1,1,1,44,7gkglopz9cjsysn2u6sbhuvc5,1,11.1,53.0,2025-04-20T13:01:13.756Z,2025-04-20T13:01:16Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5667049061,212,17.4,5667049059,141,78.5,5667049055,56,Back,5667049057,140,12.3,5667049065,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869101,22,1,1,1,47,7gkglopz9cjsysn2u6sbhuvc5,1,11.4,83.2,2025-04-20T13:01:16.637Z,2025-04-20T13:01:19Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5667049271,140,14.3,5667049273,141,87.1,5667049277,213,0.72,5667049275,212,4.0,5667049265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869151,23,1,1,1,50,7gkglopz9cjsysn2u6sbhuvc5,0,14.2,91.4,2025-04-20T13:01:19.621Z,2025-04-20T13:01:23Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667049491,56,Left,5667049501,1,,5667049497,212,56.6,5667049493,140,67.7,5667049489,155,,5667049499,213,0.12,5667049495,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869161,24,5,1,1,53,7gkglopz9cjsysn2u6sbhuvc5,0,65.8,101.1,2025-04-20T13:01:23.089Z,2025-04-20T15:21:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667050379,233,27,5667049545,347,,5667049543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869325,27,5,1,1,53,ajtb177oqwawkdwbqhldmq6mx,1,34.2,-1.1,2025-04-20T13:01:23.089Z,2025-04-20T15:21:11Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667050357,233,24,5667050343,56,Back,5667050345,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869359,28,1,1,2,4,ajtb177oqwawkdwbqhldmq6mx,0,37.3,0.0,2025-04-20T13:01:33.670Z,2025-04-20T13:01:35Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5667050507,140,78.5,5667050515,1,,5667050503,107,,5667050513,213,0.16,5667050505,56,Right,5667050509,141,9.2,5667050511,212,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869413,26,1,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,0,32.7,86.0,2025-04-20T13:01:37.357Z,2025-04-20T13:01:41Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667050777,56,Center,5667050781,141,71.8,5667050785,213,5.86,5667050783,212,23.6,5667050779,140,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869477,29,1,1,2,10,ajtb177oqwawkdwbqhldmq6mx,1,54.7,27.4,2025-04-20T13:01:39.726Z,2025-04-20T13:01:42Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5667051107,141,4.1,5667051103,56,Back,5667051105,140,27.1,5667051113,1,,5667051109,212,33.0,5667051111,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869617,31,1,1,2,13,ajtb177oqwawkdwbqhldmq6mx,1,27.1,4.1,2025-04-20T13:01:42.982Z,2025-04-20T13:01:50Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667051869,141,29.7,5667051865,56,Back,5667051871,212,24.0,5667051873,213,2.33,5667051867,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869697,32,1,1,2,20,ajtb177oqwawkdwbqhldmq6mx,1,15.8,39.5,2025-04-20T13:01:49.863Z,2025-04-20T13:01:54Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5667052323,56,Back,5667052335,213,4.77,5667052325,140,17.1,5667052329,141,6.7,5667052333,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869715,33,1,1,2,25,ajtb177oqwawkdwbqhldmq6mx,0,17.1,6.7,2025-04-20T13:01:54.518Z,2025-04-20T13:01:55Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667052419,141,0.0,5667052425,1,,5667052415,56,Right,5667052423,213,6.18,5667052413,157,,5667052421,212,55.5,5667052417,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869745,27,5,1,2,26,7gkglopz9cjsysn2u6sbhuvc5,1,33.0,101.6,2025-04-20T13:01:55.771Z,2025-04-20T15:21:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667052561,347,,5667052559,56,Back,5667052593,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869725,34,5,1,2,26,ajtb177oqwawkdwbqhldmq6mx,0,67.0,-1.6,2025-04-20T13:01:55.771Z,2025-04-20T13:02:00Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5667052453,56,Right,5667052455,347,,5667052627,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869961,28,1,1,2,41,7gkglopz9cjsysn2u6sbhuvc5,0,33.8,100.0,2025-04-20T13:02:10.925Z,2025-04-20T13:02:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667053757,212,16.7,5667053755,141,90.5,5667053753,140,48.0,5667053749,107,,5667053751,56,Back,5667053759,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869973,35,1,1,2,41,ajtb177oqwawkdwbqhldmq6mx,0,35.2,8.5,2025-04-20T13:02:11.438Z,2025-04-20T13:14:51Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5667053821,212,28.3,5667053817,140,61.9,5667053815,56,Right,5667053813,3,,5667053819,141,14.1,5667053823,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803869999,29,1,1,2,43,7gkglopz9cjsysn2u6sbhuvc5,1,40.0,89.1,2025-04-20T13:02:12.533Z,2025-04-20T13:02:14Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5667053929,213,5.94,5667053921,56,Left,5667053919,3,,5667053927,212,17.0,5667053923,140,55.2,5667053925,141,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803870007,30,44,1,2,44,7gkglopz9cjsysn2u6sbhuvc5,1,60.0,85.8,2025-04-20T13:02:13.700Z,2025-04-20T13:02:19Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5667054027,233,36,5667053971,56,Left,5667053973,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
