id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2780113057,7,5,1,0,11,bd4qakf7j0wwie8wke9km7uj8,0,92.3,-1.6,2025-02-23T14:01:28.107Z,2025-02-23T18:01:10Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5536621809,233,4,5536620415,347,,5536620413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113353,5,1,1,0,28,a9vw7ikerpr4cuweeeka5aneg,1,8.0,100.0,2025-02-23T14:01:44.815Z,2025-02-23T14:01:47Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5536621891,141,90.5,5536621885,107,,5536621889,140,16.7,5536621887,56,Back,5536621893,212,11.9,5536621895,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113361,6,1,1,0,31,a9vw7ikerpr4cuweeeka5aneg,1,28.3,90.4,2025-02-23T14:01:47.632Z,2025-02-23T14:11:25Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5536678081,141,93.4,5536678083,212,7.4,5536678509,156,,5536678085,213,2.86,5536678079,140,21.5,5536678077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113513,7,1,1,0,32,a9vw7ikerpr4cuweeeka5aneg,0,11.8,92.0,2025-02-23T14:01:49.022Z,2025-02-23T14:54:28Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5536622695,213,6.09,5536622677,157,,5536622687,141,85.1,5536622699,1,,5536622685,140,34.5,5536622681,56,Back,5536622691,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114243,12,44,1,0,33,bd4qakf7j0wwie8wke9km7uj8,1,66.9,13.4,2025-02-23T14:01:50.384Z,2025-02-23T14:54:29Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5536626729,56,Right,5536626731,286,,5536925599,233,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780168961,448,44,1,0,34,a9vw7ikerpr4cuweeeka5aneg,0,33.4,84.6,2025-02-23T14:01:50.385Z,2025-02-23T14:54:29Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5536925513,56,Back,5536925515,285,,5536925659,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113423,8,61,1,0,34,bd4qakf7j0wwie8wke9km7uj8,1,63.1,16.2,2025-02-23T14:01:50.495Z,2025-02-23T16:17:02Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5536622233,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780169131,329,83,1,0,39,bd4qakf7j0wwie8wke9km7uj8,0,60.7,3.8,2025-02-23T14:01:55.385Z,2025-02-23T14:54:51Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5536926937,399,81w1fqi66z0ibawynhraybaxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113523,8,4,1,0,40,a9vw7ikerpr4cuweeeka5aneg,1,32.2,95.0,2025-02-23T14:01:56.586Z,2025-02-23T14:02:01Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5536622807,285,,5536622799,13,,5536622805,265,,5536622845,233,9,5536622803,152,,5536622801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113509,9,4,1,0,40,bd4qakf7j0wwie8wke9km7uj8,0,67.8,5.0,2025-02-23T14:01:56.587Z,2025-02-23T14:02:01Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5536622871,286,,5536622773,56,Right,5536622775,152,,5536622777,265,,5536622873,233,8,5536622771,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113767,9,1,1,0,55,a9vw7ikerpr4cuweeeka5aneg,1,32.2,95.3,2025-02-23T14:02:11.752Z,2025-02-23T14:02:14Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5536624087,5,,5536624103,212,32.1,5536624101,141,50.3,5536624091,152,,5536624105,213,4.41,5536624095,56,Back,5536624107,1,,5536624099,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113799,10,1,1,0,58,a9vw7ikerpr4cuweeeka5aneg,1,23.0,50.3,2025-02-23T14:02:14.399Z,2025-02-23T14:02:16Z,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,5536624291,56,Back,5536624297,212,13.5,5536624299,213,1.17,5536624295,141,68.6,5536624293,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113833,11,1,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,28.0,68.6,2025-02-23T14:02:16.623Z,2025-02-23T14:02:19Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5536624479,56,Back,5536624489,213,4.80,5536624487,212,16.3,5536624485,141,44.8,5536624483,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113897,12,1,1,1,2,a9vw7ikerpr4cuweeeka5aneg,0,35.2,40.3,2025-02-23T14:02:19.047Z,2025-02-23T14:02:53Z,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,5536624841,140,100.0,5536626429,212,69.8,5536624843,141,31.7,5536624889,1,,5536626425,155,,5536624893,56,Center,5536626435,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113957,10,43,1,1,10,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-02-23T14:02:27.107Z,2025-02-23T14:02:32Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5536625531,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114187,11,5,1,1,16,bd4qakf7j0wwie8wke9km7uj8,1,-0.8,72.8,2025-02-23T14:02:33.032Z,2025-02-23T18:01:10Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5536626403,56,Back,5537312105,233,13,5536626407,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114317,13,5,1,1,16,a9vw7ikerpr4cuweeeka5aneg,0,100.8,27.2,2025-02-23T14:02:33.032Z,2025-02-23T18:01:11Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5536627145,56,Center,5536627147,346,,5537312181,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114421,13,1,1,1,36,bd4qakf7j0wwie8wke9km7uj8,0,4.1,56.1,2025-02-23T14:02:53.324Z,2025-02-23T14:02:58Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5536627653,1,,5536627641,124,,5536627643,56,Right,5536627651,213,5.81,5536627657,74,,5536627645,140,58.5,5536627649,212,64.3,5536627647,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114447,14,44,1,1,41,a9vw7ikerpr4cuweeeka5aneg,1,40.2,88.9,2025-02-23T14:02:57.578Z,2025-02-23T16:10:37Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5537333893,233,14,5536627765,285,,5536627763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114427,14,44,1,1,41,bd4qakf7j0wwie8wke9km7uj8,0,61.0,9.4,2025-02-23T14:02:57.579Z,2025-02-23T16:10:37Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5537333927,233,14,5536627673,56,Right,5536627677,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780243147,973,1,1,1,42,a9vw7ikerpr4cuweeeka5aneg,1,36.5,91.1,2025-02-23T14:02:58.385Z,2025-02-23T16:11:08Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5537336537,212,10.2,5537336539,213,0.08,5537336535,141,92.3,5537336529,3,,5537336531,56,Back,5537336533,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114495,15,61,1,1,44,a9vw7ikerpr4cuweeeka5aneg,0,60.3,90.8,2025-02-23T14:03:00.576Z,2025-02-23T14:03:00Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5536628085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114627,15,1,1,1,46,bd4qakf7j0wwie8wke9km7uj8,1,37.8,10.1,2025-02-23T14:03:02.709Z,2025-02-23T14:03:06Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5536628765,141,7.0,5536628763,140,29.9,5536628767,212,8.6,5536628769,213,3.39,5536628761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114659,16,1,1,1,50,bd4qakf7j0wwie8wke9km7uj8,1,30.0,7.0,2025-02-23T14:03:06.403Z,2025-02-23T14:03:08Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5536628949,212,26.7,5536628947,141,35.2,5536628951,213,2.34,5536628945,140,12.3,5536628943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114695,17,1,1,1,51,bd4qakf7j0wwie8wke9km7uj8,0,12.3,32.5,2025-02-23T14:03:08.059Z,2025-02-23T14:55:27Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5536629133,157,,5536629141,212,53.6,5536629143,213,6.19,5536629135,56,Center,5536629137,140,63.1,5536629139,141,25.3,5536629145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114725,16,44,1,1,53,a9vw7ikerpr4cuweeeka5aneg,1,36.3,73.4,2025-02-23T14:03:10.106Z,2025-02-23T14:03:12Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5536629293,56,Back,5536629295,285,,5536629347,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114709,18,44,1,1,53,bd4qakf7j0wwie8wke9km7uj8,0,63.6,27.8,2025-02-23T14:03:10.107Z,2025-02-23T14:03:12Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5536629225,286,,5536629385,233,16,5536629221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114765,17,1,1,1,54,a9vw7ikerpr4cuweeeka5aneg,1,36.6,69.8,2025-02-23T14:03:11.064Z,2025-02-23T14:03:13Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5536629503,141,67.5,5536629491,3,,5536629499,140,40.9,5536629495,56,Back,5536629507,212,4.8,5536629511,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114773,18,1,1,1,55,a9vw7ikerpr4cuweeeka5aneg,0,40.9,67.5,2025-02-23T14:03:11.650Z,2025-02-23T14:03:14Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5536629545,212,0.4,5536629597,236,,5536629599,233,19,5536629535,140,41.0,5536629551,213,1.32,5536629603,286,,5536629533,56,Back,5536629541,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114733,19,74,1,1,55,bd4qakf7j0wwie8wke9km7uj8,1,61.3,26.5,2025-02-23T14:03:11.651Z,2025-02-23T14:03:14Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5536629645,233,18,5536629315,56,Center,5536629317,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114799,20,1,1,1,56,bd4qakf7j0wwie8wke9km7uj8,1,55.5,29.1,2025-02-23T14:03:12.891Z,2025-02-23T14:03:14Z,d1qyvtgj16160ufegxkspgb9w,M. Uhd,,,5536629721,141,47.9,5536629719,140,43.1,5536629717,56,Back,5536629725,213,2.37,5536629723,212,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114881,21,1,1,1,58,bd4qakf7j0wwie8wke9km7uj8,1,44.8,47.0,2025-02-23T14:03:14.531Z,2025-02-23T14:03:18Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5536630117,56,Back,5536630119,140,33.5,5536630121,141,74.1,5536630123,212,21.9,5536630125,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114917,22,1,1,2,3,bd4qakf7j0wwie8wke9km7uj8,0,28.1,83.5,2025-02-23T14:03:20.123Z,2025-02-23T14:03:20Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5536630331,213,6.25,5536630327,141,81.5,5536630329,212,47.8,5536630323,56,Left,5536630325,140,73.6,5536630321,157,,5536630333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114929,19,12,1,2,4,a9vw7ikerpr4cuweeeka5aneg,1,25.2,20.9,2025-02-23T14:03:21.089Z,2025-02-23T14:03:28Z,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,5536630405,141,0.0,5536630407,212,16.8,5536630409,213,5.21,5536631185,167,,5536630403,140,32.8,5536630443,15,,5536630401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114997,20,5,1,2,6,a9vw7ikerpr4cuweeeka5aneg,0,29.2,-1.2,2025-02-23T14:03:23.052Z,2025-02-23T18:01:11Z,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,5536632423,233,23,5536630793,56,Back,5536630795,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115293,23,5,1,2,6,bd4qakf7j0wwie8wke9km7uj8,1,70.8,101.2,2025-02-23T14:03:23.052Z,2025-02-23T14:55:44Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5536632325,347,,5536632323,56,Left,5536632387,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115535,24,1,1,2,34,bd4qakf7j0wwie8wke9km7uj8,0,77.9,100.0,2025-02-23T14:03:50.675Z,2025-02-23T14:03:53Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536633569,1,,5536633567,213,5.16,5536633565,212,29.2,5536633559,56,Center,5536633557,107,,5536633563,141,63.4,5536633561,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115551,21,12,1,2,37,a9vw7ikerpr4cuweeeka5aneg,1,10.9,37.7,2025-02-23T14:03:54.128Z,2025-02-23T16:04:20Z,77zrjzfkfp7hozuj05ktwhtqt,M. Fenger,,,5536633637,140,30.6,5536633639,141,18.7,5536633641,212,24.4,5536633635,56,Back,5536633699,15,,5536633643,213,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115613,25,1,1,2,38,bd4qakf7j0wwie8wke9km7uj8,0,75.8,74.5,2025-02-23T14:03:54.851Z,2025-02-23T14:03:56Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5536633945,213,0.38,5536633937,56,Left,5536633939,140,95.9,5536633935,3,,5536633943,212,22.7,5536633941,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115721,22,1,1,2,44,a9vw7ikerpr4cuweeeka5aneg,0,2.8,10.0,2025-02-23T14:04:01.010Z,2025-02-23T14:04:03Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5536634523,140,5.1,5536634521,56,Back,5536634563,286,,5536634559,233,26,5536634557,236,,5536634527,212,2.7,5536634529,213,5.81,5536634525,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115685,26,74,1,2,44,bd4qakf7j0wwie8wke9km7uj8,1,98.6,88.3,2025-02-23T14:04:01.011Z,2025-02-23T14:56:06Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536634337,56,Left,5536634339,285,,5536634613,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115881,23,5,1,2,45,a9vw7ikerpr4cuweeeka5aneg,1,5.6,-1.8,2025-02-23T14:04:02.268Z,2025-02-23T18:01:11Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5536635243,56,Back,5536635295,233,27,5536635247,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115713,27,5,1,2,45,bd4qakf7j0wwie8wke9km7uj8,0,94.4,101.8,2025-02-23T14:04:02.268Z,2025-02-23T18:01:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536634481,56,Left,5536634483,347,,5536635327,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115913,24,1,1,2,53,a9vw7ikerpr4cuweeeka5aneg,1,7.0,0.0,2025-02-23T14:04:10.321Z,2025-02-23T14:04:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5536635417,107,,5536635419,56,Back,5536635425,212,18.3,5536635427,213,0.29,5536635421,140,23.7,5536635423,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115925,25,44,1,2,55,a9vw7ikerpr4cuweeeka5aneg,1,22.8,6.4,2025-02-23T14:04:12.225Z,2025-02-23T14:04:14Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5536635627,233,28,5536635465,56,Back,5536635467,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115953,28,44,1,2,55,bd4qakf7j0wwie8wke9km7uj8,0,76.9,93.8,2025-02-23T14:04:12.226Z,2025-02-23T14:04:14Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536635663,233,25,5536635583,286,,5536635581,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115929,26,1,1,2,55,a9vw7ikerpr4cuweeeka5aneg,0,23.7,5.9,2025-02-23T14:04:12.353Z,2025-02-23T14:04:13Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5536635483,56,Back,5536635499,213,0.00,5536635487,140,26.7,5536635479,168,,5536635477,3,,5536635495,212,3.1,5536635491,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115963,29,61,1,2,57,bd4qakf7j0wwie8wke9km7uj8,1,77.5,93.5,2025-02-23T14:04:14.318Z,2025-02-23T14:04:14Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536635643,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780116327,27,5,1,3,0,a9vw7ikerpr4cuweeeka5aneg,1,26.2,-0.9,2025-02-23T14:04:16.476Z,2025-02-23T18:01:12Z,a48bpdpt0siemxqtr3rubwbu,M. Hyseni,,,5536637537,347,,5536637535,56,Back,5536637579,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780116007,30,5,1,3,0,bd4qakf7j0wwie8wke9km7uj8,0,73.8,100.9,2025-02-23T14:04:16.476Z,2025-02-23T18:01:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5536635863,347,,5536637647,233,27,5536635859,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
