id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2703402937,6,1,1,0,13,b8oqgvx1ijeyn6y1cn6929ix4,0,59.6,9.2,2024-07-26T17:00:56.553Z,2024-07-26T20:00:17Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5117892519,212,9.8,5117892521,213,0.79,5117892513,56,Right,5117892517,141,19.4,5117892515,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402941,7,43,1,0,14,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-07-26T17:00:58.128Z,2024-07-26T17:13:47Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5117912593,144,8,5117892537,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406263,110,1,1,0,14,8gxd9ry2580pu1b1dd5ny9ymy,1,31.1,78.9,2024-07-26T17:00:58.499Z,2024-07-26T20:00:15Z,d4w0nytrfhhtw8xqh7rofq6z9,M. Gehrt,,5117913899,213,0.21,5117913891,56,Back,5117913897,212,16.9,5117913893,140,46.9,5117913895,141,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406269,111,1,1,0,15,8gxd9ry2580pu1b1dd5ny9ymy,1,45.4,82.2,2024-07-26T17:00:58.677Z,2024-07-28T21:23:07Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,5123546655,156,,5117914247,140,32.0,5117914245,56,Back,5117914251,212,17.0,5117914253,213,2.55,5117914249,141,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406271,112,1,1,0,16,8gxd9ry2580pu1b1dd5ny9ymy,0,29.8,89.3,2024-07-26T17:00:59.856Z,2024-07-26T19:59:53Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5117914435,141,59.1,5117914433,140,66.0,5117914437,212,43.2,5117914441,1,,5117914431,56,Center,5117914439,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402967,9,1,1,0,22,b8oqgvx1ijeyn6y1cn6929ix4,1,30.9,39.1,2024-07-26T17:01:06.472Z,2024-07-26T17:01:10Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5117892657,56,Back,5117892659,140,10.0,5117892661,141,45.8,5117892663,212,22.4,5117892665,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402971,10,1,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,0,10.0,45.8,2024-07-26T17:01:10.648Z,2024-07-26T17:01:11Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5117892685,140,75.9,5117892687,141,100.0,5117892683,56,Left,5117892691,213,0.50,5117892693,1,,5117892681,157,,5117892689,212,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402979,8,5,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,1,22.5,-1.5,2024-07-26T17:01:11.675Z,2024-07-26T17:01:47Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,5117892755,233,11,5117892727,347,,5117892725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703402973,11,5,1,0,28,b8oqgvx1ijeyn6y1cn6929ix4,0,77.5,101.5,2024-07-26T17:01:11.675Z,2024-07-26T19:31:36Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5117892699,347,,5117892697,56,Left,5117892765,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403011,9,1,1,0,39,8gxd9ry2580pu1b1dd5ny9ymy,1,23.1,0.0,2024-07-26T17:01:22.804Z,2024-07-26T17:01:24Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5117892957,107,,5117892967,213,1.44,5117892959,56,Back,5117892961,140,24.3,5117892963,141,12.2,5117892965,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403023,10,1,1,0,41,8gxd9ry2580pu1b1dd5ny9ymy,0,24.5,10.4,2024-07-26T17:01:24.562Z,2024-07-26T19:08:30Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5117893031,212,25.9,5117893027,140,49.1,5117893025,56,Back,5117916645,157,,5117916647,1,,5117893029,141,8.5,5117893033,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403021,12,61,1,0,43,b8oqgvx1ijeyn6y1cn6929ix4,1,45.3,78.7,2024-07-26T17:01:27.388Z,2024-07-26T17:01:27Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5117893019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403025,11,61,1,0,44,8gxd9ry2580pu1b1dd5ny9ymy,0,55.9,11.6,2024-07-26T17:01:27.610Z,2024-07-26T17:01:28Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,5117893037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403033,13,1,1,0,45,b8oqgvx1ijeyn6y1cn6929ix4,0,35.0,82.6,2024-07-26T17:01:28.706Z,2024-07-26T17:01:32Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,5117893077,213,0.32,5117893081,236,,5117893069,56,Back,5117893083,233,12,5117893073,141,85.9,5117893075,212,7.1,5117893087,286,,5117893071,140,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403027,12,74,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,1,60.1,12.6,2024-07-26T17:01:28.707Z,2024-07-26T19:59:47Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,5117893041,285,,5117893039,56,Right,5117893091,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403043,15,1,1,0,51,b8oqgvx1ijeyn6y1cn6929ix4,1,27.3,89.3,2024-07-26T17:01:35.256Z,2024-07-26T17:01:36Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,5117893145,212,36.8,5117893143,141,90.6,5117893141,140,62.3,5117893147,213,0.02,5117893137,155,,5117893139,56,Left,5117893149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403045,16,44,1,0,52,b8oqgvx1ijeyn6y1cn6929ix4,1,59.2,90.1,2024-07-26T17:01:35.882Z,2024-07-26T19:59:49Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5117893153,56,Left,5117893155,286,,5117893169,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403039,13,44,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,0,40.8,9.9,2024-07-26T17:01:35.883Z,2024-07-26T19:59:57Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5117893185,233,16,5117893123,285,,5117893121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403047,17,1,1,0,52,b8oqgvx1ijeyn6y1cn6929ix4,0,62.3,90.6,2024-07-26T17:01:36.272Z,2024-07-28T21:27:12Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5117893163,141,83.6,5117893165,212,4.8,5117893161,140,62.6,5117893167,213,4.78,5117893159,56,Left,5123551579,156,,5117893157,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403051,14,50,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,34.4,13.9,2024-07-26T17:01:39.423Z,2024-07-26T19:59:56Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5117893191,286,,5117893277,233,18,5117893189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403061,18,7,1,0,55,b8oqgvx1ijeyn6y1cn6929ix4,0,65.6,86.1,2024-07-26T17:01:39.424Z,2024-07-28T21:27:51Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5117893267,233,14,5123552563,385,,5117893225,56,Left,5117893271,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703407561,174,61,1,0,56,8gxd9ry2580pu1b1dd5ny9ymy,1,28.5,26.8,2024-07-26T17:01:39.733Z,2024-07-26T20:00:06Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5117921369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403065,19,50,1,0,58,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,82.2,2024-07-26T17:01:42.248Z,2024-07-26T19:59:58Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5117893237,286,,5117893365,233,15,5117893235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403079,15,7,1,0,58,8gxd9ry2580pu1b1dd5ny9ymy,0,26.8,17.8,2024-07-26T17:01:42.249Z,2024-07-28T21:28:00Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5123552783,385,,5117893333,233,19,5117893329,56,Back,5117893331,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403075,20,50,1,1,0,b8oqgvx1ijeyn6y1cn6929ix4,1,68.9,72.4,2024-07-26T17:01:43.884Z,2024-07-26T19:59:59Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5117924907,233,175,5117923147,286,,5117893323,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703407563,175,7,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,0,31.1,27.6,2024-07-26T17:01:43.885Z,2024-07-28T21:28:24Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5117924877,285,,5117924875,56,Back,5123553349,385,,5117924883,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703407557,172,3,1,1,2,b8oqgvx1ijeyn6y1cn6929ix4,0,75.3,79.5,2024-07-26T17:01:46.195Z,2024-07-28T21:28:37Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5117927237,233,176,5123553589,464,,5117926757,286,,5117926755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703407575,176,7,1,1,2,8gxd9ry2580pu1b1dd5ny9ymy,0,24.7,20.5,2024-07-26T17:01:46.196Z,2024-07-28T21:28:46Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5123553807,385,,5117926979,56,Back,5117926981,285,,5117927217,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403091,21,61,1,1,3,b8oqgvx1ijeyn6y1cn6929ix4,1,67.2,74.5,2024-07-26T17:01:47.055Z,2024-07-28T21:29:00Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5117893399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704434811,789,61,1,1,4,b8oqgvx1ijeyn6y1cn6929ix4,1,76.1,69.7,2024-07-26T17:01:48.006Z,2024-07-28T21:29:05Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,,5123554339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403101,22,1,1,1,6,b8oqgvx1ijeyn6y1cn6929ix4,1,77.6,75.6,2024-07-26T17:01:50.224Z,2024-07-26T17:23:45Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5117928609,140,95.0,5117928613,212,20.2,5117928615,213,0.44,5117928611,141,88.1,5117893435,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403115,23,1,1,1,9,b8oqgvx1ijeyn6y1cn6929ix4,0,95.7,85.4,2024-07-26T17:01:52.968Z,2024-07-26T17:24:07Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,5117893501,140,90.9,5117893499,56,Left,5117893503,141,87.2,5117893507,213,2.90,5117893505,212,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403137,16,12,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,1,7.0,6.8,2024-07-26T17:01:58.011Z,2024-07-28T21:29:22Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5117893623,213,5.71,5117893619,141,0.0,5117893621,212,11.0,5117893611,56,Back,5117893615,140,15.8,5123554797,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403141,17,5,1,1,15,8gxd9ry2580pu1b1dd5ny9ymy,0,16.1,-1.8,2024-07-26T17:01:58.944Z,2024-07-26T17:02:13Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,5117893631,56,Back,5117893859,233,25,5117893633,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403175,25,5,1,1,15,b8oqgvx1ijeyn6y1cn6929ix4,1,83.9,101.8,2024-07-26T17:01:58.944Z,2024-07-26T19:31:37Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5117893819,347,,5117893851,233,17,5117893817,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403143,24,43,1,1,16,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-07-26T17:01:59.954Z,2024-07-26T17:02:04Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5117893635,56,Left,5117893637,285,0,5117893717,144,74,5117893657,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403249,26,1,1,1,40,b8oqgvx1ijeyn6y1cn6929ix4,0,86.0,100.0,2024-07-26T17:02:24.321Z,2024-07-28T21:33:24Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5117894211,56,Center,5117894219,213,4.83,5117894215,141,58.5,5117894213,140,89.4,5117894217,212,29.4,5117894221,1,,5117894209,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403251,27,43,1,1,44,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-07-26T17:02:27.929Z,2024-07-28T21:31:38Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5117894247,56,Center,5123557969,144,44,5117935471,233,18,5117894249,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403263,18,61,1,1,44,8gxd9ry2580pu1b1dd5ny9ymy,1,9.9,45.0,2024-07-26T17:02:27.930Z,2024-07-28T21:31:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5117894323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703407585,174,43,1,1,45,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-07-26T17:02:28.570Z,2024-07-28T21:33:23Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5117936663,78,0,5117936673,102,51.0,5117936667,154,0,5117936677,100,0,5117936413,15,0,5118147817,233,19,5117936683,230,99.4,5117936415,17,0,5117936087,56,Center,5117936679,146,95.4,5117936685,231,50.2,5117936669,55,26,5117936665,29,0,5117936411,160,0,5117936675,103,19,5117936421,82,0,5123560341,144,15,5117936681,147,50.4,5117936419,328,0
2703403273,19,12,1,1,45,8gxd9ry2580pu1b1dd5ny9ymy,1,4.3,45.6,2024-07-26T17:02:28.670Z,2024-07-28T21:33:42Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5117894357,56,Back,5123560789,212,15.6,5123560785,140,0.0,5123560783,167,,5123560787,141,24.2,5123560791,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403275,20,6,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,0,9.2,46.5,2024-07-26T17:02:37.521Z,2024-07-28T21:34:51Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5117894377,73,,5117894397,233,28,5117894375,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403271,28,6,1,1,54,b8oqgvx1ijeyn6y1cn6929ix4,1,90.8,53.5,2024-07-26T17:02:37.521Z,2024-07-28T21:33:47Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5117894381,56,Center,5117894389,233,20,5117894383,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703403353,29,1,1,2,24,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,99.5,2024-07-26T17:03:07.953Z,2024-07-28T21:56:36Z,dyzzo6n83rg4fpvmqqa69moes,A. Beck,1.0,5117894861,141,51.6,5117896063,210,15,5117894853,155,,5117894863,212,32.8,5117894851,6,,5123562529,20,,5117894857,56,Center,5117894859,140,95.5,5117894867,1,,5117896065,154,,5117894855,223,,5117894865,213,4.58,5117894849,2,,,,,,,,,,,,,,,,,,,
2703403355,30,15,1,2,26,b8oqgvx1ijeyn6y1cn6929ix4,1,94.3,51.4,2024-07-26T17:03:09.601Z,2024-07-26T19:44:11Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,5117895869,15,,5117896097,103,19,5117943523,233,21,5117896085,80,,5117896101,146,98.9,5117943925,101,,5117896089,154,,5117895875,82,,5117896105,230,99.3,5117896099,100,,5117895867,25,,5117896107,231,50.5,5117896091,55,29,5117895873,328,,5117896103,147,47.8,5117894879,16,,5117896087,29,,5117894881,56,Center,5117896095,102,47.0
