id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2736382593,23,8,1,1,44,a9vw7ikerpr4cuweeeka5aneg,1,43.4,31.8,2024-10-20T13:02:29.314Z,2024-10-20T13:02:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5298760431,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382663,24,1,1,1,46,a9vw7ikerpr4cuweeeka5aneg,1,52.1,30.6,2024-10-20T13:02:31.746Z,2024-10-20T13:02:32Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5298760843,140,59.3,5298760853,1,,5298760851,213,6.26,5298760847,141,30.3,5298760849,212,7.6,5298760839,56,Center,5298760837,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382715,25,1,1,1,47,a9vw7ikerpr4cuweeeka5aneg,1,59.3,30.3,2024-10-20T13:02:32.602Z,2024-10-20T13:02:35Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5298761103,140,47.7,5298761105,141,28.8,5298761107,212,12.2,5298761109,213,3.23,5298761101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382733,26,1,1,1,49,a9vw7ikerpr4cuweeeka5aneg,0,47.7,28.8,2024-10-20T13:02:34.922Z,2024-10-20T13:02:38Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298761205,141,29.5,5298761469,286,,5298761199,140,45.6,5298761209,212,2.3,5298761211,213,2.93,5298761465,233,22,5298761463,236,,5298761195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382771,22,74,1,1,49,8gxd9ry2580pu1b1dd5ny9ymy,1,53.5,94.4,2024-10-20T13:02:34.923Z,2024-10-20T15:07:24Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5298761405,56,Left,5298761407,285,,5298761489,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382797,27,1,1,1,50,a9vw7ikerpr4cuweeeka5aneg,1,45.6,29.5,2024-10-20T13:02:35.746Z,2024-10-20T13:02:39Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5298761533,56,Center,5298761535,140,62.9,5298761537,141,34.2,5298761541,213,0.17,5298761539,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382985,24,4,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,1,35.2,74.3,2024-10-20T13:02:39.121Z,2024-10-20T15:04:48Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5298762689,13,,5298762693,152,,5298762697,286,,5298762695,265,,5298825929,233,29,5298762691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382827,29,4,1,1,54,a9vw7ikerpr4cuweeeka5aneg,0,64.8,25.7,2024-10-20T13:02:39.122Z,2024-10-20T15:04:49Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5298762379,152,,5298762377,13,,5298762383,285,,5298825989,233,24,5298762381,265,,5298761663,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736382853,23,43,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:02:39.123Z,2024-10-20T13:03:03Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5298764111,144,7,5298761885,233,29,5298761841,285,0,5298761839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736383413,25,27,1,2,22,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:03:06.988Z,2024-10-20T13:03:12Z,,,,,5298764819,41,Injury,5298764921,233,30,5298764821,53,6dzg820946z4848whaa6ny2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736383381,30,27,1,2,22,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-20T13:03:06.988Z,2024-10-20T13:03:11Z,,,,,5298764879,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736384639,26,28,1,3,20,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-10-20T13:04:05.746Z,2024-10-20T15:14:42Z,,,,,5299698231,233,31,5298771289,55,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736385011,31,28,1,3,20,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-20T13:04:05.746Z,2024-10-20T15:14:41Z,,,,,5298773277,55,30,5299698205,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736385079,27,1,1,3,38,8gxd9ry2580pu1b1dd5ny9ymy,1,35.6,74.7,2024-10-20T13:04:23.481Z,2024-10-20T13:04:24Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5298773699,56,Back,5298773697,152,,5298773707,213,5.66,5298773701,140,45.0,5298773705,212,12.1,5298773693,5,,5298773703,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736385091,28,1,1,3,39,8gxd9ry2580pu1b1dd5ny9ymy,1,45.0,64.3,2024-10-20T13:04:24.345Z,2024-10-20T13:04:25Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5298773753,140,35.9,5298773755,141,73.9,5298773751,56,Back,5298773757,212,11.6,5298773759,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736385117,29,1,1,3,39,8gxd9ry2580pu1b1dd5ny9ymy,1,35.9,73.9,2024-10-20T13:04:24.945Z,2024-10-20T13:04:26Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5298773913,140,59.9,5298773911,56,Center,5298773915,141,46.9,5298773917,212,31.2,5298773919,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
