id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2716179895,8,1,1,0,16,8cfkisxf1fkxdqtt6tx1tup48,1,28.4,83.3,2024-09-01T11:01:50.286Z,2024-09-01T11:01:52Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5188269339,141,54.8,5188269343,213,4.71,5188269331,56,Back,5188269335,140,28.4,5188269341,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716179911,9,1,1,0,18,8cfkisxf1fkxdqtt6tx1tup48,1,27.6,51.5,2024-09-01T11:01:52.408Z,2024-09-01T11:01:56Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5188269395,213,0.45,5188269383,155,,5188269397,1,,5188269389,140,65.0,5188269391,141,79.6,5188269393,212,43.7,5188269387,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716179951,10,1,1,0,21,8cfkisxf1fkxdqtt6tx1tup48,1,65.0,79.6,2024-09-01T11:01:56.091Z,2024-09-01T11:02:03Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5188269623,3,,5188269627,140,81.0,5188269629,141,85.9,5188269633,213,0.25,5188269631,212,17.3,5188269625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716179941,4,4,1,0,26,6wwwud48qahpwrfxs20334qk5,1,18.7,14.6,2024-09-01T11:02:00.792Z,2024-09-01T11:20:09Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188269583,152,,5188269579,13,,5188269581,56,Back,5188269697,233,11,5188269587,285,,5188269585,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716179955,11,4,1,0,26,8cfkisxf1fkxdqtt6tx1tup48,0,81.3,85.4,2024-09-01T11:02:00.793Z,2024-09-01T11:20:10Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5188269679,13,,5188269685,265,,5188269681,56,Left,5188269683,152,,5188269711,233,4,5188269687,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180011,5,1,1,0,41,6wwwud48qahpwrfxs20334qk5,1,19.7,10.9,2024-09-01T11:02:15.336Z,2024-09-01T11:02:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188269949,141,78.4,5188269955,1,,5188269939,155,,5188269943,152,,5188269967,189,,5188269941,196,,5188269947,140,32.6,5188269937,5,,5188269951,212,47.9,5188269953,213,1.28,5188269945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180035,6,1,1,0,44,6wwwud48qahpwrfxs20334qk5,0,38.8,86.0,2024-09-01T11:02:19.081Z,2024-09-01T11:02:20Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5188270065,213,5.97,5188270061,141,72.7,5188270057,56,Center,5188270063,212,29.3,5188270059,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180043,12,8,1,0,47,8cfkisxf1fkxdqtt6tx1tup48,1,32.9,33.0,2024-09-01T11:02:21.434Z,2024-09-01T11:02:21Z,3mgrufy83uhzs9liw8pwxi784,G. Larsen,,,5188270087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180053,13,1,1,0,49,8cfkisxf1fkxdqtt6tx1tup48,0,31.9,13.7,2024-09-01T11:02:23.891Z,2024-09-01T11:02:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188270185,233,7,5188270167,212,1.2,5188270165,141,13.2,5188270163,140,33.0,5188270169,213,6.00,5188270189,286,,5188270161,56,Back,5188270183,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180057,7,74,1,0,49,6wwwud48qahpwrfxs20334qk5,1,74.1,91.5,2024-09-01T11:02:23.892Z,2024-09-01T11:22:21Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5188270211,233,13,5188270181,285,,5188270179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180065,8,1,1,0,50,6wwwud48qahpwrfxs20334qk5,1,74.3,89.3,2024-09-01T11:02:24.784Z,2024-09-01T11:02:27Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5188270253,141,78.8,5188270251,140,73.8,5188270257,213,4.64,5188270249,56,Center,5188270255,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180093,9,1,1,0,52,6wwwud48qahpwrfxs20334qk5,1,73.2,80.8,2024-09-01T11:02:26.855Z,2024-09-01T11:02:31Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5188270407,213,0.16,5188270405,212,18.2,5188270403,141,85.0,5188270399,56,Left,5188270401,140,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180095,10,61,1,0,57,6wwwud48qahpwrfxs20334qk5,0,90.2,78.4,2024-09-01T11:02:31.351Z,2024-09-01T11:03:56Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5188270415,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180113,14,43,1,0,57,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-09-01T11:02:31.352Z,2024-09-01T11:04:02Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188270509,233,10,5188272981,144,7,5188270491,285,0,5188270487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180117,15,1,1,1,1,8cfkisxf1fkxdqtt6tx1tup48,1,9.9,25.9,2024-09-01T11:02:36.075Z,2024-09-01T14:30:25Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5188270527,141,8.3,5188270529,212,12.4,5188270523,56,Back,5188270525,140,12.9,5188270531,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180123,16,1,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,0,11.2,7.3,2024-09-01T11:02:36.295Z,2024-09-01T11:02:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188270575,286,,5188270555,213,5.95,5188270549,140,15.7,5188270569,236,,5188270553,212,5.0,5188270551,141,4.9,5188270571,233,11,5188270547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180115,11,74,1,1,2,6wwwud48qahpwrfxs20334qk5,1,85.7,96.0,2024-09-01T11:02:36.296Z,2024-09-01T11:02:38Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5188270505,56,Left,5188270579,233,16,5188270507,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180119,12,5,1,1,3,6wwwud48qahpwrfxs20334qk5,0,83.5,101.5,2024-09-01T11:02:37.568Z,2024-09-01T11:20:05Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5188270537,347,,5188270669,233,17,5188270535,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180141,17,5,1,1,3,8cfkisxf1fkxdqtt6tx1tup48,1,16.5,-1.5,2024-09-01T11:02:37.568Z,2024-09-01T11:20:05Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188270623,56,Back,5188270625,347,,5188270645,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180203,18,1,1,1,12,8cfkisxf1fkxdqtt6tx1tup48,0,18.0,0.0,2024-09-01T11:02:46.322Z,2024-09-01T11:02:49Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188270895,141,12.6,5188270901,1,,5188270889,107,,5188270897,212,22.2,5188270891,56,Back,5188270893,140,37.0,5188270899,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180217,13,1,1,1,15,6wwwud48qahpwrfxs20334qk5,1,60.4,89.0,2024-09-01T11:02:49.863Z,2024-09-01T11:02:51Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5188270955,141,74.2,5188270951,56,Center,5188270953,140,59.4,5188270957,212,10.1,5188270959,213,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180223,14,1,1,1,17,6wwwud48qahpwrfxs20334qk5,1,58.0,78.1,2024-09-01T11:02:51.464Z,2024-09-01T11:02:53Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5188270977,212,22.2,5188270979,213,4.05,5188270973,140,44.9,5188270971,56,Back,5188270975,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180247,15,1,1,1,19,6wwwud48qahpwrfxs20334qk5,0,43.5,46.1,2024-09-01T11:02:53.785Z,2024-09-01T11:02:56Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188271107,212,38.7,5188271111,1,,5188271105,141,79.0,5188271109,213,0.62,5188271103,140,73.6,5188271101,56,Left,5188271099,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180257,19,1,1,1,21,8cfkisxf1fkxdqtt6tx1tup48,0,29.7,29.1,2024-09-01T11:02:55.866Z,2024-09-01T11:02:57Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5188271163,140,46.9,5188271159,3,,5188271169,213,0.19,5188271161,56,Back,5188271167,212,18.4,5188271165,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180275,16,1,1,1,24,6wwwud48qahpwrfxs20334qk5,1,56.3,81.8,2024-09-01T11:02:58.328Z,2024-09-01T11:09:00Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5188271279,212,14.8,5188271277,141,82.7,5188271281,213,0.04,5188271273,56,Left,5188271271,3,,5188271275,140,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180279,17,61,1,1,27,6wwwud48qahpwrfxs20334qk5,0,70.4,82.7,2024-09-01T11:03:01.416Z,2024-09-01T14:30:09Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5188271285,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180291,20,1,1,1,27,8cfkisxf1fkxdqtt6tx1tup48,1,40.4,29.5,2024-09-01T11:03:01.579Z,2024-09-01T11:03:03Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5188271337,141,35.5,5188271335,140,34.7,5188271339,212,7.2,5188271333,56,Back,5188271341,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180327,22,1,1,1,30,8cfkisxf1fkxdqtt6tx1tup48,0,34.7,35.5,2024-09-01T11:03:04.635Z,2024-09-01T11:03:08Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5188271467,141,1.7,5188271465,140,87.0,5188271463,56,Right,5188271469,212,59.5,5188271473,1,,5188271471,213,5.89,5188271461,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180349,19,1,1,1,35,6wwwud48qahpwrfxs20334qk5,1,17.5,94.4,2024-09-01T11:03:09.704Z,2024-09-01T11:03:13Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5188271569,212,22.3,5188271563,56,Back,5188271571,213,4.29,5188271567,141,64.5,5188271565,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180379,20,1,1,1,39,6wwwud48qahpwrfxs20334qk5,1,4.7,59.3,2024-09-01T11:03:13.319Z,2024-09-01T11:03:20Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5188271771,213,5.21,5188271769,212,23.4,5188271763,56,Back,5188271765,140,15.4,5188271767,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180401,21,1,1,1,45,6wwwud48qahpwrfxs20334qk5,1,19.3,25.6,2024-09-01T11:03:19.847Z,2024-09-01T14:30:49Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5188271875,56,Back,5188271877,140,19.3,5188271883,213,1.57,5188271879,141,54.9,5188271881,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180427,22,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,21.5,66.7,2024-09-01T11:03:23.687Z,2024-09-01T11:03:28Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5188272033,56,Back,5188272043,1,,5188272039,212,35.5,5188272041,213,5.09,5188272037,141,18.2,5188272035,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180437,23,1,1,1,53,6wwwud48qahpwrfxs20334qk5,1,33.3,17.9,2024-09-01T11:03:28.087Z,2024-09-01T11:03:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5188272089,56,Right,5188272097,213,5.96,5188272095,212,24.1,5188272093,141,6.8,5188272091,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180439,24,1,1,1,55,6wwwud48qahpwrfxs20334qk5,0,55.7,5.0,2024-09-01T11:03:29.281Z,2024-09-01T11:03:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188272101,56,Right,5188272127,236,,5188272109,213,6.24,5188272103,140,57.1,5188272105,141,4.9,5188272133,286,,5188272129,233,23,5188272107,212,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180435,23,74,1,1,55,8cfkisxf1fkxdqtt6tx1tup48,1,34.7,93.0,2024-09-01T11:03:29.282Z,2024-09-01T11:03:31Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5188272141,233,24,5188272079,285,,5188272077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180445,24,5,1,1,56,8cfkisxf1fkxdqtt6tx1tup48,0,43.8,101.0,2024-09-01T11:03:30.794Z,2024-09-01T11:20:06Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5188272135,56,Back,5188272189,233,25,5188272137,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180451,25,5,1,1,56,6wwwud48qahpwrfxs20334qk5,1,56.2,-1.0,2024-09-01T11:03:30.794Z,2024-09-01T11:20:06Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188272169,233,24,5188272167,347,,5188272165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180479,26,1,1,1,58,6wwwud48qahpwrfxs20334qk5,1,55.2,0.0,2024-09-01T11:03:32.303Z,2024-09-01T11:03:36Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5188272319,141,12.9,5188272317,140,41.2,5188272323,213,2.56,5188272313,107,,5188272315,56,Back,5188272321,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180503,27,1,1,2,2,6wwwud48qahpwrfxs20334qk5,1,37.4,12.6,2024-09-01T11:03:37.016Z,2024-09-01T11:03:39Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5188272445,213,1.77,5188272441,141,40.7,5188272443,212,19.5,5188272439,140,33.7,5188272437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180515,28,1,1,2,5,6wwwud48qahpwrfxs20334qk5,1,31.9,60.3,2024-09-01T11:03:39.776Z,2024-09-01T11:03:43Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5188272503,56,Left,5188272509,212,37.5,5188272505,140,63.4,5188272513,1,,5188272511,213,0.49,5188272507,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180519,29,1,1,2,8,6wwwud48qahpwrfxs20334qk5,0,63.5,88.3,2024-09-01T11:03:43.200Z,2024-09-01T11:03:45Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5188272541,141,47.2,5188272545,213,5.31,5188272535,157,,5188272547,1,,5188272543,212,33.7,5188272537,56,Center,5188272539,140,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180643,27,1,1,2,28,8cfkisxf1fkxdqtt6tx1tup48,1,15.8,57.9,2024-09-01T11:04:03.138Z,2024-09-01T11:04:06Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5188273041,141,86.3,5188273045,213,1.02,5188273043,212,22.7,5188273039,140,27.1,5188273037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180655,28,1,1,2,31,8cfkisxf1fkxdqtt6tx1tup48,0,27.1,86.3,2024-09-01T11:04:06.138Z,2024-09-01T11:04:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5188273125,56,Center,5188273131,212,50.8,5188273135,1,,5188273127,140,75.0,5188273129,141,75.7,5188273133,213,6.14,5188273123,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180673,30,1,1,2,34,6wwwud48qahpwrfxs20334qk5,1,36.8,30.0,2024-09-01T11:04:08.704Z,2024-09-01T11:04:11Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5188273237,213,6.12,5188273227,3,,5188273235,212,11.4,5188273233,141,27.3,5188273229,56,Back,5188273231,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716180695,32,1,1,2,37,6wwwud48qahpwrfxs20334qk5,1,47.8,28.8,2024-09-01T11:04:12.128Z,2024-09-01T14:30:47Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5188273337,141,63.6,5188273333,140,58.6,5188273339,212,26.2,5188273341,213,1.12,5188273331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
