id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2746814265,6,5,1,0,23,f1h34qp5zbfl489q8vnkhiq9s,1,54.8,101.6,2024-11-10T13:02:15.261Z,2024-11-10T21:19:22Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5355736161,347,,5355736159,56,Left,5355736271,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814209,6,5,1,0,23,bd4qakf7j0wwie8wke9km7uj8,0,45.2,-1.6,2024-11-10T13:02:15.261Z,2024-11-10T13:02:26Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5355736293,233,6,5355735869,56,Back,5355735871,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814513,7,1,1,0,41,f1h34qp5zbfl489q8vnkhiq9s,0,59.9,100.0,2024-11-10T13:02:33.479Z,2024-11-10T13:02:35Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355737469,213,5.85,5355737459,107,,5355737463,140,76.5,5355737467,212,19.2,5355737461,56,Left,5355737465,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814541,7,1,1,0,43,bd4qakf7j0wwie8wke9km7uj8,0,22.4,11.3,2024-11-10T13:02:35.098Z,2024-11-10T21:04:21Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5355737549,56,Back,5355737563,213,6.25,5355737553,140,32.9,5355737555,141,10.7,5355737547,3,,5355737559,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814581,8,1,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,0,60.5,87.1,2024-11-10T13:02:37.261Z,2024-11-10T13:02:38Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5355737815,1,,5355737807,140,85.7,5355737803,157,,5355737811,212,29.8,5355737805,56,Center,5355737809,141,66.9,5355737813,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814637,8,1,1,0,48,bd4qakf7j0wwie8wke9km7uj8,0,16.0,28.6,2024-11-10T13:02:39.778Z,2024-11-10T13:02:41Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5355738081,3,,5355738085,140,22.7,5355738091,213,5.42,5355738089,212,10.8,5355738083,56,Back,5355738087,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814651,9,1,1,0,50,f1h34qp5zbfl489q8vnkhiq9s,0,69.8,83.3,2024-11-10T13:02:41.662Z,2024-11-10T13:02:42Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5355738139,141,76.9,5355738135,56,Center,5355738137,140,76.5,5355738133,3,,5355738141,212,8.3,5355738143,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814683,9,1,1,0,50,bd4qakf7j0wwie8wke9km7uj8,1,20.1,17.4,2024-11-10T13:02:42.218Z,2024-11-10T13:02:44Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5355738291,3,,5355738295,140,25.0,5355738299,212,7.6,5355738301,213,5.46,5355738293,56,Back,5355738297,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814753,11,1,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,25.0,8.9,2024-11-10T13:02:46.938Z,2024-11-10T13:02:48Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5355738627,56,Back,5355738635,213,0.23,5355738633,212,16.2,5355738629,140,40.0,5355738625,155,,5355738631,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814767,12,50,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,40.2,18.6,2024-11-10T13:02:47.100Z,2024-11-10T13:02:58Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5355738811,233,10,5355738693,286,,5355738691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814773,10,7,1,0,55,f1h34qp5zbfl489q8vnkhiq9s,1,59.8,81.4,2024-11-10T13:02:47.101Z,2024-11-10T13:02:55Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5355738729,56,Left,5355738787,233,12,5355738731,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814899,12,1,1,0,57,f1h34qp5zbfl489q8vnkhiq9s,1,45.3,81.5,2024-11-10T13:02:49.573Z,2024-11-10T13:02:56Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5355739401,56,Back,5355739403,140,36.9,5355739407,212,13.7,5355739405,141,66.1,5355739409,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814913,13,1,1,1,1,f1h34qp5zbfl489q8vnkhiq9s,1,34.1,66.3,2024-11-10T13:02:53.469Z,2024-11-10T20:23:26Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5355739461,141,73.0,5355739457,56,Back,5355739463,212,4.6,5355739465,213,1.39,5355739459,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746814945,14,1,1,1,4,f1h34qp5zbfl489q8vnkhiq9s,1,36.1,76.6,2024-11-10T13:02:56.230Z,2024-11-10T13:02:58Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5355739603,56,Back,5355739607,141,89.4,5355739609,212,10.3,5355739605,140,41.4,5355739611,213,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815067,15,1,1,1,6,f1h34qp5zbfl489q8vnkhiq9s,1,41.3,87.7,2024-11-10T13:02:57.765Z,2024-11-10T13:03:06Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355740241,141,75.3,5355740233,56,Back,5355740237,140,29.3,5355740243,212,15.2,5355740245,213,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815087,16,1,1,1,13,f1h34qp5zbfl489q8vnkhiq9s,1,33.0,72.3,2024-11-10T13:03:05.262Z,2024-11-10T13:03:07Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5355740351,213,4.53,5355740345,140,30.0,5355740349,212,17.2,5355740347,141,47.5,5355740343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815139,17,1,1,1,16,f1h34qp5zbfl489q8vnkhiq9s,1,30.0,47.5,2024-11-10T13:03:07.694Z,2024-11-10T13:03:11Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5355740607,213,5.31,5355740603,141,19.8,5355740599,56,Back,5355740605,212,22.8,5355740601,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815149,18,1,1,1,19,f1h34qp5zbfl489q8vnkhiq9s,0,42.2,19.8,2024-11-10T13:03:10.822Z,2024-11-10T20:23:28Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5355740661,212,4.0,5355740655,56,Back,5355740659,141,25.5,5355740663,213,1.28,5355740657,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815171,13,8,1,1,20,bd4qakf7j0wwie8wke9km7uj8,1,56.2,80.3,2024-11-10T13:03:12.522Z,2024-11-10T13:03:12Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5355740751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815217,15,1,1,1,22,bd4qakf7j0wwie8wke9km7uj8,0,56.4,86.0,2024-11-10T13:03:13.754Z,2024-11-10T13:03:14Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5355740949,141,81.1,5355740953,213,6.00,5355740947,140,67.2,5355740945,56,Left,5355740951,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815241,19,1,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,0,35.9,31.0,2024-11-10T13:03:15.438Z,2024-11-10T13:03:16Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5355741091,141,45.8,5355741097,1,,5355741093,212,21.9,5355741081,157,,5355741095,213,0.48,5355741089,140,54.4,5355741085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815347,16,1,1,1,27,bd4qakf7j0wwie8wke9km7uj8,1,54.0,60.0,2024-11-10T13:03:19.466Z,2024-11-10T13:03:22Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5355741695,56,Center,5355741699,141,65.4,5355741703,213,0.51,5355741697,140,60.3,5355741701,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815355,17,1,1,1,30,bd4qakf7j0wwie8wke9km7uj8,1,62.6,57.9,2024-11-10T13:03:22.330Z,2024-11-10T21:04:24Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5355741755,141,15.3,5355741761,1,,5355741751,56,Right,5355741757,212,36.3,5355741753,140,83.4,5355741759,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815439,18,1,1,1,36,bd4qakf7j0wwie8wke9km7uj8,0,84.8,12.3,2024-11-10T13:03:27.826Z,2024-11-10T13:03:29Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5355742297,286,,5355742293,233,20,5355742291,236,,5355742227,140,85.4,5355742231,212,3.9,5355742225,56,Right,5355742219,2,,5355742229,141,17.9,5355742233,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815445,20,12,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,1,15.4,83.3,2024-11-10T13:03:27.926Z,2024-11-10T13:03:29Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355742321,233,18,5355742261,185,,5355742263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815531,19,3,1,1,41,bd4qakf7j0wwie8wke9km7uj8,0,69.6,47.3,2024-11-10T13:03:32.650Z,2024-11-10T21:04:18Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5355743155,233,21,5355742759,286,,5355742757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815579,21,7,1,1,41,f1h34qp5zbfl489q8vnkhiq9s,1,30.4,52.7,2024-11-10T13:03:32.651Z,2024-11-10T19:57:41Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5355743011,56,Back,5355743013,285,,5355743107,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815647,23,1,1,1,45,f1h34qp5zbfl489q8vnkhiq9s,1,36.9,68.4,2024-11-10T13:03:36.807Z,2024-11-10T21:04:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5355743381,141,81.1,5355743387,213,0.37,5355743379,140,57.8,5355743383,212,23.6,5355743377,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815677,24,1,1,1,49,f1h34qp5zbfl489q8vnkhiq9s,1,66.6,78.1,2024-11-10T13:03:41.111Z,2024-11-10T20:23:32Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,1.0,,5355743541,56,Center,5355743545,141,50.3,5355743549,213,5.62,5356005201,210,15,5355743547,212,30.8,5355743543,140,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815685,25,15,1,1,50,f1h34qp5zbfl489q8vnkhiq9s,1,90.5,39.3,2024-11-10T13:03:41.870Z,2024-11-10T15:40:15Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5356005213,29,,5356005221,103,7.0,5355798955,20,,5355799029,233,20,5356005223,215,,5355743585,56,Center,5356005209,23,,5355743583,17,,5356005227,147,46.6,5356005219,102,48.4,5356793583,78,5356005225,146,98.9,5356005215,55,24,,,,,,,,,,,,,,,
2746815669,20,10,1,1,50,bd4qakf7j0wwie8wke9km7uj8,1,1.4,53.4,2024-11-10T13:03:41.970Z,2024-11-10T13:14:23Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5355751209,179,,5355799057,233,25,5355743511,56,Back,5355743505,173,,5355751211,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815741,21,43,1,1,55,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-10T13:03:47.267Z,2024-11-10T13:05:24Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5355751407,144,3,5355743859,56,Back,5355743963,233,26,5355743861,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815761,26,43,1,1,55,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-11-10T13:03:47.267Z,2024-11-10T13:05:34Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5355743957,56,Center,5355752351,144,45,5355743959,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815795,23,1,1,1,59,bd4qakf7j0wwie8wke9km7uj8,0,6.0,89.4,2024-11-10T13:03:51.178Z,2024-11-10T13:09:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5355772471,157,,5355744149,1,,5355744135,56,Center,5355744141,212,54.4,5355744139,141,52.2,5355744145,213,5.80,5355744137,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815819,27,1,1,2,0,f1h34qp5zbfl489q8vnkhiq9s,1,44.7,54.3,2024-11-10T13:03:52.063Z,2024-11-10T13:03:53Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5355744299,212,7.7,5355744297,141,56.6,5355744293,56,Center,5355744301,213,0.20,5355744291,3,,5355744295,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815873,29,1,1,2,2,f1h34qp5zbfl489q8vnkhiq9s,1,51.9,56.6,2024-11-10T13:03:53.822Z,2024-11-10T13:03:57Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5355744599,213,2.06,5355744593,140,45.4,5355744597,212,14.4,5355744591,56,Back,5355744595,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815889,30,1,1,2,5,f1h34qp5zbfl489q8vnkhiq9s,0,55.4,83.0,2024-11-10T13:03:57.414Z,2024-11-10T13:03:58Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355744669,212,23.0,5355744671,213,0.18,5355744667,141,89.0,5355744663,56,Left,5355744665,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815923,24,8,1,2,9,bd4qakf7j0wwie8wke9km7uj8,1,20.4,12.3,2024-11-10T13:04:01.067Z,2024-11-10T13:04:01Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5355744845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815959,26,1,1,2,10,bd4qakf7j0wwie8wke9km7uj8,1,21.3,9.8,2024-11-10T13:04:01.723Z,2024-11-10T13:04:02Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5355745013,141,13.8,5355745017,212,6.3,5355745009,140,26.7,5355745005,56,Back,5355745019,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815997,27,1,1,2,10,bd4qakf7j0wwie8wke9km7uj8,0,26.7,13.8,2024-11-10T13:04:02.410Z,2024-11-10T13:10:13Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5355745187,141,0.0,5355745183,56,Back,5355745191,213,5.08,5355745189,212,11.3,5355745185,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815999,28,5,1,2,10,bd4qakf7j0wwie8wke9km7uj8,0,31.4,-1.6,2024-11-10T13:04:02.526Z,2024-11-10T21:19:24Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5355745267,233,31,5355745193,56,Back,5355745195,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746815995,31,5,1,2,10,f1h34qp5zbfl489q8vnkhiq9s,1,68.6,101.6,2024-11-10T13:04:02.526Z,2024-11-10T21:19:23Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355745177,347,,5355745215,233,28,5355745175,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816145,32,1,1,2,23,f1h34qp5zbfl489q8vnkhiq9s,1,65.1,100.0,2024-11-10T13:04:15.055Z,2024-11-10T13:04:16Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355746027,140,65.0,5355746023,107,,5355746031,212,7.3,5355746025,56,Left,5355746029,141,90.8,5355746033,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816163,33,1,1,2,24,f1h34qp5zbfl489q8vnkhiq9s,1,65.0,90.8,2024-11-10T13:04:15.815Z,2024-11-10T13:04:16Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5355746123,56,Left,5355746127,141,94.7,5355746129,212,2.9,5355746131,213,1.13,5355746125,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816275,34,1,1,2,25,f1h34qp5zbfl489q8vnkhiq9s,1,66.2,94.7,2024-11-10T13:04:16.751Z,2024-11-10T13:04:24Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5355746747,56,Back,5355746755,213,3.48,5355746753,212,28.0,5355746749,140,41.0,5355746751,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816311,35,1,1,2,32,f1h34qp5zbfl489q8vnkhiq9s,1,40.0,71.8,2024-11-10T13:04:24.494Z,2024-11-10T13:04:27Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5355746965,212,20.3,5355746961,140,58.4,5355746963,141,81.1,5355746967,213,0.32,5355746959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816337,36,1,1,2,34,f1h34qp5zbfl489q8vnkhiq9s,0,62.3,82.6,2024-11-10T13:04:26.407Z,2024-11-10T21:04:13Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5355747093,213,1.79,5355747085,56,Left,5355747091,212,13.3,5355747089,141,100.0,5355747087,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746816395,29,5,1,2,36,bd4qakf7j0wwie8wke9km7uj8,1,39.0,-1.6,2024-11-10T13:04:27.811Z,2024-11-10T21:19:24Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5355747323,347,,5355747361,233,37,5355747321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
