id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2804428171,7,3,1,0,9,b2vft81kyjurzbmekvgrqwr64,0,58.2,11.8,2025-04-21T13:00:00.935Z,2025-04-21T13:00:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670077691,233,6,5670077603,286,,5670077601,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428179,6,7,1,0,9,8cfkisxf1fkxdqtt6tx1tup48,1,41.8,88.2,2025-04-21T13:00:00.936Z,2025-04-21T13:00:08Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670077637,56,Back,5670077639,285,,5670077671,233,7,5670077635,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428161,5,43,1,0,9,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-21T13:00:00.982Z,2025-04-21T13:00:09Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670077527,285,0,5670077807,144,45,5670077525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428199,7,5,1,0,14,8cfkisxf1fkxdqtt6tx1tup48,0,38.8,101.4,2025-04-21T13:00:05.395Z,2025-04-21T15:19:45Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670077781,347,,5670077821,233,8,5670077779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428203,8,5,1,0,14,b2vft81kyjurzbmekvgrqwr64,1,61.2,-1.4,2025-04-21T13:00:05.395Z,2025-04-21T13:00:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670077795,347,,5670077815,233,7,5670077793,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428249,9,1,1,0,24,b2vft81kyjurzbmekvgrqwr64,1,75.4,0.0,2025-04-21T13:00:15.939Z,2025-04-21T13:00:18Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5670078089,213,2.86,5670078085,141,6.5,5670078087,212,20.5,5670078081,56,Right,5670078083,140,56.7,5670078079,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428259,10,1,1,0,27,b2vft81kyjurzbmekvgrqwr64,1,56.8,6.2,2025-04-21T13:00:18.265Z,2025-04-21T13:00:20Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670078143,212,25.7,5670078141,141,30.3,5670078139,140,38.0,5670078145,213,2.45,5670078137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428269,11,1,1,0,29,b2vft81kyjurzbmekvgrqwr64,1,38.0,30.3,2025-04-21T13:00:20.593Z,2025-04-21T13:00:23Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5670078213,141,59.3,5670078217,213,1.67,5670078211,140,36.2,5670078215,212,19.8,5670078209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428285,12,1,1,0,32,b2vft81kyjurzbmekvgrqwr64,1,35.6,60.0,2025-04-21T13:00:23.298Z,2025-04-21T13:00:26Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5670078301,212,16.5,5670078297,140,40.4,5670078299,141,36.9,5670078303,213,5.02,5670078295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428291,13,1,1,0,34,b2vft81kyjurzbmekvgrqwr64,1,40.6,36.9,2025-04-21T13:00:26.090Z,2025-04-21T14:00:29Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5670078353,56,Back,5670078361,213,2.92,5670078357,141,46.1,5670078359,212,29.0,5670078355,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428305,14,1,1,0,38,b2vft81kyjurzbmekvgrqwr64,0,13.6,46.1,2025-04-21T13:00:29.834Z,2025-04-21T13:00:31Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5670078471,1,,5670078465,141,41.8,5670078469,213,6.23,5670078459,157,,5670078461,56,Center,5670078467,212,50.6,5670078463,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428309,8,1,1,0,41,8cfkisxf1fkxdqtt6tx1tup48,0,27.6,62.1,2025-04-21T13:00:33.086Z,2025-04-21T13:00:33Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670078493,3,,5670078497,140,32.9,5670078499,141,72.4,5670078495,56,Back,5670078503,213,0.90,5670078501,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428349,15,1,1,0,45,b2vft81kyjurzbmekvgrqwr64,1,61.3,40.4,2025-04-21T13:00:36.802Z,2025-04-21T13:00:42Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5670078755,213,2.84,5670078747,56,Back,5670078749,140,44.8,5670078753,212,18.1,5670078751,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428325,9,83,1,0,47,8cfkisxf1fkxdqtt6tx1tup48,0,50.4,55.1,2025-04-21T13:00:38.677Z,2025-04-21T13:00:46Z,d2ukggo2v5jsw4pctznmaijo4,A. Gøthler,,,5670078885,399,e0rgqk3gxzs005m9ok9hvp1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428351,16,1,1,0,51,b2vft81kyjurzbmekvgrqwr64,1,42.0,60.3,2025-04-21T13:00:42.240Z,2025-04-21T14:01:01Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5670224627,141,69.5,5670224629,212,16.7,5670078759,56,Back,5670224631,213,2.76,5670224625,140,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428371,17,1,1,0,54,b2vft81kyjurzbmekvgrqwr64,0,32.8,61.7,2025-04-21T13:00:45.362Z,2025-04-21T13:00:47Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5670078869,56,Center,5670078871,140,70.9,5670078877,213,5.80,5670078873,141,30.7,5670078867,157,,5670078875,212,45.2,5670078879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428391,10,12,1,0,56,8cfkisxf1fkxdqtt6tx1tup48,1,26.2,62.0,2025-04-21T13:00:47.863Z,2025-04-21T13:00:51Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5670078997,15,,5670078975,141,73.6,5670078977,212,14.8,5670078979,213,0.56,5670078971,56,Back,5670078973,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428415,11,1,1,1,0,8cfkisxf1fkxdqtt6tx1tup48,0,36.2,84.5,2025-04-21T13:00:51.678Z,2025-04-21T13:00:54Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670079141,140,81.1,5670079143,141,100.0,5670079139,56,Left,5670079149,213,0.24,5670079151,1,,5670079137,157,,5670079145,212,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428419,12,5,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,0,79.9,101.4,2025-04-21T13:00:53.821Z,2025-04-21T15:19:46Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670079577,233,18,5670079171,347,,5670079169,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428481,18,5,1,1,2,b2vft81kyjurzbmekvgrqwr64,1,20.1,-1.4,2025-04-21T13:00:53.821Z,2025-04-21T15:19:45Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5670079549,56,Back,5670079551,347,,5670079557,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428509,19,1,1,1,16,b2vft81kyjurzbmekvgrqwr64,1,22.2,0.0,2025-04-21T13:01:07.242Z,2025-04-21T13:01:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670079683,107,,5670079687,140,10.0,5670079689,141,11.0,5670079685,56,Back,5670079691,212,15.3,5670079693,213,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428513,20,1,1,1,18,b2vft81kyjurzbmekvgrqwr64,0,10.0,11.0,2025-04-21T13:01:10.098Z,2025-04-21T13:01:14Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5670079733,141,24.1,5670079729,56,Back,5670079737,213,0.28,5670079731,140,39.1,5670079735,212,31.8,5670079727,157,,5670079739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428519,13,44,1,1,21,8cfkisxf1fkxdqtt6tx1tup48,1,63.5,76.7,2025-04-21T13:01:13.104Z,2025-04-21T15:19:19Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670079779,286,,5670079777,56,Center,5670079823,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428515,21,44,1,1,21,b2vft81kyjurzbmekvgrqwr64,0,36.5,23.3,2025-04-21T13:01:13.105Z,2025-04-21T15:19:20Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5670079743,56,Back,5670079847,233,13,5670079745,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428523,14,61,1,1,22,8cfkisxf1fkxdqtt6tx1tup48,1,68.0,78.1,2025-04-21T13:01:14.085Z,2025-04-21T13:01:14Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670079795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428547,15,1,1,1,24,8cfkisxf1fkxdqtt6tx1tup48,1,40.7,77.9,2025-04-21T13:01:16.013Z,2025-04-21T13:01:17Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5670079915,141,86.0,5670079919,213,0.88,5670079909,3,,5670079917,212,7.1,5670079911,56,Back,5670079913,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428551,16,1,1,1,26,8cfkisxf1fkxdqtt6tx1tup48,0,45.0,86.0,2025-04-21T13:01:17.629Z,2025-04-21T13:02:47Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5670079949,1,,5670079937,157,,5670079945,212,30.1,5670079947,213,6.15,5670079941,140,73.4,5670079943,141,80.0,5670079939,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428571,22,1,1,1,27,b2vft81kyjurzbmekvgrqwr64,1,32.1,12.0,2025-04-21T13:01:18.841Z,2025-04-21T13:01:22Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670080103,3,,5670080111,212,18.0,5670080113,213,1.44,5670080107,140,34.3,5670080109,141,38.2,5670080105,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428573,23,1,1,1,31,b2vft81kyjurzbmekvgrqwr64,0,34.3,38.2,2025-04-21T13:01:22.258Z,2025-04-21T13:01:22Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5670080131,1,,5670080129,213,0.49,5670080125,141,53.0,5670080119,157,,5670080123,140,52.2,5670080121,56,Center,5670080127,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428579,17,1,1,1,31,8cfkisxf1fkxdqtt6tx1tup48,0,54.4,50.3,2025-04-21T13:01:22.943Z,2025-04-21T13:01:23Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5670080175,56,Center,5670080183,213,0.74,5670080179,141,64.0,5670080177,140,64.2,5670080173,3,,5670080181,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428591,24,1,1,1,33,b2vft81kyjurzbmekvgrqwr64,0,33.8,29.7,2025-04-21T13:01:24.682Z,2025-04-21T13:03:38Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5670080217,212,13.9,5670080211,56,Back,5670080213,140,42.3,5670080215,141,45.4,5670080219,213,0.87,5670080209,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428583,18,44,1,1,34,8cfkisxf1fkxdqtt6tx1tup48,1,56.8,51.2,2025-04-21T13:01:25.910Z,2025-04-21T15:19:20Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5670080191,286,,5670080257,233,25,5670080189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428593,25,44,1,1,34,b2vft81kyjurzbmekvgrqwr64,0,43.2,48.8,2025-04-21T13:01:25.911Z,2025-04-21T15:19:20Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5670080261,233,18,5670080223,56,Back,5670080225,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428589,19,1,1,1,35,8cfkisxf1fkxdqtt6tx1tup48,0,55.4,45.2,2025-04-21T13:01:26.294Z,2025-04-21T13:01:27Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5670080199,56,Center,5670080201,140,63.4,5670080207,213,5.97,5670080203,141,41.2,5670080205,212,8.8,5670080197,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428607,26,1,1,1,39,b2vft81kyjurzbmekvgrqwr64,0,30.2,43.6,2025-04-21T13:01:30.265Z,2025-04-21T13:06:24Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5670080299,140,40.7,5670080297,56,Back,5670080303,212,11.1,5670080301,141,45.8,5670080305,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428609,20,61,1,1,39,8cfkisxf1fkxdqtt6tx1tup48,1,61.7,36.3,2025-04-21T13:01:30.821Z,2025-04-21T13:01:31Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5670080315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804450711,456,1,1,1,40,8cfkisxf1fkxdqtt6tx1tup48,0,59.5,28.6,2025-04-21T13:01:31.193Z,2025-04-21T13:49:04Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670206523,212,3.5,5670206527,236,,5670206521,141,32.4,5670206517,56,Center,5670206529,233,27,5670206533,286,,5670206525,213,0.82,5670206519,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428625,27,74,1,1,40,b2vft81kyjurzbmekvgrqwr64,1,42.2,62.8,2025-04-21T13:01:31.194Z,2025-04-21T13:49:05Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5670091643,285,,5670091641,56,Back,5670206543,233,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428619,21,43,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-21T13:01:32.206Z,2025-04-21T13:49:25Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670207049,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428637,22,43,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-21T13:01:32.551Z,2025-04-21T13:49:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5670080457,56,Back,5670080465,213,3.54,5670207005,144,1,5670080463,212,14.7,5670080459,140,47.4,5670080461,141,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428643,23,1,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,0,47.4,26.7,2025-04-21T13:01:36.766Z,2025-04-21T13:01:37Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5670080483,56,Center,5670080487,141,31.8,5670080481,157,,5670080485,140,89.0,5670080491,213,0.08,5670080493,1,,5670080489,212,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428697,29,1,1,1,52,b2vft81kyjurzbmekvgrqwr64,1,10.6,59.4,2025-04-21T13:01:43.458Z,2025-04-21T13:01:46Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5670080817,56,Back,5670080821,141,27.0,5670080823,212,22.3,5670080819,140,13.8,5670080825,213,4.86,5670080815,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428707,30,1,1,1,55,b2vft81kyjurzbmekvgrqwr64,1,13.8,27.0,2025-04-21T13:01:46.761Z,2025-04-21T13:01:49Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5670080881,212,13.7,5670080883,213,1.94,5670080879,141,45.8,5670080877,140,9.1,5670080875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428733,31,1,1,1,58,b2vft81kyjurzbmekvgrqwr64,0,6.4,44.6,2025-04-21T13:01:49.650Z,2025-04-21T13:01:53Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5670080981,140,58.2,5670080987,213,5.92,5670080983,141,13.8,5670080979,56,Right,5670080985,212,58.3,5670080989,1,,5670080977,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428751,24,1,1,2,3,8cfkisxf1fkxdqtt6tx1tup48,1,42.1,82.6,2025-04-21T13:01:54.925Z,2025-04-21T13:01:56Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5670081089,140,60.7,5670081091,141,84.1,5670081093,212,19.6,5670081087,56,Left,5670081095,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428767,26,1,1,2,6,8cfkisxf1fkxdqtt6tx1tup48,0,60.1,91.7,2025-04-21T13:01:57.293Z,2025-04-21T13:01:58Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670081163,56,Left,5670081167,141,94.7,5670081187,236,,5670081193,286,,5670081169,212,6.8,5670081165,140,66.3,5670081189,233,32,5670081171,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428771,32,74,1,2,6,b2vft81kyjurzbmekvgrqwr64,1,38.5,3.7,2025-04-21T13:01:57.294Z,2025-04-21T15:18:40Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670081185,285,,5670081199,233,26,5670081183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428797,27,5,1,2,7,8cfkisxf1fkxdqtt6tx1tup48,1,60.2,102.0,2025-04-21T13:01:58.335Z,2025-04-21T15:19:46Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5670081307,56,Left,5670081309,347,,5670081323,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804428775,33,5,1,2,7,b2vft81kyjurzbmekvgrqwr64,0,39.8,-2.0,2025-04-21T13:01:58.335Z,2025-04-21T15:19:46Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5670081197,347,,5670081337,233,27,5670081195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
