id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2802144749,13,1,1,0,42,8cfkisxf1fkxdqtt6tx1tup48,1,46.5,94.1,2025-04-17T12:01:40.532Z,2025-04-17T12:01:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5657646643,213,4.68,5657646637,140,46.0,5657646635,56,Back,5657646639,141,73.0,5657646641,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144755,14,1,1,0,44,8cfkisxf1fkxdqtt6tx1tup48,0,45.3,70.0,2025-04-17T12:01:42.938Z,2025-04-17T12:01:46Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657646687,212,35.9,5657646679,155,,5657646683,140,79.5,5657646681,56,Center,5657646689,213,6.28,5657646691,1,,5657646685,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144759,15,12,1,0,48,bd4qakf7j0wwie8wke9km7uj8,1,23.3,35.1,2025-04-17T12:01:46.520Z,2025-04-17T12:01:48Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5657646701,141,26.5,5657646697,56,Back,5657646719,167,,5657646699,140,0.0,5657646707,15,,5657646703,212,26.3,5657646705,213,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144761,15,6,1,0,49,8cfkisxf1fkxdqtt6tx1tup48,1,93.0,72.1,2025-04-17T12:01:47.706Z,2025-04-17T13:11:45Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657646711,73,,5657646709,56,Center,5657646741,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144763,16,6,1,0,49,bd4qakf7j0wwie8wke9km7uj8,0,7.0,27.9,2025-04-17T12:01:47.706Z,2025-04-18T13:24:24Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5657646739,73,,5657646745,233,15,5657646737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144823,16,1,1,1,19,8cfkisxf1fkxdqtt6tx1tup48,0,99.5,99.5,2025-04-17T12:02:17.914Z,2025-04-18T13:24:27Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5657647085,155,,5657647095,212,29.1,5657647089,56,Center,5657647091,140,92.6,5657647081,2,,5657647083,6,,5658960725,20,,5657647097,213,4.46,5657647087,223,5657647093,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144827,17,12,1,1,23,bd4qakf7j0wwie8wke9km7uj8,1,6.4,41.5,2025-04-17T12:02:21.343Z,2025-04-18T13:24:58Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657647115,141,38.3,5657647153,167,,5657647113,140,0.0,5657647121,15,,5657647117,212,8.9,5657647119,213,3.39,5657647111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144829,17,6,1,1,24,8cfkisxf1fkxdqtt6tx1tup48,1,98.4,60.4,2025-04-17T12:02:22.138Z,2025-04-18T13:25:00Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5657647137,56,Center,5657647171,233,18,5657647139,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144833,18,6,1,1,24,bd4qakf7j0wwie8wke9km7uj8,0,1.6,39.6,2025-04-17T12:02:22.138Z,2025-04-18T13:25:10Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5657647175,233,17,5657647167,56,Back,5657647169,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144915,18,1,1,1,48,8cfkisxf1fkxdqtt6tx1tup48,1,99.5,99.5,2025-04-17T12:02:46.778Z,2025-04-18T13:25:06Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,1.0,,5657647627,155,,5657647633,140,90.8,5657647631,56,Center,5657663519,154,,5657647639,213,4.38,5658962133,20,,5657647625,6,,5657647637,212,28.2,5657663517,210,5657647623,2,,13,5657647629,223,5657647635,141,60.2,,,,,,,,,,,,,,,,,,,,,
2802144919,19,44,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,1,92.6,58.2,2025-04-17T12:02:49.798Z,2025-04-18T13:25:40Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657647649,286,,5657662279,233,19,5657647647,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144897,19,44,1,1,51,bd4qakf7j0wwie8wke9km7uj8,0,7.4,41.8,2025-04-17T12:02:49.799Z,2025-04-18T13:25:41Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5657647535,56,Back,5657662291,233,19,5657647537,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144921,20,13,1,1,52,8cfkisxf1fkxdqtt6tx1tup48,1,95.1,61.1,2025-04-17T12:02:50.914Z,2025-04-18T13:25:43Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5657663541,230,99.8,5657663525,25,,5657663543,231,52.3,5657663531,154,,5657868833,61,,5657663539,103,86.1,5657647655,56,Center,5657663533,55,18,5657868831,15,5658962881,74,,,5657663529,29,5657868837,328,,5657663537,102,51.3,,,,,,,,,,,,,,,,,,
2802144909,20,5,1,1,53,bd4qakf7j0wwie8wke9km7uj8,1,-0.9,60.7,2025-04-17T12:02:51.367Z,2025-04-18T13:25:45Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5657647593,346,,5657647591,56,Back,5657662431,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144935,21,5,1,1,53,8cfkisxf1fkxdqtt6tx1tup48,0,100.9,39.3,2025-04-17T12:02:51.367Z,2025-04-18T13:25:46Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5657647713,56,Center,5657647715,346,,5657662437,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144973,21,1,1,2,14,bd4qakf7j0wwie8wke9km7uj8,1,4.1,45.2,2025-04-17T12:03:12.358Z,2025-04-17T12:03:17Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657647941,1,,5657647935,141,34.9,5657647937,212,65.7,5657647933,140,66.3,5657647931,56,Center,5657647945,74,,5657647929,124,,5657647939,213,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144975,22,44,1,2,18,bd4qakf7j0wwie8wke9km7uj8,1,63.0,36.4,2025-04-17T12:03:16.369Z,2025-04-17T13:11:51Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657647947,56,Center,5657647949,286,,5657647951,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144969,22,44,1,2,18,8cfkisxf1fkxdqtt6tx1tup48,0,37.0,63.6,2025-04-17T12:03:16.370Z,2025-04-17T13:11:51Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5657647923,285,,5657647921,56,Back,5657647955,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802144979,23,1,1,2,19,bd4qakf7j0wwie8wke9km7uj8,1,66.2,34.6,2025-04-17T12:03:17.279Z,2025-04-17T12:03:19Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657647981,213,0.10,5657647977,141,36.0,5657647973,56,Center,5657647969,3,,5657647971,168,,5657647979,212,9.2,5657647975,140,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145001,24,1,1,2,20,bd4qakf7j0wwie8wke9km7uj8,1,72.3,35.1,2025-04-17T12:03:19.014Z,2025-04-17T12:03:23Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5657648075,141,8.3,5657648077,212,18.4,5657648073,140,74.5,5657648067,155,,5657648071,56,Right,5657648079,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145005,25,1,1,2,25,bd4qakf7j0wwie8wke9km7uj8,1,72.6,8.6,2025-04-17T12:03:23.792Z,2025-04-17T12:55:23Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5657648093,212,10.0,5657648087,56,Center,5657648095,213,1.84,5657648091,141,22.8,5657648089,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145035,26,1,1,2,30,bd4qakf7j0wwie8wke9km7uj8,1,67.0,23.0,2025-04-17T12:03:28.446Z,2025-04-17T12:03:33Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5657648275,141,58.5,5657648273,140,53.6,5657648277,212,27.9,5657648279,213,2.10,5657648271,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145043,27,1,1,2,34,bd4qakf7j0wwie8wke9km7uj8,1,53.4,46.0,2025-04-17T12:03:32.943Z,2025-04-18T13:30:17Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5657648311,213,4.00,5657648309,212,15.7,5657648307,141,28.6,5657648303,56,Back,5657648305,140,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145059,28,1,1,2,36,bd4qakf7j0wwie8wke9km7uj8,1,43.4,20.4,2025-04-17T12:03:34.607Z,2025-04-17T12:03:37Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5657648407,141,5.6,5657648403,56,Right,5657648411,213,5.59,5657648409,212,15.8,5657648405,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145069,29,1,1,2,39,bd4qakf7j0wwie8wke9km7uj8,1,55.0,5.6,2025-04-17T12:03:37.742Z,2025-04-17T12:56:20Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5657648453,56,Back,5657648457,141,11.7,5657648459,212,25.2,5657648455,140,31.3,5657648461,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145075,30,1,1,2,43,bd4qakf7j0wwie8wke9km7uj8,1,35.8,11.7,2025-04-17T12:03:41.599Z,2025-04-17T12:03:42Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5657648505,1,,5657648495,56,Back,5657648499,141,41.8,5657648501,212,33.5,5657648503,213,2.48,5657648497,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145091,31,1,1,2,44,bd4qakf7j0wwie8wke9km7uj8,1,10.6,41.8,2025-04-17T12:03:42.744Z,2025-04-17T12:03:49Z,c4esrbgbv6v715768v2cb676d,F. Schram,,,5657648591,140,46.4,5657648603,1,,5657648583,157,,5657648601,213,0.03,5657648597,212,37.6,5657648593,141,43.3,5657648587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145095,32,44,1,2,49,bd4qakf7j0wwie8wke9km7uj8,1,43.4,50.3,2025-04-17T12:03:47.679Z,2025-04-17T13:11:51Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657648607,56,Back,5657648611,233,23,5657648609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145085,23,44,1,2,49,8cfkisxf1fkxdqtt6tx1tup48,0,56.6,49.7,2025-04-17T12:03:47.680Z,2025-04-17T13:11:52Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5657648555,56,Center,5657648615,233,32,5657648557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802145097,33,1,1,2,49,bd4qakf7j0wwie8wke9km7uj8,0,46.4,43.3,2025-04-17T12:03:47.766Z,2025-04-18T13:30:49Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,,5657648625,141,66.3,5657648629,213,1.25,5657648621,56,Center,5657648619,3,,5657648623,140,51.3,5657648627,212,16.5,5658970083,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
