id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/14/value
2801939825,10,1,1,0,26,6wwwud48qahpwrfxs20334qk5,1,63.3,86.9,2025-04-16T16:31:42.231Z,2025-04-16T16:31:45Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656488887,213,4.32,5656488879,56,Center,5656488885,212,13.8,5656488881,140,58.3,5656488883,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939831,11,1,1,0,29,6wwwud48qahpwrfxs20334qk5,1,57.6,67.2,2025-04-16T16:31:45.367Z,2025-04-16T16:31:47Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656488919,141,60.3,5656488917,140,55.1,5656488915,56,Center,5656488923,213,4.20,5656488921,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939833,12,1,1,0,31,6wwwud48qahpwrfxs20334qk5,1,55.1,60.3,2025-04-16T16:31:47.280Z,2025-04-16T16:31:49Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656488931,56,Right,5656488935,141,7.9,5656488929,155,,5656488937,212,41.6,5656488933,140,75.5,5656488939,213,5.25,5656488941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939839,13,1,1,0,33,6wwwud48qahpwrfxs20334qk5,0,75.5,7.9,2025-04-16T16:31:49.336Z,2025-04-16T16:36:55Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,5656488971,213,3.13,5656488963,56,Right,5656488961,3,,5656488965,140,68.8,5656488967,141,8.0,5656488969,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939841,9,61,1,0,34,8gxd9ry2580pu1b1dd5ny9ymy,0,49.4,89.9,2025-04-16T16:31:50.629Z,2025-04-16T16:36:58Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656488975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939845,14,43,1,0,35,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-16T16:31:51.807Z,2025-04-16T16:37:24Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656488993,140,39.2,5656488999,213,2.77,5656492255,144,1,5656488995,141,24.1,5656488991,56,Back,5656488997,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939847,15,1,1,0,39,6wwwud48qahpwrfxs20334qk5,0,39.2,24.1,2025-04-16T16:31:55.423Z,2025-04-16T16:31:58Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656489017,1,,5656489005,155,,5656489015,213,0.20,5656489013,212,46.0,5656489007,56,Center,5656489011,141,37.7,5656489009,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939851,10,59,1,0,44,8gxd9ry2580pu1b1dd5ny9ymy,1,20.5,62.7,2025-04-16T16:32:00.318Z,2025-04-16T16:32:01Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656489033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939855,11,12,1,0,44,8gxd9ry2580pu1b1dd5ny9ymy,1,20.5,62.7,2025-04-16T16:32:00.909Z,2025-04-16T16:32:02Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656489049,56,Back,5656489057,213,1.15,5656489051,140,31.3,5656489055,212,28.0,5656489069,167,,5656489059,15,,5656489053,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939857,12,5,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,0,30.8,100.8,2025-04-16T16:32:01.320Z,2025-04-16T18:29:29Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5656489065,56,Back,5656489119,233,16,5656489067,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939865,16,5,1,0,45,6wwwud48qahpwrfxs20334qk5,1,69.2,-0.8,2025-04-16T16:32:01.320Z,2025-04-16T18:29:29Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656489113,347,,5656489111,56,Right,5656489115,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939871,17,1,1,0,50,6wwwud48qahpwrfxs20334qk5,1,70.6,0.0,2025-04-16T16:32:06.063Z,2025-04-16T16:32:08Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656489165,56,Right,5656489171,212,12.7,5656489167,140,63.8,5656489163,107,,5656489173,213,2.17,5656489169,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939873,18,1,1,0,52,6wwwud48qahpwrfxs20334qk5,0,66.2,18.8,2025-04-16T16:32:08.791Z,2025-04-16T16:32:10Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,5656489179,56,Center,5656489187,213,0.45,5656489185,212,20.0,5656489183,141,31.6,5656489181,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939877,14,1,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,31.2,65.8,2025-04-16T16:32:11.230Z,2025-04-16T16:32:22Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656489199,140,10.6,5656489201,141,82.4,5656489205,213,2.66,5656489197,56,Back,5656489203,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939881,15,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,0,8.7,84.4,2025-04-16T16:32:13.686Z,2025-04-16T16:32:16Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656489229,140,11.6,5656489255,236,,5656489257,233,19,5656489231,141,86.6,5656489235,213,0.46,5656489227,56,Back,5656489233,212,3.4,5656489261,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939885,19,74,1,0,57,6wwwud48qahpwrfxs20334qk5,1,85.2,5.3,2025-04-16T16:32:13.687Z,2025-04-16T18:32:50Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656489253,285,,5656489251,56,Right,5656489267,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939893,16,5,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,1,15.5,101.0,2025-04-16T16:32:15.933Z,2025-04-16T16:39:04Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656489293,347,,5656489291,56,Back,5656489309,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939887,20,5,1,1,0,6wwwud48qahpwrfxs20334qk5,0,84.5,-1.0,2025-04-16T16:32:15.933Z,2025-04-16T18:29:30Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,5656489317,233,16,5656489263,56,Right,5656489265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939909,17,1,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,0,17.2,100.0,2025-04-16T16:32:32.336Z,2025-04-16T16:32:35Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,5656489409,1,,5656489407,213,5.74,5656489405,212,28.3,5656489403,141,79.7,5656489399,56,Back,5656489401,140,40.2,5656489397,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939915,22,1,1,1,20,6wwwud48qahpwrfxs20334qk5,1,54.5,18.9,2025-04-16T16:32:36.463Z,2025-04-16T16:32:40Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656489427,140,39.6,5656489425,56,Back,5656489433,213,2.48,5656489429,141,37.0,5656489431,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939919,23,1,1,1,24,6wwwud48qahpwrfxs20334qk5,1,43.4,41.6,2025-04-16T16:32:40.687Z,2025-04-16T16:32:46Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656489447,141,78.7,5656489445,140,45.8,5656489449,212,25.4,5656489451,213,1.47,5656489443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939921,24,1,1,1,29,6wwwud48qahpwrfxs20334qk5,1,44.0,83.5,2025-04-16T16:32:45.111Z,2025-04-16T16:32:49Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656489471,212,15.0,5656489473,213,3.99,5656489465,56,Back,5656489467,140,34.5,5656489469,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939923,25,1,1,1,33,6wwwud48qahpwrfxs20334qk5,0,42.0,69.1,2025-04-16T16:32:49.135Z,2025-04-16T16:32:49Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656489479,140,70.4,5656489477,56,Center,5656489481,141,68.1,5656489483,212,29.8,5656489485,213,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939925,18,1,1,1,34,8gxd9ry2580pu1b1dd5ny9ymy,1,12.5,11.6,2025-04-16T16:32:50.502Z,2025-04-16T16:32:52Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5656489491,56,Back,5656489493,140,18.5,5656489495,141,14.4,5656489497,212,6.6,5656489499,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939927,19,61,1,1,36,8gxd9ry2580pu1b1dd5ny9ymy,1,18.5,14.4,2025-04-16T16:32:52.201Z,2025-04-16T16:32:53Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,5656489507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939931,20,3,1,1,38,8gxd9ry2580pu1b1dd5ny9ymy,1,27.2,21.9,2025-04-16T16:32:54.279Z,2025-04-17T14:32:41Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656489515,56,Back,5657833829,465,,5656489531,233,26,5656489517,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939929,26,45,1,1,38,6wwwud48qahpwrfxs20334qk5,0,72.8,78.1,2025-04-16T16:32:54.279Z,2025-04-16T18:28:49Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656489511,286,,5656489509,56,Center,5656489547,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940825,100,1,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,0,43.0,24.4,2025-04-16T16:32:55.249Z,2025-04-16T18:56:23Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656495091,212,10.4,5656495093,213,5.60,5656495085,56,Right,5656495089,141,14.8,5656495087,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939939,22,1,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,0,37.0,24.1,2025-04-16T16:32:56.526Z,2025-04-16T19:09:10Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5656489557,212,8.2,5656489559,213,6.04,5656489555,141,21.2,5656489553,140,44.6,5656489551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802176423,873,8,1,1,41,6wwwud48qahpwrfxs20334qk5,1,50.6,82.4,2025-04-16T16:32:57.088Z,2025-04-17T14:33:16Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5657834565,383,,5657834197,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939935,28,1,1,1,41,6wwwud48qahpwrfxs20334qk5,1,53.9,79.9,2025-04-16T16:32:57.140Z,2025-04-16T16:32:58Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656489539,141,68.7,5656489543,213,3.56,5656489541,212,18.7,5656489537,140,37.6,5656489535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939943,29,1,1,1,42,6wwwud48qahpwrfxs20334qk5,1,37.6,68.7,2025-04-16T16:32:58.072Z,2025-04-16T16:33:02Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656489565,141,54.3,5656489563,140,9.6,5656489561,56,Back,5656489567,212,31.0,5656489569,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939945,30,1,1,1,46,6wwwud48qahpwrfxs20334qk5,1,10.4,53.1,2025-04-16T16:33:02.192Z,2025-04-16T16:33:06Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656489579,141,35.2,5656489577,140,17.7,5656489575,56,Back,5656489581,212,14.4,5656489583,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939959,31,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,20.5,35.8,2025-04-16T16:33:05.912Z,2025-04-16T16:33:13Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656489657,212,14.5,5656489659,213,2.23,5656489655,141,52.7,5656489651,56,Back,5656489653,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939967,32,1,1,1,57,6wwwud48qahpwrfxs20334qk5,1,12.8,53.0,2025-04-16T16:33:12.935Z,2025-04-16T16:33:16Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656489695,56,Back,5656489697,140,12.1,5656489703,213,1.64,5656489701,212,11.0,5656489699,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939969,33,1,1,2,0,6wwwud48qahpwrfxs20334qk5,1,12.4,71.4,2025-04-16T16:33:15.959Z,2025-04-16T16:33:17Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656489715,213,5.83,5656489711,141,63.6,5656489713,212,12.1,5656489707,56,Back,5656489709,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939973,34,1,1,2,1,6wwwud48qahpwrfxs20334qk5,1,24.7,64.2,2025-04-16T16:33:17.495Z,2025-04-16T16:33:20Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,5656489725,141,94.4,5656489721,56,Back,5656489727,212,20.9,5656489723,140,21.1,5656489729,213,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939979,35,1,1,2,4,6wwwud48qahpwrfxs20334qk5,1,21.6,94.2,2025-04-16T16:33:20.431Z,2025-04-16T16:33:24Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656489769,141,89.4,5656489767,140,36.2,5656489765,56,Back,5656489771,212,15.7,5656489773,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939981,36,4,1,2,8,6wwwud48qahpwrfxs20334qk5,1,43.2,81.1,2025-04-16T16:33:24.280Z,2025-04-17T14:34:06Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,5656489779,56,Back,5656489777,13,,5656489797,233,23,5656489785,286,,5656489781,152,,5657835801,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939983,23,4,1,2,8,8gxd9ry2580pu1b1dd5ny9ymy,0,56.8,18.9,2025-04-16T16:33:24.281Z,2025-04-17T14:34:10Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5656489789,56,Right,5657835919,295,,5656489803,233,36,5656489791,152,,5656489795,285,,5656489787,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939989,37,1,1,2,17,6wwwud48qahpwrfxs20334qk5,1,36.3,92.0,2025-04-16T16:33:33.399Z,2025-04-16T16:33:35Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,5656489833,152,,5656489839,141,79.4,5656489841,212,12.3,5656489831,5,,5656489835,56,Back,5656489843,213,3.91,5656489837,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939991,38,1,1,2,19,6wwwud48qahpwrfxs20334qk5,1,27.3,76.0,2025-04-16T16:33:35.151Z,2025-04-16T16:33:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,5656489855,213,4.35,5656489851,141,46.9,5656489849,140,20.2,5656489853,212,21.1,5656489847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940001,39,1,1,2,20,6wwwud48qahpwrfxs20334qk5,1,20.2,46.9,2025-04-16T16:33:36.719Z,2025-04-16T16:33:41Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,5656489929,213,2.58,5656489923,140,9.2,5656489927,212,13.6,5656489921,56,Back,5656489925,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801940007,40,1,1,2,25,6wwwud48qahpwrfxs20334qk5,1,10.8,56.1,2025-04-16T16:33:41.512Z,2025-04-16T16:33:43Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,5656489959,140,44.4,5656489961,141,84.2,5656489965,213,0.50,5656489967,1,,5656489963,212,40.1,5656489957,56,Back,5656489955,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
