id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value
2795595679,25,1,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.1,53.3,2025-04-04T17:02:27.160Z,2025-04-04T17:02:30Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621662887,141,82.9,5621662885,140,53.9,5621662883,56,Left,5621662889,212,22.1,5621662891,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595689,26,1,1,1,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.6,83.9,2025-04-04T17:02:30.424Z,2025-04-04T17:02:31Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621662927,141,76.4,5621662925,140,64.4,5621662929,212,10.6,5621662931,213,5.78,5621662923,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595701,27,1,1,1,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.4,76.4,2025-04-04T17:02:31.408Z,2025-04-04T17:02:32Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5621663003,212,4.9,5621662995,140,59.9,5621662999,141,78.1,5621662993,56,Center,5621663005,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595725,28,1,1,1,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.9,78.1,2025-04-04T17:02:32.240Z,2025-04-04T17:02:34Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621663109,141,74.8,5621663105,56,Center,5621663113,213,6.12,5621663111,212,13.7,5621663107,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595733,29,4,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.3,71.6,2025-04-04T17:02:34.464Z,2025-04-04T19:05:15Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5621663159,152,,5621663155,13,,5621663163,286,,5621663161,265,,5621663233,233,9,5621663157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595735,9,4,1,1,24,b2vft81kyjurzbmekvgrqwr64,0,26.7,28.4,2025-04-04T17:02:34.465Z,2025-04-04T19:05:16Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5621663193,265,,5621663191,152,,5621663189,56,Back,5621663187,13,,5621663261,233,29,5621663195,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595893,30,1,1,1,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.9,68.2,2025-04-04T17:02:45.425Z,2025-04-04T17:02:46Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621663945,152,,5621663955,213,1.61,5621663949,140,55.7,5621663953,212,5.1,5621663951,141,75.7,5621663947,56,Center,5621663943,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595923,31,1,1,1,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.7,75.7,2025-04-04T17:02:46.504Z,2025-04-04T17:02:47Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5621664101,140,67.0,5621664113,213,0.45,5621664109,212,13.2,5621664105,141,84.2,5621664097,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595933,32,1,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.0,84.2,2025-04-04T17:02:47.584Z,2025-04-04T17:02:48Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5621664189,56,Center,5621664191,140,58.7,5621664193,141,73.8,5621664197,213,3.82,5621664195,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595975,33,1,1,1,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.7,73.8,2025-04-04T17:02:48.655Z,2025-04-04T17:02:50Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621664355,141,54.3,5621664357,212,14.1,5621664349,56,Center,5621664353,140,54.2,5621664359,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596041,34,1,1,1,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.2,54.3,2025-04-04T17:02:50.784Z,2025-04-04T17:02:54Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621664711,212,23.1,5621664713,213,5.13,5621664707,140,63.1,5621664709,141,23.3,5621664705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596075,35,1,1,1,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.3,27.7,2025-04-04T17:02:54.792Z,2025-04-04T17:02:57Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5621664871,213,2.94,5621664869,212,16.6,5621664863,56,Back,5621664865,140,47.8,5621664867,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596099,36,1,1,1,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.8,32.5,2025-04-04T17:02:57.176Z,2025-04-04T17:02:58Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621664959,140,70.8,5621664965,213,6.19,5621664961,141,29.2,5621664963,212,24.3,5621664957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596119,37,1,1,1,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.8,29.2,2025-04-04T17:02:58.776Z,2025-04-04T17:03:00Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5621665077,212,4.5,5621665073,140,67.3,5621665071,56,Center,5621665075,141,33.0,5621665079,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596165,38,1,1,1,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.0,31.0,2025-04-04T17:03:00.447Z,2025-04-04T17:03:03Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5621665283,56,Right,5621665289,212,20.4,5621665291,213,5.57,5621665287,141,11.3,5621665285,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596187,39,1,1,1,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.4,18.8,2025-04-04T17:03:03.087Z,2025-04-04T17:03:04Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5621665395,213,2.07,5621665387,141,31.0,5621665385,140,68.1,5621665383,56,Center,5621665389,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596311,40,1,1,1,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.4,31.5,2025-04-04T17:03:04.711Z,2025-04-04T17:03:12Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5621665945,141,37.6,5621665947,212,11.0,5621665949,213,2.75,5621665943,140,56.7,5621665941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596301,10,83,1,2,1,b2vft81kyjurzbmekvgrqwr64,0,27.4,84.2,2025-04-04T17:03:10.894Z,2025-04-04T17:03:14Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5621666159,399,5z7y55t2o577r8ki3i5855as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596343,41,1,1,2,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.5,27.4,2025-04-04T17:03:11.847Z,2025-04-04T17:03:13Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5621666093,141,38.8,5621666089,56,Center,5621666091,140,68.8,5621666095,212,8.1,5621666097,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596347,42,61,1,2,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,72.3,38.3,2025-04-04T17:03:13.736Z,2025-04-04T17:03:20Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5621666123,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596373,43,1,1,2,5,aqtkb4mgrz8c6iqfufj6qjbv9,0,88.2,10.6,2025-04-04T17:03:15.032Z,2025-04-04T17:03:16Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5621666273,140,90.9,5621666271,56,Center,5621666269,155,,5621666279,213,1.47,5621666267,2,,5621666275,141,51.6,5621666277,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596441,11,12,1,2,7,b2vft81kyjurzbmekvgrqwr64,1,12.7,38.3,2025-04-04T17:03:17.173Z,2025-04-04T17:03:20Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5621666675,213,5.98,5621666667,56,Back,5621666673,212,16.3,5621666671,141,31.2,5621666669,140,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596473,13,4,1,2,12,b2vft81kyjurzbmekvgrqwr64,1,31.6,25.0,2025-04-04T17:03:22.438Z,2025-04-04T19:05:16Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5621666907,285,,5621666989,233,44,5621666901,56,Back,5621666903,152,,5621666899,13,,5621666905,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596485,44,4,1,2,12,aqtkb4mgrz8c6iqfufj6qjbv9,0,68.4,75.0,2025-04-04T17:03:22.439Z,2025-04-04T19:05:16Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5621666927,13,,5621666935,286,,5621667011,233,13,5621666929,56,Center,5621666933,265,,5621666931,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596625,14,1,1,2,23,b2vft81kyjurzbmekvgrqwr64,1,28.8,28.5,2025-04-04T17:03:32.749Z,2025-04-04T17:03:40Z,e0rgqk3gxzs005m9ok9hvp1ck,T. Hansen,,,5621667735,5,,5621667747,213,1.96,5621667739,56,Back,5621667743,141,58.2,5621667741,140,20.9,5621667745,212,21.8,5621667737,152,,5621667995,189,,,,,,,,,,,,,,,,,,,,,,,,,
2795596637,15,1,1,2,26,b2vft81kyjurzbmekvgrqwr64,1,24.5,55.5,2025-04-04T17:03:36.125Z,2025-04-04T17:03:37Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5621667811,140,24.9,5621667813,141,29.5,5621667817,213,4.74,5621667809,56,Back,5621667815,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596667,16,1,1,2,27,b2vft81kyjurzbmekvgrqwr64,1,24.9,29.5,2025-04-04T17:03:37.181Z,2025-04-04T17:03:40Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5621667969,140,17.6,5621667971,141,49.1,5621667973,212,15.4,5621667967,56,Back,5621667975,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
