id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2730532573,7,1,1,0,19,6wwwud48qahpwrfxs20334qk5,0,60.4,86.0,2024-10-05T13:01:43.956Z,2024-10-05T13:50:49Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5266881645,213,4.85,5266881635,140,63.5,5266881649,1,,5266881639,141,51.6,5266881627,157,,5266881643,212,23.6,5266881631,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532567,5,44,1,0,23,a9vw7ikerpr4cuweeeka5aneg,1,36.6,51.3,2024-10-05T13:01:47.973Z,2024-10-05T14:02:55Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5266881593,56,Back,5266881729,233,8,5266881595,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532579,8,44,1,0,23,6wwwud48qahpwrfxs20334qk5,0,63.4,48.7,2024-10-05T13:01:47.974Z,2024-10-05T14:02:55Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5266881761,233,5,5266881669,286,,5266881667,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532623,6,1,1,0,23,a9vw7ikerpr4cuweeeka5aneg,1,34.1,56.6,2024-10-05T13:01:48.366Z,2024-10-05T13:01:51Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5266881827,212,13.8,5266881815,3,,5266881819,140,47.2,5266881823,141,55.4,5266881817,56,Back,5266881831,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532631,7,61,1,0,25,a9vw7ikerpr4cuweeeka5aneg,0,47.2,55.4,2024-10-05T13:01:50.190Z,2024-10-05T13:01:51Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5266881873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532649,9,1,1,0,26,6wwwud48qahpwrfxs20334qk5,1,56.7,32.7,2024-10-05T13:01:51.372Z,2024-10-05T13:51:10Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5266881969,140,40.2,5266881975,213,3.45,5266881973,212,18.2,5266881967,56,Back,5266881971,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532671,10,1,1,0,29,6wwwud48qahpwrfxs20334qk5,1,38.0,23.6,2024-10-05T13:01:53.820Z,2024-10-05T13:01:55Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5266882081,213,2.70,5266882075,140,14.8,5266882077,141,40.7,5266882073,56,Back,5266882079,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532693,11,1,1,0,30,6wwwud48qahpwrfxs20334qk5,1,14.8,40.7,2024-10-05T13:01:55.468Z,2024-10-05T13:01:57Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5266882195,56,Back,5266882207,212,8.8,5266882203,141,33.1,5266882209,213,5.66,5266882199,140,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532789,12,1,1,0,32,6wwwud48qahpwrfxs20334qk5,1,21.9,33.6,2024-10-05T13:01:57.508Z,2024-10-05T13:02:03Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5266882715,212,13.9,5266882709,56,Back,5266882717,213,2.19,5266882713,141,50.3,5266882711,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532823,13,1,1,0,38,6wwwud48qahpwrfxs20334qk5,1,14.0,55.2,2024-10-05T13:02:03.196Z,2024-10-05T13:02:04Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5266882941,140,21.4,5266882943,141,68.5,5266882947,213,0.86,5266882939,56,Back,5266882945,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532889,14,1,1,0,40,6wwwud48qahpwrfxs20334qk5,1,21.4,68.8,2024-10-05T13:02:04.660Z,2024-10-05T13:02:08Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5266883263,141,62.3,5266883267,213,5.77,5266883261,140,28.8,5266883259,56,Back,5266883265,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532929,15,1,1,0,43,6wwwud48qahpwrfxs20334qk5,1,28.9,62.4,2024-10-05T13:02:08.235Z,2024-10-05T13:02:10Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5266883479,212,8.1,5266883473,56,Back,5266883477,141,72.0,5266883481,213,2.20,5266883475,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532949,16,1,1,0,45,6wwwud48qahpwrfxs20334qk5,1,24.3,72.1,2024-10-05T13:02:09.771Z,2024-10-05T13:02:10Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5266883605,213,5.29,5266883589,140,28.4,5266883597,212,7.9,5266883587,56,Back,5266883593,141,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730532965,17,1,1,0,46,6wwwud48qahpwrfxs20334qk5,1,28.5,62.1,2024-10-05T13:02:10.708Z,2024-10-05T13:02:12Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5266883689,213,2.21,5266883683,212,7.4,5266883669,56,Back,5266883673,140,24.3,5266883677,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533053,18,1,1,0,47,6wwwud48qahpwrfxs20334qk5,1,24.2,70.8,2024-10-05T13:02:11.868Z,2024-10-05T13:02:16Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5266884173,212,18.9,5266884167,56,Back,5266884175,213,3.76,5266884169,140,9.6,5266884171,141,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533115,19,1,1,0,51,6wwwud48qahpwrfxs20334qk5,1,8.7,50.6,2024-10-05T13:02:16.077Z,2024-10-05T13:02:19Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5266884481,141,26.5,5266884477,56,Back,5266884483,212,16.4,5266884485,213,4.65,5266884479,140,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533155,20,1,1,0,54,6wwwud48qahpwrfxs20334qk5,0,9.7,18.6,2024-10-05T13:02:19.332Z,2024-10-05T13:02:21Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5266884729,212,45.1,5266884733,213,0.15,5266884713,157,,5266884735,1,,5266884725,141,28.3,5266884717,56,Center,5266884719,140,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533191,8,1,1,0,57,a9vw7ikerpr4cuweeeka5aneg,1,45.8,66.7,2024-10-05T13:02:22.421Z,2024-10-05T13:02:24Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5266884897,56,Center,5266884899,140,60.3,5266884907,212,15.6,5266884903,141,71.8,5266884909,213,0.22,5266884895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533211,9,1,1,0,59,a9vw7ikerpr4cuweeeka5aneg,1,60.3,71.8,2024-10-05T13:02:24.278Z,2024-10-05T13:02:26Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5266885045,141,73.5,5266885037,56,Center,5266885027,3,,5266885033,168,,5266885049,212,7.3,5266885051,213,0.16,5266885041,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533235,10,1,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,67.2,73.5,2024-10-05T13:02:25.013Z,2024-10-05T13:11:24Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5266885149,140,72.3,5266885151,141,76.6,5266885145,168,,5266885147,56,Center,5266885143,3,,5266885153,212,5.8,5266885155,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533243,11,44,1,1,1,a9vw7ikerpr4cuweeeka5aneg,1,72.5,72.6,2024-10-05T13:02:25.923Z,2024-10-05T14:02:56Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5266885189,56,Center,5266885209,233,21,5266885191,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533217,21,44,1,1,1,6wwwud48qahpwrfxs20334qk5,0,27.5,27.4,2024-10-05T13:02:25.924Z,2024-10-05T14:02:56Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5266885071,285,,5266885233,233,11,5266885069,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533271,12,1,1,1,1,a9vw7ikerpr4cuweeeka5aneg,0,72.5,76.6,2024-10-05T13:02:26.174Z,2024-10-05T15:08:56Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5266885341,213,5.68,5266885331,168,,5266885337,141,71.5,5266885333,56,Center,5266885339,212,6.1,5266885329,3,,5266885335,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533277,13,1,1,1,4,a9vw7ikerpr4cuweeeka5aneg,0,78.8,71.5,2024-10-05T13:02:28.917Z,2024-10-05T13:06:11Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5266885349,56,Center,5266885351,140,80.0,5266885353,141,56.9,5266885357,213,4.84,5266885355,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533313,22,1,1,1,5,6wwwud48qahpwrfxs20334qk5,0,19.6,44.8,2024-10-05T13:02:29.852Z,2024-10-05T13:02:32Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5266885611,213,0.97,5266885605,140,29.7,5266885613,1,,5266885603,56,Back,5266885607,141,67.5,5266885609,212,18.7,5266885601,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533371,14,1,1,1,8,a9vw7ikerpr4cuweeeka5aneg,1,72.5,14.1,2024-10-05T13:02:33.326Z,2024-10-05T13:02:37Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5266885971,212,10.5,5266885967,140,82.3,5266885973,213,6.09,5266885965,56,Right,5266885969,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533393,15,1,1,1,12,a9vw7ikerpr4cuweeeka5aneg,0,87.3,9.8,2024-10-05T13:02:36.669Z,2024-10-05T13:02:39Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5266886091,213,1.32,5266886081,155,,5266886087,141,63.7,5266886093,1,,5266886083,56,Center,5266886089,212,37.8,5266886085,140,96.2,5266886079,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533395,23,12,1,1,14,6wwwud48qahpwrfxs20334qk5,1,9.5,34.6,2024-10-05T13:02:38.612Z,2024-10-05T13:03:00Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5266886141,15,,5266886099,140,20.9,5266886103,212,12.1,5266886105,213,6.15,5266886097,56,Back,5266886101,141,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533441,24,43,1,1,17,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-10-05T13:02:42.212Z,2024-10-05T13:02:44Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5266886615,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533981,27,4,1,1,19,6wwwud48qahpwrfxs20334qk5,1,35.3,13.6,2024-10-05T13:02:43.685Z,2024-10-05T16:05:18Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5267282837,233,17,5266889181,56,Back,5266889183,152,,5266889187,286,,5266889179,13,,5268104411,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533901,17,4,1,1,19,a9vw7ikerpr4cuweeeka5aneg,0,64.7,86.4,2024-10-05T13:02:43.686Z,2024-10-05T15:02:35Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5266912939,294,,5266888745,56,Left,5266888747,152,,5267282961,233,27,5266888743,13,,5266888751,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533689,26,43,1,1,22,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-10-05T13:02:47.012Z,2024-10-05T13:03:08Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5266887725,141,30.0,5266887805,1,0,5266887723,140,71.6,5266887807,56,Center,5266887803,7,504593,5266888961,144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730533643,16,43,1,1,28,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-10-05T13:02:52.653Z,2024-10-05T13:03:07Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5266888913,144,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534025,28,1,1,1,47,6wwwud48qahpwrfxs20334qk5,1,36.6,21.8,2024-10-05T13:03:12.004Z,2024-10-05T13:03:13Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5266889381,56,Back,5266889407,213,2.59,5266889393,141,32.5,5266889389,140,25.3,5266889375,5,,5266889377,152,,5266889395,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534047,29,1,1,1,48,6wwwud48qahpwrfxs20334qk5,1,25.3,32.5,2024-10-05T13:03:13.020Z,2024-10-05T13:03:14Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5266889521,213,1.46,5266889519,212,19.2,5266889515,140,27.3,5266889513,56,Back,5266889517,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534245,30,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,27.1,61.4,2024-10-05T13:03:14.172Z,2024-10-05T13:03:24Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5266890533,212,21.6,5266890537,213,0.75,5266890523,56,Back,5266890529,141,83.0,5266890525,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534255,31,50,1,1,56,6wwwud48qahpwrfxs20334qk5,1,43.8,93.9,2024-10-05T13:03:21.228Z,2024-10-05T13:03:26Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5266890631,233,18,5266890583,56,Back,5266890585,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534213,18,7,1,1,56,a9vw7ikerpr4cuweeeka5aneg,1,56.2,6.1,2024-10-05T13:03:21.229Z,2024-10-05T13:12:29Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5266890345,56,Right,5266890347,285,,5266890343,167,,5266890717,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534225,19,5,1,1,57,a9vw7ikerpr4cuweeeka5aneg,0,51.0,-2.0,2024-10-05T13:03:22.269Z,2024-10-05T15:07:53Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5266890413,347,,5266891673,233,32,5266890411,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534429,32,5,1,1,57,6wwwud48qahpwrfxs20334qk5,1,49.0,102.0,2024-10-05T13:03:22.269Z,2024-10-05T15:07:52Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5266891569,347,,5266891601,233,19,5266891563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534459,33,1,1,2,9,6wwwud48qahpwrfxs20334qk5,1,52.8,100.0,2024-10-05T13:03:33.708Z,2024-10-05T13:51:21Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5266891765,213,4.55,5266891763,212,6.0,5266891757,56,Left,5266891755,107,,5266891761,141,93.3,5266891759,140,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534527,34,1,1,2,10,6wwwud48qahpwrfxs20334qk5,1,51.8,93.5,2024-10-05T13:03:35.052Z,2024-10-05T13:04:14Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5266892085,141,96.3,5266892081,56,Left,5266892083,140,59.2,5266892087,212,8.0,5266892089,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534605,35,1,1,2,13,6wwwud48qahpwrfxs20334qk5,1,58.9,93.2,2024-10-05T13:03:38.404Z,2024-10-05T13:52:38Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5266892511,56,Back,5266892513,140,45.8,5266892517,212,32.0,5266892519,213,4.27,5266892509,155,,5266892521,1,,5266892515,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534651,36,1,1,2,18,6wwwud48qahpwrfxs20334qk5,1,45.5,46.9,2024-10-05T13:03:42.612Z,2024-10-05T13:52:35Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5266892813,213,5.68,5266892811,212,17.1,5266892809,141,32.5,5266892805,56,Center,5266892807,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534693,37,1,1,2,22,6wwwud48qahpwrfxs20334qk5,1,70.1,27.3,2024-10-05T13:03:46.861Z,2024-10-05T13:03:48Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5266893025,56,Center,5266893029,140,72.5,5266893035,213,1.22,5266893033,212,7.3,5266893031,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534767,38,1,1,2,23,6wwwud48qahpwrfxs20334qk5,1,74.8,35.1,2024-10-05T13:03:48.252Z,2024-10-05T13:03:52Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5266893405,212,34.1,5266893403,141,81.7,5266893407,213,1.19,5266893409,1,,5266893401,140,86.9,5266893399,56,Left,5266893397,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730534787,39,1,1,2,27,6wwwud48qahpwrfxs20334qk5,0,86.5,83.5,2024-10-05T13:03:52.300Z,2024-10-05T13:03:53Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5266893503,2,,5266893507,56,Center,5266893505,155,,5266893511,141,50.7,5266893509,140,91.6,5266893515,213,4.95,5266893513,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
