id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value
2786054571,5,1,1,0,22,f1h34qp5zbfl489q8vnkhiq9s,1,71.3,88.1,2025-03-09T13:01:13.051Z,2025-03-09T13:02:05Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5569143421,56,Left,5569143427,212,6.6,5569143425,141,96.9,5569147119,156,,5569143429,213,2.01,5569143423,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054577,6,1,1,0,24,f1h34qp5zbfl489q8vnkhiq9s,0,68.6,96.9,2025-03-09T13:01:14.969Z,2025-03-09T13:01:16Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569143465,213,5.85,5569143457,141,94.7,5569143585,236,,5569143461,212,3.6,5569143591,286,,5569143455,140,71.7,5569143587,233,7,5569143453,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054593,7,74,1,0,24,8gxd9ry2580pu1b1dd5ny9ymy,1,32.4,7.0,2025-03-09T13:01:14.970Z,2025-03-09T15:03:46Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569143533,56,Back,5569143613,233,6,5569143537,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054635,7,5,1,0,26,f1h34qp5zbfl489q8vnkhiq9s,1,68.4,100.7,2025-03-09T13:01:16.514Z,2025-03-09T15:53:24Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569143791,233,8,5569143749,56,Left,5569143751,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054615,8,5,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,0,31.6,-0.7,2025-03-09T13:01:16.514Z,2025-03-09T15:53:24Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569143647,56,Back,5569143649,347,,5569143847,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054683,8,1,1,0,27,f1h34qp5zbfl489q8vnkhiq9s,1,70.6,100.0,2025-03-09T13:01:17.810Z,2025-03-09T13:01:20Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569144009,141,94.5,5569144015,1,,5569144007,140,91.4,5569144013,213,6.08,5569144003,56,Left,5569144011,212,22.3,5569143999,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054695,9,61,1,0,30,f1h34qp5zbfl489q8vnkhiq9s,0,91.4,94.5,2025-03-09T13:01:20.577Z,2025-03-09T13:01:21Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569144053,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054953,9,5,1,0,30,8gxd9ry2580pu1b1dd5ny9ymy,1,11.8,-1.5,2025-03-09T13:01:20.783Z,2025-03-09T15:53:24Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5569145383,56,Back,5569145407,233,10,5569145387,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786054709,10,5,1,0,30,f1h34qp5zbfl489q8vnkhiq9s,0,88.2,101.5,2025-03-09T13:01:20.783Z,2025-03-09T15:53:25Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569145481,233,9,5569144123,56,Left,5569144125,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055003,10,1,1,0,49,8gxd9ry2580pu1b1dd5ny9ymy,1,18.7,0.0,2025-03-09T13:01:39.783Z,2025-03-09T13:01:43Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569145643,107,,5569145645,56,Back,5569145651,212,12.7,5569145653,213,0.44,5569145649,141,7.3,5569145647,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055029,11,1,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,1,29.6,7.3,2025-03-09T13:01:42.831Z,2025-03-09T13:01:44Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569145801,212,3.4,5569145797,140,28.0,5569145795,56,Back,5569145799,141,2.9,5569145803,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055043,12,1,1,0,53,8gxd9ry2580pu1b1dd5ny9ymy,0,28.0,2.9,2025-03-09T13:01:44.440Z,2025-03-09T13:01:45Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569145873,213,0.88,5569145865,56,Back,5569145867,140,41.5,5569145871,212,22.2,5569145863,157,,5569145875,1,,5569145869,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055061,11,1,1,0,56,f1h34qp5zbfl489q8vnkhiq9s,0,56.0,55.2,2025-03-09T13:01:46.793Z,2025-03-09T13:01:47Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569145959,141,68.5,5569145963,213,0.46,5569145961,212,20.5,5569145955,56,Center,5569145957,140,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055095,13,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,1,35.3,33.3,2025-03-09T13:01:48.472Z,2025-03-09T13:01:49Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5569146147,213,5.60,5569146141,140,38.4,5569146145,212,4.2,5569146137,3,,5569146139,56,Back,5569146143,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055099,14,1,1,0,59,8gxd9ry2580pu1b1dd5ny9ymy,0,38.4,29.4,2025-03-09T13:01:49.719Z,2025-03-09T13:01:50Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5569146153,140,39.9,5569146159,213,4.87,5569146155,141,14.9,5569146157,212,10.0,5569146151,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055103,12,8,1,1,0,f1h34qp5zbfl489q8vnkhiq9s,1,62.4,75.1,2025-03-09T13:01:50.714Z,2025-03-09T13:01:50Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569146173,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055147,13,5,1,1,2,f1h34qp5zbfl489q8vnkhiq9s,0,73.5,101.7,2025-03-09T13:01:53.367Z,2025-03-09T15:53:25Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5569147329,233,15,5569146387,56,Left,5569146389,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055291,15,5,1,1,2,8gxd9ry2580pu1b1dd5ny9ymy,1,26.5,-1.7,2025-03-09T13:01:53.367Z,2025-03-09T15:53:25Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569147281,233,13,5569147265,347,,5569147263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055333,16,1,1,1,17,8gxd9ry2580pu1b1dd5ny9ymy,1,32.0,0.0,2025-03-09T13:02:07.783Z,2025-03-09T13:58:24Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569147453,107,,5569147461,212,16.0,5569147455,56,Back,5569147463,213,0.75,5569147459,141,15.0,5569147457,140,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786102939,406,1,1,1,18,8gxd9ry2580pu1b1dd5ny9ymy,1,40.9,20.0,2025-03-09T13:02:08.494Z,2025-03-09T13:58:31Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569400721,156,,5569400727,140,36.2,5569400733,212,7.4,5569400737,213,3.98,5569400731,141,11.9,5569400725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055337,14,43,1,1,19,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-03-09T13:02:10.010Z,2025-03-09T13:58:30Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5569147471,56,Left,5569400647,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055391,17,1,1,1,20,8gxd9ry2580pu1b1dd5ny9ymy,1,43.0,14.0,2025-03-09T13:02:11.087Z,2025-03-09T13:02:14Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5569147715,56,Back,5569147717,140,44.9,5569147721,212,4.2,5569147723,213,5.21,5569147719,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055449,18,1,1,1,23,8gxd9ry2580pu1b1dd5ny9ymy,1,53.4,8.9,2025-03-09T13:02:14.119Z,2025-03-09T13:02:18Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569148021,141,10.0,5569148027,213,0.02,5569148017,56,Right,5569148019,140,84.8,5569148031,1,,5569148023,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055471,19,1,1,1,27,8gxd9ry2580pu1b1dd5ny9ymy,0,87.2,11.6,2025-03-09T13:02:18.223Z,2025-03-09T13:02:20Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569148133,213,1.25,5569148129,141,40.0,5569148127,140,93.4,5569148131,212,20.4,5569148125,56,Center,5569148121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055511,15,12,1,1,29,f1h34qp5zbfl489q8vnkhiq9s,1,8.7,48.1,2025-03-09T13:02:19.755Z,2025-03-09T13:02:22Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569148363,213,0.87,5569148359,141,57.8,5569148355,56,Back,5569148357,140,14.0,5569148361,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055539,16,12,1,1,31,f1h34qp5zbfl489q8vnkhiq9s,1,14.4,59.3,2025-03-09T13:02:21.826Z,2025-03-09T13:02:25Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569148513,212,51.8,5569148507,56,Left,5569148511,141,100.0,5569148515,213,0.60,5569148509,140,55.2,5569148565,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055543,17,5,1,1,33,f1h34qp5zbfl489q8vnkhiq9s,0,53.6,101.8,2025-03-09T13:02:24.291Z,2025-03-09T15:53:26Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569148535,347,,5569149747,233,20,5569148533,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055783,20,5,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,1,46.4,-1.8,2025-03-09T13:02:24.291Z,2025-03-09T15:53:26Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5569149689,347,,5569149723,233,17,5569149687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055847,21,1,1,1,47,8gxd9ry2580pu1b1dd5ny9ymy,1,55.0,0.0,2025-03-09T13:02:37.856Z,2025-03-09T13:02:43Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5569150023,141,6.4,5569150025,212,8.6,5569150019,56,Right,5569150027,213,0.69,5569150021,140,61.3,5569150017,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055853,22,61,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,1,65.1,11.4,2025-03-09T13:02:43.238Z,2025-03-09T13:02:43Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569150049,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786055899,23,61,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,1,68.0,15.0,2025-03-09T13:02:44.505Z,2025-03-09T15:10:05Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569150271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056421,26,61,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,1,57.4,15.3,2025-03-09T13:02:44.561Z,2025-03-09T15:14:05Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5569153181,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056019,19,1,1,1,56,f1h34qp5zbfl489q8vnkhiq9s,1,28.8,92.6,2025-03-09T13:02:46.842Z,2025-03-09T13:03:08Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,1.0,,5569151023,213,6.25,5569151013,140,67.9,5569151025,1,,5569152067,154,,5569151009,155,,5569151015,141,90.5,5569151019,212,41.1,5569152065,210,15,5569151011,56,Left,,,,,,,,,,,,,,,,,,,,,,,
2786056035,20,15,1,2,3,f1h34qp5zbfl489q8vnkhiq9s,1,89.6,74.1,2025-03-09T13:02:54.428Z,2025-03-09T15:14:27Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5569152079,55,19,5569807789,78,,5569152085,103,19.0,5569151701,72,,5569151699,23,,5569152127,233,24,5569151085,56,Center,5569152093,147,57.6,5569152083,102,51.5,5569152077,154,5569151083,64,5569152091,146,97.6,5569152075,29,,,,,,,,,,,,,,
2786056013,24,10,1,2,4,8gxd9ry2580pu1b1dd5ny9ymy,1,1.5,46.2,2025-03-09T13:02:54.528Z,2025-03-09T13:59:29Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5569150965,56,Back,5569150961,182,,5569150953,173,,5569152145,233,20,5569151665,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056043,21,6,1,2,5,f1h34qp5zbfl489q8vnkhiq9s,1,93.6,59.8,2025-03-09T13:02:56.307Z,2025-03-09T15:02:54Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5569151193,56,Center,5569151279,233,25,5569151195,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056063,25,6,1,2,5,8gxd9ry2580pu1b1dd5ny9ymy,0,6.4,40.2,2025-03-09T13:02:56.307Z,2025-03-09T15:02:55Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5569151245,73,,5569151323,233,21,5569151243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056523,22,1,1,2,33,f1h34qp5zbfl489q8vnkhiq9s,1,99.5,99.5,2025-03-09T13:03:24.134Z,2025-03-09T13:03:30Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5569153663,212,20.0,5569153659,140,93.7,5569153665,213,4.40,5569153657,56,Center,5569153661,141,71.5,5569153655,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056545,23,1,1,2,36,f1h34qp5zbfl489q8vnkhiq9s,1,87.9,73.0,2025-03-09T13:03:26.963Z,2025-03-09T13:03:27Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5569153797,213,5.91,5569153795,212,5.9,5569153791,140,93.1,5569153789,56,Center,5569153793,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056571,24,1,1,2,37,f1h34qp5zbfl489q8vnkhiq9s,1,93.1,69.9,2025-03-09T13:03:27.763Z,2025-03-09T13:03:57Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,1.0,,5569153941,141,53.9,5569156113,210,15,5569153947,213,4.25,5569153935,56,Center,5569156115,154,,5569153945,212,12.2,5569153937,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056581,25,15,1,2,38,f1h34qp5zbfl489q8vnkhiq9s,1,87.9,53.9,2025-03-09T13:03:29.251Z,2025-03-09T15:15:08Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5569156173,233,27,5569156137,231,51.1,5569155705,72,,5569156119,29,,5569156127,102,51.0,5569156135,230,98.9,5569156123,55,24,5569153977,56,Center,5569156131,146,92.1,5569155709,82,5569156129,103,5569156133,147,52.9,5569155703,25,19,5569156117,78,5569153975,17,5569156121,154,,,,,,,
2786056611,27,10,1,2,38,8gxd9ry2580pu1b1dd5ny9ymy,1,7.9,47.1,2025-03-09T13:03:29.351Z,2025-03-09T14:00:21Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5569156209,233,25,5569154151,94,,5569154153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056711,28,4,1,2,45,8gxd9ry2580pu1b1dd5ny9ymy,1,22.8,55.8,2025-03-09T13:03:35.706Z,2025-03-09T14:00:02Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569154679,13,,5569154707,233,26,5569154687,285,,5569154681,56,Back,5569402191,295,,5569154683,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056683,26,4,1,2,45,f1h34qp5zbfl489q8vnkhiq9s,0,77.2,44.2,2025-03-09T13:03:35.707Z,2025-03-09T13:03:48Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569154669,286,,5569154667,152,,5569154661,295,,5569155473,55,27,5569154739,233,28,5569154665,56,Center,5569154657,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786056797,27,17,1,2,52,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-03-09T13:03:42.819Z,2025-03-09T13:03:48Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569155443,31,,5569155449,55,26,5569155445,393,,5569155447,13,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786057387,29,1,1,3,23,8gxd9ry2580pu1b1dd5ny9ymy,1,24.9,52.1,2025-03-09T13:04:13.673Z,2025-03-09T13:04:23Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5569158195,141,48.8,5569158193,140,29.6,5569158197,212,5.4,5569158191,56,Back,5569158189,152,,5569158199,213,5.86,5569158187,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786057469,30,1,1,3,32,8gxd9ry2580pu1b1dd5ny9ymy,0,41.6,38.0,2025-03-09T13:04:22.834Z,2025-03-09T13:04:28Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5569158643,1,,5569158639,212,40.6,5569158631,155,,5569158637,141,64.8,5569158633,56,Center,5569158641,213,0.46,5569158635,140,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786057453,28,44,1,3,35,f1h34qp5zbfl489q8vnkhiq9s,1,23.8,31.9,2025-03-09T13:04:26.180Z,2025-03-09T15:03:22Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5569158589,285,,5569158825,233,31,5569158587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786057479,31,44,1,3,35,8gxd9ry2580pu1b1dd5ny9ymy,0,76.2,68.1,2025-03-09T13:04:26.181Z,2025-03-09T15:10:06Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5569158721,286,,5569158717,56,Center,5569158887,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
