id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2805766309,6,1,1,0,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.9,56.1,2025-04-25T17:01:10.284Z,2025-04-25T17:01:14Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5677634101,212,21.4,5677634095,56,Back,5677634099,141,83.8,5677634103,213,1.08,5677634097,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766343,7,1,1,0,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,21.5,91.8,2025-04-25T17:01:13.932Z,2025-04-25T17:01:18Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677634211,213,5.87,5677634197,155,,5677634213,1,,5677634201,140,61.8,5677634209,212,46.3,5677634205,141,64.2,5677634199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766349,8,44,1,0,29,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,34.2,2025-04-25T17:01:16.744Z,2025-04-25T19:03:01Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677634313,233,8,5677634221,285,,5677634219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766355,8,44,1,0,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.4,65.8,2025-04-25T17:01:16.745Z,2025-04-25T19:03:02Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5677634333,233,8,5677634241,286,,5677634239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766357,9,1,1,0,30,8cfkisxf1fkxdqtt6tx1tup48,0,39.2,31.6,2025-04-25T17:01:17.191Z,2025-04-25T17:01:17Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677634253,213,5.85,5677634249,141,29.4,5677634243,3,,5677634245,56,Back,5677634247,140,42.3,5677634251,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766381,10,83,1,0,31,8cfkisxf1fkxdqtt6tx1tup48,0,42.2,23.7,2025-04-25T17:01:18.920Z,2025-04-25T17:01:25Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5677634543,399,1n4eldqa7h9jvcx1693zqu06i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766395,9,50,1,0,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.4,77.6,2025-04-25T17:01:21.932Z,2025-04-25T20:07:52Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677634401,56,Center,5677634469,233,11,5677634403,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766407,11,7,1,0,34,8cfkisxf1fkxdqtt6tx1tup48,1,38.6,22.4,2025-04-25T17:01:21.933Z,2025-04-25T19:02:46Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677634459,233,9,5677634443,285,,5677634441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766417,12,1,1,0,35,8cfkisxf1fkxdqtt6tx1tup48,1,37.3,12.3,2025-04-25T17:01:22.912Z,2025-04-25T17:01:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677634507,141,16.1,5677634511,213,0.23,5677634505,140,47.8,5677634503,56,Back,5677634509,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766429,14,1,1,0,37,8cfkisxf1fkxdqtt6tx1tup48,1,47.8,16.1,2025-04-25T17:01:24.464Z,2025-04-25T17:01:26Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5677634567,140,39.8,5677634565,56,Back,5677634571,212,10.6,5677634569,141,25.5,5677634573,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766441,15,1,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,0,39.7,25.0,2025-04-25T17:01:25.816Z,2025-04-25T17:01:28Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677634637,213,5.83,5677634627,155,,5677634635,212,38.9,5677634633,141,0.0,5677634639,1,,5677634631,140,73.0,5677634629,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766431,10,43,1,0,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-04-25T17:01:25.996Z,2025-04-25T17:01:29Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677634681,144,56,5677634583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766551,11,5,1,0,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.8,100.8,2025-04-25T17:01:28.318Z,2025-04-25T19:03:51Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677635131,56,Back,5677635139,233,16,5677635133,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766443,16,5,1,0,41,8cfkisxf1fkxdqtt6tx1tup48,0,67.2,-0.8,2025-04-25T17:01:28.318Z,2025-04-25T19:03:52Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677635159,233,11,5677634643,347,,5677634641,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766573,12,1,1,0,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.7,100.0,2025-04-25T17:01:42.892Z,2025-04-25T17:01:46Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677635279,212,21.7,5677635271,107,,5677635283,1,,5677635281,213,5.90,5677635277,141,88.4,5677635273,56,Left,5677635275,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766569,17,44,1,0,57,8cfkisxf1fkxdqtt6tx1tup48,1,43.9,17.2,2025-04-25T17:01:44.944Z,2025-04-25T19:03:02Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677635263,56,Back,5677635265,285,,5677635361,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766581,13,44,1,0,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,56.1,82.8,2025-04-25T17:01:44.945Z,2025-04-25T19:03:02Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5677635309,56,Left,5677635311,286,,5677635389,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766609,18,1,1,0,58,8cfkisxf1fkxdqtt6tx1tup48,0,31.5,9.0,2025-04-25T17:01:45.376Z,2025-04-25T17:01:51Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677635429,141,0.0,5677635421,56,Right,5677635417,3,,5677635433,212,28.0,5677635435,213,6.04,5677635425,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766635,14,5,1,1,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.6,101.4,2025-04-25T17:01:47.556Z,2025-04-25T19:03:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5677635563,347,,5677635601,233,19,5677635561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766613,19,5,1,1,0,8cfkisxf1fkxdqtt6tx1tup48,0,69.4,-1.4,2025-04-25T17:01:47.556Z,2025-04-25T19:03:52Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5677635449,347,,5677635447,56,Right,5677635605,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766657,15,1,1,1,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.0,100.0,2025-04-25T17:01:52.587Z,2025-04-25T17:01:56Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5677635711,141,81.5,5677635715,213,5.72,5677635707,56,Left,5677635713,212,25.5,5677635709,140,53.5,5677635717,1,,5677635705,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766701,16,1,1,1,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.8,82.4,2025-04-25T17:01:55.972Z,2025-04-25T17:02:00Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5677635997,212,8.3,5677635993,140,55.0,5677635995,141,94.4,5677635999,213,1.42,5677635991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766665,20,43,1,1,9,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-25T17:01:56.343Z,2025-04-25T17:04:53Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677644447,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766711,17,1,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.0,94.4,2025-04-25T17:01:56.868Z,2025-04-25T19:11:00Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5677636031,155,,5677636039,141,86.9,5677636033,56,Left,5677636037,140,61.7,5677636043,212,8.7,5677636047,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766693,21,12,1,1,11,8cfkisxf1fkxdqtt6tx1tup48,1,31.6,26.4,2025-04-25T17:01:58.576Z,2025-04-25T17:05:16Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677635941,140,40.4,5677635939,56,Back,5677635943,141,35.7,5677635945,212,11.2,5677645753,15,,5677635947,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766709,22,1,1,1,12,8cfkisxf1fkxdqtt6tx1tup48,1,40.4,35.7,2025-04-25T17:01:59.481Z,2025-04-25T17:05:34Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5677636027,213,4.64,5677636019,56,Back,5677636021,140,40.1,5677646821,156,,5677636025,212,4.3,5677636023,141,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766751,24,1,1,1,13,8cfkisxf1fkxdqtt6tx1tup48,1,40.0,29.2,2025-04-25T17:02:00.479Z,2025-04-25T17:02:04Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677636241,212,3.0,5677636239,141,27.3,5677636235,56,Back,5677636243,213,5.84,5677636237,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805806873,340,50,1,1,16,8cfkisxf1fkxdqtt6tx1tup48,1,36.8,19.8,2025-04-25T17:02:03.018Z,2025-04-25T19:02:47Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677852509,56,Back,5677852721,233,33,5677852513,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805768281,33,7,1,1,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.2,80.2,2025-04-25T17:02:03.019Z,2025-04-25T20:07:55Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5677644005,285,,5677644003,56,Left,5677852543,233,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766743,18,83,1,1,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.1,84.4,2025-04-25T17:02:03.188Z,2025-04-25T20:07:53Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5677636271,399,4m7gr5z6b40dj02yrmlwgeluc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766755,25,61,1,1,17,8cfkisxf1fkxdqtt6tx1tup48,1,43.2,28.2,2025-04-25T17:02:04.400Z,2025-04-25T17:05:42Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677636259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766775,26,61,1,1,18,8cfkisxf1fkxdqtt6tx1tup48,0,43.7,31.6,2025-04-25T17:02:05.311Z,2025-04-25T18:02:57Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5677636367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766785,27,1,1,1,21,8cfkisxf1fkxdqtt6tx1tup48,1,40.4,36.7,2025-04-25T17:02:08.366Z,2025-04-25T17:02:09Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677636411,212,16.1,5677636407,140,36.2,5677636413,213,4.43,5677636409,141,14.0,5677636405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766789,28,43,1,1,22,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-25T17:02:09.543Z,2025-04-25T18:03:06Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5677636433,56,Back,5677854935,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766835,29,1,1,1,24,8cfkisxf1fkxdqtt6tx1tup48,1,35.4,10.9,2025-04-25T17:02:11.727Z,2025-04-25T17:02:18Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5677636735,141,45.8,5677636733,140,9.9,5677636737,212,35.8,5677636741,1,,5677636731,56,Back,5677636739,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766865,30,1,1,1,30,8cfkisxf1fkxdqtt6tx1tup48,0,10.4,57.8,2025-04-25T17:02:17.880Z,2025-04-25T17:02:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5677636893,157,,5677636895,56,Center,5677636899,141,66.4,5677636897,140,66.3,5677636905,1,,5677636903,213,0.10,5677636901,212,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766871,19,1,1,1,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.8,32.5,2025-04-25T17:02:21.140Z,2025-04-25T17:02:21Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5677636939,212,10.5,5677636931,3,,5677636937,141,46.0,5677636935,140,43.7,5677636933,56,Back,5677636943,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805766965,31,1,1,1,40,8cfkisxf1fkxdqtt6tx1tup48,1,62.9,34.6,2025-04-25T17:02:27.168Z,2025-04-25T17:02:30Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5677637377,141,89.9,5677637381,213,1.17,5677637383,1,,5677637375,140,78.0,5677637373,56,Left,5677637371,155,,5677637379,212,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767011,32,1,1,1,43,8cfkisxf1fkxdqtt6tx1tup48,1,78.0,92.0,2025-04-25T17:02:30.080Z,2025-04-25T17:02:33Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677637545,141,81.1,5677637543,140,81.9,5677637547,212,8.5,5677637541,56,Left,5677637549,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767021,33,1,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,1,81.9,81.1,2025-04-25T17:02:32.952Z,2025-04-25T17:02:33Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677637587,212,12.3,5677637581,56,Center,5677637589,213,3.27,5677637583,140,70.3,5677637585,141,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767065,34,1,1,1,46,8cfkisxf1fkxdqtt6tx1tup48,1,70.3,78.8,2025-04-25T17:02:33.647Z,2025-04-25T17:02:38Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5677637803,56,Left,5677637805,140,78.7,5677637809,212,11.8,5677637807,141,90.3,5677637811,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767095,35,1,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,1,82.6,94.7,2025-04-25T17:02:38.135Z,2025-04-25T17:02:40Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5677637969,140,73.3,5677637975,213,3.48,5677637973,212,10.3,5677637967,56,Left,5677637971,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767113,36,1,1,1,53,8cfkisxf1fkxdqtt6tx1tup48,1,72.1,89.6,2025-04-25T17:02:40.783Z,2025-04-25T17:02:43Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677638103,213,3.87,5677638099,141,63.6,5677638095,56,Center,5677638101,212,26.4,5677638097,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767177,37,1,1,1,56,8cfkisxf1fkxdqtt6tx1tup48,1,51.2,54.3,2025-04-25T17:02:43.383Z,2025-04-25T17:02:50Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677638465,140,69.5,5677638463,56,Right,5677638471,213,5.28,5677638473,1,,5677638469,212,35.5,5677638467,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767197,38,1,1,2,2,8cfkisxf1fkxdqtt6tx1tup48,1,67.1,27.7,2025-04-25T17:02:49.871Z,2025-04-25T17:02:53Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5677638609,213,2.85,5677638601,56,Center,5677638603,140,56.4,5677638605,141,32.7,5677638607,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767223,39,1,1,2,6,8cfkisxf1fkxdqtt6tx1tup48,1,55.8,34.9,2025-04-25T17:02:53.272Z,2025-04-25T17:02:57Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5677638735,140,81.0,5677638733,56,Left,5677638743,1,,5677638741,213,0.96,5677638731,155,,5677638739,212,46.4,5677638737,141,90.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767255,40,1,1,2,10,8cfkisxf1fkxdqtt6tx1tup48,1,79.3,92.1,2025-04-25T17:02:57.224Z,2025-04-25T17:03:01Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5677638897,212,7.9,5677638891,56,Left,5677638899,213,3.50,5677638893,140,72.3,5677638895,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767267,41,1,1,2,13,8cfkisxf1fkxdqtt6tx1tup48,1,72.3,88.0,2025-04-25T17:03:00.910Z,2025-04-25T17:03:02Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5677638989,140,35.9,5677638991,141,74.8,5677638987,56,Back,5677638995,213,3.37,5677638993,212,39.3,5677638997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805767301,42,1,1,2,15,8cfkisxf1fkxdqtt6tx1tup48,1,35.3,74.8,2025-04-25T17:03:02.663Z,2025-04-25T17:03:06Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5677639103,213,3.90,5677639099,141,50.3,5677639095,56,Back,5677639101,212,24.3,5677639097,140,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
