id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/11/value,qualifier/8/value,qualifier/12/value
2740814739,5,1,1,0,23,dbl7ir1qugqz8nvp1vzn8im50,1,41.2,0.0,2024-10-28T17:44:39.947Z,2024-10-28T17:44:47Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5323029815,107,,5323029823,212,19.8,5323029819,140,23.2,5323029817,56,Back,5323029821,141,6.5,5323029825,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814763,6,1,1,0,30,dbl7ir1qugqz8nvp1vzn8im50,1,22.3,19.6,2024-10-28T17:44:46.866Z,2024-10-28T17:44:50Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5323029973,56,Back,5323029975,140,7.5,5323029979,212,26.4,5323029977,141,50.9,5323029981,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814805,7,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,0,10.8,52.9,2024-10-28T17:44:50.501Z,2024-10-28T17:44:55Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5323030179,1,,5323030173,141,50.9,5323030177,213,6.25,5323030169,56,Center,5323030175,212,47.9,5323030167,155,,5323030171,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814809,7,44,1,0,38,f1h34qp5zbfl489q8vnkhiq9s,1,43.8,48.8,2024-10-28T17:44:54.457Z,2024-10-28T19:15:27Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5323030189,285,,5323030187,56,Back,5323030235,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814813,8,44,1,0,38,dbl7ir1qugqz8nvp1vzn8im50,0,56.2,51.2,2024-10-28T17:44:54.458Z,2024-10-28T19:15:27Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5323030207,286,,5323030259,233,7,5323030205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814835,8,1,1,0,38,f1h34qp5zbfl489q8vnkhiq9s,1,44.0,48.2,2024-10-28T17:44:54.809Z,2024-10-28T17:44:57Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5323030297,141,31.0,5323030287,3,,5323030295,140,44.7,5323030291,56,Back,5323030301,212,11.7,5323030305,213,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814907,10,1,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,1,36.3,7.3,2024-10-28T17:45:01.680Z,2024-10-28T17:45:05Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5323030675,56,Back,5323030683,213,3.14,5323030677,140,27.5,5323030681,212,9.2,5323030679,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814921,11,1,1,0,47,f1h34qp5zbfl489q8vnkhiq9s,0,30.8,1.5,2024-10-28T17:45:03.848Z,2024-10-29T13:49:23Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323030745,56,Back,5323030753,213,0.62,5323030747,140,33.0,5323030749,141,3.9,5323030751,212,2.8,5324331671,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741046989,906,61,1,0,47,dbl7ir1qugqz8nvp1vzn8im50,1,73.9,95.4,2024-10-28T17:45:04.033Z,2024-10-29T13:49:21Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5324331867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814961,10,1,1,0,50,dbl7ir1qugqz8nvp1vzn8im50,1,33.4,95.3,2024-10-28T17:45:06.608Z,2024-10-28T17:45:08Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5323030971,56,Left,5323030975,141,79.9,5323030973,140,56.8,5323030977,212,26.7,5323030979,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740858373,372,83,1,0,51,f1h34qp5zbfl489q8vnkhiq9s,0,39.6,33.6,2024-10-28T17:45:07.096Z,2024-10-28T19:10:30Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5323278427,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814971,11,61,1,0,52,dbl7ir1qugqz8nvp1vzn8im50,0,56.5,79.6,2024-10-28T17:45:08.680Z,2024-10-29T13:50:23Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5323031015,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740814981,12,1,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,0,39.7,23.9,2024-10-28T17:45:08.681Z,2024-10-29T16:37:27Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5324332663,140,39.9,5324333077,286,,5324523427,233,907,5324332667,141,24.6,5324332671,212,0.5,5324333075,236,,5323031063,56,Back,5324332673,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741047193,907,74,1,0,52,dbl7ir1qugqz8nvp1vzn8im50,1,60.0,73.5,2024-10-28T17:45:08.682Z,2024-10-29T16:37:28Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5324523433,233,12,5324332979,285,,5324332977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815017,14,1,1,0,56,f1h34qp5zbfl489q8vnkhiq9s,0,37.8,10.6,2024-10-28T17:45:12.688Z,2024-10-28T17:45:14Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323031215,140,44.3,5323031249,233,12,5323031247,236,,5323031213,56,Back,5323031221,213,6.13,5323031253,286,,5323031219,212,6.9,5323031217,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815019,12,74,1,0,56,dbl7ir1qugqz8nvp1vzn8im50,1,51.9,87.2,2024-10-28T17:45:12.689Z,2024-10-28T19:15:40Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5323031271,233,14,5323031229,285,,5323031227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815053,13,5,1,0,58,dbl7ir1qugqz8nvp1vzn8im50,0,51.6,101.4,2024-10-28T17:45:14.569Z,2024-10-28T19:18:44Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5323031869,233,15,5323031455,56,Left,5323031457,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815123,15,5,1,0,58,f1h34qp5zbfl489q8vnkhiq9s,1,48.4,-1.4,2024-10-28T17:45:14.569Z,2024-10-28T19:18:44Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323031815,347,,5323031835,233,13,5323031813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815153,16,1,1,1,4,f1h34qp5zbfl489q8vnkhiq9s,0,46.7,0.0,2024-10-28T17:45:20.960Z,2024-10-28T19:14:47Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323032009,141,5.6,5323032007,140,67.2,5323032013,213,0.24,5323032003,107,,5323032011,212,22.1,5323032015,1,,5323032005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815091,14,43,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-10-28T17:45:21.929Z,2024-10-28T17:45:23Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5323031671,347,0,5323031773,144,5,5323031669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740860565,373,50,1,1,6,f1h34qp5zbfl489q8vnkhiq9s,1,65.4,5.8,2024-10-28T17:45:23.095Z,2024-10-28T19:14:46Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5323290515,286,,5323291159,233,478,5323290513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740860661,478,7,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,0,34.6,94.2,2024-10-28T17:45:23.096Z,2024-10-29T13:51:26Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5324333239,383,,5323291119,285,,5323291143,233,373,5323291117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740860777,374,61,1,1,7,f1h34qp5zbfl489q8vnkhiq9s,1,65.3,5.3,2024-10-28T17:45:23.296Z,2024-10-28T19:20:00Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5323291711,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815165,15,1,1,1,12,dbl7ir1qugqz8nvp1vzn8im50,0,29.0,95.8,2024-10-28T17:45:28.784Z,2024-10-28T19:14:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5323032087,56,Back,5323032095,141,100.0,5323032091,140,40.2,5323032099,212,12.4,5323032101,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815171,16,5,1,1,13,dbl7ir1qugqz8nvp1vzn8im50,0,41.8,101.4,2024-10-28T17:45:29.203Z,2024-10-28T19:18:45Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5323032131,56,Back,5323032493,233,17,5323032133,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815205,17,5,1,1,13,f1h34qp5zbfl489q8vnkhiq9s,1,58.2,-1.4,2024-10-28T17:45:29.203Z,2024-10-28T19:18:44Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323032385,347,,5323032383,56,Right,5323032439,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815251,18,1,1,1,20,f1h34qp5zbfl489q8vnkhiq9s,0,56.3,0.0,2024-10-28T17:45:36.360Z,2024-10-28T17:45:38Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323032653,141,13.4,5323032657,213,0.64,5323032647,107,,5323032655,212,17.4,5323032651,140,69.6,5323032649,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815293,17,8,1,1,22,dbl7ir1qugqz8nvp1vzn8im50,1,31.3,84.4,2024-10-28T17:45:38.488Z,2024-10-29T13:51:48Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5323032847,56,Back,5324333457,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815323,18,5,1,1,23,dbl7ir1qugqz8nvp1vzn8im50,0,26.2,101.6,2024-10-28T17:45:39.793Z,2024-10-28T19:19:44Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5323033009,56,Back,5323033333,233,19,5323033011,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815391,19,5,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,1,73.8,-1.6,2024-10-28T17:45:39.793Z,2024-10-28T19:19:44Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323033303,347,,5323033323,233,18,5323033301,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815425,20,1,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,72.0,0.0,2024-10-28T17:45:46.616Z,2024-10-28T17:45:49Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5323033521,141,8.6,5323033525,212,16.8,5323033517,140,57.2,5323033511,107,,5323033529,213,2.75,5323033513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815455,21,1,1,1,33,f1h34qp5zbfl489q8vnkhiq9s,1,59.1,7.9,2024-10-28T17:45:49.608Z,2024-10-28T17:45:52Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5323033711,141,30.9,5323033715,213,2.56,5323033713,212,28.5,5323033709,140,36.4,5323033707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815473,22,1,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,1,36.7,30.9,2024-10-28T17:45:52.528Z,2024-10-28T17:45:57Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5323033841,141,83.5,5323033845,213,1.41,5323033839,140,42.1,5323033847,1,,5323033837,56,Back,5323033843,212,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815491,23,1,1,1,41,f1h34qp5zbfl489q8vnkhiq9s,1,42.1,83.5,2024-10-28T17:45:57.191Z,2024-10-28T17:45:59Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5323033957,213,4.34,5323033953,141,53.4,5323033949,56,Back,5323033955,212,22.0,5323033951,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815535,24,1,1,1,42,f1h34qp5zbfl489q8vnkhiq9s,1,34.4,53.4,2024-10-28T17:45:58.991Z,2024-10-28T17:46:03Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5323034203,212,22.0,5323034197,56,Back,5323034199,140,14.4,5323034205,213,2.84,5323034201,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815593,25,1,1,1,46,f1h34qp5zbfl489q8vnkhiq9s,0,14.2,55.4,2024-10-28T17:46:02.976Z,2024-10-28T17:46:08Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5323034453,141,66.4,5323034457,213,0.19,5323034459,1,,5323034451,140,52.2,5323034455,212,40.6,5323034449,56,Center,5323034447,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815573,19,44,1,1,49,dbl7ir1qugqz8nvp1vzn8im50,1,42.6,27.9,2024-10-28T17:46:05.903Z,2024-10-28T19:15:28Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5323034525,233,26,5323034391,285,,5323034389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815597,26,44,1,1,49,f1h34qp5zbfl489q8vnkhiq9s,0,57.4,72.1,2024-10-28T17:46:05.904Z,2024-10-28T19:15:28Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5323034465,286,,5323034463,56,Center,5323034541,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815603,20,1,1,1,50,dbl7ir1qugqz8nvp1vzn8im50,0,33.7,18.4,2024-10-28T17:46:06.112Z,2024-10-28T17:46:08Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5323034485,56,Right,5323034493,213,5.76,5323034487,140,54.5,5323034483,3,,5323034491,212,25.3,5323034489,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815609,21,5,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,0,55.8,-0.6,2024-10-28T17:46:08.566Z,2024-10-28T19:18:46Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5323034509,347,,5323034507,56,Right,5323034753,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815635,27,5,1,1,52,f1h34qp5zbfl489q8vnkhiq9s,1,44.2,100.6,2024-10-28T17:46:08.566Z,2024-10-28T19:18:46Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5323034741,233,21,5323034669,347,,5323034665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815649,28,1,1,1,55,f1h34qp5zbfl489q8vnkhiq9s,1,39.2,100.0,2024-10-28T17:46:11.992Z,2024-10-28T17:46:14Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5323034793,213,4.30,5323034787,140,34.5,5323034791,212,12.2,5323034789,141,85.6,5323034785,56,Back,5323034783,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815663,29,1,1,1,57,f1h34qp5zbfl489q8vnkhiq9s,1,34.5,85.6,2024-10-28T17:46:13.895Z,2024-10-28T17:46:15Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5323034859,56,Back,5323034863,140,36.6,5323034869,212,8.1,5323034871,213,1.30,5323034867,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815683,30,1,1,1,58,f1h34qp5zbfl489q8vnkhiq9s,0,36.6,97.2,2024-10-28T17:46:14.911Z,2024-10-28T17:46:16Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5323034977,213,6.07,5323034973,141,92.9,5323034969,56,Back,5323034975,212,13.7,5323034971,140,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740815723,22,1,1,2,2,dbl7ir1qugqz8nvp1vzn8im50,0,50.6,4.0,2024-10-28T17:46:18.734Z,2024-10-28T17:46:19Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5323035165,56,Right,5323035163,157,,5323035173,213,0.56,5323035169,141,15.5,5323035167,140,62.6,5323035175,1,,5323035171,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
