id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787819293,6,1,1,0,39,bd4qakf7j0wwie8wke9km7uj8,0,26.6,0.0,2025-03-14T18:00:58.742Z,2025-03-14T18:01:00Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5578970497,56,Back,5578970495,107,,5578970499,140,18.3,5578970507,1,,5578970503,212,25.7,5578970501,141,34.9,5578970505,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819309,13,50,1,0,42,8cfkisxf1fkxdqtt6tx1tup48,1,72.6,55.0,2025-03-14T18:01:02.033Z,2025-03-14T19:01:08Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5579131773,233,425,5578970589,286,,5578970587,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787849289,425,7,1,0,42,bd4qakf7j0wwie8wke9km7uj8,1,27.4,45.0,2025-03-14T18:01:02.034Z,2025-03-14T19:01:07Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5579131679,285,,5579131727,233,13,5579131677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819321,7,1,1,0,44,bd4qakf7j0wwie8wke9km7uj8,1,27.8,52.6,2025-03-14T18:01:03.774Z,2025-03-14T19:01:31Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5579134239,212,7.7,5579134235,140,25.9,5579134233,56,Back,5579134237,141,63.6,5579134241,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819363,8,1,1,0,46,bd4qakf7j0wwie8wke9km7uj8,1,20.3,83.1,2025-03-14T18:01:05.245Z,2025-03-14T18:01:07Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5578970853,141,85.0,5578970863,1,,5578970859,213,0.04,5578970855,212,33.0,5578970849,56,Left,5578970851,140,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819413,9,1,1,0,48,bd4qakf7j0wwie8wke9km7uj8,1,51.7,85.0,2025-03-14T18:01:07.788Z,2025-03-14T18:01:12Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5578971073,140,30.8,5578971077,212,22.1,5578971075,141,89.2,5578971079,213,3.01,5578971071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819453,10,1,1,0,53,bd4qakf7j0wwie8wke9km7uj8,1,33.3,90.6,2025-03-14T18:01:12.812Z,2025-03-14T18:01:17Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5578971251,56,Back,5578971255,141,31.8,5578971259,213,4.51,5578971257,212,40.8,5578971253,140,25.6,5578971261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819475,11,1,1,0,57,bd4qakf7j0wwie8wke9km7uj8,1,28.6,32.2,2025-03-14T18:01:17.021Z,2025-03-14T18:01:20Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5578971387,141,47.8,5578971383,56,Back,5578971389,212,11.0,5578971385,140,31.2,5578971391,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819501,12,1,1,1,0,bd4qakf7j0wwie8wke9km7uj8,1,32.8,47.8,2025-03-14T18:01:19.941Z,2025-03-14T18:01:21Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5578971513,212,17.6,5578971507,56,Back,5578971515,213,4.77,5578971509,140,33.7,5578971511,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819521,13,1,1,1,2,bd4qakf7j0wwie8wke9km7uj8,1,33.7,21.9,2025-03-14T18:01:21.492Z,2025-03-14T18:01:24Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5578971619,56,Back,5578971627,213,5.32,5578971623,141,6.1,5578971625,212,13.1,5578971621,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819537,14,1,1,1,4,bd4qakf7j0wwie8wke9km7uj8,0,40.8,6.1,2025-03-14T18:01:23.956Z,2025-03-14T18:01:26Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5578971699,56,Center,5578971697,155,,5578971705,212,56.3,5578971709,1,,5578971701,140,91.4,5578971707,213,0.34,5578971703,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819611,15,1,1,1,15,8cfkisxf1fkxdqtt6tx1tup48,1,10.3,67.0,2025-03-14T18:01:34.730Z,2025-03-14T18:01:38Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5578972143,212,18.5,5578972141,141,51.2,5578972145,213,5.66,5578972139,140,24.6,5578972135,123,,5578972137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819649,16,1,1,1,18,8cfkisxf1fkxdqtt6tx1tup48,1,24.6,51.2,2025-03-14T18:01:37.873Z,2025-03-14T18:01:41Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5578972323,140,25.2,5578972327,212,17.1,5578972329,213,1.53,5578972325,141,76.4,5578972321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819701,17,1,1,1,22,8cfkisxf1fkxdqtt6tx1tup48,1,25.2,76.4,2025-03-14T18:01:41.473Z,2025-03-14T18:01:48Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5578972581,212,22.7,5578972577,140,7.7,5578972583,213,3.77,5578972579,141,56.7,5578972575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819709,18,1,1,1,29,8cfkisxf1fkxdqtt6tx1tup48,0,15.5,58.7,2025-03-14T18:01:48.674Z,2025-03-14T18:01:50Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5578972627,56,Center,5578972631,141,39.2,5578972635,213,6.05,5578972625,157,,5578972629,140,68.3,5578972633,212,57.0,5578972637,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819731,15,1,1,1,32,bd4qakf7j0wwie8wke9km7uj8,1,24.5,57.4,2025-03-14T18:01:51.892Z,2025-03-14T18:01:53Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5578972761,3,,5578972765,140,33.3,5578972769,212,23.3,5578972763,56,Back,5578972767,141,88.8,5578972771,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819797,17,1,1,1,35,bd4qakf7j0wwie8wke9km7uj8,1,30.5,92.4,2025-03-14T18:01:54.509Z,2025-03-14T18:01:59Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5578973069,140,24.5,5578973067,56,Back,5578973075,213,4.19,5578973071,141,76.3,5578973073,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819821,18,1,1,1,40,bd4qakf7j0wwie8wke9km7uj8,1,21.6,69.7,2025-03-14T18:01:59.437Z,2025-03-14T18:02:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5578973175,141,63.7,5578973179,213,5.67,5578973171,56,Back,5578973177,212,7.1,5578973173,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819845,19,1,1,1,42,bd4qakf7j0wwie8wke9km7uj8,1,26.6,59.8,2025-03-14T18:02:01.325Z,2025-03-14T18:02:05Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5578973299,56,Back,5578973303,141,34.8,5578973307,213,5.06,5578973301,140,32.4,5578973305,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819859,20,1,1,1,45,bd4qakf7j0wwie8wke9km7uj8,1,33.4,34.0,2025-03-14T18:02:04.885Z,2025-03-14T20:23:22Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5578973387,141,50.1,5578973383,56,Back,5578973385,140,35.8,5578973389,212,11.2,5578973391,213,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819863,21,43,1,1,46,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-14T18:02:05.885Z,2025-03-14T18:02:59Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5578976141,144,56,5578973413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819929,22,1,1,1,49,bd4qakf7j0wwie8wke9km7uj8,1,37.6,56.2,2025-03-14T18:02:08.405Z,2025-03-14T18:02:12Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5578973693,141,87.0,5578973697,213,1.04,5578973695,212,24.3,5578973691,140,49.3,5578973689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819951,23,1,1,1,53,bd4qakf7j0wwie8wke9km7uj8,1,48.8,87.4,2025-03-14T18:02:12.773Z,2025-03-14T18:02:15Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5578973819,140,53.8,5578973817,56,Center,5578973825,213,5.09,5578973821,141,68.1,5578973823,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819971,24,1,1,1,56,bd4qakf7j0wwie8wke9km7uj8,1,53.8,68.1,2025-03-14T18:02:15.644Z,2025-03-14T20:23:27Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5578973907,140,58.1,5578973913,213,1.26,5578973905,56,Left,5578973911,212,14.6,5578973909,141,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819979,25,43,1,1,58,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-14T18:02:17.173Z,2025-03-14T18:02:56Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5578975955,144,56,5578973965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820011,26,1,1,1,58,bd4qakf7j0wwie8wke9km7uj8,1,58.1,88.5,2025-03-14T18:02:17.621Z,2025-03-14T18:02:20Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5578974133,56,Back,5578974137,141,39.0,5578974139,212,46.3,5578974135,140,27.8,5578974141,213,3.96,5578974143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820043,27,1,1,2,1,bd4qakf7j0wwie8wke9km7uj8,1,27.8,39.0,2025-03-14T18:02:20.765Z,2025-03-14T18:02:24Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5578974307,56,Back,5578974313,212,13.3,5578974309,140,37.9,5578974311,141,50.8,5578974315,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820075,28,1,1,2,4,bd4qakf7j0wwie8wke9km7uj8,1,47.0,51.4,2025-03-14T18:02:24.101Z,2025-03-14T18:02:28Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5578974559,140,62.0,5578974563,212,17.9,5578974557,56,Center,5578974565,213,5.79,5578974561,141,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820083,29,1,1,2,8,bd4qakf7j0wwie8wke9km7uj8,1,62.0,38.8,2025-03-14T18:02:27.853Z,2025-03-14T18:02:29Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5578974611,212,9.4,5578974597,168,,5578974615,213,0.93,5578974599,56,Center,5578974595,3,,5578974603,140,67.4,5578974607,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820097,30,1,1,2,9,bd4qakf7j0wwie8wke9km7uj8,1,67.4,49.9,2025-03-14T18:02:29.076Z,2025-03-14T18:02:32Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5578974655,56,Right,5578974659,141,12.7,5578974663,213,5.13,5578974657,140,78.2,5578974661,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787829085,168,1,1,2,12,bd4qakf7j0wwie8wke9km7uj8,0,76.4,9.6,2025-03-14T18:02:31.415Z,2025-03-14T20:23:29Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5579021669,140,80.1,5579021997,286,,5579021987,236,,5579021665,152,,5579021989,233,22,5579021667,56,Right,5579021663,5,,5579021675,213,0.70,5579021671,141,5579021673,212,5.1,14.4,,,,,,,,,,,,,,,,,,,,,
2787820533,22,74,1,2,12,8cfkisxf1fkxdqtt6tx1tup48,1,24.3,74.4,2025-03-14T18:02:31.416Z,2025-03-14T18:17:13Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5578976731,56,Back,5579022029,233,168,5578976733,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820121,31,43,1,2,12,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-03-14T18:02:31.828Z,2025-03-14T18:17:15Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5578974767,212,11.3,5578974763,140,88.5,5578974761,56,Right,5578974769,213,5.99,5578974765,141,7.9,5579022129,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820145,32,1,1,2,15,bd4qakf7j0wwie8wke9km7uj8,0,89.3,7.2,2025-03-14T18:02:34.622Z,2025-03-14T18:02:37Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5578974887,213,1.32,5578974883,141,48.3,5578974875,2,,5578974879,56,Center,5578974885,212,28.9,5578974881,140,96.2,5578974877,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787823227,50,44,1,2,17,8cfkisxf1fkxdqtt6tx1tup48,1,6.8,51.7,2025-03-14T18:02:36.896Z,2025-03-14T19:01:36Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5578990631,56,Back,5578990635,285,,5579133399,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787849605,427,44,1,2,17,bd4qakf7j0wwie8wke9km7uj8,0,93.2,48.3,2025-03-14T18:02:36.897Z,2025-03-14T19:01:37Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5579133413,233,50,5579133377,286,,5579133375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820153,19,12,1,2,18,8cfkisxf1fkxdqtt6tx1tup48,1,6.3,52.7,2025-03-14T18:02:37.497Z,2025-03-14T18:02:44Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5578974927,141,69.3,5578974931,213,0.87,5578974923,56,Back,5578974929,212,14.8,5578974925,140,15.4,5578974933,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820245,20,61,1,2,25,8cfkisxf1fkxdqtt6tx1tup48,0,20.3,80.9,2025-03-14T18:02:44.296Z,2025-03-14T18:07:29Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5578975399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820279,33,4,1,2,26,bd4qakf7j0wwie8wke9km7uj8,1,74.6,17.6,2025-03-14T18:02:45.383Z,2025-03-14T18:02:52Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5578975653,233,21,5578975643,13,,5578975647,152,,5578975645,56,Right,5578975651,286,,5578975649,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820257,21,4,1,2,26,8cfkisxf1fkxdqtt6tx1tup48,0,25.4,82.4,2025-03-14T18:02:45.384Z,2025-03-14T18:07:30Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5578975679,233,33,5578975521,13,,5578975529,285,,5578975525,152,,5578975523,56,Back,5578975527,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787820579,34,1,1,2,55,bd4qakf7j0wwie8wke9km7uj8,0,74.7,9.6,2025-03-14T18:03:14.653Z,2025-03-14T18:03:18Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5578976965,213,0.88,5578976961,141,43.8,5578976957,56,Center,5578976953,155,,5578976963,212,30.1,5578976959,140,92.9,5578976955,152,,5578977099,233,23,5578976951,5,5578976949,2,,,,,,,,,,,,,,,,,,,,,,,
