id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2783009491,9,12,1,0,28,dbl7ir1qugqz8nvp1vzn8im50,1,5.4,56.2,2025-03-02T14:02:11.255Z,2025-03-02T14:59:09Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5552454137,212,15.7,5552454135,141,62.4,5552454139,213,0.27,5552454133,140,19.8,5552454131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009441,12,1,1,0,29,b2vft81kyjurzbmekvgrqwr64,0,75.4,28.2,2025-03-02T14:02:12.005Z,2025-03-02T14:02:12Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552453883,56,Center,5552453881,3,,5552453891,213,0.83,5552453885,140,82.8,5552453887,141,40.6,5552453889,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009537,13,1,1,0,30,b2vft81kyjurzbmekvgrqwr64,1,66.7,55.1,2025-03-02T14:02:13.606Z,2025-03-02T14:02:16Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5552454355,140,77.4,5552454359,212,11.5,5552454353,56,Center,5552454351,3,,5552454357,141,58.8,5552454361,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783075473,406,44,1,0,30,b2vft81kyjurzbmekvgrqwr64,1,75.4,44.4,2025-03-02T14:02:13.859Z,2025-03-02T15:01:43Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552799969,56,Center,5552843733,233,468,5552799971,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083639,468,44,1,0,31,dbl7ir1qugqz8nvp1vzn8im50,0,24.6,55.6,2025-03-02T14:02:13.860Z,2025-03-02T16:19:25Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5552843677,285,,5552843675,56,Back,5552843759,233,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009545,14,1,1,0,31,b2vft81kyjurzbmekvgrqwr64,0,74.3,57.8,2025-03-02T14:02:14.525Z,2025-03-02T17:14:49Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552454399,140,83.8,5552454405,213,5.76,5552454397,56,Center,5552454395,168,,5552454403,212,11.5,5552454393,3,,5552454401,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009507,10,12,1,0,32,dbl7ir1qugqz8nvp1vzn8im50,1,14.2,63.0,2025-03-02T14:02:15.438Z,2025-03-02T17:14:52Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552454203,213,6.19,5552834249,15,,5552454201,212,16.2,5552454197,140,29.6,5552454195,56,Back,5552454199,141,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009645,11,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,0,20.7,38.6,2025-03-02T14:02:17.366Z,2025-03-02T14:59:43Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5552454941,141,100.0,5552454943,212,45.4,5552454939,140,35.7,5552454935,157,,5552454947,1,,5552454937,56,Back,5552454945,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783081871,464,12,1,0,35,dbl7ir1qugqz8nvp1vzn8im50,1,24.1,51.9,2025-03-02T14:02:17.860Z,2025-03-02T17:14:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5552835983,167,,5552835991,213,1.10,5552835987,141,100.0,5552835985,140,40.2,5552834697,56,Back,5552835989,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783009653,12,5,1,0,37,dbl7ir1qugqz8nvp1vzn8im50,0,34.6,101.2,2025-03-02T14:02:20.245Z,2025-03-02T16:20:10Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5552454955,56,Back,5552454957,347,,5552457779,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010173,15,5,1,0,37,b2vft81kyjurzbmekvgrqwr64,1,65.4,-1.2,2025-03-02T14:02:20.245Z,2025-03-02T16:20:09Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552457707,233,12,5552457621,347,,5552457617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010303,16,1,1,0,59,b2vft81kyjurzbmekvgrqwr64,1,74.5,0.0,2025-03-02T14:02:42.061Z,2025-03-02T14:02:47Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552458333,140,80.6,5552458323,107,,5552458341,213,1.17,5552458327,56,Right,5552458337,141,20.4,5552458339,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783076699,408,43,1,1,2,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-02T14:02:44.860Z,2025-03-02T15:00:41Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552839123,144,3,5552806837,286,0,5552838693,233,465,5552806835,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082645,416,3,1,1,2,b2vft81kyjurzbmekvgrqwr64,1,74.5,29.8,2025-03-02T14:02:44.860Z,2025-03-02T16:19:12Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552838643,286,,5552839213,233,465,5552838641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082401,465,45,1,1,2,dbl7ir1qugqz8nvp1vzn8im50,0,25.5,70.2,2025-03-02T14:02:44.860Z,2025-03-02T16:19:12Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552837443,285,,5552837441,56,Back,5552839229,233,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010351,17,1,1,1,4,b2vft81kyjurzbmekvgrqwr64,1,75.8,30.9,2025-03-02T14:02:47.620Z,2025-03-02T14:02:49Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552458613,140,67.2,5552458611,56,Center,5552458617,212,9.6,5552458615,141,26.2,5552458619,213,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010363,18,50,1,1,6,b2vft81kyjurzbmekvgrqwr64,1,69.0,28.8,2025-03-02T14:02:49.725Z,2025-03-02T16:18:51Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552802993,233,13,5552802963,286,,5552458677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010375,13,7,1,1,6,dbl7ir1qugqz8nvp1vzn8im50,0,31.0,71.2,2025-03-02T14:02:49.726Z,2025-03-02T16:18:50Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5552458765,56,Back,5552458767,285,,5552802969,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783082701,466,61,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,1,23.4,73.3,2025-03-02T14:02:49.860Z,2025-03-02T15:00:39Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5552838979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783076455,407,3,1,1,8,b2vft81kyjurzbmekvgrqwr64,0,72.8,26.8,2025-03-02T14:02:51.859Z,2025-03-02T16:18:51Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5552848453,286,,5552805541,56,Center,5552848505,233,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783083265,467,7,1,1,9,dbl7ir1qugqz8nvp1vzn8im50,0,27.2,73.2,2025-03-02T14:02:51.860Z,2025-03-02T16:18:51Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552841797,56,Back,5552841799,285,,5552848487,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010427,14,45,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,0,25.8,76.9,2025-03-02T14:02:52.860Z,2025-03-02T16:19:13Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552845995,56,Back,5552848049,285,,5552850433,233,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783084839,417,3,1,1,10,b2vft81kyjurzbmekvgrqwr64,1,74.2,23.1,2025-03-02T14:02:52.860Z,2025-03-02T16:19:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552849951,56,Center,5552850391,233,14,5552850215,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010519,19,43,1,1,11,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-02T14:02:54.102Z,2025-03-02T14:52:52Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5552808133,144,1,5552459523,140,79.5,5552459521,56,Right,5552459525,141,13.1,5552459529,212,12.3,5552459519,3,0,5552459533,213,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010575,20,50,1,1,17,b2vft81kyjurzbmekvgrqwr64,1,79.5,11.8,2025-03-02T14:03:00.677Z,2025-03-02T16:18:52Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5552460397,233,15,5552459825,286,,5552459823,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010653,15,7,1,1,17,dbl7ir1qugqz8nvp1vzn8im50,1,20.5,88.2,2025-03-02T14:03:00.678Z,2025-03-02T16:18:52Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552460201,56,Back,5552460203,285,,5552460339,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010659,21,83,1,1,22,b2vft81kyjurzbmekvgrqwr64,0,70.0,12.9,2025-03-02T14:03:04.941Z,2025-03-02T14:03:13Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5552461061,399,axyrfq1u8nwcj2ss5498u8qhg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783010843,17,2,1,1,29,dbl7ir1qugqz8nvp1vzn8im50,1,76.2,92.0,2025-03-02T14:03:11.878Z,2025-03-02T15:02:55Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5552461031,141,80.0,5552462875,7,1b32j0lqi7ggcabdra4tygxzo,5552461027,140,89.8,5552462877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783011757,23,1,1,2,3,b2vft81kyjurzbmekvgrqwr64,0,10.9,35.8,2025-03-02T14:03:46.629Z,2025-03-02T14:03:53Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5552465633,212,30.9,5552465625,140,39.7,5552465637,213,6.08,5552465629,141,26.8,5552465621,56,Back,5552465617,241,,5552465639,1,,5552465613,157,,5552465609,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783085013,469,44,1,2,3,dbl7ir1qugqz8nvp1vzn8im50,1,42.6,77.6,2025-03-02T14:03:46.859Z,2025-03-02T15:03:17Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552850911,285,,5552850939,233,409,5552850909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783077617,409,44,1,2,4,b2vft81kyjurzbmekvgrqwr64,0,57.4,22.4,2025-03-02T14:03:46.860Z,2025-03-02T15:03:18Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5552812025,286,,5552850975,233,469,5552812023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783085201,470,1,1,2,4,dbl7ir1qugqz8nvp1vzn8im50,1,42.4,82.9,2025-03-02T14:03:46.960Z,2025-03-02T17:14:25Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5552851915,140,45.5,5552851919,212,3.3,5552851913,56,Back,5552851911,3,,5552851917,141,82.0,5552851921,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783011763,24,43,1,2,9,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2025-03-02T14:03:52.061Z,2025-03-02T16:17:42Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5552465685,56,Back,5553283729,144,44,5552465687,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783085317,471,1,1,2,10,dbl7ir1qugqz8nvp1vzn8im50,1,47.2,83.2,2025-03-02T14:03:52.860Z,2025-03-02T15:03:30Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5552852435,212,8.8,5552852427,3,,5552852431,140,38.8,5552852433,141,83.4,5552852429,56,Back,5552852437,213,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783085439,473,1,1,2,12,dbl7ir1qugqz8nvp1vzn8im50,0,38.9,78.8,2025-03-02T14:03:54.860Z,2025-03-02T15:03:38Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5552853039,213,5.41,5552853035,141,47.7,5552853029,155,,5552853037,212,27.6,5552853031,56,Center,5552853033,140,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783011831,25,61,1,2,13,b2vft81kyjurzbmekvgrqwr64,0,44.7,49.0,2025-03-02T14:03:56.541Z,2025-03-02T14:55:27Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5552466147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783085815,474,61,1,2,17,dbl7ir1qugqz8nvp1vzn8im50,0,55.4,67.1,2025-03-02T14:03:59.860Z,2025-03-02T15:04:01Z,1b32j0lqi7ggcabdra4tygxzo,M. Jensen,,,5552855059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783011933,26,1,1,2,17,b2vft81kyjurzbmekvgrqwr64,0,40.9,47.2,2025-03-02T14:03:59.877Z,2025-03-02T16:17:57Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5552466721,56,Center,5553285413,140,56.6,5553285415,141,30.9,5553285417,212,19.9,5553285419,213,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783086157,475,1,1,2,18,dbl7ir1qugqz8nvp1vzn8im50,1,31.4,91.2,2025-03-02T14:04:00.860Z,2025-03-02T15:04:19Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5552856851,212,24.4,5552856843,56,Back,5552856855,213,3.80,5552856849,141,69.3,5552856845,140,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
