id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2781679939,13,7,1,0,11,f1h34qp5zbfl489q8vnkhiq9s,1,48.9,52.4,2025-02-28T17:30:16.186Z,2025-02-28T19:55:06Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5545331869,233,5,5545331863,285,,5545331861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781679741,8,1,1,0,14,f1h34qp5zbfl489q8vnkhiq9s,1,49.4,61.1,2025-02-28T17:30:18.950Z,2025-02-28T17:30:20Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5545330497,212,11.2,5545330491,56,Center,5545330495,141,58.7,5545330499,213,6.14,5545330493,140,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781679747,9,1,1,0,15,f1h34qp5zbfl489q8vnkhiq9s,1,60.0,58.7,2025-02-28T17:30:20.218Z,2025-02-28T17:31:24Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5545332193,156,,5545330521,141,67.6,5545330519,140,52.7,5545330523,212,9.8,5545330525,213,2.47,5545330517,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781679773,10,1,1,0,17,f1h34qp5zbfl489q8vnkhiq9s,1,55.3,71.1,2025-02-28T17:30:22.307Z,2025-02-28T17:30:34Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,1.0,,5545330683,1,,5545330679,212,35.6,5545330677,141,70.2,5545330671,155,,5545331025,210,13,5545330673,56,Center,5545330675,140,89.2,5545330681,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781679777,11,13,1,0,20,f1h34qp5zbfl489q8vnkhiq9s,1,90.6,68.3,2025-02-28T17:30:25.067Z,2025-02-28T19:47:59Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545331035,74,,5545331045,103,68.1,5545331049,230,98.4,5545331051,231,54.2,5545331039,55,10,5545330691,56,Center,5545331043,102,47.2,5545330689,64,,5545331037,29,5545331047,215,5545330903,72,5545450723,23,,,,,,,,,,,,,,,,,,,,,,,,
2781679961,6,5,1,0,21,8cfkisxf1fkxdqtt6tx1tup48,1,-0.8,59.1,2025-02-28T17:30:26.505Z,2025-02-28T19:57:01Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545331635,346,,5545331667,233,12,5545331633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781679813,12,5,1,0,21,f1h34qp5zbfl489q8vnkhiq9s,0,100.8,40.9,2025-02-28T17:30:26.505Z,2025-02-28T19:57:01Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545330885,346,,5545331689,233,6,5545330883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680117,7,1,1,0,58,8cfkisxf1fkxdqtt6tx1tup48,1,4.6,42.8,2025-02-28T17:31:03.385Z,2025-02-28T17:31:08Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545332381,140,62.3,5545332393,74,,5545332387,213,6.23,5545332389,1,,5545332385,212,60.7,5545332377,124,,5545332383,141,37.9,5545332379,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680131,8,1,1,1,3,8cfkisxf1fkxdqtt6tx1tup48,0,62.5,37.4,2025-02-28T17:31:08.008Z,2025-02-28T17:31:10Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5545332469,56,Center,5545332467,168,,5545332477,213,0.07,5545332471,140,80.6,5545332473,141,39.4,5545332475,212,19.1,5545332465,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680163,14,12,1,1,4,f1h34qp5zbfl489q8vnkhiq9s,1,25.5,56.0,2025-02-28T17:31:09.770Z,2025-02-28T17:31:14Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5545332639,141,100.0,5545332641,212,37.9,5545332637,140,4.7,5545332663,167,,5545332635,56,Back,5545332643,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680199,9,5,1,1,9,8cfkisxf1fkxdqtt6tx1tup48,1,93.5,-1.4,2025-02-28T17:31:13.853Z,2025-02-28T19:57:01Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5545332781,347,,5545332813,233,15,5545332779,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680167,15,5,1,1,9,f1h34qp5zbfl489q8vnkhiq9s,0,6.5,101.4,2025-02-28T17:31:13.853Z,2025-02-28T19:57:02Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5545332659,56,Back,5545332821,233,9,5545332661,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680219,10,1,1,1,12,8cfkisxf1fkxdqtt6tx1tup48,1,90.4,0.0,2025-02-28T17:31:17.289Z,2025-02-28T17:31:20Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5545332893,212,29.7,5545332887,56,Right,5545332895,213,2.82,5545332889,140,63.6,5545332885,107,,5545332897,1,,5545332891,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680265,11,1,1,1,15,8cfkisxf1fkxdqtt6tx1tup48,1,63.6,12.6,2025-02-28T17:31:20.057Z,2025-02-28T17:31:23Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545333145,140,40.9,5545333147,141,40.4,5545333149,212,30.4,5545333143,56,Back,5545333151,213,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680291,12,1,1,1,18,8cfkisxf1fkxdqtt6tx1tup48,1,40.9,40.4,2025-02-28T17:31:23.696Z,2025-02-28T17:31:26Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545333261,212,21.1,5545333259,141,60.3,5545333265,213,2.44,5545333257,140,25.5,5545333255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680329,13,1,1,1,21,8cfkisxf1fkxdqtt6tx1tup48,0,25.5,60.3,2025-02-28T17:31:26.737Z,2025-02-28T17:31:31Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545333495,1,,5545333487,212,63.4,5545333481,56,Center,5545333479,155,,5545333483,140,85.7,5545333491,213,6.20,5545333485,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680435,18,1,1,1,37,f1h34qp5zbfl489q8vnkhiq9s,0,14.7,43.7,2025-02-28T17:31:42.395Z,2025-02-28T17:31:45Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5545334089,198,,5545334095,141,52.5,5545334087,157,,5545334093,140,69.5,5545334097,212,57.9,5545334091,56,Center,5545334101,1,,5545334099,213,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680451,14,1,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,0,36.6,43.4,2025-02-28T17:31:45.840Z,2025-02-28T17:31:47Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5545334201,141,61.5,5545334195,3,,5545334197,56,Back,5545334205,213,1.11,5545334203,212,13.7,5545334199,140,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680485,19,1,1,1,42,f1h34qp5zbfl489q8vnkhiq9s,0,59.2,43.3,2025-02-28T17:31:47.379Z,2025-02-28T17:31:50Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5545334357,212,32.8,5545334351,56,Right,5545334349,155,,5545334361,1,,5545334359,213,5.58,5545334355,141,12.3,5545334353,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680515,15,4,1,1,48,8cfkisxf1fkxdqtt6tx1tup48,1,22.2,89.0,2025-02-28T17:31:53.024Z,2025-02-28T19:32:21Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545334525,285,,5545334517,13,,5545334519,56,Back,5545334523,265,,5545334521,152,,5545334613,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680527,20,4,1,1,48,f1h34qp5zbfl489q8vnkhiq9s,0,77.8,11.0,2025-02-28T17:31:53.025Z,2025-02-28T19:32:22Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5545334593,56,Right,5545334595,152,,5545334599,286,,5545334597,265,,5545334629,233,15,5545334591,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680761,16,1,1,2,13,8cfkisxf1fkxdqtt6tx1tup48,1,24.3,89.1,2025-02-28T17:32:17.912Z,2025-02-28T17:32:23Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545335603,5,,5545335613,141,73.5,5545335615,212,48.1,5545335605,157,,5545335609,56,Center,5545335619,1,,5545335607,152,,5545335611,140,69.0,5545335617,213,,,,,,,6.06,,,,,,,,,,,,,,,,,,,,,,,
2781680769,17,1,1,2,18,8cfkisxf1fkxdqtt6tx1tup48,0,69.0,73.5,2025-02-28T17:32:23.096Z,2025-02-28T17:32:23Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5545335669,141,68.8,5545335667,140,72.1,5545335671,212,4.6,5545335661,3,,5545335673,213,5.51,5545335663,168,,5545335665,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680807,22,1,1,2,19,f1h34qp5zbfl489q8vnkhiq9s,1,35.0,36.1,2025-02-28T17:32:24.459Z,2025-02-28T17:32:27Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5545335795,140,37.8,5545335797,141,17.1,5545335801,213,4.94,5545335799,212,13.3,5545335793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680797,18,43,1,2,21,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-02-28T17:32:26.168Z,2025-02-28T17:44:06Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5545335751,56,Center,5545364337,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680815,23,1,1,2,22,f1h34qp5zbfl489q8vnkhiq9s,1,38.2,15.5,2025-02-28T17:32:26.842Z,2025-02-28T17:32:29Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545335869,213,0.12,5545335861,56,Right,5545335867,212,18.4,5545335859,155,,5545335863,140,55.6,5545335865,141,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680819,24,1,1,2,24,f1h34qp5zbfl489q8vnkhiq9s,0,55.6,18.8,2025-02-28T17:32:29.411Z,2025-02-28T17:33:48Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545335889,168,,5545335895,141,18.0,5545335887,3,,5545335893,140,59.5,5545335897,212,4.1,5545335891,56,Right,5545335899,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680851,19,1,1,2,25,8cfkisxf1fkxdqtt6tx1tup48,1,35.1,52.4,2025-02-28T17:32:30.608Z,2025-02-28T17:32:34Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545336079,1,,5545336069,56,Center,5545336067,157,,5545336071,140,52.0,5545336077,213,5.95,5545336073,141,43.3,5545336075,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680871,20,1,1,2,29,8cfkisxf1fkxdqtt6tx1tup48,1,51.9,43.6,2025-02-28T17:32:34.560Z,2025-02-28T19:34:10Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5545336197,141,34.5,5545336201,213,3.78,5545336195,140,44.0,5545336199,212,10.3,5545336193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680853,25,43,1,2,30,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-02-28T17:32:34.852Z,2025-02-28T17:39:27Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5545336093,213,1.10,5545353145,144,1,5545336087,140,52.6,5545336227,236,0,5545336089,141,55.5,5545336085,56,Center,5545336233,286,0,5545336091,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680875,21,1,1,2,32,8cfkisxf1fkxdqtt6tx1tup48,1,46.4,40.5,2025-02-28T17:32:36.960Z,2025-02-28T17:39:14Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5545352553,140,48.7,5545352559,213,1.35,5545352557,212,11.1,5545352555,141,56.4,5545336219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680889,22,1,1,2,32,8cfkisxf1fkxdqtt6tx1tup48,1,47.2,58.1,2025-02-28T17:32:37.472Z,2025-02-28T19:33:59Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5545336297,213,4.72,5545336291,140,47.3,5545336289,56,Back,5545336295,212,12.4,5545336293,141,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781685897,154,1,1,2,33,8cfkisxf1fkxdqtt6tx1tup48,0,44.9,47.2,2025-02-28T17:32:38.597Z,2025-02-28T17:43:35Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5545363047,56,Center,5545363049,140,56.8,5545363057,213,5.78,5545363051,141,37.0,5545363045,3,,5545363053,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680887,26,8,1,2,34,f1h34qp5zbfl489q8vnkhiq9s,1,44.6,68.2,2025-02-28T17:32:39.428Z,2025-02-28T17:39:23Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5545336287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781683719,89,61,1,2,35,f1h34qp5zbfl489q8vnkhiq9s,0,60.1,70.6,2025-02-28T17:32:40.296Z,2025-02-28T17:38:34Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5545350453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680933,23,1,1,2,38,8cfkisxf1fkxdqtt6tx1tup48,1,31.1,30.3,2025-02-28T17:32:43.512Z,2025-02-28T17:32:46Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545336499,212,28.5,5545336493,56,Back,5545336501,213,2.32,5545336497,141,61.1,5545336495,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680947,24,1,1,2,41,8cfkisxf1fkxdqtt6tx1tup48,0,11.8,61.7,2025-02-28T17:32:46.568Z,2025-02-28T17:32:48Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545336569,155,,5545336573,140,33.9,5545336585,213,0.71,5545336581,212,30.5,5545336571,56,Back,5545336577,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680963,27,8,1,2,45,f1h34qp5zbfl489q8vnkhiq9s,1,67.6,20.3,2025-02-28T17:32:50.499Z,2025-02-28T17:32:50Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545336665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680969,25,5,1,2,46,8cfkisxf1fkxdqtt6tx1tup48,1,33.6,101.6,2025-02-28T17:32:51.360Z,2025-02-28T17:43:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545336739,233,28,5545336681,56,Back,5545336683,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781680979,28,5,1,2,46,f1h34qp5zbfl489q8vnkhiq9s,0,66.4,-1.6,2025-02-28T17:32:51.360Z,2025-02-28T19:57:02Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5545336725,347,,5545336747,233,25,5545336723,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781681031,26,1,1,2,50,8cfkisxf1fkxdqtt6tx1tup48,1,37.7,100.0,2025-02-28T17:32:55.560Z,2025-02-28T17:32:59Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5545337003,140,21.1,5545336999,107,,5545337005,141,86.2,5545337009,213,3.68,5545337001,56,Back,5545337007,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781681093,27,1,1,2,54,8cfkisxf1fkxdqtt6tx1tup48,1,18.7,84.4,2025-02-28T17:32:59.464Z,2025-02-28T17:33:07Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5545337307,140,10.2,5545337311,212,25.0,5545337305,56,Back,5545337309,141,50.1,5545337313,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781681157,28,1,1,3,2,8cfkisxf1fkxdqtt6tx1tup48,1,21.4,43.9,2025-02-28T17:33:06.896Z,2025-02-28T17:33:15Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5545337577,212,14.2,5545337571,56,Back,5545337575,141,23.1,5545337579,213,4.81,5545337573,140,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781681173,29,1,1,3,10,8cfkisxf1fkxdqtt6tx1tup48,1,38.7,29.5,2025-02-28T17:33:15.472Z,2025-02-28T17:46:18Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5545337647,140,56.0,5545337649,141,54.8,5545337651,212,25.0,5545337645,56,Center,5545337653,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781687855,189,1,1,3,11,8cfkisxf1fkxdqtt6tx1tup48,0,64.8,62.6,2025-02-28T17:33:15.853Z,2025-02-28T17:47:58Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5545373141,141,46.0,5545373139,140,68.5,5545373145,213,5.04,5545373143,212,11.9,5545373137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781681195,29,1,1,3,14,f1h34qp5zbfl489q8vnkhiq9s,1,37.6,55.1,2025-02-28T17:33:19.587Z,2025-02-28T18:27:30Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5545337779,157,,5545337791,1,,5545337783,140,41.0,5545337785,141,54.6,5545337789,213,6.19,5545337781,56,Back,5545337787,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
