id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId
2745535013,5,83,1,0,14,7gkglopz9cjsysn2u6sbhuvc5,0,42.0,21.5,2024-11-08T18:01:57.545Z,2024-11-08T18:02:04Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348890753,399,6bajck5osvj7trnwt2a5mc3dg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535029,7,61,1,0,16,b8oqgvx1ijeyn6y1cn6929ix4,0,62.7,73.0,2024-11-08T18:01:59.299Z,2024-11-08T20:35:19Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348890675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535231,15,1,1,0,16,7gkglopz9cjsysn2u6sbhuvc5,1,43.9,17.2,2024-11-08T18:01:59.650Z,2024-11-08T18:12:33Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348917671,141,21.1,5348917675,213,2.82,5348917669,140,36.2,5348917667,56,Back,5348917673,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535041,7,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,1,36.6,23.6,2024-11-08T18:02:00.383Z,2024-11-08T18:02:02Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348890739,140,45.5,5348890745,213,0.41,5348890735,56,Back,5348890741,141,29.5,5348890743,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535047,8,1,1,0,19,7gkglopz9cjsysn2u6sbhuvc5,1,45.5,29.5,2024-11-08T18:02:02.256Z,2024-11-08T18:02:03Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348890757,140,69.6,5348890761,212,29.1,5348890759,141,8.5,5348890763,213,5.77,5348890755,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535061,9,1,1,0,22,7gkglopz9cjsysn2u6sbhuvc5,1,67.9,7.6,2024-11-08T18:02:05.720Z,2024-11-08T18:02:06Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5348890835,141,14.7,5348890839,213,0.84,5348890837,212,6.5,5348890833,140,72.0,5348890831,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535065,10,1,1,0,23,7gkglopz9cjsysn2u6sbhuvc5,1,72.0,14.7,2024-11-08T18:02:06.655Z,2024-11-08T18:02:08Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5348890859,141,9.7,5348890863,213,6.09,5348890855,56,Right,5348890861,212,18.0,5348890857,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535083,11,1,1,0,25,7gkglopz9cjsysn2u6sbhuvc5,1,85.8,8.5,2024-11-08T18:02:08.400Z,2024-11-08T18:02:19Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,1.0,5348890949,213,1.32,5348890939,155,,5348890945,141,50.0,5348890947,212,29.1,5348890937,2,,5348891129,210,15,5348890943,140,92.6,5348891131,154,,5348890941,56,Center,,,,,,,,,,,,,,,,,,,,
2745535087,12,15,1,0,28,7gkglopz9cjsysn2u6sbhuvc5,1,91.8,43.2,2024-11-08T18:02:12.194Z,2024-11-08T20:47:22Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5348891055,15,,5349652173,78,,5348891059,328,,5348890965,56,Center,5349652175,214,,5348890963,17,,5348891171,103,13.3,5348891161,29,,5348891181,233,8,5348891163,154,5348891173,146,100,5348890961,22,5348891175,147,50.4,5348891165,55,11,5348891169,102,51.0,,,,
2745535085,8,10,1,0,29,b8oqgvx1ijeyn6y1cn6929ix4,1,2.2,49.4,2024-11-08T18:02:12.294Z,2024-11-08T18:02:17Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5348891047,179,,5348890957,182,,5348891083,233,12,5348890959,56,Back,5348891045,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535201,10,1,1,0,44,b8oqgvx1ijeyn6y1cn6929ix4,1,15.2,45.7,2024-11-08T18:02:27.228Z,2024-11-08T21:16:56Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5349764707,189,,5348891513,140,67.3,5348891517,212,55.5,5348891515,141,31.6,5348891519,213,6.11,5348891521,1,,5348891509,199,,5348891511,56,Center,,,,,,,,,,,,,,,,,,,,,,,
2745542189,137,1,1,0,45,b8oqgvx1ijeyn6y1cn6929ix4,1,66.8,30.5,2024-11-08T18:02:28.574Z,2024-11-08T18:17:07Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348931835,56,Back,5348931839,141,33.8,5348931833,3,,5348931843,213,3.06,5348931837,140,39.0,5348932451,189,,5348931841,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535219,11,2,1,0,47,b8oqgvx1ijeyn6y1cn6929ix4,1,40.8,33.9,2024-11-08T18:02:30.237Z,2024-11-08T18:26:46Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5348892023,7,6bajck5osvj7trnwt2a5mc3dg,5348891615,141,31.0,5348892025,56,Center,5348891613,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535311,17,1,1,0,58,7gkglopz9cjsysn2u6sbhuvc5,1,31.4,65.1,2024-11-08T18:02:42.026Z,2024-11-08T18:02:44Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348892001,241,,5348892011,213,4.63,5348892007,141,46.1,5348892003,56,Back,5348891999,5,,5348892005,140,30.4,5348892009,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535351,18,1,1,1,1,7gkglopz9cjsysn2u6sbhuvc5,1,30.5,43.3,2024-11-08T18:02:44.384Z,2024-11-08T18:02:51Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5348892185,212,23.5,5348892187,213,5.05,5348892183,141,10.7,5348892181,140,38.0,5348892179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535359,19,1,1,1,8,7gkglopz9cjsysn2u6sbhuvc5,0,62.9,15.6,2024-11-08T18:02:51.488Z,2024-11-08T18:02:54Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348892253,212,42.0,5348892249,140,100.0,5348892245,155,,5348892257,1,,5348892255,213,0.24,5348892251,141,30.4,5348892247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535429,13,5,1,1,11,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,70.5,2024-11-08T18:02:54.778Z,2024-11-08T20:32:11Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5348892613,56,Back,5348892623,233,20,5348892615,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535363,20,5,1,1,11,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,29.5,2024-11-08T18:02:54.778Z,2024-11-08T20:32:12Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348892265,346,,5348892631,233,13,5348892263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535433,14,1,1,1,25,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,50.0,2024-11-08T18:03:09.220Z,2024-11-08T18:03:11Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5348892655,212,14.2,5348892653,141,70.0,5348892657,213,1.28,5348892651,140,8.6,5348892647,124,,5348892649,56,Back,5348892661,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535465,15,1,1,1,31,b8oqgvx1ijeyn6y1cn6929ix4,1,8.4,68.7,2024-11-08T18:03:15.180Z,2024-11-08T18:27:07Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5348892783,141,88.1,5348892787,213,0.95,5348892785,212,16.2,5348892779,56,Back,5348892781,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535475,16,1,1,1,33,b8oqgvx1ijeyn6y1cn6929ix4,1,17.6,88.1,2024-11-08T18:03:16.684Z,2024-11-08T18:27:08Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348892835,213,0.19,5348892831,141,92.1,5348892829,140,31.0,5348892833,212,14.3,5348892827,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535477,17,4,1,1,34,b8oqgvx1ijeyn6y1cn6929ix4,1,27.0,91.8,2024-11-08T18:03:17.479Z,2024-11-08T20:07:09Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348892851,13,,5348892867,233,21,5348892855,152,,5348892859,285,,5348892857,265,,5348892853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535467,21,4,1,1,34,7gkglopz9cjsysn2u6sbhuvc5,0,73.0,8.2,2024-11-08T18:03:17.480Z,2024-11-08T18:03:22Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348892811,56,Right,5348892809,13,,5348892897,233,17,5348892815,265,,5348892813,152,,5348892817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535571,18,1,1,1,45,b8oqgvx1ijeyn6y1cn6929ix4,1,30.4,89.7,2024-11-08T18:03:28.917Z,2024-11-08T18:03:38Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5348893353,141,61.4,5348893341,152,,5348893357,212,26.9,5348893339,5,,5348893345,56,Back,5348893349,140,12.5,5348893361,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535605,19,1,1,1,54,b8oqgvx1ijeyn6y1cn6929ix4,1,13.9,68.1,2024-11-08T18:03:37.853Z,2024-11-08T18:03:42Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5348893529,212,21.2,5348893525,140,25.6,5348893531,213,0.95,5348893523,56,Back,5348893527,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535625,20,1,1,1,58,b8oqgvx1ijeyn6y1cn6929ix4,0,31.8,96.5,2024-11-08T18:03:41.853Z,2024-11-08T18:03:44Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5348893637,1,,5348893623,56,Left,5348893619,155,,5348893627,140,67.4,5348893633,212,37.9,5348893631,141,87.2,5348893635,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535639,22,1,1,2,1,7gkglopz9cjsysn2u6sbhuvc5,0,39.6,16.1,2024-11-08T18:03:44.296Z,2024-11-08T18:03:45Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348893723,56,Right,5348893727,141,15.9,5348893721,3,,5348893729,212,13.5,5348893725,140,52.5,5348893731,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535655,21,1,1,2,3,b8oqgvx1ijeyn6y1cn6929ix4,0,59.1,83.0,2024-11-08T18:03:47.069Z,2024-11-08T18:03:49Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348893813,213,5.35,5348893809,141,66.4,5348893805,56,Center,5348893807,140,67.1,5348893811,212,14.1,5348893803,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535665,23,44,1,2,5,7gkglopz9cjsysn2u6sbhuvc5,1,33.0,31.8,2024-11-08T18:03:48.460Z,2024-11-08T20:05:42Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348893873,233,22,5348893839,56,Back,5348893841,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535661,22,44,1,2,5,b8oqgvx1ijeyn6y1cn6929ix4,0,67.0,68.2,2024-11-08T18:03:48.461Z,2024-11-08T20:05:42Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,5348893885,233,23,5348893837,286,,5348893831,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535671,24,1,1,2,5,7gkglopz9cjsysn2u6sbhuvc5,0,33.3,28.9,2024-11-08T18:03:49.207Z,2024-11-08T18:03:49Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5348893861,141,36.6,5348893865,213,0.44,5348893857,56,Back,5348893855,3,,5348893863,212,12.3,5348893859,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535679,23,1,1,2,6,b8oqgvx1ijeyn6y1cn6929ix4,0,61.7,64.5,2024-11-08T18:03:50.142Z,2024-11-08T18:03:50Z,4uuqid6t4nspn0wspyltz3bx0,J. Musbaudeen,,5348893901,141,82.1,5348893905,213,0.92,5348893897,56,Left,5348893899,140,70.4,5348893903,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535705,26,1,1,2,8,7gkglopz9cjsysn2u6sbhuvc5,1,31.3,8.8,2024-11-08T18:03:52.097Z,2024-11-08T18:03:53Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5348894037,212,26.1,5348894039,213,2.44,5348894035,141,33.6,5348894027,56,Back,5348894031,140,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535733,27,1,1,2,10,7gkglopz9cjsysn2u6sbhuvc5,1,12.3,33.6,2024-11-08T18:03:53.736Z,2024-11-08T18:03:57Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5348894183,212,57.5,5348894191,1,,5348894187,213,5.93,5348894179,141,4.6,5348894175,56,Right,5348894177,140,63.7,5348894173,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535743,28,1,1,2,14,7gkglopz9cjsysn2u6sbhuvc5,0,63.7,4.6,2024-11-08T18:03:57.544Z,2024-11-08T18:03:58Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,5348894231,56,Back,5348894229,3,,5348894239,213,2.88,5348894235,141,13.5,5348894233,140,42.0,5348894237,212,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535761,24,50,1,2,17,b8oqgvx1ijeyn6y1cn6929ix4,1,61.6,87.0,2024-11-08T18:04:00.471Z,2024-11-08T18:04:06Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348894313,286,,5348894459,233,29,5348894311,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535787,29,7,1,2,17,7gkglopz9cjsysn2u6sbhuvc5,0,38.4,13.0,2024-11-08T18:04:00.472Z,2024-11-08T18:04:07Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5348894417,285,,5348894415,56,Back,5348894419,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535795,25,1,1,2,20,b8oqgvx1ijeyn6y1cn6929ix4,1,63.9,84.5,2024-11-08T18:04:03.533Z,2024-11-08T18:04:05Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348894483,140,79.9,5348894487,212,18.1,5348894489,213,0.38,5348894485,141,94.5,5348894481,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535845,27,1,1,2,26,b8oqgvx1ijeyn6y1cn6929ix4,1,85.6,90.5,2024-11-08T18:04:10.077Z,2024-11-08T20:35:17Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348894723,212,8.7,5348894719,140,77.3,5348894725,213,3.11,5348894721,141,90.9,5348894717,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535867,28,1,1,2,28,b8oqgvx1ijeyn6y1cn6929ix4,1,78.3,89.3,2024-11-08T18:04:11.531Z,2024-11-08T18:04:14Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348894811,56,Left,5348894813,140,82.9,5348894817,212,7.2,5348894819,213,0.83,5348894815,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535873,29,3,1,2,29,b8oqgvx1ijeyn6y1cn6929ix4,1,79.9,91.4,2024-11-08T18:04:12.488Z,2024-11-08T20:33:11Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348894833,286,,5348894835,233,30,5348894831,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535851,30,45,1,2,29,7gkglopz9cjsysn2u6sbhuvc5,0,20.1,8.6,2024-11-08T18:04:12.488Z,2024-11-08T20:05:32Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5348894745,56,Back,5348894843,233,29,5348894747,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535877,30,1,1,2,31,b8oqgvx1ijeyn6y1cn6929ix4,1,85.3,94.8,2024-11-08T18:04:14.975Z,2024-11-08T18:27:24Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5348894857,140,82.4,5348894861,212,6.8,5348894855,56,Left,5348894859,141,85.9,5348894863,213,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535883,31,4,1,2,35,b8oqgvx1ijeyn6y1cn6929ix4,1,81.8,87.6,2024-11-08T18:04:18.575Z,2024-11-08T18:04:24Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348894931,13,,5348894941,233,31,5348894939,286,,5348894935,152,,5348894937,265,,5348894933,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535881,31,4,1,2,35,7gkglopz9cjsysn2u6sbhuvc5,0,18.2,12.4,2024-11-08T18:04:18.576Z,2024-11-08T18:04:24Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348894919,13,,5348894923,152,,5348894959,233,31,5348894927,285,,5348894925,265,,5348894921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745536933,46,17,1,2,59,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-08T18:04:43.072Z,2024-11-08T18:06:51Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348900389,392,,5348900391,13,243,5348900387,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745536519,32,1,1,3,56,b8oqgvx1ijeyn6y1cn6929ix4,0,87.1,83.9,2024-11-08T18:05:39.782Z,2024-11-08T18:05:40Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5348897921,56,Center,5348897929,213,5.03,5348897913,2,,5348897925,141,50.6,5348897917,155,,5348897915,5,,5348897919,152,,5348897923,140,94.1,5348897927,212,23.8,,,,,,,,,,,,,,,,,,,,
2745536529,32,12,1,3,58,7gkglopz9cjsysn2u6sbhuvc5,1,10.3,32.8,2024-11-08T18:05:41.472Z,2024-11-08T20:35:48Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5348897953,213,0.66,5348897959,15,,5348897945,56,Back,5348897949,141,50.7,5348897947,140,25.1,5348897951,212,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
