id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2709230965,5,1,1,0,10,6wwwud48qahpwrfxs20334qk5,0,6.9,13.7,2024-08-16T17:00:20.686Z,2024-08-16T17:00:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5150095273,141,18.8,5150095269,56,Back,5150095279,1,,5150095271,140,33.5,5150095267,157,,5150095275,212,28.1,5150095277,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230967,7,61,1,0,13,bd4qakf7j0wwie8wke9km7uj8,0,64.8,86.6,2024-08-16T17:00:24.560Z,2024-08-16T17:00:24Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5150095281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709233255,59,1,1,0,14,6wwwud48qahpwrfxs20334qk5,1,39.7,26.6,2024-08-16T17:00:24.861Z,2024-08-16T20:18:33Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5150108341,140,35.6,5150108343,141,25.0,5150108347,213,3.39,5150108339,56,Back,5150108345,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230975,6,61,1,0,15,6wwwud48qahpwrfxs20334qk5,1,32.6,23.1,2024-08-16T17:00:25.971Z,2024-08-16T20:18:32Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5150095311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230989,7,1,1,0,20,6wwwud48qahpwrfxs20334qk5,1,30.0,7.3,2024-08-16T17:00:30.982Z,2024-08-16T17:00:33Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5150095403,212,14.9,5150095401,141,21.8,5150095399,140,19.3,5150095405,213,2.42,5150095397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230995,8,1,1,0,22,6wwwud48qahpwrfxs20334qk5,1,19.3,21.8,2024-08-16T17:00:33.262Z,2024-08-16T17:00:34Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5150095427,155,,5150095433,141,42.8,5150095431,140,35.2,5150095429,56,Back,5150095435,212,22.0,5150095437,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231015,9,1,1,0,23,6wwwud48qahpwrfxs20334qk5,1,35.2,42.8,2024-08-16T17:00:34.231Z,2024-08-16T17:00:37Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5150095533,213,2.76,5150095527,140,19.2,5150095525,56,Back,5150095531,212,18.1,5150095529,141,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231049,10,1,1,0,26,6wwwud48qahpwrfxs20334qk5,1,19.2,53.3,2024-08-16T17:00:36.903Z,2024-08-16T17:00:42Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5150095727,140,6.4,5150095733,213,3.42,5150095731,212,14.0,5150095725,56,Back,5150095729,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231063,11,1,1,0,31,6wwwud48qahpwrfxs20334qk5,0,9.2,51.3,2024-08-16T17:00:42.439Z,2024-08-16T17:00:44Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5150095813,140,43.6,5150095819,213,5.72,5150095809,155,,5150095823,1,,5150095815,141,17.4,5150095817,212,42.8,5150095811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231077,8,1,1,0,34,bd4qakf7j0wwie8wke9km7uj8,0,61.0,82.8,2024-08-16T17:00:44.991Z,2024-08-16T17:00:46Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5150095889,140,61.2,5150095895,213,4.73,5150095893,212,13.1,5150095887,56,Center,5150095891,141,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231101,12,8,1,0,38,6wwwud48qahpwrfxs20334qk5,1,44.1,40.1,2024-08-16T17:00:48.950Z,2024-08-16T17:00:49Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5150095983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231123,13,1,1,0,38,6wwwud48qahpwrfxs20334qk5,1,44.2,41.6,2024-08-16T17:00:49.423Z,2024-08-16T17:00:52Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5150096079,213,1.10,5150096071,56,Center,5150096073,140,55.2,5150096077,212,25.5,5150096075,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231145,14,1,1,0,41,6wwwud48qahpwrfxs20334qk5,1,53.2,84.1,2024-08-16T17:00:52.351Z,2024-08-16T17:00:55Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5150096195,213,0.86,5150096189,140,58.8,5150096193,212,9.0,5150096187,56,Left,5150096191,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231165,15,1,1,0,44,6wwwud48qahpwrfxs20334qk5,1,57.8,94.4,2024-08-16T17:00:55.567Z,2024-08-16T20:18:30Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5150096273,212,16.2,5150096269,140,52.9,5150096271,141,71.8,5150096267,56,Center,5150096275,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231219,16,1,1,0,49,6wwwud48qahpwrfxs20334qk5,1,60.1,81.1,2024-08-16T17:00:59.791Z,2024-08-16T20:18:29Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5150096503,140,53.3,5150096509,213,3.50,5150096505,141,77.2,5150096507,212,7.6,5150096501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231213,9,83,1,0,52,bd4qakf7j0wwie8wke9km7uj8,0,33.3,17.3,2024-08-16T17:01:03.023Z,2024-08-16T17:01:05Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5150096577,399,7ztdirfvd9d0x2yw1v051xzbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231225,17,1,1,0,52,6wwwud48qahpwrfxs20334qk5,1,66.8,85.7,2024-08-16T17:01:03.495Z,2024-08-16T20:18:27Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5150115503,140,78.6,5150115509,213,0.33,5150115505,141,92.0,5150096527,56,Left,5150115507,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231233,10,43,1,0,52,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-16T17:01:03.496Z,2024-08-16T17:08:29Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5150115803,144,7,5150096547,56,Back,5150096549,285,0,5150096607,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231267,18,1,1,0,55,6wwwud48qahpwrfxs20334qk5,1,65.8,92.4,2024-08-16T17:01:06.191Z,2024-08-16T17:01:37Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5150096717,56,Left,5150096723,212,9.6,5150096721,141,90.3,5150096719,140,56.8,5150096725,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231285,19,2,1,0,58,6wwwud48qahpwrfxs20334qk5,1,56.8,90.3,2024-08-16T17:01:09.407Z,2024-08-16T17:01:43Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5150096835,7,289rctmvd5ppy9zqn98jbe4et,5150096837,56,Left,5150096833,141,85.1,5150096831,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231491,12,1,1,1,28,bd4qakf7j0wwie8wke9km7uj8,1,21.9,21.4,2024-08-16T17:01:38.839Z,2024-08-16T17:01:44Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5150097831,5,,5150097837,56,Right,5150097835,241,,5150097843,212,53.4,5150097839,140,72.7,5150097847,1,,5150097845,213,6.26,5150097833,157,,5150097841,141,19.3,,,,,,,,,,,,,,,,,,,,,,,,,
2709231495,13,44,1,1,31,bd4qakf7j0wwie8wke9km7uj8,1,70.8,34.2,2024-08-16T17:01:42.335Z,2024-08-16T19:15:29Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5150097853,56,Center,5150097855,286,,5150097867,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231473,20,44,1,1,31,6wwwud48qahpwrfxs20334qk5,0,29.2,65.8,2024-08-16T17:01:42.336Z,2024-08-16T19:15:29Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5150097755,285,,5150097753,56,Back,5150097879,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231523,14,1,1,1,31,bd4qakf7j0wwie8wke9km7uj8,1,72.7,19.3,2024-08-16T17:01:42.481Z,2024-08-16T17:06:10Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5150097993,141,26.9,5150097987,3,,5150097997,213,0.28,5150097995,212,18.8,5150097989,56,Center,5150098525,168,,5150097991,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231527,15,61,1,1,36,bd4qakf7j0wwie8wke9km7uj8,0,89.9,26.9,2024-08-16T17:01:47.384Z,2024-08-16T20:18:25Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5150098017,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231535,16,5,1,1,37,bd4qakf7j0wwie8wke9km7uj8,0,101.0,30.2,2024-08-16T17:01:48.024Z,2024-08-16T19:03:52Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5150098059,346,,5150098173,233,21,5150098057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231551,21,5,1,1,37,6wwwud48qahpwrfxs20334qk5,1,-1.0,69.8,2024-08-16T17:01:48.024Z,2024-08-16T17:01:56Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5150098137,56,Back,5150098139,346,,5150098165,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231633,22,1,1,1,51,6wwwud48qahpwrfxs20334qk5,1,5.0,43.6,2024-08-16T17:02:02.129Z,2024-08-16T17:02:04Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5150098559,213,1.65,5150098553,140,4.4,5150098563,237,,5150098551,56,Back,5150098549,124,,5150098557,212,8.3,5150098555,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231661,23,1,1,1,53,6wwwud48qahpwrfxs20334qk5,1,4.4,55.8,2024-08-16T17:02:03.880Z,2024-08-16T17:02:08Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5150098685,212,14.7,5150098687,213,1.29,5150098679,56,Back,5150098683,141,76.6,5150098681,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231693,24,1,1,1,57,6wwwud48qahpwrfxs20334qk5,1,20.4,80.5,2024-08-16T17:02:08.072Z,2024-08-16T17:02:12Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5150098853,56,Back,5150098859,212,22.8,5150098861,213,0.27,5150098855,140,41.3,5150098857,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231723,25,1,1,2,2,6wwwud48qahpwrfxs20334qk5,1,33.3,90.5,2024-08-16T17:02:12.824Z,2024-08-16T17:02:16Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5150099001,141,88.4,5150098999,140,24.7,5150099005,213,3.30,5150099003,212,9.1,5150098997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231769,26,1,1,2,5,6wwwud48qahpwrfxs20334qk5,1,24.5,88.4,2024-08-16T17:02:16.232Z,2024-08-16T17:02:22Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5150099257,212,30.2,5150099255,141,44.5,5150099251,56,Back,5150099259,213,4.57,5150099253,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231777,27,1,1,2,11,6wwwud48qahpwrfxs20334qk5,0,24.5,33.3,2024-08-16T17:02:22.072Z,2024-08-16T17:02:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5150099297,140,33.7,5150099301,212,10.6,5150099303,213,5.85,5150099295,56,Back,5150099299,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231797,18,61,1,2,15,bd4qakf7j0wwie8wke9km7uj8,1,62.9,74.6,2024-08-16T17:02:25.784Z,2024-08-16T20:02:47Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5150099359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231821,20,1,1,2,16,bd4qakf7j0wwie8wke9km7uj8,1,56.0,75.0,2024-08-16T17:02:27.088Z,2024-08-16T20:18:17Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5150099461,140,34.9,5150099465,212,22.2,5150099467,213,3.18,5150099463,141,73.8,5150099459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231827,21,1,1,2,18,bd4qakf7j0wwie8wke9km7uj8,1,34.9,73.8,2024-08-16T17:02:29.256Z,2024-08-16T17:02:30Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5150099493,56,Back,5150099499,212,10.7,5150099495,140,26.2,5150099497,141,65.6,5150099501,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231837,22,1,1,2,19,bd4qakf7j0wwie8wke9km7uj8,1,26.2,65.6,2024-08-16T17:02:30.368Z,2024-08-16T17:02:31Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5150099555,212,24.1,5150099557,213,4.71,5150099549,56,Back,5150099553,141,30.2,5150099551,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231849,23,1,1,2,20,bd4qakf7j0wwie8wke9km7uj8,1,26.1,30.2,2024-08-16T17:02:31.608Z,2024-08-16T17:02:34Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5150099639,212,21.3,5150099633,56,Back,5150099641,213,5.40,5150099637,141,5.9,5150099635,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231875,24,1,1,2,25,bd4qakf7j0wwie8wke9km7uj8,0,45.2,9.4,2024-08-16T17:02:36.216Z,2024-08-16T17:02:37Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5150099785,212,57.0,5150099777,155,,5150099787,213,0.49,5150099779,56,Center,5150099783,141,49.0,5150099789,1,,5150099781,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231903,29,1,1,2,28,6wwwud48qahpwrfxs20334qk5,1,13.4,54.0,2024-08-16T17:02:38.881Z,2024-08-16T17:02:44Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5150099961,141,57.0,5150099955,123,,5150099965,213,0.13,5150099957,56,Back,5150099963,212,15.9,5150099959,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231907,30,1,1,2,33,6wwwud48qahpwrfxs20334qk5,1,48.6,56.6,2024-08-16T17:02:44.272Z,2024-08-16T20:18:15Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5150099985,140,64.8,5150099987,141,61.7,5150099983,56,Center,5150099989,212,17.4,5150099991,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232777,44,61,1,2,34,6wwwud48qahpwrfxs20334qk5,0,68.4,51.0,2024-08-16T17:02:45.522Z,2024-08-16T17:04:47Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5150104635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231915,25,43,1,2,36,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-16T17:02:46.976Z,2024-08-16T17:11:35Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5150100033,56,Back,5150124773,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231941,27,1,1,2,38,bd4qakf7j0wwie8wke9km7uj8,1,35.8,29.3,2024-08-16T17:02:49.003Z,2024-08-16T17:02:50Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5150100159,141,51.3,5150100153,56,Back,5150100163,212,17.5,5150100167,213,1.03,5150100155,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231961,28,1,1,2,39,bd4qakf7j0wwie8wke9km7uj8,1,44.4,51.3,2024-08-16T17:02:50.144Z,2024-08-16T17:02:52Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5150100237,141,62.0,5150100235,140,24.9,5150100241,213,2.80,5150100239,212,21.7,5150100233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231983,29,1,1,2,41,bd4qakf7j0wwie8wke9km7uj8,1,24.0,63.3,2024-08-16T17:02:51.968Z,2024-08-16T17:02:54Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5150100347,213,4.53,5150100339,56,Back,5150100345,212,19.8,5150100341,140,20.6,5150100343,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231997,30,1,1,2,43,bd4qakf7j0wwie8wke9km7uj8,1,23.0,33.1,2024-08-16T17:02:54.104Z,2024-08-16T17:02:55Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5150100397,141,5.9,5150100395,140,31.2,5150100401,213,5.15,5150100399,212,20.4,5150100393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232009,31,1,1,2,46,bd4qakf7j0wwie8wke9km7uj8,1,31.1,2.5,2024-08-16T17:02:56.848Z,2024-08-16T17:13:22Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5150100473,213,2.24,5150100469,141,50.1,5150100463,155,,5150100475,1,,5150100467,140,6.9,5150100465,56,Back,5150100471,212,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232011,32,1,1,2,50,bd4qakf7j0wwie8wke9km7uj8,0,7.9,51.6,2024-08-16T17:03:00.656Z,2024-08-16T17:03:03Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5150100595,286,,5150100589,236,,5150100489,213,0.25,5150100483,140,11.7,5150100591,233,31,5150100491,1,,5150100481,56,Back,5150100479,157,,5150100487,212,4.1,5150100485,141,53.1,,,,,,,,,,,,,,,,,,,,,,
