id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value
2802341991,5,44,1,0,7,a9vw7ikerpr4cuweeeka5aneg,0,33.6,66.5,2025-04-18T11:02:03.577Z,2025-04-18T13:22:28Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5658788079,56,Back,5658788533,233,6,5658788489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802341985,7,1,1,0,8,f1h34qp5zbfl489q8vnkhiq9s,0,67.4,30.1,2025-04-18T11:02:03.969Z,2025-04-18T11:02:04Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5658788041,140,75.1,5658788045,212,8.6,5658788039,56,Center,5658788047,213,0.34,5658788037,3,,5658788043,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802341997,6,1,1,0,9,a9vw7ikerpr4cuweeeka5aneg,0,30.6,62.4,2025-04-18T11:02:05.036Z,2025-04-18T11:05:29Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5658788137,212,33.2,5658788139,213,6.09,5658788133,140,61.6,5658788127,157,,5658788135,141,53.1,5658788131,56,Center,5658788141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342001,8,44,1,0,10,f1h34qp5zbfl489q8vnkhiq9s,1,54.7,47.1,2025-04-18T11:02:06.440Z,2025-04-18T12:05:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5658788145,56,Center,5658788147,286,,5658792503,233,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342633,59,44,1,0,10,a9vw7ikerpr4cuweeeka5aneg,0,45.3,52.9,2025-04-18T11:02:06.441Z,2025-04-18T12:05:48Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5658792501,285,,5658792521,233,8,5658792499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342013,9,1,1,0,10,f1h34qp5zbfl489q8vnkhiq9s,0,54.6,44.8,2025-04-18T11:02:06.904Z,2025-04-18T11:06:00Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5658788237,56,Center,5658788239,140,72.9,5658788243,212,20.0,5658788235,3,,5658788241,141,36.6,5658788245,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342015,7,44,1,0,13,a9vw7ikerpr4cuweeeka5aneg,1,28.6,62.2,2025-04-18T11:02:09.888Z,2025-04-18T12:05:49Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5658788255,285,,5658788253,56,Back,5658788287,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342017,10,44,1,0,13,f1h34qp5zbfl489q8vnkhiq9s,0,71.4,37.8,2025-04-18T11:02:09.889Z,2025-04-18T12:05:49Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5658788295,233,7,5658788259,56,Center,5658788261,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342019,8,12,1,0,14,a9vw7ikerpr4cuweeeka5aneg,1,31.1,60.2,2025-04-18T11:02:10.180Z,2025-04-18T11:02:38Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5658788913,15,,5658788271,141,65.2,5658788275,213,0.52,5658788269,140,36.7,5658788267,56,Back,5658788273,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342021,11,1,1,0,15,f1h34qp5zbfl489q8vnkhiq9s,0,65.2,38.2,2025-04-18T11:02:11.513Z,2025-04-18T11:06:30Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5658788327,212,18.4,5658788329,213,5.78,5658788319,155,,5658788321,56,Center,5658788325,141,25.2,5658788323,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342023,9,61,1,0,18,a9vw7ikerpr4cuweeeka5aneg,1,24.7,65.1,2025-04-18T11:02:14.897Z,2025-04-18T11:02:15Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5658788341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342027,10,12,1,0,19,a9vw7ikerpr4cuweeeka5aneg,1,13.3,64.8,2025-04-18T11:02:15.923Z,2025-04-18T11:06:46Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5658788399,56,Back,5658788401,140,16.4,5658788405,212,25.2,5658788439,167,,5658788407,213,1.44,5658788403,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342029,11,5,1,0,21,a9vw7ikerpr4cuweeeka5aneg,0,17.8,101.3,2025-04-18T11:02:17.097Z,2025-04-18T13:00:55Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5658788419,347,,5658788417,56,Back,5658788591,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342037,12,5,1,0,21,f1h34qp5zbfl489q8vnkhiq9s,1,82.2,-1.3,2025-04-18T11:02:17.097Z,2025-04-18T11:06:48Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5658788551,347,,5658788567,233,11,5658788549,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342049,13,1,1,0,29,f1h34qp5zbfl489q8vnkhiq9s,1,82.8,0.0,2025-04-18T11:02:25.673Z,2025-04-18T11:02:28Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5658788655,140,94.6,5658788651,107,,5658788661,213,0.91,5658788657,141,21.8,5658788659,212,20.1,5658788653,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342051,14,1,1,0,32,f1h34qp5zbfl489q8vnkhiq9s,0,97.9,26.5,2025-04-18T11:02:28.609Z,2025-04-18T11:02:31Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5658788671,140,97.6,5658788675,212,1.5,5658788669,56,Center,5658788745,233,12,5658788749,286,,5658788673,141,28.6,5658788743,236,,5658788677,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342061,12,74,1,0,32,a9vw7ikerpr4cuweeeka5aneg,1,5.5,67.8,2025-04-18T11:02:28.610Z,2025-04-18T12:06:02Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5658788767,233,14,5658788735,56,Back,5658788737,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342069,15,61,1,0,35,f1h34qp5zbfl489q8vnkhiq9s,1,97.6,28.8,2025-04-18T11:02:31.418Z,2025-04-18T11:02:32Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5658788779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342085,13,5,1,0,36,a9vw7ikerpr4cuweeeka5aneg,1,-0.6,70.8,2025-04-18T11:02:32.602Z,2025-04-18T13:00:55Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5658788905,56,Back,5658788907,346,,5658788917,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342071,16,5,1,0,36,f1h34qp5zbfl489q8vnkhiq9s,0,100.6,29.2,2025-04-18T11:02:32.602Z,2025-04-18T13:00:56Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5658788793,346,,5658788791,56,Center,5658788925,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342113,14,1,1,0,49,a9vw7ikerpr4cuweeeka5aneg,0,2.6,50.0,2025-04-18T11:02:45.346Z,2025-04-18T11:07:30Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5658789137,213,0.32,5658789139,1,,5658789143,74,,5658789129,56,Left,5658789133,141,82.4,5658789127,124,,5658794091,189,,5658789131,140,66.5,5658789135,212,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342115,17,44,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,36.8,22.1,2025-04-18T11:02:48.825Z,2025-04-18T12:05:49Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5658789145,56,Back,5658789179,233,15,5658789147,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342117,15,44,1,0,52,a9vw7ikerpr4cuweeeka5aneg,0,63.2,77.9,2025-04-18T11:02:48.826Z,2025-04-18T12:05:50Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5658789149,56,Center,5658789151,286,,5658789183,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342119,18,1,1,0,53,f1h34qp5zbfl489q8vnkhiq9s,0,42.3,29.5,2025-04-18T11:02:49.056Z,2025-04-18T11:02:49Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5658789155,56,Center,5658789153,3,,5658789161,212,16.6,5658789157,140,58.0,5658789159,141,32.5,5658789163,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342121,16,1,1,0,54,a9vw7ikerpr4cuweeeka5aneg,0,36.7,74.7,2025-04-18T11:02:50.737Z,2025-04-18T11:09:19Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5658789197,213,5.87,5658789199,1,,5658789193,141,56.6,5658789195,212,30.8,5658789189,56,Center,5658789191,140,63.6,5658789187,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342137,19,1,1,0,54,f1h34qp5zbfl489q8vnkhiq9s,1,36.2,48.1,2025-04-18T11:02:50.928Z,2025-04-18T11:02:57Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5658789321,213,5.86,5658789313,56,Center,5658789317,141,34.2,5658789319,212,23.0,5658789315,140,56.2,5658789311,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342129,17,43,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-18T11:02:56.146Z,2025-04-18T11:03:04Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5658789271,56,Back,5658789273,285,0,5658789459,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342141,20,4,1,1,1,f1h34qp5zbfl489q8vnkhiq9s,1,56.7,33.4,2025-04-18T11:02:57.248Z,2025-04-18T11:03:03Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5658789345,294,,5658789429,233,18,5658789347,56,Center,5658789349,152,,5658789351,286,,5658789343,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342145,18,4,1,1,1,a9vw7ikerpr4cuweeeka5aneg,0,43.3,66.6,2025-04-18T11:02:57.249Z,2025-04-18T11:03:07Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5658789383,13,,5658789387,152,,5658789491,294,,5658789385,56,Back,5658789391,285,,5658789425,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342171,21,1,1,1,10,f1h34qp5zbfl489q8vnkhiq9s,1,56.3,33.7,2025-04-18T11:03:06.648Z,2025-04-18T11:09:35Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5658789539,140,76.3,5658789545,213,1.06,5658796519,189,,5658789535,152,,5658789533,157,,5658789543,212,43.2,5658789547,1,,5658789537,56,Left,5658789541,141,89.3,5658789531,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342187,22,1,1,1,12,f1h34qp5zbfl489q8vnkhiq9s,1,77.1,89.7,2025-04-18T11:03:08.552Z,2025-04-18T11:03:11Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5658789623,56,Center,5658789629,212,18.3,5658789627,141,65.4,5658789625,140,69.7,5658789631,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342195,23,1,1,1,15,f1h34qp5zbfl489q8vnkhiq9s,1,70.2,67.9,2025-04-18T11:03:11.552Z,2025-04-18T11:03:13Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5658789681,56,Center,5658789685,141,68.4,5658789683,140,79.9,5658789687,212,10.2,5658789689,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342197,24,1,1,1,16,f1h34qp5zbfl489q8vnkhiq9s,0,79.9,68.4,2025-04-18T11:03:12.872Z,2025-04-18T11:03:13Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5658789703,212,23.2,5658789695,155,,5658789699,140,80.7,5658789701,141,34.3,5658789705,213,4.75,5658789697,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342201,20,1,1,1,19,a9vw7ikerpr4cuweeeka5aneg,1,22.0,74.8,2025-04-18T11:03:15.165Z,2025-04-18T11:03:17Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5658789717,56,Back,5658789719,140,46.5,5658789721,141,56.7,5658789725,213,5.84,5658789723,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342211,21,1,1,1,21,a9vw7ikerpr4cuweeeka5aneg,1,46.5,56.7,2025-04-18T11:03:17.273Z,2025-04-18T13:23:10Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5658789771,213,1.92,5658789769,212,12.9,5658796929,156,,5658789767,141,74.5,5658789763,56,Back,5658789765,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342217,22,1,1,1,24,a9vw7ikerpr4cuweeeka5aneg,1,42.3,74.5,2025-04-18T11:03:20.114Z,2025-04-18T13:23:12Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5658789797,141,68.2,5658789799,212,4.3,5658789793,56,Back,5658789795,140,42.0,5658789801,213,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342223,23,1,1,1,25,a9vw7ikerpr4cuweeeka5aneg,1,42.0,68.2,2025-04-18T11:03:21.570Z,2025-04-18T11:03:23Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5658789831,140,41.8,5658789835,212,9.5,5658789833,141,82.1,5658789829,56,Back,5658789837,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342229,24,1,1,1,26,a9vw7ikerpr4cuweeeka5aneg,1,41.8,82.1,2025-04-18T11:03:22.771Z,2025-04-18T11:10:23Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5658789859,140,62.8,5658789857,56,Center,5658789865,213,6.14,5658789861,141,77.3,5658789863,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802343469,81,61,1,1,27,a9vw7ikerpr4cuweeeka5aneg,1,69.4,85.2,2025-04-18T11:03:23.551Z,2025-04-18T11:10:45Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5658797609,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342235,25,1,1,1,28,a9vw7ikerpr4cuweeeka5aneg,1,62.8,77.3,2025-04-18T11:03:24.817Z,2025-04-18T11:03:26Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5658789883,56,Left,5658789885,140,57.1,5658789891,213,2.40,5658789889,212,8.1,5658789887,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342243,26,1,1,1,29,a9vw7ikerpr4cuweeeka5aneg,1,57.1,85.3,2025-04-18T11:03:25.817Z,2025-04-18T11:03:28Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5658789931,56,Left,5658789935,141,90.9,5658789933,140,63.1,5658789937,212,7.4,5658789939,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342253,27,1,1,1,31,a9vw7ikerpr4cuweeeka5aneg,1,62.4,87.2,2025-04-18T11:03:27.820Z,2025-04-18T11:03:30Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5658789997,213,4.42,5658789989,56,Center,5658789995,212,11.8,5658789991,140,59.2,5658789993,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342255,28,1,1,1,34,a9vw7ikerpr4cuweeeka5aneg,1,58.2,66.9,2025-04-18T11:03:30.537Z,2025-04-18T11:03:31Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5658790007,212,9.6,5658790009,213,4.45,5658790003,140,55.8,5658790005,141,53.3,5658790001,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342267,29,1,1,1,35,a9vw7ikerpr4cuweeeka5aneg,1,55.8,53.3,2025-04-18T11:03:31.405Z,2025-04-18T11:03:35Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5658790077,140,45.1,5658790079,141,75.1,5658790083,213,2.22,5658790075,56,Back,5658790081,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802342273,30,1,1,1,39,a9vw7ikerpr4cuweeeka5aneg,1,36.2,81.7,2025-04-18T11:03:35.010Z,2025-04-18T11:03:36Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5658790107,213,5.11,5658790101,140,38.6,5658790105,212,6.5,5658790099,56,Back,5658790103,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
