id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2734773419,7,6,1,0,31,dbl7ir1qugqz8nvp1vzn8im50,1,100.0,77.6,2024-10-18T16:30:37.496Z,2024-10-18T18:43:23Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5290139229,233,8,5290139205,56,Center,5290139207,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773413,8,6,1,0,31,bd4qakf7j0wwie8wke9km7uj8,0,0.0,22.4,2024-10-18T16:30:37.496Z,2024-10-21T13:44:50Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5290139141,56,Back,5290139253,233,7,5290139143,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773539,8,1,1,0,51,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2024-10-18T16:30:56.940Z,2024-10-21T13:44:52Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5290139799,2,,5290139813,212,33.1,5290139803,155,,5290139817,1,,5290139807,56,Center,5290139809,140,92.2,5290139811,141,52.1,5302629135,20,,5290139801,6,,5290139805,223,5290139815,213,4.48,,,,,,,,,,,,,,,,,,,,,,,,,
2734773545,9,12,1,0,54,bd4qakf7j0wwie8wke9km7uj8,1,6.1,50.3,2024-10-18T16:31:00.063Z,2024-10-21T13:48:37Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5290139849,56,Back,5290139853,141,58.9,5290139855,212,38.5,5290139871,15,,5290139857,213,0.15,5290139851,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773643,9,1,1,0,59,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,30.4,2024-10-18T16:31:04.995Z,2024-10-21T13:48:42Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5290140361,212,25.2,5290140355,56,Center,5290140359,141,49.0,5290140363,213,0.52,5290140357,140,86.0,5302637451,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773649,10,1,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,78.2,61.5,2024-10-18T16:31:10.891Z,2024-10-21T13:50:05Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5290140397,212,15.2,5290140391,56,Left,5290140395,141,83.4,5290140399,213,1.37,5290140393,140,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773683,11,1,1,1,6,dbl7ir1qugqz8nvp1vzn8im50,1,78.8,85.2,2024-10-18T16:31:11.747Z,2024-10-21T13:50:15Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5290140555,141,83.4,5290140563,213,3.24,5290140559,212,13.0,5290140551,56,Left,5290140553,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773689,12,61,1,1,8,dbl7ir1qugqz8nvp1vzn8im50,0,77.7,82.0,2024-10-18T16:31:14.203Z,2024-10-18T16:31:14Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5290140581,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773775,10,1,1,1,14,bd4qakf7j0wwie8wke9km7uj8,0,29.3,15.0,2024-10-18T16:31:20.159Z,2024-10-21T13:51:00Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5290140953,56,Center,5290140961,213,0.52,5290140963,1,,5290140959,212,36.3,5290140955,140,59.3,5290140951,157,,5290140957,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773803,13,1,1,1,15,dbl7ir1qugqz8nvp1vzn8im50,1,36.8,60.7,2024-10-18T16:31:21.115Z,2024-10-21T13:51:09Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5290141113,140,38.3,5290141119,213,1.43,5290141115,141,76.5,5290141111,56,Back,5290141117,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773829,14,1,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,41.2,93.2,2024-10-18T16:31:24.323Z,2024-10-21T13:51:19Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5290141253,213,0.03,5290141243,56,Left,5290141249,141,93.6,5290141251,212,9.9,5290141247,140,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773853,15,1,1,1,21,dbl7ir1qugqz8nvp1vzn8im50,1,53.4,92.7,2024-10-18T16:31:26.868Z,2024-10-18T16:31:28Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5290141357,56,Left,5290141359,140,68.5,5290141363,212,15.9,5290141361,141,94.7,5290141365,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773917,16,1,1,1,22,dbl7ir1qugqz8nvp1vzn8im50,1,68.5,94.7,2024-10-18T16:31:27.748Z,2024-10-18T16:31:34Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5290141747,141,85.7,5290141749,212,7.3,5290141745,140,64.7,5290141751,213,4.13,5290141743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773961,17,1,1,1,30,dbl7ir1qugqz8nvp1vzn8im50,1,78.6,83.8,2024-10-18T16:31:35.955Z,2024-10-18T16:31:38Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5290141977,212,13.9,5290141965,56,Center,5290141969,140,78.8,5290141979,213,4.73,5290141973,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734773977,18,1,1,1,32,dbl7ir1qugqz8nvp1vzn8im50,0,78.8,62.3,2024-10-18T16:31:38.084Z,2024-10-18T17:25:04Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5290142033,212,2.4,5290142243,286,,5290142239,233,11,5290142031,141,58.8,5290142027,56,Center,5290142237,236,,5290142029,140,78.7,5290142035,213,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774017,11,74,1,1,32,bd4qakf7j0wwie8wke9km7uj8,1,21.8,40.3,2024-10-18T16:31:38.085Z,2024-10-18T18:43:56Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5290142279,233,18,5290142219,285,,5290142217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774015,19,1,1,1,34,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,62.2,2024-10-18T16:31:39.763Z,2024-10-21T13:53:11Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5290142211,212,12.9,5290142207,140,76.1,5290142213,213,1.90,5290142205,56,Left,5290142209,141,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734882969,942,1,1,1,35,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,84.2,2024-10-18T16:31:40.560Z,2024-10-21T13:53:59Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5290726497,141,32.9,5290726491,155,,5302648007,72,,5302648005,224,,5290726499,212,39.6,5290726501,213,5.21,5290726495,140,98.0,5290726489,2,,5290726493,56,Center,5302648687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774111,20,1,1,1,36,dbl7ir1qugqz8nvp1vzn8im50,0,97.3,34.4,2024-10-18T16:31:41.995Z,2024-10-21T13:54:15Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5290142623,155,,5290142629,141,68.1,5290142633,213,1.87,5290142625,56,Center,5290142627,140,90.6,5290142631,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737097103,714,12,1,1,40,bd4qakf7j0wwie8wke9km7uj8,1,11.5,27.4,2024-10-18T16:31:46.477Z,2024-10-21T13:57:39Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5302656375,140,25.9,5302656381,213,0.91,5302656379,212,24.7,5302656373,56,Back,5302656377,141,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774145,12,43,1,1,42,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-10-18T16:31:48.503Z,2024-10-18T18:40:11Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5290142837,212,27.3,5290142831,140,26.8,5290142829,56,Back,5290142835,141,64.7,5290142839,213,0.92,5290730899,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774113,21,43,1,1,43,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-10-18T16:31:49.546Z,2024-10-21T13:55:32Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5290142655,213,2.03,5290142649,140,92.5,5290142653,212,9.5,5302652841,144,1,5290142647,56,Center,5290142651,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774141,22,1,1,1,45,dbl7ir1qugqz8nvp1vzn8im50,0,76.0,30.9,2024-10-18T16:31:51.467Z,2024-10-18T16:31:52Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5290142803,56,Center,5290142813,213,6.21,5290142809,212,13.6,5290142805,140,88.9,5290142807,141,29.4,5290142801,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774149,13,12,1,1,46,bd4qakf7j0wwie8wke9km7uj8,1,11.4,68.1,2024-10-18T16:31:52.409Z,2024-10-18T17:20:41Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5290299577,140,29.8,5290299583,213,0.01,5290299579,141,68.5,5290299671,15,,5290299575,56,Back,5290299581,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774215,15,43,1,1,53,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-10-18T16:31:59.359Z,2024-10-18T17:21:03Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5290300851,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774319,17,1,1,1,57,bd4qakf7j0wwie8wke9km7uj8,1,37.8,73.5,2024-10-18T16:32:02.598Z,2024-10-21T13:58:33Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,1.0,,5302657909,210,14,5290143713,213,0.20,5290143711,212,47.1,5290143707,140,81.7,5290143705,56,Left,5290143715,1,,5290143709,141,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774323,18,14,1,1,59,bd4qakf7j0wwie8wke9km7uj8,1,87.0,72.7,2024-10-18T16:32:05.359Z,2024-10-21T15:52:02Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5302657923,55,17,5302657915,23,,5302656959,20,,5290143735,56,Center,5302656389,64,,5302657929,103,5.1,5302657927,102,44.8,5302657931,230,97.8,5302657919,75,,5302657933,231,5302657917,121,,56.0,5302657921,29,,,,,,,,,,,,,,,,,,,,,,
2734774333,23,12,1,2,0,dbl7ir1qugqz8nvp1vzn8im50,1,5.6,52.2,2024-10-18T16:32:05.907Z,2024-10-21T13:58:57Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5290143791,213,2.06,5290143783,56,Back,5290143785,140,0.0,5290143789,212,14.6,5290143809,167,,5290143787,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774385,20,6,1,2,5,bd4qakf7j0wwie8wke9km7uj8,1,100.0,22.8,2024-10-18T16:32:10.623Z,2024-10-18T18:43:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5290316711,233,24,5290144063,56,Center,5290144065,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774335,24,6,1,2,5,dbl7ir1qugqz8nvp1vzn8im50,0,0.0,77.2,2024-10-18T16:32:10.623Z,2024-10-21T14:01:27Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5290316755,233,20,5290144003,56,Back,5290144005,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774379,19,43,1,2,8,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-10-18T16:32:14.135Z,2024-10-18T16:32:21Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5290144023,347,0,5290144209,144,5,5290144021,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774661,21,1,1,2,39,bd4qakf7j0wwie8wke9km7uj8,1,99.5,0.5,2024-10-18T16:32:45.542Z,2024-10-21T18:47:13Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5290145415,141,42.4,5290145411,56,Center,5302664327,72,,5290145399,2,,5290145409,223,,5290145419,213,1.74,5290145407,155,,5290145417,212,28.9,5290145403,6,,5290145413,140,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,
2737098615,715,61,1,2,40,bd4qakf7j0wwie8wke9km7uj8,1,97.2,36.3,2024-10-18T16:32:46.023Z,2024-10-21T14:03:58Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5302664773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774707,25,61,1,2,43,dbl7ir1qugqz8nvp1vzn8im50,1,11.8,60.5,2024-10-18T16:32:49.394Z,2024-10-21T14:03:09Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5290145673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734774755,26,12,1,2,46,dbl7ir1qugqz8nvp1vzn8im50,1,20.4,66.1,2024-10-18T16:32:52.250Z,2024-10-18T16:32:57Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5290145921,141,90.9,5290145983,167,,5290145925,213,2.51,5290145917,56,Back,5290145923,212,28.6,5290145919,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
