id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2746136049,6,5,1,0,9,a9vw7ikerpr4cuweeeka5aneg,1,79.1,-1.8,2024-11-09T16:01:57.464Z,2024-11-09T18:17:03Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5352129075,233,5,5352105727,56,Right,5352105729,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136153,7,1,1,0,15,a9vw7ikerpr4cuweeeka5aneg,0,73.3,0.0,2024-11-09T16:02:03.583Z,2024-11-09T16:02:13Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5352106313,141,17.8,5352106315,212,20.8,5352106317,213,0.69,5352106311,140,88.6,5352106309,56,Right,5352106307,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136159,8,61,1,0,16,a9vw7ikerpr4cuweeeka5aneg,0,88.6,17.8,2024-11-09T16:02:04Z,2024-11-09T16:05:30Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5352106349,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136101,6,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,0,17.1,80.0,2024-11-09T16:02:06.872Z,2024-11-09T16:02:07Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5352106049,212,10.7,5352106053,213,5.91,5352106047,141,74.2,5352106045,140,26.6,5352106043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136163,9,61,1,0,19,a9vw7ikerpr4cuweeeka5aneg,0,88.6,17.8,2024-11-09T16:02:07.496Z,2024-11-09T16:06:23Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5352106357,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136191,7,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,27.9,71.8,2024-11-09T16:02:08.519Z,2024-11-09T16:07:05Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5352106503,140,25.2,5352106505,141,70.9,5352106507,212,2.9,5352106509,213,3.35,5352106501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746148451,60,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,25.4,73.0,2024-11-09T16:02:08.901Z,2024-11-09T16:08:47Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5352180951,141,73.2,5352180955,213,0.05,5352180947,56,Back,5352180953,212,2.6,5352180949,140,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136199,8,61,1,0,22,dbl7ir1qugqz8nvp1vzn8im50,1,26.9,70.2,2024-11-09T16:02:10.712Z,2024-11-09T16:08:51Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5352106533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136235,9,1,1,0,23,dbl7ir1qugqz8nvp1vzn8im50,0,26.9,70.2,2024-11-09T16:02:11.423Z,2024-11-09T16:02:16Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5352106745,213,5.18,5352106733,56,Back,5352106743,212,30.3,5352106741,141,30.4,5352106737,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136391,10,1,1,0,29,a9vw7ikerpr4cuweeeka5aneg,1,55.9,87.0,2024-11-09T16:02:17.007Z,2024-11-09T16:02:19Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5352107479,56,Center,5352107487,213,4.39,5352107481,140,50.3,5352107483,141,61.5,5352107485,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136417,11,1,1,0,30,a9vw7ikerpr4cuweeeka5aneg,1,50.3,61.5,2024-11-09T16:02:18.383Z,2024-11-09T16:09:44Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5352107647,212,31.6,5352107645,141,17.2,5352107643,140,41.3,5352107641,56,Back,5352107649,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136603,12,1,1,0,32,a9vw7ikerpr4cuweeeka5aneg,1,41.3,17.2,2024-11-09T16:02:19.999Z,2024-11-09T16:02:27Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5352108635,56,Right,5352108645,1,,5352108643,213,6.22,5352108633,155,,5352108641,212,54.9,5352108639,141,12.4,5352108637,140,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136627,13,1,1,0,39,a9vw7ikerpr4cuweeeka5aneg,0,95.6,10.3,2024-11-09T16:02:27.071Z,2024-11-09T16:02:28Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5352108803,212,22.3,5352108799,140,91.4,5352108805,213,1.77,5352108793,2,,5352108795,155,,5352108801,141,42.5,5352108797,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136725,10,12,1,0,41,dbl7ir1qugqz8nvp1vzn8im50,1,8.6,57.6,2024-11-09T16:02:29.563Z,2024-11-09T16:11:33Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5352109257,56,Back,5352109273,213,1.38,5352109263,141,96.0,5352109267,212,26.6,5352109261,140,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136767,14,1,1,0,42,a9vw7ikerpr4cuweeeka5aneg,1,86.7,8.8,2024-11-09T16:02:30.071Z,2024-11-09T16:11:55Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5352109477,140,87.2,5352109481,212,16.6,5352109483,213,1.54,5352109479,141,33.2,5352109475,56,Center,5352225987,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136771,15,61,1,0,44,a9vw7ikerpr4cuweeeka5aneg,0,87.2,33.2,2024-11-09T16:02:32.727Z,2024-11-09T16:12:11Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5352109495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136801,11,1,1,0,45,dbl7ir1qugqz8nvp1vzn8im50,1,13.4,62.0,2024-11-09T16:02:32.991Z,2024-11-09T16:02:36Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5352109661,213,4.13,5352109653,140,4.3,5352109649,56,Back,5352109659,212,17.4,5352109657,141,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136789,16,43,1,0,47,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-09T16:02:35.536Z,2024-11-09T16:02:38Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5352110031,144,56,5352109577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136847,13,1,1,0,48,dbl7ir1qugqz8nvp1vzn8im50,0,4.3,40.7,2024-11-09T16:02:36.167Z,2024-11-09T16:02:38Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5352109903,155,,5352109905,56,Center,5352109927,1,,5352109921,141,45.7,5352109923,212,50.3,5352109917,140,52.1,5352109925,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136925,17,1,1,0,51,a9vw7ikerpr4cuweeeka5aneg,0,41.2,50.4,2024-11-09T16:02:39.943Z,2024-11-09T16:12:52Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5352110301,213,0.14,5352110299,212,4.0,5352110297,141,51.2,5352110291,56,Back,5352110295,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746136929,14,61,1,0,52,dbl7ir1qugqz8nvp1vzn8im50,1,52.5,35.8,2024-11-09T16:02:40.839Z,2024-11-09T16:02:41Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5352110313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137049,19,1,1,0,57,a9vw7ikerpr4cuweeeka5aneg,1,40.9,94.7,2024-11-09T16:02:45.871Z,2024-11-09T16:02:47Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5352110991,141,86.1,5352110997,213,4.08,5352110987,140,36.8,5352110985,56,Back,5352110993,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137159,20,1,1,0,59,a9vw7ikerpr4cuweeeka5aneg,1,36.8,86.1,2024-11-09T16:02:47.184Z,2024-11-09T16:02:51Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5352111467,213,3.18,5352111459,56,Back,5352111461,140,14.8,5352111465,212,23.1,5352111463,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137185,21,1,1,1,2,a9vw7ikerpr4cuweeeka5aneg,1,14.8,84.8,2024-11-09T16:02:50.719Z,2024-11-09T16:02:52Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5352111607,213,4.11,5352111603,141,59.0,5352111605,212,21.2,5352111601,140,3.4,5352111599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137279,22,1,1,1,4,a9vw7ikerpr4cuweeeka5aneg,1,3.4,59.0,2024-11-09T16:02:52.279Z,2024-11-09T16:02:55Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5352112069,141,84.9,5352112063,56,Back,5352112065,140,11.0,5352112073,212,19.3,5352112077,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137321,23,1,1,1,7,a9vw7ikerpr4cuweeeka5aneg,1,11.6,67.7,2024-11-09T16:02:55.567Z,2024-11-09T16:02:57Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5352112297,140,23.8,5352112299,141,35.0,5352112295,56,Back,5352112303,213,5.24,5352112301,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137509,24,1,1,1,9,a9vw7ikerpr4cuweeeka5aneg,1,25.9,33.8,2024-11-09T16:02:57.087Z,2024-11-09T16:03:04Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5352113411,141,15.5,5352113415,213,3.80,5352113413,212,20.3,5352113409,140,10.6,5352113407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137535,25,1,1,1,16,a9vw7ikerpr4cuweeeka5aneg,0,11.2,13.1,2024-11-09T16:03:04.175Z,2024-11-09T16:03:05Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5352113543,157,,5352113551,212,40.9,5352113545,56,Back,5352113549,141,0.0,5352113553,213,6.04,5352113555,1,,5352113547,140,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137951,15,5,1,1,16,dbl7ir1qugqz8nvp1vzn8im50,1,51.4,101.4,2024-11-09T16:03:04.607Z,2024-11-09T18:17:04Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5352115731,347,,5352115801,233,26,5352115729,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746137543,26,5,1,1,16,a9vw7ikerpr4cuweeeka5aneg,0,48.6,-1.4,2024-11-09T16:03:04.607Z,2024-11-09T18:17:04Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5352115823,233,15,5352113591,347,,5352113589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138029,16,1,1,1,33,dbl7ir1qugqz8nvp1vzn8im50,0,58.8,100.0,2024-11-09T16:03:21.411Z,2024-11-09T16:03:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5352116047,212,22.3,5352116045,141,78.2,5352116051,1,,5352116043,140,73.4,5352116041,56,Center,5352116049,213,5.47,5352116039,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138123,27,44,1,1,36,a9vw7ikerpr4cuweeeka5aneg,1,24.6,19.0,2024-11-09T16:03:24.005Z,2024-11-09T17:04:14Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5352116621,233,17,5352116473,285,,5352116469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138041,17,44,1,1,36,dbl7ir1qugqz8nvp1vzn8im50,0,75.4,81.0,2024-11-09T16:03:24.006Z,2024-11-09T16:03:34Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5352116111,56,Left,5352116679,233,27,5352116113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138293,28,1,1,1,36,a9vw7ikerpr4cuweeeka5aneg,1,16.5,13.7,2024-11-09T16:03:24.671Z,2024-11-09T17:04:45Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5352117219,213,2.10,5352117211,56,Back,5352117213,140,7.0,5352117215,141,38.8,5352117209,3,,5352117217,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138413,30,1,1,1,42,a9vw7ikerpr4cuweeeka5aneg,1,7.0,38.8,2024-11-09T16:03:30.068Z,2024-11-09T16:03:37Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5352117837,213,1.07,5352117827,123,,5352117839,1,,5352117831,140,23.0,5352117833,141,84.0,5352117835,212,35.0,5352117829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138447,31,1,1,1,49,a9vw7ikerpr4cuweeeka5aneg,1,37.5,84.9,2024-11-09T16:03:37.230Z,2024-11-09T16:03:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5352118055,56,Left,5352118053,155,,5352118059,141,96.5,5352118057,140,56.7,5352118061,212,21.6,5352118063,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138463,32,1,1,1,50,a9vw7ikerpr4cuweeeka5aneg,0,56.7,96.5,2024-11-09T16:03:38.663Z,2024-11-09T16:03:39Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5352118153,56,Left,5352118155,140,56.2,5352118157,141,91.2,5352118159,212,3.6,5352118151,3,,5352118161,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138559,18,1,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,0,40.4,29.2,2024-11-09T16:03:40.518Z,2024-11-09T16:03:42Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5352118641,56,Back,5352118649,213,3.45,5352118647,212,9.6,5352118645,141,24.9,5352118643,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138645,19,61,1,1,53,dbl7ir1qugqz8nvp1vzn8im50,1,30.2,10.0,2024-11-09T16:03:41.390Z,2024-11-09T17:04:38Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5352119021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138621,33,2,1,1,55,a9vw7ikerpr4cuweeeka5aneg,1,60.6,96.8,2024-11-09T16:03:43.191Z,2024-11-09T16:03:52Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5352118931,141,96.0,5352120589,56,Left,5352118927,140,64.6,5352120587,7,eso2tbbpnxu9qvx6zy07m5jx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746138669,34,43,1,1,57,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-11-09T16:03:45Z,2024-11-09T16:03:50Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5352119163,56,Left,5352119165,286,0,5352120029,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139045,21,1,1,2,4,dbl7ir1qugqz8nvp1vzn8im50,1,38.3,30.3,2024-11-09T16:03:52.542Z,2024-11-09T16:03:55Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5352121141,213,1.45,5352121133,141,42.8,5352121125,56,Back,5352121123,241,,5352121121,5,,5352121129,140,39.3,5352121137,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139147,22,1,1,2,7,dbl7ir1qugqz8nvp1vzn8im50,1,39.3,42.8,2024-11-09T16:03:55.286Z,2024-11-09T16:20:25Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5352121665,141,81.1,5352121661,140,41.4,5352121669,213,1.49,5352121667,212,26.1,5352121655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139309,23,43,1,2,10,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-09T16:03:58.295Z,2024-11-09T16:05:27Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5352122473,56,Center,5352122475,140,55.8,5352122479,212,10.0,5352122477,141,76.6,5352122481,213,5.69,5352139043,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139337,24,1,1,2,13,dbl7ir1qugqz8nvp1vzn8im50,1,55.8,76.6,2024-11-09T16:04:01.054Z,2024-11-09T16:04:01Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5352122579,56,Back,5352122587,213,2.39,5352122581,140,48.4,5352122585,212,10.6,5352122583,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139397,25,1,1,2,13,dbl7ir1qugqz8nvp1vzn8im50,1,48.4,87.2,2024-11-09T16:04:01.495Z,2024-11-09T16:10:36Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5352122925,213,3.89,5352122911,56,Back,5352122917,141,73.8,5352122915,140,39.0,5352122921,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746139567,26,1,1,2,16,dbl7ir1qugqz8nvp1vzn8im50,1,38.7,71.6,2024-11-09T16:04:04.454Z,2024-11-09T16:07:23Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5352123857,141,87.3,5352123859,212,10.8,5352123853,56,Back,5352123855,140,40.2,5352123861,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746147653,56,1,1,2,17,dbl7ir1qugqz8nvp1vzn8im50,1,44.8,90.9,2024-11-09T16:04:05.060Z,2024-11-09T16:09:04Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5352165891,140,34.3,5352165897,212,15.4,5352165899,213,3.92,5352165895,141,75.0,5352165885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746154979,88,1,1,2,19,dbl7ir1qugqz8nvp1vzn8im50,1,39.8,73.3,2024-11-09T16:04:07.874Z,2024-11-09T16:10:23Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5352204121,140,53.4,5352204129,213,5.14,5352204127,212,34.4,5352204123,141,27.3,5352204119,56,Center,5352204133,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
