id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2727819561,5,5,1,0,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.2,101.6,2024-09-29T11:01:36.529Z,2024-09-29T12:01:13Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252029579,347,,5252029901,233,7,5252029577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819611,7,5,1,0,8,f1h34qp5zbfl489q8vnkhiq9s,1,58.8,-1.6,2024-09-29T11:01:36.529Z,2024-09-29T12:01:13Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5252029847,347,,5252029881,233,5,5252029845,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819627,8,1,1,0,15,f1h34qp5zbfl489q8vnkhiq9s,1,57.1,0.0,2024-09-29T11:01:42.889Z,2024-09-29T11:01:45Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5252029947,140,65.5,5252029949,141,17.1,5252029953,213,0.96,5252029951,212,15.4,5252029945,56,Right,5252029943,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819629,9,1,1,0,17,f1h34qp5zbfl489q8vnkhiq9s,0,65.5,17.1,2024-09-29T11:01:44.961Z,2024-09-29T11:01:47Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5252029967,141,16.2,5252030035,233,6,5252030033,236,,5252029969,212,2.6,5252030039,286,,5252029963,56,Right,5252029971,213,6.04,5252029965,140,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819637,6,74,1,0,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.0,89.0,2024-09-29T11:01:44.962Z,2024-09-29T12:01:32Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252030045,233,9,5252030009,56,Back,5252030011,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819671,8,1,1,0,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.7,76.3,2024-09-29T11:01:49.570Z,2024-09-29T11:06:53Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5252042993,141,92.4,5252042991,140,44.2,5252042995,212,11.1,5252042989,56,Back,5252042997,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819677,9,1,1,0,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.5,80.3,2024-09-29T11:01:51.865Z,2024-09-29T11:07:32Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252044427,196,,5252044437,213,4.95,5252044439,1,,5252044429,56,Back,5252044425,155,,5252044431,140,46.4,5252044435,212,44.8,5252044433,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819723,11,1,1,0,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.1,14.4,2024-09-29T11:01:55.257Z,2024-09-29T11:01:57Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5252030427,141,42.4,5252030423,56,Center,5252030425,140,52.0,5252030429,212,20.1,5252030431,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819741,12,1,1,0,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.0,41.6,2024-09-29T11:01:57.649Z,2024-09-29T11:02:01Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5252030537,56,Center,5252030541,141,76.4,5252030545,213,1.51,5252030539,140,53.4,5252030543,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819749,13,1,1,0,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.4,76.4,2024-09-29T11:02:00.984Z,2024-09-29T11:02:03Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252030607,212,7.7,5252030603,140,51.3,5252030609,213,4.42,5252030601,56,Center,5252030605,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819767,14,1,1,0,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.3,65.5,2024-09-29T11:02:02.921Z,2024-09-29T11:02:05Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5252030721,212,18.6,5252030723,213,4.03,5252030715,56,Back,5252030717,140,40.2,5252030719,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819789,15,1,1,0,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.2,44.2,2024-09-29T11:02:05.112Z,2024-09-29T11:02:08Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252030891,213,5.31,5252030887,212,29.0,5252030883,141,8.9,5252030875,56,Right,5252030879,140,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819803,16,1,1,0,40,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.2,8.6,2024-09-29T11:02:08.458Z,2024-09-29T11:02:09Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252030949,56,Center,5252030957,213,1.33,5252030953,141,24.7,5252030955,212,11.3,5252030951,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819809,10,8,1,0,43,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,73.0,2024-09-29T11:02:10.953Z,2024-09-29T11:02:11Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5252030975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819827,12,1,1,0,46,f1h34qp5zbfl489q8vnkhiq9s,1,24.0,74.8,2024-09-29T11:02:13.713Z,2024-09-29T11:50:35Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5252031063,213,5.36,5252031061,212,11.4,5252031055,56,Back,5252031057,140,30.5,5252031059,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819833,13,1,1,0,47,f1h34qp5zbfl489q8vnkhiq9s,1,30.5,61.4,2024-09-29T11:02:14.641Z,2024-09-29T11:02:15Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5252031085,56,Back,5252031089,141,68.5,5252031091,212,4.8,5252031087,140,30.5,5252031093,213,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819915,14,1,1,0,48,f1h34qp5zbfl489q8vnkhiq9s,1,30.5,68.5,2024-09-29T11:02:15.729Z,2024-09-29T11:02:27Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252031571,212,22.8,5252031573,213,5.43,5252031565,56,Back,5252031569,141,43.3,5252031567,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819921,15,1,1,0,59,f1h34qp5zbfl489q8vnkhiq9s,0,72.1,22.4,2024-09-29T11:02:27.608Z,2024-09-29T11:02:28Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5252031603,213,0.41,5252031597,140,78.7,5252031601,212,7.5,5252031599,141,26.8,5252031595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819947,17,8,1,1,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.7,68.2,2024-09-29T11:02:30.201Z,2024-09-29T11:02:30Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252031739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727819989,16,1,1,1,3,f1h34qp5zbfl489q8vnkhiq9s,1,59.3,21.8,2024-09-29T11:02:31.112Z,2024-09-29T11:02:35Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5252031953,212,7.9,5252031951,141,22.1,5252031955,213,0.03,5252031947,56,Center,5252031949,140,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820019,17,1,1,1,7,f1h34qp5zbfl489q8vnkhiq9s,1,59.4,11.4,2024-09-29T11:02:35.353Z,2024-09-29T11:02:39Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5252032119,213,3.32,5252032111,56,Back,5252032115,141,4.4,5252032113,140,33.9,5252032117,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820093,18,1,1,1,11,f1h34qp5zbfl489q8vnkhiq9s,1,31.0,4.9,2024-09-29T11:02:39.121Z,2024-09-29T11:02:51Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5252032587,212,24.3,5252032589,213,2.48,5252032585,141,27.0,5252032581,56,Back,5252032583,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820135,19,1,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,0,17.7,47.6,2024-09-29T11:02:50.976Z,2024-09-29T11:02:55Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5252032789,56,Center,5252032797,213,0.13,5252032793,141,54.3,5252032799,1,,5252032795,212,35.8,5252032791,140,51.5,5252032787,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820139,18,44,1,1,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.8,48.0,2024-09-29T11:02:55.065Z,2024-09-29T13:11:38Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252032805,285,,5252032803,56,Back,5252032891,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820155,20,44,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,0,52.2,52.0,2024-09-29T11:02:55.066Z,2024-09-29T13:11:39Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5252032873,56,Center,5252032913,233,18,5252032875,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820169,19,1,1,1,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.6,51.6,2024-09-29T11:02:55.449Z,2024-09-29T11:19:27Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252032949,141,70.3,5252032945,56,Center,5252032951,212,20.2,5252032947,140,61.5,5252032953,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820179,20,1,1,1,30,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.5,70.3,2024-09-29T11:02:58.408Z,2024-09-29T11:19:28Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252032997,212,3.0,5252033015,236,,5252033021,286,,5252032999,213,3.23,5252033017,233,21,5252032995,141,69.9,5252032991,140,58.7,5252032987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820175,21,74,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,38.8,24.7,2024-09-29T11:02:58.409Z,2024-09-29T11:03:00Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5252033033,233,20,5252032969,56,Back,5252032971,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820189,21,43,1,1,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-29T11:03:00.232Z,2024-09-29T11:03:02Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5252033099,56,Center,5252033177,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820209,22,1,1,1,33,f1h34qp5zbfl489q8vnkhiq9s,1,22.4,26.7,2024-09-29T11:03:00.713Z,2024-09-29T11:51:35Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5252033207,56,Back,5252033211,140,24.2,5252033215,141,11.7,5252033219,212,10.4,5252033221,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820231,23,1,1,1,35,f1h34qp5zbfl489q8vnkhiq9s,1,22.4,13.7,2024-09-29T11:03:02.713Z,2024-09-29T11:03:06Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5252033333,141,33.7,5252033329,56,Back,5252033335,212,21.7,5252033331,140,6.3,5252033337,213,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820277,24,1,1,1,38,f1h34qp5zbfl489q8vnkhiq9s,1,4.9,32.8,2024-09-29T11:03:06.153Z,2024-09-29T11:03:11Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5252033573,140,28.9,5252033571,56,Back,5252033575,141,3.8,5252033569,157,,5252033579,213,5.62,5252033581,1,,5252033577,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820283,25,61,1,1,43,f1h34qp5zbfl489q8vnkhiq9s,0,28.9,3.8,2024-09-29T11:03:11.016Z,2024-09-29T11:03:11Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5252033605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820301,23,1,1,1,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.1,92.3,2024-09-29T11:03:11.689Z,2024-09-29T11:03:13Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5252033699,212,18.0,5252033695,140,46.0,5252033693,56,Back,5252033701,213,3.13,5252033697,141,92.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820339,24,1,1,1,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.0,93.2,2024-09-29T11:03:13.721Z,2024-09-29T11:03:19Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5252033909,1,,5252033899,56,Back,5252033907,213,3.62,5252033903,141,70.5,5252033905,212,33.4,5252033901,140,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820373,25,1,1,1,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,17.6,69.9,2024-09-29T11:03:19.408Z,2024-09-29T11:03:24Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5252034093,212,35.6,5252034095,213,4.88,5252034087,56,Back,5252034091,141,18.3,5252034097,1,,5252034089,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820421,26,1,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.1,13.8,2024-09-29T11:03:24.065Z,2024-09-29T11:03:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5252034329,212,37.1,5252034327,141,26.1,5252034333,1,,5252034323,56,Center,5252034331,213,0.23,5252034321,155,,5252034325,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820423,27,1,1,1,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.5,26.1,2024-09-29T11:03:26.984Z,2024-09-29T12:02:02Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5252034367,140,65.2,5252034373,213,4.97,5252034365,56,Right,5252034369,141,0.0,5252034371,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820501,26,5,1,2,0,f1h34qp5zbfl489q8vnkhiq9s,1,32.2,101.4,2024-09-29T11:03:27.856Z,2024-09-29T12:01:13Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5252034797,233,28,5252034793,347,,5252034791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820429,28,5,1,2,0,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.8,-1.4,2024-09-29T11:03:27.856Z,2024-09-29T12:01:14Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5252034397,347,,5252034395,56,Right,5252034801,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820523,27,1,1,2,11,f1h34qp5zbfl489q8vnkhiq9s,1,31.9,100.0,2024-09-29T11:03:38.936Z,2024-09-29T11:03:41Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5252034897,212,17.1,5252034899,213,3.55,5252034889,107,,5252034893,140,17.0,5252034891,56,Back,5252034895,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820547,28,1,1,2,13,f1h34qp5zbfl489q8vnkhiq9s,1,16.7,91.2,2024-09-29T11:03:41.584Z,2024-09-29T11:03:44Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5252035049,213,4.42,5252035045,141,59.4,5252035041,56,Back,5252035043,140,10.4,5252035047,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820569,29,1,1,2,16,f1h34qp5zbfl489q8vnkhiq9s,1,10.4,58.5,2024-09-29T11:03:44.608Z,2024-09-29T11:03:48Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5252035183,56,Back,5252035185,140,18.9,5252035189,212,30.3,5252035187,141,15.9,5252035193,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820595,30,1,1,2,21,f1h34qp5zbfl489q8vnkhiq9s,1,18.9,15.9,2024-09-29T11:03:48.671Z,2024-09-29T11:03:54Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5252035363,140,45.8,5252035365,141,16.5,5252035361,56,Back,5252035369,213,0.01,5252035367,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820601,31,1,1,2,22,f1h34qp5zbfl489q8vnkhiq9s,1,45.8,16.5,2024-09-29T11:03:50.071Z,2024-09-29T11:52:44Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5252035403,56,Right,5252035409,212,14.4,5252035405,140,59.4,5252186607,168,,5252035407,141,19.7,5252035411,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727849887,329,61,1,2,23,f1h34qp5zbfl489q8vnkhiq9s,0,59.1,24.1,2024-09-29T11:03:50.625Z,2024-09-29T11:52:51Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5252187545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820615,29,1,1,2,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.0,93.6,2024-09-29T11:03:54.803Z,2024-09-29T11:03:56Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5252035463,141,93.3,5252035461,140,34.3,5252035465,212,4.5,5252035467,213,6.24,5252035459,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727820621,30,1,1,2,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.3,93.3,2024-09-29T11:03:55.928Z,2024-09-29T11:03:57Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5252035535,212,6.3,5252035531,140,35.2,5252035529,56,Back,5252035533,141,84.1,5252035537,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
