id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2798835109,5,83,1,0,14,6wwwud48qahpwrfxs20334qk5,0,37.6,89.6,2025-04-10T16:32:07.279Z,2025-04-11T17:31:57Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639444051,399,a6ymx4wkrn260rtpb360nsiqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835113,7,1,1,0,15,a9vw7ikerpr4cuweeeka5aneg,1,64.8,18.9,2025-04-10T16:32:08.893Z,2025-04-10T16:32:10Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639443921,56,Right,5639443929,213,4.44,5639443923,140,62.8,5639443927,212,7.7,5639443925,141,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835123,8,1,1,0,17,a9vw7ikerpr4cuweeeka5aneg,1,62.8,8.0,2025-04-10T16:32:10.030Z,2025-04-10T16:32:11Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5639443983,213,0.71,5639443975,56,Right,5639443979,141,20.1,5639443977,140,72.0,5639443981,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835129,9,1,1,0,18,a9vw7ikerpr4cuweeeka5aneg,0,72.0,20.1,2025-04-10T16:32:11.509Z,2025-04-11T11:45:19Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639444015,56,Center,5639444095,286,,5639444027,212,5.9,5640595465,233,409,5639444023,141,28.2,5639444031,213,1.94,5639444089,236,,5639444019,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835139,6,43,1,0,18,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:32:11.510Z,2025-04-11T10:42:06Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639444097,233,9,5640555937,144,74,5639444085,56,Back,5639444087,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798854679,409,74,1,0,18,6wwwud48qahpwrfxs20334qk5,1,24.9,81.1,2025-04-10T16:32:11.510Z,2025-04-11T11:45:20Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5640555919,285,,5639552801,56,Back,5640595469,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798836711,67,1,1,0,23,6wwwud48qahpwrfxs20334qk5,0,20.5,84.4,2025-04-10T16:32:16.675Z,2025-04-10T17:26:12Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639460915,213,5.93,5639460913,212,9.7,5639460909,140,29.2,5639460911,141,79.5,5639460907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799032135,883,61,1,0,24,a9vw7ikerpr4cuweeeka5aneg,1,68.1,25.4,2025-04-10T16:32:17.131Z,2025-04-11T10:42:34Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5640556177,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835163,10,43,1,0,24,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-10T16:32:17.969Z,2025-04-11T10:43:33Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5640557007,144,61,5639448817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798854917,410,1,1,0,25,6wwwud48qahpwrfxs20334qk5,1,29.6,65.8,2025-04-10T16:32:17.990Z,2025-04-10T17:26:21Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639554169,140,31.6,5639554175,213,1.40,5639554171,141,83.9,5639554165,56,Back,5639554173,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835153,9,1,1,0,25,6wwwud48qahpwrfxs20334qk5,0,29.5,83.6,2025-04-10T16:32:18.126Z,2025-04-10T17:26:39Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639444203,140,40.3,5639444205,141,100.0,5639444207,212,16.8,5639444209,213,0.83,5639444201,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835151,8,43,1,0,25,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:32:18.223Z,2025-04-10T17:26:32Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639554663,144,1,5639444193,213,1.31,5639444189,141,94.2,5639444191,212,10.2,5639444187,140,41.4,5639444185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835155,10,5,1,0,25,6wwwud48qahpwrfxs20334qk5,0,42.3,102.0,2025-04-10T16:32:18.562Z,2025-04-10T18:40:08Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639444213,347,,5639444437,233,12,5639444211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835193,12,5,1,0,25,a9vw7ikerpr4cuweeeka5aneg,1,57.7,-2.0,2025-04-10T16:32:18.562Z,2025-04-10T18:40:08Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639444397,347,,5639444395,56,Right,5639444417,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798836705,66,43,1,0,27,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-04-10T16:32:20.539Z,2025-04-10T16:41:39Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639456521,212,8.1,5639456519,141,89.7,5639456523,213,0.93,5639458187,144,1,5639456517,140,40.9,5639456515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835209,13,1,1,0,32,a9vw7ikerpr4cuweeeka5aneg,1,56.1,0.0,2025-04-10T16:32:25.631Z,2025-04-10T16:32:27Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639444495,107,,5639444501,141,16.1,5639444503,212,12.3,5639444497,56,Right,5639444505,213,1.62,5639444499,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835215,14,1,1,0,33,a9vw7ikerpr4cuweeeka5aneg,1,55.5,16.1,2025-04-10T16:32:26.862Z,2025-04-11T10:46:26Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5639444539,56,Right,5639444545,212,4.9,5639444543,141,9.1,5639444541,140,56.5,5639444547,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835227,15,1,1,0,35,a9vw7ikerpr4cuweeeka5aneg,1,56.5,9.1,2025-04-10T16:32:28.333Z,2025-04-11T10:46:31Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639444577,140,69.4,5639444581,212,15.4,5639444575,56,Right,5639444583,213,0.49,5639444579,141,19.8,5640559469,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835263,16,61,1,0,41,a9vw7ikerpr4cuweeeka5aneg,0,70.9,51.6,2025-04-10T16:32:34.775Z,2025-04-10T16:32:34Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5639444709,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799150933,859,3,1,0,41,6wwwud48qahpwrfxs20334qk5,0,35.1,35.7,2025-04-10T16:32:34.878Z,2025-04-11T17:32:51Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5641234853,286,,5641234855,465,,5641234857,467,cqsc3mj8klukkgutdrpegybdg,5641234851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835275,11,4,1,0,44,6wwwud48qahpwrfxs20334qk5,1,30.6,45.6,2025-04-10T16:32:37.390Z,2025-04-10T16:32:42Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5639444817,13,,5639444847,233,17,5639444825,285,,5639444819,56,Back,5639444821,152,,5639444823,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835273,17,4,1,0,44,a9vw7ikerpr4cuweeeka5aneg,0,69.4,54.4,2025-04-10T16:32:37.391Z,2025-04-10T16:32:42Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5639444799,152,,5639444803,286,,5639444797,56,Center,5639444795,13,,5639444863,233,11,5639444801,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835347,12,1,1,0,56,6wwwud48qahpwrfxs20334qk5,1,32.2,41.6,2025-04-10T16:32:49.417Z,2025-04-10T16:32:52Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5639445231,152,,5639445239,212,14.4,5639445237,141,61.5,5639445241,213,1.93,5639445263,189,,5639445235,140,27.4,5639445233,56,Back,5639445229,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835377,13,1,1,0,59,6wwwud48qahpwrfxs20334qk5,1,29.1,65.1,2025-04-10T16:32:52.568Z,2025-04-10T16:32:57Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639445383,213,4.77,5639445375,56,Back,5639445379,141,36.6,5639445377,140,30.1,5639445381,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835389,14,1,1,1,4,6wwwud48qahpwrfxs20334qk5,1,32.6,31.9,2025-04-10T16:32:57.407Z,2025-04-10T16:33:00Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5639445451,56,Back,5639445459,213,1.67,5639445453,140,30.2,5639445457,212,24.5,5639445455,141,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835415,15,1,1,1,7,6wwwud48qahpwrfxs20334qk5,1,35.3,74.7,2025-04-10T16:33:00.254Z,2025-04-10T16:33:05Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5639445619,212,17.3,5639445621,213,0.80,5639445613,56,Back,5639445617,141,92.9,5639445615,140,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835419,16,3,1,1,12,6wwwud48qahpwrfxs20334qk5,0,69.8,90.8,2025-04-10T16:33:05.097Z,2025-04-11T10:47:14Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5640560045,465,,5639445637,56,Left,5639445639,286,,5639445701,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835425,18,7,1,1,12,a9vw7ikerpr4cuweeeka5aneg,0,30.2,9.2,2025-04-10T16:33:05.098Z,2025-04-11T10:47:17Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639445691,233,16,5640560097,385,,5639445665,56,Back,5639445667,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835429,17,61,1,1,13,6wwwud48qahpwrfxs20334qk5,1,69.2,94.4,2025-04-10T16:33:06.228Z,2025-04-10T16:33:06Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5639445685,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835447,18,61,1,1,15,6wwwud48qahpwrfxs20334qk5,1,69.6,83.3,2025-04-10T16:33:08.274Z,2025-04-10T16:33:08Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639445765,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835473,19,1,1,1,16,6wwwud48qahpwrfxs20334qk5,1,65.6,69.6,2025-04-10T16:33:09.367Z,2025-04-10T16:33:12Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5639445919,140,70.7,5639445921,141,75.9,5639445923,212,6.9,5639445917,56,Center,5639445925,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798855295,411,1,1,1,17,6wwwud48qahpwrfxs20334qk5,1,75.6,78.8,2025-04-10T16:33:09.990Z,2025-04-10T17:27:36Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5639556375,141,87.7,5639556377,212,6.2,5639556373,140,74.4,5639556371,56,Left,5639556379,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835483,20,50,1,1,17,6wwwud48qahpwrfxs20334qk5,1,74.1,78.3,2025-04-10T16:33:10.126Z,2025-04-10T17:35:44Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5639445989,286,,5639445987,56,Center,5639446031,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835463,19,7,1,1,17,a9vw7ikerpr4cuweeeka5aneg,1,25.9,21.7,2025-04-10T16:33:10.127Z,2025-04-11T10:48:15Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639445877,285,,5640561085,383,,5639446007,233,20,5639445875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835499,21,1,1,1,20,a9vw7ikerpr4cuweeeka5aneg,0,37.1,35.8,2025-04-10T16:33:13.648Z,2025-04-10T16:33:15Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639446109,236,,5639446111,233,21,5639446067,141,30.4,5639446071,213,5.56,5639446065,140,41.1,5639446069,212,5.6,5639446115,286,,5639446063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835505,21,74,1,1,20,6wwwud48qahpwrfxs20334qk5,1,58.2,61.2,2025-04-10T16:33:13.649Z,2025-04-10T18:38:49Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5639446123,233,21,5639446099,56,Center,5639446101,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835519,22,1,1,1,22,a9vw7ikerpr4cuweeeka5aneg,1,41.9,31.2,2025-04-10T16:33:15.358Z,2025-04-10T16:33:18Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5639446209,141,26.1,5639446211,212,22.3,5639446207,140,62.9,5639446213,213,6.13,5639446205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835561,23,1,1,1,25,a9vw7ikerpr4cuweeeka5aneg,1,67.1,29.2,2025-04-10T16:33:18.390Z,2025-04-10T16:33:24Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5639446325,56,Right,5639446331,212,18.4,5639446327,140,83.7,5639446329,141,20.7,5639446333,213,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835569,24,1,1,1,29,a9vw7ikerpr4cuweeeka5aneg,0,93.9,26.7,2025-04-10T16:33:22.246Z,2025-04-10T16:33:29Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5639446355,56,Center,5639446361,212,11.2,5639446359,141,43.0,5639446363,213,1.42,5639446357,140,95.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835575,22,52,1,1,34,6wwwud48qahpwrfxs20334qk5,1,4.7,54.8,2025-04-10T16:33:27.031Z,2025-04-11T10:51:02Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5640563141,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835611,23,1,1,1,44,6wwwud48qahpwrfxs20334qk5,1,6.1,46.6,2025-04-10T16:33:37.542Z,2025-04-11T10:51:10Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5639446591,140,20.5,5639446589,56,Back,5639446593,141,18.3,5639446597,213,5.38,5640563223,189,,5639446587,123,,5639446595,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835613,24,1,1,1,46,6wwwud48qahpwrfxs20334qk5,1,20.5,18.3,2025-04-10T16:33:39.616Z,2025-04-11T10:51:12Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5640563257,189,,5639446613,141,6.2,5639446611,140,30.4,5639446609,56,Back,5639446615,212,13.3,5639446617,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835619,25,1,1,1,48,6wwwud48qahpwrfxs20334qk5,1,30.6,6.2,2025-04-10T16:33:41.086Z,2025-04-10T16:33:42Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5639446651,212,14.3,5639446649,141,27.1,5639446653,213,1.45,5639446647,140,32.3,5639446645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835627,26,1,1,1,48,6wwwud48qahpwrfxs20334qk5,1,32.3,27.1,2025-04-10T16:33:41.821Z,2025-04-10T16:33:43Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5639446693,141,10.9,5639446695,212,11.2,5639446689,56,Back,5639446697,213,4.53,5639446691,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798835637,27,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,28.6,7.3,2025-04-10T16:33:42.894Z,2025-04-10T16:33:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5639446743,56,Back,5639446751,213,2.52,5639446749,212,10.1,5639446745,140,20.8,5639446747,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
