id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2702446569,12,1,1,0,19,a9vw7ikerpr4cuweeeka5aneg,0,61.7,50.6,2024-07-21T13:01:07.196Z,2024-07-21T13:48:50Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5112506829,56,Center,5112506835,212,22.9,5112506827,155,,5112506833,141,76.5,5112506831,140,75.7,5112506837,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446593,6,1,1,0,22,6wwwud48qahpwrfxs20334qk5,0,19.6,14.1,2024-07-21T13:01:10.011Z,2024-07-21T13:01:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5112506965,212,11.6,5112506963,141,7.9,5112506961,140,29.9,5112506967,213,5.91,5112506959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446615,13,61,1,0,24,a9vw7ikerpr4cuweeeka5aneg,1,71.0,78.3,2024-07-21T13:01:12.492Z,2024-07-21T13:01:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5112507049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446641,14,50,1,0,25,a9vw7ikerpr4cuweeeka5aneg,1,72.4,82.9,2024-07-21T13:01:12.778Z,2024-07-21T13:01:15Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5112507221,233,7,5112507135,56,Left,5112507137,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446649,7,7,1,0,25,6wwwud48qahpwrfxs20334qk5,1,27.6,17.1,2024-07-21T13:01:12.779Z,2024-07-21T13:01:14Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5112507205,233,14,5112507173,56,Back,5112507175,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446673,9,1,1,0,26,6wwwud48qahpwrfxs20334qk5,1,20.8,13.1,2024-07-21T13:01:14.523Z,2024-07-21T13:01:16Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5112507301,141,16.5,5112507303,212,22.1,5112507297,56,Back,5112507295,155,,5112507305,213,0.10,5112507299,140,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446709,10,1,1,0,29,6wwwud48qahpwrfxs20334qk5,1,47.3,13.7,2024-07-21T13:01:16.714Z,2024-07-21T13:53:37Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5112639307,156,,5112507555,213,3.95,5112507547,56,Back,5112507551,141,3.9,5112507545,3,,5112507553,212,9.2,5112507549,140,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446687,15,83,1,0,30,a9vw7ikerpr4cuweeeka5aneg,0,61.4,90.4,2024-07-21T13:01:18.584Z,2024-07-21T13:59:23Z,dsfbfzwy3c06mu50ee89qrbsa,M. Larsen,,,5112646905,399,y4dl1rer075c9wz6zhx7skbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446703,16,83,1,0,33,a9vw7ikerpr4cuweeeka5aneg,0,62.5,92.4,2024-07-21T13:01:21.334Z,2024-07-21T13:59:23Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5112646903,399,y4dl1rer075c9wz6zhx7skbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446715,11,1,1,0,34,6wwwud48qahpwrfxs20334qk5,0,45.9,2.5,2024-07-21T13:01:22.163Z,2024-07-21T13:53:33Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5112639503,140,38.9,5112639511,212,7.9,5112507587,56,Back,5112639507,141,0.0,5112639515,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446717,12,5,1,0,34,6wwwud48qahpwrfxs20334qk5,0,39.3,-1.2,2024-07-21T13:01:22.365Z,2024-07-21T13:35:50Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112507591,347,,5112507589,56,Back,5112508087,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446807,17,5,1,0,34,a9vw7ikerpr4cuweeeka5aneg,1,60.7,101.2,2024-07-21T13:01:22.365Z,2024-07-21T13:01:35Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5112508003,56,Left,5112508035,233,12,5112508005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446845,18,1,1,0,47,a9vw7ikerpr4cuweeeka5aneg,1,55.0,100.0,2024-07-21T13:01:35.426Z,2024-07-21T13:01:37Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5112508261,140,54.6,5112508267,213,4.66,5112508257,107,,5112508263,141,88.4,5112508259,56,Left,5112508265,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446859,19,1,1,0,50,a9vw7ikerpr4cuweeeka5aneg,1,55.1,89.3,2024-07-21T13:01:37.801Z,2024-07-21T13:01:40Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112508347,212,14.5,5112508341,140,41.4,5112508349,213,3.02,5112508339,56,Back,5112508345,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446871,20,1,1,0,52,a9vw7ikerpr4cuweeeka5aneg,0,41.4,91.8,2024-07-21T13:01:40.034Z,2024-07-21T13:49:46Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112508405,157,,5112508411,141,100.0,5112508417,1,,5112508409,140,72.2,5112508407,56,Left,5112508413,212,33.0,5112508415,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446925,13,5,1,0,54,6wwwud48qahpwrfxs20334qk5,1,24.0,-1.2,2024-07-21T13:01:41.690Z,2024-07-21T13:35:50Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112508711,56,Back,5112508733,233,21,5112508713,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446875,21,5,1,0,54,a9vw7ikerpr4cuweeeka5aneg,0,76.0,101.2,2024-07-21T13:01:41.690Z,2024-07-21T13:01:48Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112508433,347,,5112508741,233,13,5112508431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702446959,14,1,1,1,0,6wwwud48qahpwrfxs20334qk5,1,23.6,0.0,2024-07-21T13:01:47.819Z,2024-07-21T13:01:52Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5112508943,140,20.0,5112508933,107,,5112508947,141,53.1,5112508937,56,Back,5112508955,1,,5112508951,212,37.7,5112508953,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447009,15,1,1,1,4,6wwwud48qahpwrfxs20334qk5,1,20.0,56.3,2024-07-21T13:01:51.995Z,2024-07-21T13:01:56Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5112509177,213,0.92,5112509173,141,82.6,5112509167,56,Back,5112509175,212,22.5,5112509169,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447049,16,1,1,1,8,6wwwud48qahpwrfxs20334qk5,1,40.9,82.3,2024-07-21T13:01:56.459Z,2024-07-21T13:53:48Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112509383,140,62.5,5112509385,141,92.6,5112509387,212,23.7,5112509381,56,Left,5112509389,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447079,17,1,1,1,11,6wwwud48qahpwrfxs20334qk5,0,63.7,90.5,2024-07-21T13:01:59.563Z,2024-07-21T13:02:01Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112509511,140,90.9,5112509517,213,5.48,5112509509,56,Center,5112509513,141,47.2,5112509519,1,,5112509515,212,41.0,5112509507,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447137,23,1,1,1,16,a9vw7ikerpr4cuweeeka5aneg,1,11.3,54.3,2024-07-21T13:02:03.978Z,2024-07-21T13:02:07Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5112509809,123,,5112509813,140,26.1,5112509811,56,Back,5112509817,212,17.1,5112509815,141,43.9,5112509819,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447149,24,1,1,1,20,a9vw7ikerpr4cuweeeka5aneg,1,26.2,43.3,2024-07-21T13:02:07.665Z,2024-07-21T13:02:08Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5112509869,141,38.8,5112509865,56,Back,5112509867,140,31.5,5112509873,213,5.78,5112509871,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447157,25,1,1,1,20,a9vw7ikerpr4cuweeeka5aneg,1,31.5,38.8,2024-07-21T13:02:08.571Z,2024-07-21T13:02:11Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112509947,56,Back,5112509955,213,3.91,5112509949,140,23.6,5112509953,212,11.6,5112509951,141,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447175,26,1,1,1,23,a9vw7ikerpr4cuweeeka5aneg,1,23.3,27.8,2024-07-21T13:02:11.211Z,2024-07-21T13:02:13Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5112510069,141,33.2,5112510065,56,Back,5112510067,140,29.4,5112510073,213,0.52,5112510071,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447203,27,1,1,1,25,a9vw7ikerpr4cuweeeka5aneg,1,27.7,36.7,2024-07-21T13:02:13.383Z,2024-07-21T13:02:16Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112510225,140,21.9,5112510231,213,1.87,5112510223,56,Back,5112510227,141,66.2,5112510229,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447231,28,1,1,1,28,a9vw7ikerpr4cuweeeka5aneg,1,21.9,66.2,2024-07-21T13:02:16.367Z,2024-07-21T13:50:01Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112510397,212,19.7,5112510391,56,Back,5112510399,213,0.94,5112510395,141,89.5,5112510393,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447245,29,1,1,1,31,a9vw7ikerpr4cuweeeka5aneg,1,33.0,89.5,2024-07-21T13:02:19.226Z,2024-07-21T13:02:22Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5112510483,141,74.9,5112510481,140,23.3,5112510487,213,3.91,5112510479,56,Back,5112510485,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447283,30,1,1,1,34,a9vw7ikerpr4cuweeeka5aneg,1,23.3,74.9,2024-07-21T13:02:21.975Z,2024-07-21T13:50:11Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112510705,141,56.4,5112510707,212,14.2,5112510709,213,5.20,5112510701,140,29.6,5112510697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447311,31,1,1,1,38,a9vw7ikerpr4cuweeeka5aneg,1,27.0,59.5,2024-07-21T13:02:26.256Z,2024-07-21T13:02:28Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5112510833,140,23.9,5112510837,212,10.9,5112510831,56,Back,5112510835,141,74.8,5112510839,213,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447299,18,83,1,1,39,6wwwud48qahpwrfxs20334qk5,0,67.3,28.2,2024-07-21T13:02:26.891Z,2024-07-21T13:59:22Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5112585841,399,4bkqvwlmbwul0s8lbbq6mifp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447335,32,1,1,1,40,a9vw7ikerpr4cuweeeka5aneg,1,24.3,76.0,2024-07-21T13:02:27.990Z,2024-07-21T13:50:17Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112510973,56,Back,5112510975,140,32.2,5112510981,213,5.49,5112510977,141,63.6,5112510979,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447365,33,1,1,1,43,a9vw7ikerpr4cuweeeka5aneg,1,32.7,58.9,2024-07-21T13:02:31.317Z,2024-07-21T13:02:35Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5112511173,213,5.37,5112511167,140,56.1,5112511171,212,40.2,5112511175,1,,5112511169,141,12.1,5112511165,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447401,34,1,1,1,47,a9vw7ikerpr4cuweeeka5aneg,1,57.9,12.1,2024-07-21T13:02:35.504Z,2024-07-21T13:50:25Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112511395,141,12.1,5112511393,140,75.3,5112511397,212,18.3,5112511391,56,Right,5112511399,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447415,35,1,1,1,51,a9vw7ikerpr4cuweeeka5aneg,1,75.8,10.5,2024-07-21T13:02:39.534Z,2024-07-21T13:02:42Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5112511485,56,Right,5112511493,213,3.30,5112511491,212,8.9,5112511487,140,67.4,5112511489,141,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447419,36,1,1,1,54,a9vw7ikerpr4cuweeeka5aneg,0,67.8,8.7,2024-07-21T13:02:42.502Z,2024-07-21T13:50:33Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5112511517,141,9.2,5112511583,233,19,5112511521,213,0.21,5112511587,286,,5112511513,56,Right,5112511581,236,,5112511519,212,1.6,5112511515,140,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447429,19,74,1,1,54,6wwwud48qahpwrfxs20334qk5,1,19.5,93.8,2024-07-21T13:02:42.503Z,2024-07-21T14:00:12Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112511577,56,Back,5112511579,285,,5112511589,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447439,20,5,1,1,56,6wwwud48qahpwrfxs20334qk5,0,28.0,101.4,2024-07-21T13:02:44.081Z,2024-07-21T13:35:50Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5112511617,56,Back,5112511619,347,,5112512011,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447513,37,5,1,1,56,a9vw7ikerpr4cuweeeka5aneg,1,72.0,-1.4,2024-07-21T13:02:44.081Z,2024-07-21T13:02:53Z,4bkqvwlmbwul0s8lbbq6mifp,S. Reese,,,5112511993,233,20,5112511951,56,Right,5112511955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702447631,38,1,1,2,19,a9vw7ikerpr4cuweeeka5aneg,0,68.6,0.0,2024-07-21T13:03:06.900Z,2024-07-21T13:03:09Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5112512649,140,87.5,5112512653,212,31.0,5112512645,107,,5112512657,1,,5112512651,141,33.3,5112512647,56,Center,5112512655,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
