id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2795986955,6,1,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,1,69.6,92.9,2025-04-05T11:01:00.415Z,2025-04-05T11:01:04Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5623795729,140,66.6,5623795733,212,7.6,5623795727,56,Left,5623795735,213,4.29,5623795731,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795986969,7,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,66.6,84.8,2025-04-05T11:01:04.143Z,2025-04-05T11:48:42Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5623795789,141,93.8,5623795783,56,Left,5623795799,213,2.63,5623795787,140,56.3,5623795795,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795986995,8,1,1,0,21,dbl7ir1qugqz8nvp1vzn8im50,0,56.2,93.6,2025-04-05T11:01:07.487Z,2025-04-05T11:01:08Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623795921,157,,5623795925,140,65.9,5623795923,56,Left,5623795929,212,11.3,5623795927,141,86.5,5623795933,1,,5623795931,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795986997,5,61,1,0,22,6wwwud48qahpwrfxs20334qk5,1,44.5,13.1,2025-04-05T11:01:08.427Z,2025-04-05T11:01:18Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5623795935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987009,6,5,1,0,23,6wwwud48qahpwrfxs20334qk5,0,49.6,-1.6,2025-04-05T11:01:09.192Z,2025-04-05T11:35:07Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5623795987,56,Back,5623796151,233,9,5623795993,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987031,9,5,1,0,23,dbl7ir1qugqz8nvp1vzn8im50,1,50.4,101.6,2025-04-05T11:01:09.192Z,2025-04-05T11:35:06Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623796143,233,6,5623796139,347,,5623796137,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987223,10,1,1,0,25,dbl7ir1qugqz8nvp1vzn8im50,1,49.3,100.0,2025-04-05T11:01:11.631Z,2025-04-05T11:49:31Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623797091,213,4.08,5623797087,141,84.2,5623797089,212,14.7,5623797083,56,Back,5623797081,107,,5623797085,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796021125,479,1,1,0,30,dbl7ir1qugqz8nvp1vzn8im50,1,34.0,73.2,2025-04-05T11:01:15.752Z,2025-04-05T11:49:29Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623968159,141,83.2,5623968175,189,,5623968163,213,1.00,5623968155,56,Back,5623968161,212,8.1,5623968157,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796021673,480,1,1,0,32,dbl7ir1qugqz8nvp1vzn8im50,1,36.9,80.0,2025-04-05T11:01:17.752Z,2025-04-05T11:50:17Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623971147,141,63.7,5623971149,212,13.2,5623971143,56,Back,5623971145,140,30.1,5623971151,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796021907,481,1,1,0,35,dbl7ir1qugqz8nvp1vzn8im50,1,31.7,43.0,2025-04-05T11:01:20.752Z,2025-04-05T11:50:39Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623972567,141,7.7,5623972565,140,36.7,5623972563,56,Back,5623972571,213,4.93,5623972569,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796024815,332,45,1,0,39,6wwwud48qahpwrfxs20334qk5,0,68.5,94.6,2025-04-05T11:01:24.752Z,2025-04-05T12:50:19Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5623988537,286,,5623988535,56,Left,5623988557,233,482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796022057,482,3,1,0,39,dbl7ir1qugqz8nvp1vzn8im50,1,31.5,5.4,2025-04-05T11:01:24.752Z,2025-04-05T12:50:19Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623973515,56,Back,5623988551,233,332,5623988555,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796022197,483,1,1,0,42,dbl7ir1qugqz8nvp1vzn8im50,1,58.9,6.8,2025-04-05T11:01:27.752Z,2025-04-05T11:51:05Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623974341,141,20.1,5623974351,213,0.76,5623974335,140,67.9,5623974331,56,Right,5623974347,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796022285,484,1,1,0,44,dbl7ir1qugqz8nvp1vzn8im50,0,69.7,18.3,2025-04-05T11:01:29.752Z,2025-04-05T11:51:12Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5623974729,141,5.8,5623974731,212,17.3,5623974725,56,Right,5623974733,213,5.77,5623974727,140,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987263,7,1,1,0,49,6wwwud48qahpwrfxs20334qk5,1,21.7,86.5,2025-04-05T11:01:35.304Z,2025-04-05T11:01:38Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5623797253,141,52.7,5623797249,56,Back,5623797255,212,29.1,5623797251,140,4.7,5623797257,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987291,8,1,1,0,52,6wwwud48qahpwrfxs20334qk5,0,4.2,57.6,2025-04-05T11:01:38.441Z,2025-04-05T11:01:41Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5623797379,56,Back,5623797399,1,,5623797387,141,70.3,5623797391,212,41.2,5623797375,157,,5623797395,213,0.21,5623797383,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987315,11,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,61.3,27.4,2025-04-05T11:01:41.167Z,2025-04-05T11:01:43Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5623797511,141,34.2,5623797515,213,0.68,5623797507,56,Center,5623797513,212,7.4,5623797509,140,66.8,5623797505,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987321,12,50,1,0,57,dbl7ir1qugqz8nvp1vzn8im50,1,64.0,32.6,2025-04-05T11:01:43.287Z,2025-04-05T11:51:45Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5623797627,233,9,5623797553,286,,5623797551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987327,9,7,1,0,57,6wwwud48qahpwrfxs20334qk5,0,36.0,67.4,2025-04-05T11:01:43.288Z,2025-04-05T11:01:46Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5623797587,233,12,5623797585,285,,5623797583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987385,13,1,1,1,1,dbl7ir1qugqz8nvp1vzn8im50,0,62.5,34.4,2025-04-05T11:01:47.295Z,2025-04-05T11:52:20Z,2uw6m0yavlvkkiob73hoywb56,G. Grubbe,,,5623797833,212,3.4,5623797827,56,Center,5623797831,141,33.6,5623797829,140,59.3,5623797835,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796024127,485,1,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,46.7,33.6,2025-04-05T11:01:50.752Z,2025-04-05T11:53:59Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5623984769,212,13.6,5623984771,213,3.26,5623984763,56,Back,5623984765,140,33.8,5623984767,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987531,14,1,1,1,8,dbl7ir1qugqz8nvp1vzn8im50,1,36.2,23.0,2025-04-05T11:01:54.558Z,2025-04-05T11:02:02Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623798567,213,1.90,5623798559,140,29.9,5623798561,141,51.6,5623798557,56,Back,5623798563,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987551,15,1,1,1,16,dbl7ir1qugqz8nvp1vzn8im50,1,38.4,67.5,2025-04-05T11:02:02.671Z,2025-04-05T11:02:04Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623798625,140,35.2,5623798623,56,Back,5623798629,212,18.0,5623798627,141,41.5,5623798631,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987579,16,1,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,39.3,42.4,2025-04-05T11:02:04.543Z,2025-04-05T11:02:07Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623798771,56,Back,5623798775,141,64.9,5623798779,213,1.70,5623798773,140,37.4,5623798777,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987651,17,1,1,1,21,dbl7ir1qugqz8nvp1vzn8im50,1,41.1,64.8,2025-04-05T11:02:07.375Z,2025-04-05T11:02:15Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623799203,212,19.4,5623799193,56,Back,5623799205,213,1.18,5623799201,141,91.2,5623799195,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987635,10,83,1,1,26,6wwwud48qahpwrfxs20334qk5,0,62.6,13.5,2025-04-05T11:02:12.536Z,2025-04-05T11:02:20Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5623799401,399,bxamae8lo647u6k3kruigir8q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987683,18,1,1,1,30,dbl7ir1qugqz8nvp1vzn8im50,1,34.2,84.7,2025-04-05T11:02:15.870Z,2025-04-05T11:02:20Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5623799383,141,60.3,5623799381,140,12.8,5623799379,56,Back,5623799385,212,27.9,5623799387,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987723,19,1,1,1,34,dbl7ir1qugqz8nvp1vzn8im50,1,9.5,51.2,2025-04-05T11:02:20.095Z,2025-04-05T11:02:25Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5623799637,141,7.7,5623799641,213,5.52,5623799643,1,,5623799635,140,39.2,5623799631,155,,5623799633,56,Back,5623799639,212,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987743,20,1,1,1,39,dbl7ir1qugqz8nvp1vzn8im50,1,36.1,20.7,2025-04-05T11:02:24.958Z,2025-04-05T11:02:27Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5623799725,56,Back,5623799733,213,3.54,5623799727,140,24.5,5623799731,212,13.2,5623799729,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987787,21,1,1,1,42,dbl7ir1qugqz8nvp1vzn8im50,1,26.7,20.3,2025-04-05T11:02:27.759Z,2025-04-05T11:02:32Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623799879,140,22.3,5623799881,141,58.2,5623799885,213,1.75,5623799877,56,Back,5623799883,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987817,22,1,1,1,46,dbl7ir1qugqz8nvp1vzn8im50,1,26.8,68.1,2025-04-05T11:02:32.479Z,2025-04-05T11:02:35Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623800017,141,50.6,5623800015,140,32.0,5623800021,213,5.14,5623800013,56,Back,5623800019,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987861,23,1,1,1,50,dbl7ir1qugqz8nvp1vzn8im50,1,31.5,50.1,2025-04-05T11:02:35.871Z,2025-04-05T11:02:40Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5623800267,212,33.4,5623800269,213,5.12,5623800271,1,,5623800263,140,44.0,5623800261,56,Back,5623800265,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987865,24,61,1,1,54,dbl7ir1qugqz8nvp1vzn8im50,0,43.8,4.7,2025-04-05T11:02:40.014Z,2025-04-05T11:02:40Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623800279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987945,11,5,1,1,55,6wwwud48qahpwrfxs20334qk5,1,58.8,102.0,2025-04-05T11:02:41.247Z,2025-04-05T11:35:07Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5623800613,347,,5623800627,233,25,5623800611,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795987879,25,5,1,1,55,dbl7ir1qugqz8nvp1vzn8im50,0,41.2,-2.0,2025-04-05T11:02:41.247Z,2025-04-05T11:02:50Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623800637,233,11,5623800333,347,,5623800331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988031,12,1,1,2,7,6wwwud48qahpwrfxs20334qk5,0,61.2,100.0,2025-04-05T11:02:53.177Z,2025-04-05T11:02:55Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5623801013,56,Left,5623801019,212,18.3,5623801015,140,74.9,5623801011,107,,5623801017,141,85.3,5623801021,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988061,13,1,1,2,10,6wwwud48qahpwrfxs20334qk5,0,73.0,85.4,2025-04-05T11:02:56.696Z,2025-04-05T11:02:58Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5623801159,56,Left,5623801163,141,86.2,5623801169,213,0.04,5623801161,140,85.4,5623801165,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988047,26,61,1,2,11,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,10.6,2025-04-05T11:02:56.968Z,2025-04-05T11:02:57Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623801091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988131,28,1,1,2,16,dbl7ir1qugqz8nvp1vzn8im50,1,14.9,5.2,2025-04-05T11:03:02.031Z,2025-04-05T11:03:05Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623801531,212,8.2,5623801529,141,3.1,5623801527,140,22.6,5623801525,56,Back,5623801533,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988143,29,1,1,2,19,dbl7ir1qugqz8nvp1vzn8im50,1,26.3,3.7,2025-04-05T11:03:05.454Z,2025-04-05T11:03:07Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623801607,56,Back,5623801613,212,11.3,5623801609,140,15.6,5623801615,213,3.05,5623801611,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988171,30,1,1,2,21,dbl7ir1qugqz8nvp1vzn8im50,1,15.6,5.3,2025-04-05T11:03:06.975Z,2025-04-05T11:03:10Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5623801767,212,37.9,5623801759,155,,5623801765,141,60.8,5623801761,56,Back,5623801769,213,1.65,5623801763,140,12.8,5623801771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988215,31,1,1,2,24,dbl7ir1qugqz8nvp1vzn8im50,1,3.7,61.2,2025-04-05T11:03:10.702Z,2025-04-05T11:03:14Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623801959,140,9.7,5623801963,212,24.5,5623801957,56,Back,5623801961,141,96.0,5623801965,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988295,32,1,1,2,28,dbl7ir1qugqz8nvp1vzn8im50,1,9.8,95.7,2025-04-05T11:03:14.463Z,2025-04-05T11:03:21Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5623802347,140,2.8,5623802349,141,80.0,5623802353,213,4.11,5623802351,212,13.0,5623802345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988369,33,1,1,2,35,dbl7ir1qugqz8nvp1vzn8im50,1,20.8,64.9,2025-04-05T11:03:21.519Z,2025-04-05T11:03:27Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623802617,212,11.2,5623802615,141,79.9,5623802611,56,Back,5623802619,213,1.14,5623802613,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988409,34,1,1,2,41,dbl7ir1qugqz8nvp1vzn8im50,1,32.4,80.5,2025-04-05T11:03:27.343Z,2025-04-05T11:03:30Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5623802791,56,Back,5623802795,141,64.6,5623802797,212,12.3,5623802799,213,4.21,5623802793,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988473,35,1,1,2,44,dbl7ir1qugqz8nvp1vzn8im50,1,30.1,58.4,2025-04-05T11:03:30.750Z,2025-04-05T11:03:37Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5623803083,140,50.7,5623803089,212,44.0,5623803085,141,2.0,5623803075,155,,5623803091,213,5.23,5623803079,56,Right,5623803093,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988505,36,1,1,2,51,dbl7ir1qugqz8nvp1vzn8im50,1,69.4,4.6,2025-04-05T11:03:37.551Z,2025-04-05T11:03:40Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5623803231,140,82.9,5623803237,213,0.77,5623803229,56,Center,5623803235,212,19.8,5623803233,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795988523,37,1,1,2,54,dbl7ir1qugqz8nvp1vzn8im50,1,79.7,27.0,2025-04-05T11:03:40.094Z,2025-04-05T11:03:43Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5623803319,212,11.1,5623803313,56,Right,5623803315,140,72.8,5623803321,213,4.00,5623803317,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
