id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2702053013,6,5,1,0,10,f1h34qp5zbfl489q8vnkhiq9s,0,28.6,-1.1,2024-07-20T14:02:36.289Z,2024-07-20T14:15:58Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5110286759,233,6,5110286669,347,,5110286667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053029,6,5,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,1,71.4,101.1,2024-07-20T14:02:36.289Z,2024-07-20T14:02:39Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5110286755,233,6,5110286753,347,,5110286751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053083,7,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,71.5,100.0,2024-07-20T14:02:44.306Z,2024-07-20T14:02:49Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5110287009,140,89.0,5110287007,56,Left,5110287005,107,,5110287013,212,18.7,5110287011,141,96.0,5110287015,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053091,8,1,1,0,19,dbl7ir1qugqz8nvp1vzn8im50,0,89.0,95.9,2024-07-20T14:02:45.473Z,2024-07-20T14:53:00Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5110287049,141,100.0,5110287051,212,7.2,5110287053,213,2.63,5110287045,56,Left,5110287047,140,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053075,7,5,1,0,20,f1h34qp5zbfl489q8vnkhiq9s,1,14.5,-1.6,2024-07-20T14:02:46.184Z,2024-07-20T14:02:50Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5110286965,56,Back,5110286967,347,,5110287079,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053097,9,5,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,0,85.5,101.6,2024-07-20T14:02:46.184Z,2024-07-20T14:15:58Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5110287085,233,7,5110287061,56,Left,5110287063,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053147,8,1,1,0,31,f1h34qp5zbfl489q8vnkhiq9s,0,22.1,0.0,2024-07-20T14:02:58.016Z,2024-07-20T14:03:01Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5110287359,1,,5110287353,141,12.5,5110287351,140,53.5,5110287349,56,Right,5110287355,212,34.4,5110287347,107,,5110287357,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053175,11,1,1,0,36,dbl7ir1qugqz8nvp1vzn8im50,0,45.8,83.3,2024-07-20T14:03:02.769Z,2024-07-20T14:03:06Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5110287479,157,,5110287489,213,5.83,5110287483,140,71.1,5110287481,56,Center,5110287485,141,64.5,5110287487,212,29.5,5110287491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053187,9,44,1,0,40,f1h34qp5zbfl489q8vnkhiq9s,1,31.4,29.0,2024-07-20T14:03:06.224Z,2024-07-20T14:03:18Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5110287595,233,12,5110287529,56,Back,5110287531,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053183,12,44,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,0,68.6,71.0,2024-07-20T14:03:06.225Z,2024-07-20T14:03:08Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5110287599,233,9,5110287521,56,Center,5110287525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053193,10,1,1,0,41,f1h34qp5zbfl489q8vnkhiq9s,0,34.1,22.6,2024-07-20T14:03:07.624Z,2024-07-20T14:03:21Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5110287569,140,36.7,5110287575,213,4.95,5110287565,3,,5110287573,212,11.5,5110287571,141,6.2,5110287567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053221,13,1,1,0,42,dbl7ir1qugqz8nvp1vzn8im50,1,66.3,94.5,2024-07-20T14:03:08.417Z,2024-07-20T14:03:11Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5110287671,56,Left,5110287679,213,4.61,5110287673,140,65.4,5110287677,212,9.6,5110287675,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702072875,420,83,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,0,36.9,16.1,2024-07-20T14:03:11.070Z,2024-07-20T15:02:12Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5110395007,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053227,14,1,1,0,45,dbl7ir1qugqz8nvp1vzn8im50,1,63.7,82.6,2024-07-20T14:03:11.665Z,2024-07-20T14:03:14Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5110287739,56,Left,5110287747,213,6.08,5110287745,212,9.8,5110287743,141,79.7,5110287741,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053229,15,4,1,0,48,dbl7ir1qugqz8nvp1vzn8im50,1,71.6,89.3,2024-07-20T14:03:14.482Z,2024-07-20T14:03:22Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5110287887,56,Left,5110287891,286,,5110287885,295,,5110287917,233,11,5110287883,13,,5110287889,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053231,11,4,1,0,48,f1h34qp5zbfl489q8vnkhiq9s,0,28.4,10.7,2024-07-20T14:03:14.483Z,2024-07-20T14:03:21Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5110287945,233,15,5110287777,152,,5110287775,56,Back,5110287779,285,,5110287771,13,,5110287773,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053361,16,1,1,1,14,dbl7ir1qugqz8nvp1vzn8im50,1,72.9,91.7,2024-07-20T14:03:40.738Z,2024-07-22T14:18:17Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,1.0,,5110288583,154,,5110288377,213,5.32,5110288363,5,,5110288379,1,,5110288371,140,95.7,5110288365,155,,5110288581,210,13,5110288375,212,42.0,5110288369,56,Center,5114563599,72,5110288361,2,5114563597,224,5110288373,141,41.0,5110288367,152,,,,,,,,,,,,,,,,,,,
2702053365,17,13,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,95.7,41.0,2024-07-20T14:03:44.914Z,2024-07-22T14:18:29Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5110288399,60,,5110288595,75,,5110288607,103,5.6,5110288609,328,,5110288601,55,16,5114563601,214,,5110288611,230,99.3,5110288605,102,39.8,5110288597,29,,5110288401,56,5110288511,20,5110288599,154,5110288509,24,,5110288613,231,Center,47.7,,,,,,,,,,,,,,,,,
2702053355,12,5,1,1,19,f1h34qp5zbfl489q8vnkhiq9s,1,-1.4,59.2,2024-07-20T14:03:45.545Z,2024-07-20T14:03:49Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5110288335,346,,5110288333,56,Back,5110288459,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053369,18,5,1,1,19,dbl7ir1qugqz8nvp1vzn8im50,0,101.4,40.8,2024-07-20T14:03:45.545Z,2024-07-20T14:15:59Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5110288429,56,Center,5110288431,346,,5110288465,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053437,13,1,1,1,29,f1h34qp5zbfl489q8vnkhiq9s,1,2.6,51.5,2024-07-20T14:03:55.962Z,2024-07-20T14:04:49Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5110289985,237,,5110288811,213,1.32,5110288977,189,,5110288801,124,,5110288803,56,Back,5110288809,212,10.5,5110288807,141,66.4,5110288805,140,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053691,18,1,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,0,5.3,65.9,2024-07-20T14:03:56.356Z,2024-07-20T14:04:57Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5110290337,189,,5110290199,140,44.7,5110290207,1,,5110290205,213,6.24,5110290195,157,,5110290201,141,63.3,5110290197,56,Back,5110290203,212,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053439,20,1,1,1,36,dbl7ir1qugqz8nvp1vzn8im50,1,53.4,33.3,2024-07-20T14:04:02.899Z,2024-07-20T14:04:04Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5110288827,212,16.3,5110288825,141,33.9,5110288829,213,0.03,5110288823,140,68.9,5110288821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053451,21,1,1,1,38,dbl7ir1qugqz8nvp1vzn8im50,1,68.9,33.9,2024-07-20T14:04:04.211Z,2024-07-20T14:53:45Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,1.0,,5110288909,141,58.4,5110289095,210,13,5110288905,56,Center,5110288907,140,80.4,5110288911,212,20.6,5110288913,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053453,22,13,1,1,39,dbl7ir1qugqz8nvp1vzn8im50,1,78.1,58.9,2024-07-20T14:04:05.587Z,2024-07-22T14:19:04Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5110289115,230,98.6,5110288923,56,Center,5110289113,215,,5110289105,55,21,5110289103,29,,5110288979,72,,5110289117,231,52.3,5110288921,18,,5110289111,103,2.8,5110288919,22,5110289109,102,5110289101,75,,,,,,,,40.5,,,,,,,,,,,,,,,,
2702053461,14,5,1,1,40,f1h34qp5zbfl489q8vnkhiq9s,1,-1.3,61.1,2024-07-20T14:04:06.899Z,2024-07-20T14:15:59Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5110288949,56,Back,5110288951,346,,5110288955,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053459,23,5,1,1,40,dbl7ir1qugqz8nvp1vzn8im50,0,101.3,38.9,2024-07-20T14:04:06.899Z,2024-07-20T14:04:08Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5110288945,56,Center,5110288947,346,,5110288961,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053501,15,1,1,1,54,f1h34qp5zbfl489q8vnkhiq9s,1,3.9,58.6,2024-07-20T14:04:20.123Z,2024-07-20T14:04:29Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5110289211,140,4.8,5110289213,141,30.0,5110289217,213,4.76,5110289215,212,19.5,5110289467,189,,5110289209,56,Back,5110289221,237,,5110289207,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053513,16,1,1,1,55,f1h34qp5zbfl489q8vnkhiq9s,0,6.7,27.9,2024-07-20T14:04:21.690Z,2024-07-20T14:04:24Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5110289285,1,,5110289281,212,57.4,5110289283,213,6.24,5110289279,141,24.2,5110289273,157,,5110289277,140,61.3,5110289275,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053531,24,4,1,2,0,dbl7ir1qugqz8nvp1vzn8im50,1,42.9,71.7,2024-07-20T14:04:26.155Z,2024-07-20T14:54:02Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5110293815,295,,5110289469,233,17,5110289445,152,,5110289447,286,,5110289439,13,,5110289443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053519,17,4,1,2,0,f1h34qp5zbfl489q8vnkhiq9s,0,57.1,28.3,2024-07-20T14:04:26.156Z,2024-07-20T14:04:30Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5110289475,233,24,5110289369,152,,5110289363,13,,5110289371,285,,5110289367,56,Center,5110289365,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053579,25,1,1,2,6,dbl7ir1qugqz8nvp1vzn8im50,1,43.5,69.6,2024-07-20T14:04:32.708Z,2024-07-22T14:21:52Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5110289655,141,93.9,5110289647,5,,5110289657,212,24.6,5110289659,213,0.74,5110289651,56,Left,5110289653,140,60.8,5114563841,189,,5110289649,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053613,26,1,1,2,9,dbl7ir1qugqz8nvp1vzn8im50,1,58.4,95.4,2024-07-20T14:04:35.716Z,2024-07-20T14:04:40Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5110289779,140,40.5,5110289785,213,3.40,5110289777,56,Back,5110289781,141,88.0,5110289783,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053627,27,1,1,2,14,dbl7ir1qugqz8nvp1vzn8im50,1,39.8,82.3,2024-07-20T14:04:40.132Z,2024-07-20T14:04:42Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5110289851,140,46.4,5110289853,141,69.6,5110289849,56,Back,5110289855,212,11.1,5110289857,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053643,28,1,1,2,17,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,70.5,2024-07-20T14:04:44.052Z,2024-07-20T14:04:45Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5110289951,140,37.4,5110289953,141,79.3,5110289949,56,Back,5110289955,212,10.8,5110289957,213,2.56,5110289961,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053657,29,1,1,2,19,dbl7ir1qugqz8nvp1vzn8im50,1,37.4,79.3,2024-07-20T14:04:45.556Z,2024-07-20T14:04:48Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5110290047,140,41.3,5110290045,56,Back,5110290057,213,5.07,5110290053,212,11.8,5110290049,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053681,30,1,1,2,22,dbl7ir1qugqz8nvp1vzn8im50,1,51.4,43.3,2024-07-20T14:04:48.388Z,2024-07-20T14:04:51Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5110290169,140,55.2,5110290175,213,4.88,5110290167,56,Right,5110290173,212,23.7,5110290171,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053695,31,1,1,2,25,dbl7ir1qugqz8nvp1vzn8im50,1,56.2,6.5,2024-07-20T14:04:51.156Z,2024-07-20T14:04:54Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5110290239,213,6.04,5110290231,56,Right,5110290233,140,62.6,5110290235,141,4.1,5110290237,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053707,32,1,1,2,28,dbl7ir1qugqz8nvp1vzn8im50,1,62.6,4.6,2024-07-20T14:04:54.229Z,2024-07-20T14:04:56Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5110290293,56,Back,5110290299,212,15.6,5110290295,140,47.8,5110290297,141,3.7,5110290301,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053725,33,1,1,2,30,dbl7ir1qugqz8nvp1vzn8im50,1,46.2,10.7,2024-07-20T14:04:56.421Z,2024-07-20T14:04:59Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5110290391,56,Back,5110290399,213,2.21,5110290393,140,36.1,5110290395,141,31.6,5110290397,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053729,34,1,1,2,33,dbl7ir1qugqz8nvp1vzn8im50,1,35.9,34.6,2024-07-20T14:04:59.829Z,2024-07-20T14:05:01Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5110290413,213,6.19,5110290411,212,9.1,5110290405,56,Back,5110290407,140,44.5,5110290409,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053733,35,1,1,2,34,dbl7ir1qugqz8nvp1vzn8im50,1,44.5,33.3,2024-07-20T14:05:00.948Z,2024-07-20T14:05:03Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5110290427,213,3.93,5110290425,212,16.2,5110290423,141,16.5,5110290421,140,33.6,5110290443,156,,5110290419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053743,36,1,1,2,37,dbl7ir1qugqz8nvp1vzn8im50,1,33.7,20.4,2024-07-20T14:05:03.157Z,2024-07-20T14:05:04Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5110290475,141,38.3,5110290477,212,13.1,5110290473,140,38.4,5110290479,213,1.19,5110290471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053751,37,1,1,2,38,dbl7ir1qugqz8nvp1vzn8im50,1,38.4,38.3,2024-07-20T14:05:04.101Z,2024-07-20T14:05:07Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5110290525,212,17.2,5110290527,213,4.34,5110290523,141,14.7,5110290521,140,32.4,5110290519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702053773,38,1,1,2,41,dbl7ir1qugqz8nvp1vzn8im50,1,28.3,11.1,2024-07-20T14:05:07.093Z,2024-07-20T14:05:10Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5110290615,140,8.3,5110290617,141,39.4,5110290619,212,28.5,5110290613,56,Back,5110290621,213,2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
