id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2751319713,7,1,1,0,12,f1h34qp5zbfl489q8vnkhiq9s,1,38.0,39.2,2024-11-24T15:00:56.745Z,2024-11-24T15:00:59Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380357625,141,48.7,5380357623,140,13.1,5380357627,212,26.9,5380357621,56,Back,5380357629,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751319745,8,1,1,0,15,f1h34qp5zbfl489q8vnkhiq9s,1,14.3,44.5,2024-11-24T15:00:59.753Z,2024-11-24T15:01:01Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5380357769,56,Back,5380357781,213,6.16,5380357775,141,40.0,5380357773,140,37.9,5380357777,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751319777,9,1,1,0,17,f1h34qp5zbfl489q8vnkhiq9s,1,37.9,40.0,2024-11-24T15:01:01.329Z,2024-11-24T15:01:03Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380357967,213,4.39,5380357961,140,33.2,5380357965,212,15.6,5380357963,141,18.2,5380357959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751319809,10,1,1,0,18,f1h34qp5zbfl489q8vnkhiq9s,1,32.4,17.9,2024-11-24T15:01:03.096Z,2024-11-24T15:01:05Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5380358143,56,Back,5380358145,140,40.1,5380358149,212,13.7,5380358151,213,0.94,5380358147,141,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751319937,11,1,1,0,21,f1h34qp5zbfl489q8vnkhiq9s,1,38.8,34.6,2024-11-24T15:01:05.353Z,2024-11-24T15:01:13Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5380358809,141,58.2,5380358805,140,36.6,5380358803,56,Back,5380358813,213,1.71,5380358811,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751319991,12,1,1,0,28,f1h34qp5zbfl489q8vnkhiq9s,1,45.3,80.0,2024-11-24T15:01:13.089Z,2024-11-24T15:01:17Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5380359107,212,18.3,5380359101,56,Back,5380359109,213,3.84,5380359105,141,62.7,5380359103,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320017,13,1,1,0,32,f1h34qp5zbfl489q8vnkhiq9s,1,31.9,62.7,2024-11-24T15:01:17.056Z,2024-11-24T15:01:18Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380359239,141,66.6,5380359241,212,12.9,5380359243,213,0.21,5380359235,56,Back,5380359237,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320035,14,1,1,0,34,f1h34qp5zbfl489q8vnkhiq9s,1,43.9,66.6,2024-11-24T15:01:18.696Z,2024-11-24T15:01:20Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5380359329,56,Back,5380359393,156,,5380359337,212,12.5,5380359339,213,3.16,5380359333,140,32.0,5380359335,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320065,15,1,1,0,36,f1h34qp5zbfl489q8vnkhiq9s,1,32.0,66.2,2024-11-24T15:01:20.425Z,2024-11-24T15:01:21Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380359509,140,38.7,5380359511,141,52.4,5380359515,213,5.36,5380359513,212,11.7,5380359507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320157,16,1,1,0,36,f1h34qp5zbfl489q8vnkhiq9s,1,38.7,52.4,2024-11-24T15:01:21.201Z,2024-11-24T15:01:27Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380359999,141,52.4,5380359997,140,13.2,5380359995,56,Back,5380360003,213,3.14,5380360001,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320215,17,1,1,0,42,f1h34qp5zbfl489q8vnkhiq9s,1,13.9,48.4,2024-11-24T15:01:27.144Z,2024-11-24T15:01:30Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5380360281,213,0.41,5380360273,56,Back,5380360275,140,37.0,5380360279,212,26.4,5380360277,141,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320263,18,1,1,0,46,f1h34qp5zbfl489q8vnkhiq9s,1,39.2,59.1,2024-11-24T15:01:30.529Z,2024-11-24T15:01:34Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5380360513,140,43.2,5380360515,141,26.0,5380360519,213,4.90,5380360511,56,Back,5380360517,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320285,19,1,1,0,49,f1h34qp5zbfl489q8vnkhiq9s,1,54.3,26.9,2024-11-24T15:01:34.137Z,2024-11-24T15:01:36Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5380360705,213,5.20,5380360701,212,17.4,5380360699,141,4.3,5380360697,140,62.0,5380360695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320311,20,1,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,65.9,7.1,2024-11-24T15:01:36.776Z,2024-11-24T15:01:39Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5380360893,140,75.3,5380360903,213,0.97,5380360895,141,28.1,5380360899,212,17.4,5380360891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320359,21,1,1,0,54,f1h34qp5zbfl489q8vnkhiq9s,1,74.6,27.7,2024-11-24T15:01:39.145Z,2024-11-24T15:01:42Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5380361137,56,Right,5380361141,141,9.2,5380361139,140,82.0,5380361145,213,5.27,5380361143,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320387,22,1,1,0,57,f1h34qp5zbfl489q8vnkhiq9s,1,82.2,10.7,2024-11-24T15:01:41.993Z,2024-11-24T15:01:44Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5380361325,141,10.4,5380361323,140,70.6,5380361321,56,Right,5380361327,212,12.2,5380361329,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320409,23,1,1,0,59,f1h34qp5zbfl489q8vnkhiq9s,1,70.6,10.4,2024-11-24T15:01:43.985Z,2024-11-24T15:01:46Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5380361451,56,Right,5380361457,212,10.2,5380361459,213,2.67,5380361455,141,17.2,5380361453,140,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320449,24,1,1,1,1,f1h34qp5zbfl489q8vnkhiq9s,1,64.1,20.0,2024-11-24T15:01:45.936Z,2024-11-24T15:01:48Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380361623,140,75.1,5380361619,56,Right,5380361627,141,5.8,5380361631,212,15.1,5380361635,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320485,25,1,1,1,4,f1h34qp5zbfl489q8vnkhiq9s,1,73.7,10.3,2024-11-24T15:01:48.248Z,2024-11-24T15:01:50Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5380361791,212,12.0,5380361793,213,2.87,5380361785,56,Right,5380361787,140,62.7,5380361789,141,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320505,26,1,1,1,6,f1h34qp5zbfl489q8vnkhiq9s,0,62.7,18.4,2024-11-24T15:01:50.280Z,2024-11-24T15:01:51Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380361891,213,0.46,5380361885,140,73.3,5380361883,56,Center,5380361887,141,26.5,5380361889,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320519,5,8,1,1,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.3,78.5,2024-11-24T15:01:52.609Z,2024-11-24T15:01:52Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5380361923,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320587,27,1,1,1,11,f1h34qp5zbfl489q8vnkhiq9s,1,74.1,21.1,2024-11-24T15:01:56.016Z,2024-11-24T15:01:57Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5380362415,141,31.7,5380362413,140,70.5,5380362411,56,Center,5380362419,213,2.05,5380362417,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320621,28,1,1,1,13,f1h34qp5zbfl489q8vnkhiq9s,1,70.6,35.8,2024-11-24T15:01:57.784Z,2024-11-24T15:02:00Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5380362593,56,Center,5380362599,141,66.0,5380362601,212,20.7,5380362597,140,72.7,5380362603,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320653,29,1,1,1,15,f1h34qp5zbfl489q8vnkhiq9s,1,72.7,67.7,2024-11-24T15:01:59.769Z,2024-11-24T15:02:02Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5380362799,140,56.1,5380362797,56,Center,5380362801,141,67.5,5380362805,213,3.15,5380362803,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320697,30,1,1,1,17,f1h34qp5zbfl489q8vnkhiq9s,1,56.1,67.5,2024-11-24T15:02:01.857Z,2024-11-24T15:02:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380363057,140,54.2,5380363059,141,36.5,5380363055,56,Center,5380363061,212,21.2,5380363063,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320721,31,1,1,1,20,f1h34qp5zbfl489q8vnkhiq9s,1,54.3,38.8,2024-11-24T15:02:05.048Z,2024-11-24T15:02:07Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5380363177,56,Center,5380363179,140,54.9,5380363183,212,11.4,5380363185,213,4.77,5380363181,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320737,32,1,1,1,22,f1h34qp5zbfl489q8vnkhiq9s,1,54.9,22.1,2024-11-24T15:02:07.113Z,2024-11-24T15:02:08Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380363261,212,9.8,5380363263,213,0.82,5380363259,141,32.6,5380363257,140,61.3,5380363255,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320765,33,1,1,1,23,f1h34qp5zbfl489q8vnkhiq9s,1,61.3,32.6,2024-11-24T15:02:08.145Z,2024-11-24T15:02:11Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5380363399,140,56.7,5380363405,212,4.9,5380363409,213,3.24,5380363401,141,31.9,5380363397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320793,34,1,1,1,26,f1h34qp5zbfl489q8vnkhiq9s,1,57.3,29.2,2024-11-24T15:02:11.065Z,2024-11-24T15:02:12Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380363555,213,5.00,5380363553,212,18.0,5380363551,141,3.8,5380363547,56,Right,5380363549,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320815,35,1,1,1,28,f1h34qp5zbfl489q8vnkhiq9s,1,63.1,4.7,2024-11-24T15:02:12.377Z,2024-11-24T15:02:13Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5380363641,56,Right,5380363649,213,1.02,5380363645,141,20.2,5380363643,140,69.2,5380363647,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320857,36,1,1,1,29,f1h34qp5zbfl489q8vnkhiq9s,1,69.2,20.2,2024-11-24T15:02:13.594Z,2024-11-24T15:02:16Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5380363889,56,Center,5380363895,212,8.4,5380363893,141,22.1,5380363897,213,2.99,5380363891,140,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320913,37,4,1,1,34,f1h34qp5zbfl489q8vnkhiq9s,1,55.5,33.2,2024-11-24T15:02:18.690Z,2024-11-24T15:54:32Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5380364217,13,,5380364221,152,,5380364219,56,Center,5380364223,265,,5380364225,286,,5380364417,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751320943,6,4,1,1,34,aqtkb4mgrz8c6iqfufj6qjbv9,0,44.5,66.8,2024-11-24T15:02:18.691Z,2024-11-24T17:43:10Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5380364345,13,,5380364349,152,,5380364477,233,37,5380364353,285,,5380364351,265,,5380364347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321003,38,1,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,1,48.8,16.6,2024-11-24T15:02:20.969Z,2024-11-24T15:02:25Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380364717,140,40.3,5380364723,213,1.83,5380364715,56,Back,5380364725,1,,5380364713,152,,5380364711,5,,5380364719,141,66.3,5380364721,212,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321049,39,1,1,1,41,f1h34qp5zbfl489q8vnkhiq9s,0,46.3,69.3,2024-11-24T15:02:25.537Z,2024-11-24T15:02:28Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380364993,213,5.62,5380364995,1,,5380364991,212,52.5,5380364979,155,,5380364987,141,21.8,5380364981,56,Center,5380364983,140,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321077,7,12,1,1,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,15.2,78.7,2024-11-24T15:02:28.865Z,2024-11-24T15:02:55Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5380365145,140,23.9,5380365141,56,Back,5380365199,15,,5380365153,213,0.75,5380365151,212,12.5,5380365147,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321197,40,1,1,1,49,f1h34qp5zbfl489q8vnkhiq9s,1,77.8,9.8,2024-11-24T15:02:33.241Z,2024-11-24T15:02:35Z,9n2nm6smh0txgv2482qbwhixg,J. Beck,,,5380365775,141,3.1,5380365779,212,4.7,5380365771,140,78.8,5380365781,213,4.94,5380365765,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321237,41,1,1,1,51,f1h34qp5zbfl489q8vnkhiq9s,1,79.0,3.8,2024-11-24T15:02:35.554Z,2024-11-24T15:02:38Z,6m4anciafmzc24s44xszymbc9,P. Bjur,,,5380365977,213,2.55,5380365971,140,66.4,5380365973,141,16.9,5380365975,212,15.9,5380365967,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321281,42,1,1,1,53,f1h34qp5zbfl489q8vnkhiq9s,1,66.4,16.9,2024-11-24T15:02:38.057Z,2024-11-24T15:02:40Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5380366239,213,2.28,5380366231,56,Center,5380366233,140,58.6,5380366235,141,31.0,5380366237,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321319,43,1,1,1,55,f1h34qp5zbfl489q8vnkhiq9s,1,58.6,31.0,2024-11-24T15:02:40.185Z,2024-11-24T15:02:42Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5380366451,141,62.4,5380366447,56,Center,5380366455,213,1.49,5380366453,212,21.4,5380366449,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321433,44,1,1,1,58,f1h34qp5zbfl489q8vnkhiq9s,1,52.4,51.0,2024-11-24T15:02:42.769Z,2024-11-24T15:02:50Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5380367037,140,25.6,5380367043,213,3.21,5380367035,56,Back,5380367039,141,48.2,5380367041,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321477,45,1,1,2,6,f1h34qp5zbfl489q8vnkhiq9s,1,33.3,39.7,2024-11-24T15:02:50.449Z,2024-11-24T15:02:53Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5380367239,140,41.1,5380367249,213,1.15,5380367241,141,66.3,5380367245,212,19.9,5380367237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321485,46,61,1,2,8,f1h34qp5zbfl489q8vnkhiq9s,0,41.1,66.3,2024-11-24T15:02:52.922Z,2024-11-24T15:02:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5380367273,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321547,8,1,1,2,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.6,25.5,2024-11-24T15:02:55.354Z,2024-11-24T15:02:56Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5380367595,140,59.9,5380367593,56,Center,5380367599,212,10.2,5380367601,213,1.64,5380367597,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321569,10,1,1,2,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,40.6,2024-11-24T15:02:56.635Z,2024-11-24T15:02:57Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5380367701,213,0.82,5380367695,140,73.0,5380367693,56,Center,5380367697,141,60.9,5380367699,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751321633,11,1,1,2,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.0,60.9,2024-11-24T15:02:57.434Z,2024-11-24T15:04:07Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5380368023,213,1.40,5380368015,56,Left,5380368017,140,75.9,5380368019,141,86.9,5380368021,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
