id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2705192773,5,1,1,0,9,7gkglopz9cjsysn2u6sbhuvc5,0,34.1,43.6,2024-08-02T17:00:29.284Z,2024-08-02T17:00:30Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5127825927,3,,5127825935,212,10.8,5127825931,140,41.9,5127825929,56,Back,5127825933,141,33.3,5127825937,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192791,7,1,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,69.9,79.0,2024-08-02T17:00:32.654Z,2024-08-02T17:00:34Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5127826025,213,2.15,5127826019,140,62.5,5127826017,56,Left,5127826023,212,14.3,5127826021,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192801,8,1,1,0,14,ajtb177oqwawkdwbqhldmq6mx,1,62.5,96.6,2024-08-02T17:00:34.445Z,2024-08-02T17:00:35Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5127826089,213,5.09,5127826087,212,14.6,5127826083,140,67.6,5127826081,56,Center,5127826085,141,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192803,9,1,1,0,15,ajtb177oqwawkdwbqhldmq6mx,0,67.6,76.6,2024-08-02T17:00:35.574Z,2024-08-02T17:00:36Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5127826099,212,9.8,5127826093,56,Center,5127826095,140,76.7,5127826101,213,6.05,5127826097,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192809,6,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,0,37.7,32.5,2024-08-02T17:00:37.291Z,2024-08-02T19:27:17Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5127826131,157,,5127826139,212,21.6,5127826133,56,Center,5127826137,141,24.4,5127826141,213,6.03,5127826135,140,57.6,5127826143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192827,10,1,1,0,20,ajtb177oqwawkdwbqhldmq6mx,0,43.4,87.7,2024-08-02T17:00:40.334Z,2024-08-02T17:00:44Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,5127826249,56,Left,5127826253,141,86.2,5127826259,1,,5127826251,140,100.0,5127826255,212,59.5,5127826247,155,,5127826257,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192835,7,5,1,0,24,7gkglopz9cjsysn2u6sbhuvc5,1,-0.7000000000000001,16.9,2024-08-02T17:00:44.786Z,2024-08-02T19:33:53Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5127826307,233,11,5127826291,56,Back,5127826293,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192831,11,5,1,0,24,ajtb177oqwawkdwbqhldmq6mx,0,100.7,83.1,2024-08-02T17:00:44.786Z,2024-08-02T17:00:47Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,5127826275,346,,5127826329,233,7,5127826273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192915,8,1,1,0,36,7gkglopz9cjsysn2u6sbhuvc5,1,4.4,55.2,2024-08-02T17:00:57.123Z,2024-08-02T17:05:29Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,5127826725,212,4.3,5127826719,56,Back,5127826723,141,49.3,5127826717,124,,5127826721,140,3.0,5127826727,213,4.36,5127826731,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192939,9,1,1,0,45,7gkglopz9cjsysn2u6sbhuvc5,1,3.7,46.9,2024-08-02T17:01:05.467Z,2024-08-02T17:01:08Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5127826857,155,,5127826869,1,,5127826867,213,5.63,5127826859,56,Back,5127826861,140,37.2,5127826863,141,7.0,5127826865,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192945,10,1,1,0,48,7gkglopz9cjsysn2u6sbhuvc5,0,37.2,7.0,2024-08-02T17:01:08.523Z,2024-08-02T17:01:09Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5127826907,212,7.8,5127826899,3,,5127826905,141,8.5,5127826901,56,Back,5127826903,140,44.6,5127826909,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192955,12,50,1,0,51,ajtb177oqwawkdwbqhldmq6mx,1,56.6,89.4,2024-08-02T17:01:11.442Z,2024-08-02T17:01:14Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5127826963,56,Left,5127827021,233,11,5127826965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192961,11,7,1,0,51,7gkglopz9cjsysn2u6sbhuvc5,1,43.4,10.6,2024-08-02T17:01:11.443Z,2024-08-02T17:01:14Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127826983,285,,5127826981,56,Back,5127827003,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705194795,72,1,1,0,52,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,17.0,2024-08-02T17:01:12.355Z,2024-08-02T19:27:19Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127838345,141,24.2,5127838347,212,5.4,5127838343,140,33.5,5127838349,213,1.99,5127838341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192971,12,1,1,0,53,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,24.7,2024-08-02T17:01:13.723Z,2024-08-02T17:01:15Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5127827039,141,16.1,5127827037,140,55.8,5127827035,56,Right,5127827043,213,5.98,5127827041,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192975,13,1,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,1,55.8,16.1,2024-08-02T17:01:15.154Z,2024-08-02T17:01:16Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5127827075,141,8.6,5127827077,212,7.6,5127827073,140,61.2,5127827079,213,5.55,5127827071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192983,14,1,1,0,56,7gkglopz9cjsysn2u6sbhuvc5,1,61.2,8.6,2024-08-02T17:01:16.162Z,2024-08-02T17:01:19Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127827139,140,60.1,5127827145,213,1.81,5127827137,56,Right,5127827141,141,15.5,5127827143,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705192987,15,1,1,0,59,7gkglopz9cjsysn2u6sbhuvc5,1,60.4,18.9,2024-08-02T17:01:19.146Z,2024-08-02T17:01:21Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5127827169,140,59.8,5127827173,212,3.3,5127827171,141,23.6,5127827175,213,1.77,5127827167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193005,16,1,1,1,1,7gkglopz9cjsysn2u6sbhuvc5,1,59.9,25.0,2024-08-02T17:01:21.323Z,2024-08-02T17:09:10Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5127827265,213,6.03,5127827263,212,27.9,5127827261,141,14.9,5127841483,4,,5127827259,140,85.7,5127827257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193007,17,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,0,89.2,18.9,2024-08-02T17:01:24.282Z,2024-08-02T20:11:47Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127827281,140,87.8,5127827283,141,29.8,5127827879,195,,5127827287,213,1.77,5127827279,56,Center,5127827285,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193011,13,12,1,1,6,ajtb177oqwawkdwbqhldmq6mx,1,12.6,64.5,2024-08-02T17:01:26.381Z,2024-08-02T17:01:29Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5127827345,167,,5127827307,141,100.0,5127827309,212,28.7,5127827311,213,1.10,5127827305,140,25.1,5127827303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193013,14,5,1,1,7,ajtb177oqwawkdwbqhldmq6mx,0,26.4,101.8,2024-08-02T17:01:27.431Z,2024-08-02T17:01:53Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5127827313,56,Back,5127827315,347,,5127827905,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193111,18,5,1,1,7,7gkglopz9cjsysn2u6sbhuvc5,1,73.6,-1.8,2024-08-02T17:01:27.431Z,2024-08-02T19:33:54Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127827897,233,14,5127827865,347,,5127827863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193163,19,1,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,0,89.0,0.0,2024-08-02T17:01:56.898Z,2024-08-02T17:02:00Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5127828077,141,26.5,5127828081,213,1.30,5127828075,140,94.0,5127828071,107,,5127828079,212,19.9,5127828073,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193211,15,4,1,1,47,ajtb177oqwawkdwbqhldmq6mx,1,10.1,60.1,2024-08-02T17:02:07.492Z,2024-08-02T17:10:50Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,5127828513,285,,5127828739,233,20,5127843659,12,,5127843661,241,,5127828507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193219,20,4,1,1,47,7gkglopz9cjsysn2u6sbhuvc5,0,89.9,39.9,2024-08-02T17:02:07.493Z,2024-08-02T17:10:50Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,5127828789,233,15,5127828719,241,,5127828713,56,Center,5127828723,286,,5127843573,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193307,17,1,1,2,1,ajtb177oqwawkdwbqhldmq6mx,1,12.6,58.1,2024-08-02T17:02:21.316Z,2024-08-02T19:13:49Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,5127828795,140,17.7,5128132977,5,,5127828801,213,4.99,5128132979,152,,5127828793,56,Back,5127828797,141,30.3,5127828799,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193327,18,1,1,2,3,ajtb177oqwawkdwbqhldmq6mx,0,18.4,28.5,2024-08-02T17:02:23.852Z,2024-08-02T17:02:26Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5127828893,56,Center,5127828891,157,,5127828903,1,,5127828895,140,76.3,5127828901,213,6.22,5127828899,212,60.9,5127828897,141,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193337,21,1,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,1,31.4,69.6,2024-08-02T17:02:27.283Z,2024-08-02T17:02:29Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5127828967,212,8.2,5127828959,3,,5127828969,213,6.27,5127828965,141,69.4,5127828961,56,Back,5127828963,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193339,22,61,1,2,8,7gkglopz9cjsysn2u6sbhuvc5,0,39.2,69.4,2024-08-02T17:02:28.899Z,2024-08-02T20:11:44Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,5127828973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193369,19,1,1,2,9,ajtb177oqwawkdwbqhldmq6mx,1,66.3,28.9,2024-08-02T17:02:29.436Z,2024-08-02T17:12:12Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,5127829099,213,5.79,5127829097,212,11.5,5127847377,168,,5127829091,56,Right,5127829093,140,76.0,5127829095,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193375,20,1,1,2,14,ajtb177oqwawkdwbqhldmq6mx,1,74.0,19.8,2024-08-02T17:02:34.261Z,2024-08-02T17:02:36Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5127829129,213,2.82,5127829127,212,16.9,5127829121,56,Center,5127829123,140,58.7,5127829125,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193403,21,1,1,2,15,ajtb177oqwawkdwbqhldmq6mx,1,58.7,27.7,2024-08-02T17:02:35.844Z,2024-08-02T17:02:41Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5127829241,141,16.1,5127829237,56,Right,5127829243,212,9.6,5127829245,213,5.32,5127829239,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193395,23,83,1,2,19,7gkglopz9cjsysn2u6sbhuvc5,0,35.3,77.0,2024-08-02T17:02:40.051Z,2024-08-02T17:12:52Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5127848699,399,86mx27krl6c613x6e3t9g3cic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193411,22,1,1,2,21,ajtb177oqwawkdwbqhldmq6mx,1,74.0,12.6,2024-08-02T17:02:41.748Z,2024-08-02T17:02:43Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5127829297,56,Center,5127829305,213,2.10,5127829303,212,12.3,5127829301,141,28.3,5127829299,140,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193413,23,1,1,2,22,ajtb177oqwawkdwbqhldmq6mx,0,68.1,28.3,2024-08-02T17:02:43.045Z,2024-08-02T17:02:43Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,5127829317,140,64.7,5127829323,213,1.74,5127829315,56,Center,5127829321,212,20.6,5127829319,141,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193429,25,50,1,2,26,7gkglopz9cjsysn2u6sbhuvc5,1,46.2,45.1,2024-08-02T17:02:46.659Z,2024-08-02T17:13:49Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5127829371,56,Back,5127829373,286,,5127850629,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197079,105,7,1,2,26,ajtb177oqwawkdwbqhldmq6mx,1,53.8,54.9,2024-08-02T17:02:46.660Z,2024-08-02T20:11:55Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,5127850597,285,,5127850595,56,Center,5127850615,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193445,24,1,1,2,28,ajtb177oqwawkdwbqhldmq6mx,1,53.3,43.6,2024-08-02T17:02:48.900Z,2024-08-02T17:14:22Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,5127829455,212,9.6,5127829457,213,2.13,5127829449,56,Back,5127829453,141,55.6,5127829451,140,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193461,26,1,1,2,29,ajtb177oqwawkdwbqhldmq6mx,1,47.6,55.4,2024-08-02T17:02:50.044Z,2024-08-02T17:14:48Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5127829523,56,Back,5127829525,140,36.3,5127829531,213,2.81,5127829529,212,12.6,5127829527,141,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193473,27,1,1,2,32,ajtb177oqwawkdwbqhldmq6mx,1,32.9,58.2,2024-08-02T17:02:52.452Z,2024-08-02T17:02:54Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,5127829607,213,4.59,5127829605,212,14.3,5127829603,141,37.4,5127829599,56,Back,5127829601,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193485,28,1,1,2,34,ajtb177oqwawkdwbqhldmq6mx,1,31.2,37.4,2024-08-02T17:02:54.372Z,2024-08-02T17:02:57Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,5127829675,141,57.6,5127829677,212,13.7,5127829679,213,1.60,5127829673,140,30.8,5127829671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193507,29,1,1,2,36,ajtb177oqwawkdwbqhldmq6mx,1,31.2,65.1,2024-08-02T17:02:56.931Z,2024-08-02T17:02:59Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,5127829779,141,68.1,5127829781,212,15.9,5127829777,140,46.2,5127829783,213,0.13,5127829775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193539,30,1,1,2,39,ajtb177oqwawkdwbqhldmq6mx,1,43.9,54.6,2024-08-02T17:02:59.364Z,2024-08-02T17:15:35Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,5127829933,56,Center,5127829941,213,5.57,5127829935,140,61.4,5127829939,212,24.4,5127829937,141,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197869,122,61,1,2,40,ajtb177oqwawkdwbqhldmq6mx,0,62.5,29.1,2024-08-02T17:03:00.361Z,2024-08-02T20:11:50Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,5127854809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705193553,27,1,1,2,44,7gkglopz9cjsysn2u6sbhuvc5,0,26.5,73.6,2024-08-02T17:03:04.899Z,2024-08-02T17:03:05Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5127829999,56,Back,5127830007,213,5.83,5127830005,212,14.6,5127830001,140,39.0,5127830003,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
