id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId
2722756997,27,1,1,3,26,b2vft81kyjurzbmekvgrqwr64,1,23.1,77.2,2024-09-20T16:36:00.282Z,2024-09-20T16:36:03Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5224399683,56,Back,5224399689,212,18.1,5224399691,213,5.03,5224399685,140,28.5,5224399687,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757003,28,1,1,3,29,b2vft81kyjurzbmekvgrqwr64,1,28.5,51.9,2024-09-20T16:36:02.954Z,2024-09-20T16:36:04Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,5224399727,156,,5224399705,140,25.7,5224399709,212,3.5,5224399707,141,54.6,5224399711,213,2.58,5224399703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757037,29,1,1,3,31,b2vft81kyjurzbmekvgrqwr64,1,22.9,57.5,2024-09-20T16:36:05.178Z,2024-09-20T16:36:07Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5224399903,140,10.6,5224399907,141,45.5,5224399911,212,15.3,5224399899,56,Back,5224399915,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757071,30,1,1,3,33,b2vft81kyjurzbmekvgrqwr64,0,10.9,34.2,2024-09-20T16:36:07.459Z,2024-09-20T16:36:10Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5224400103,140,43.2,5224400107,212,41.7,5224400099,155,,5224400101,56,Back,5224400111,1,,5224400109,213,5.66,5224400105,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757163,19,5,1,3,36,b8oqgvx1ijeyn6y1cn6929ix4,1,56.6,101.8,2024-09-20T16:36:10.591Z,2024-09-20T18:31:38Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5224400557,233,31,5224400553,347,,5224400551,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757075,31,5,1,3,36,b2vft81kyjurzbmekvgrqwr64,0,43.4,-1.8,2024-09-20T16:36:10.591Z,2024-09-20T16:36:23Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5224400561,233,19,5224400121,56,Back,5224400123,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757181,20,1,1,3,48,b8oqgvx1ijeyn6y1cn6929ix4,1,59.8,100.0,2024-09-20T16:36:22.135Z,2024-09-20T16:36:25Z,2qedb8t85t1ieeed9613c9crt,C. Enemark,,5224400623,140,71.4,5224400627,212,18.2,5224400621,56,Left,5224400619,107,,5224400625,141,82.1,5224400629,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757191,21,44,1,3,50,b8oqgvx1ijeyn6y1cn6929ix4,1,73.5,79.2,2024-09-20T16:36:24.593Z,2024-09-20T18:31:13Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224400711,233,32,5224400665,286,,5224400663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757177,32,44,1,3,50,b2vft81kyjurzbmekvgrqwr64,0,26.5,20.8,2024-09-20T16:36:24.594Z,2024-09-20T18:31:13Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224400717,233,21,5224400605,56,Back,5224400607,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757207,22,1,1,3,50,b8oqgvx1ijeyn6y1cn6929ix4,0,71.4,82.1,2024-09-20T16:36:24.773Z,2024-09-20T18:43:17Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224400767,212,13.3,5224400763,140,75.2,5224400765,141,100.0,5224400769,213,1.27,5224400759,3,,5224400761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757215,23,5,1,3,52,b8oqgvx1ijeyn6y1cn6929ix4,0,74.4,101.1,2024-09-20T16:36:26.606Z,2024-09-20T18:31:38Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5224401305,233,33,5224400813,347,,5224400811,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757307,33,5,1,3,52,b2vft81kyjurzbmekvgrqwr64,1,25.6,-1.1,2024-09-20T16:36:26.606Z,2024-09-20T18:31:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224401267,347,,5224401265,56,Back,5224401281,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757319,34,1,1,4,4,b2vft81kyjurzbmekvgrqwr64,1,26.5,0.0,2024-09-20T16:36:38.179Z,2024-09-20T16:36:39Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224401317,107,,5224401327,213,1.72,5224401323,141,14.3,5224401325,212,11.2,5224401319,56,Back,5224401321,140,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757321,35,1,1,4,5,b2vft81kyjurzbmekvgrqwr64,1,24.9,14.3,2024-09-20T16:36:38.881Z,2024-09-20T18:52:31Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,5224401345,213,4.81,5224401337,56,Back,5224401341,141,7.9,5224401381,156,,5224401339,140,25.3,5224401343,212,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757351,36,1,1,4,6,b2vft81kyjurzbmekvgrqwr64,0,20.6,7.9,2024-09-20T16:36:40.506Z,2024-09-20T16:43:37Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5224401495,1,,5224401491,212,34.0,5224401487,140,50.8,5224418587,157,,5224401489,141,25.8,5224401485,56,Center,5224401493,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757361,24,8,1,4,10,b8oqgvx1ijeyn6y1cn6929ix4,1,51.5,80.9,2024-09-20T16:36:44.525Z,2024-09-20T18:52:29Z,3ywgt5v070xudujs9f7cuqm7d,J. Vetter,,5224401559,15,,5224401543,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757417,26,1,1,4,14,b8oqgvx1ijeyn6y1cn6929ix4,1,46.7,59.3,2024-09-20T16:36:48.205Z,2024-09-20T18:52:27Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,5224401787,212,19.4,5224401783,140,36.2,5224401789,213,4.11,5224401785,141,35.8,5224401781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722757463,27,1,1,4,17,b8oqgvx1ijeyn6y1cn6929ix4,0,38.9,31.3,2024-09-20T16:36:51.757Z,2024-09-20T16:36:58Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5224402001,140,69.9,5224401999,56,Left,5224402009,1,,5224402005,212,47.3,5224402003,141,81.8,5224402007,213,0.81,5224401997,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
