id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2721519155,5,1,1,0,20,b2vft81kyjurzbmekvgrqwr64,1,16.3,26.2,2024-09-16T16:33:20.691Z,2024-09-16T16:35:30Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5217512875,212,14.5,5217512873,141,11.6,5217512871,140,26.4,5217512869,56,Back,5217512877,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519177,6,1,1,0,25,b2vft81kyjurzbmekvgrqwr64,0,26.8,9.7,2024-09-16T16:33:25.798Z,2024-09-16T17:31:35Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5217512989,1,,5217512983,141,11.1,5217512987,213,0.02,5217512985,212,47.4,5217512981,140,71.9,5217512979,56,Right,5217638391,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519197,8,1,1,0,26,6wwwud48qahpwrfxs20334qk5,1,33.9,79.0,2024-09-16T16:33:26.644Z,2024-09-16T16:33:30Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5217513115,212,24.4,5217513107,157,,5217513109,56,Center,5217513111,140,57.0,5217513119,1,,5217513113,141,74.5,5217513117,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519201,9,1,1,0,30,6wwwud48qahpwrfxs20334qk5,0,66.1,66.3,2024-09-16T16:33:30.317Z,2024-09-16T16:33:31Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5217513137,140,62.3,5217513143,213,3.89,5217513141,212,5.5,5217513135,56,Center,5217513139,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519225,7,1,1,0,31,b2vft81kyjurzbmekvgrqwr64,1,37.7,38.2,2024-09-16T16:33:31.423Z,2024-09-16T16:33:34Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5217513271,56,Back,5217513275,141,64.6,5217513277,212,19.2,5217513269,155,,5217513279,213,1.94,5217513273,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519239,8,1,1,0,34,b2vft81kyjurzbmekvgrqwr64,1,31.1,64.6,2024-09-16T16:33:34.679Z,2024-09-16T16:33:38Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5217513357,56,Left,5217513361,141,90.3,5217513359,140,54.4,5217513365,213,0.62,5217513363,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519259,9,1,1,0,38,b2vft81kyjurzbmekvgrqwr64,1,54.4,90.3,2024-09-16T16:33:38.470Z,2024-09-16T16:33:43Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5217513515,213,3.48,5217513513,212,23.9,5217513507,56,Back,5217513511,141,78.8,5217513509,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519273,10,1,1,0,43,b2vft81kyjurzbmekvgrqwr64,1,40.5,80.0,2024-09-16T16:33:43.063Z,2024-09-16T16:33:46Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5217513583,141,86.9,5217513587,213,0.19,5217513585,212,25.2,5217513581,140,64.1,5217513579,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519285,11,1,1,0,46,b2vft81kyjurzbmekvgrqwr64,1,64.1,86.9,2024-09-16T16:33:46.062Z,2024-09-16T16:33:48Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5217513661,140,43.9,5217513665,212,22.1,5217513667,213,3.43,5217513663,141,77.6,5217513659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519317,12,1,1,0,48,b2vft81kyjurzbmekvgrqwr64,1,44.3,77.9,2024-09-16T16:33:48.327Z,2024-09-16T16:33:53Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5217513881,140,35.2,5217513879,56,Back,5217513885,212,17.2,5217513887,213,4.12,5217513883,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519327,13,1,1,0,49,b2vft81kyjurzbmekvgrqwr64,1,33.8,49.1,2024-09-16T16:33:49.270Z,2024-09-16T18:34:35Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5217513987,140,77.1,5217513989,141,43.6,5217513983,155,,5217513993,213,6.20,5217513991,212,45.6,5217513985,56,Center,5217513995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519333,14,1,1,0,56,b2vft81kyjurzbmekvgrqwr64,0,77.1,43.6,2024-09-16T16:33:56.302Z,2024-09-16T18:34:25Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5217514037,213,4.69,5217813359,233,11,5217514033,141,26.4,5217514031,140,76.9,5217514029,56,Center,5217514035,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519337,10,61,1,0,57,6wwwud48qahpwrfxs20334qk5,0,34.9,62.1,2024-09-16T16:33:57.078Z,2024-09-16T16:33:57Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5217514039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519355,15,1,1,1,0,b2vft81kyjurzbmekvgrqwr64,0,72.6,11.3,2024-09-16T16:34:00.958Z,2024-09-16T16:34:03Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5217514141,141,9.8,5217514209,233,11,5217514139,140,80.6,5217514137,56,Right,5217514207,236,,5217514145,213,6.16,5217514213,286,,5217514143,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519361,11,74,1,1,0,6wwwud48qahpwrfxs20334qk5,1,32.3,93.3,2024-09-16T16:34:00.959Z,2024-09-16T18:29:01Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5217514229,233,15,5217514201,285,,5217514199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519367,12,5,1,1,2,6wwwud48qahpwrfxs20334qk5,0,27.8,100.6,2024-09-16T16:34:02.831Z,2024-09-16T18:28:25Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5217514253,347,,5217514329,233,16,5217514251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519379,16,5,1,1,2,b2vft81kyjurzbmekvgrqwr64,1,72.2,-0.6000000000000001,2024-09-16T16:34:02.831Z,2024-09-16T18:28:25Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5217514323,347,,5217514325,233,12,5217514321,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519387,17,1,1,1,7,b2vft81kyjurzbmekvgrqwr64,1,79.7,0.0,2024-09-16T16:34:07.406Z,2024-09-16T16:34:09Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5217514373,212,18.1,5217514367,56,Right,5217514369,140,63.5,5217514375,213,2.79,5217514371,141,8.6,5217514365,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519393,18,1,1,1,9,b2vft81kyjurzbmekvgrqwr64,1,62.8,9.1,2024-09-16T16:34:09.462Z,2024-09-16T16:34:11Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5217514411,213,1.47,5217514403,56,Center,5217514409,212,12.6,5217514405,140,64.0,5217514407,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519395,19,1,1,1,11,b2vft81kyjurzbmekvgrqwr64,1,64.0,27.6,2024-09-16T16:34:11.549Z,2024-09-16T16:34:12Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5217514429,213,5.54,5217514423,140,75.6,5217514425,141,11.3,5217514421,56,Right,5217514427,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519397,20,1,1,1,12,b2vft81kyjurzbmekvgrqwr64,1,75.6,11.3,2024-09-16T16:34:12.102Z,2024-09-16T16:34:12Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5217514447,213,2.41,5217514443,141,26.2,5217514439,56,Center,5217514441,140,64.8,5217514445,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519407,21,1,1,1,12,b2vft81kyjurzbmekvgrqwr64,1,64.8,26.2,2024-09-16T16:34:12.702Z,2024-09-16T16:34:16Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5217514503,141,13.2,5217514499,56,Right,5217514507,213,5.95,5217514505,212,27.3,5217514501,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519417,22,1,1,1,16,b2vft81kyjurzbmekvgrqwr64,0,91.6,21.9,2024-09-16T16:34:16.295Z,2024-09-16T16:34:18Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5217514567,56,Center,5217514573,212,23.8,5217514563,2,,5217514569,140,87.7,5217514575,213,1.74,5217514571,141,56.4,5217514565,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519427,13,12,1,1,18,6wwwud48qahpwrfxs20334qk5,1,11.0,41.2,2024-09-16T16:34:18.925Z,2024-09-16T16:34:21Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5217514631,56,Back,5217514637,212,22.4,5217514639,213,6.09,5217514633,140,31.9,5217514635,141,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519433,15,3,1,1,22,6wwwud48qahpwrfxs20334qk5,0,34.2,33.2,2024-09-16T16:34:22.246Z,2024-09-16T16:34:25Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5217514723,286,,5217514725,233,23,5217514675,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519435,23,7,1,1,22,b2vft81kyjurzbmekvgrqwr64,0,65.8,66.8,2024-09-16T16:34:22.247Z,2024-09-16T16:34:26Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5217514681,285,,5217514679,56,Center,5217514717,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519467,16,1,1,1,25,6wwwud48qahpwrfxs20334qk5,1,32.8,51.5,2024-09-16T16:34:25.253Z,2024-09-16T17:32:30Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5217514897,212,10.1,5217514891,56,Back,5217514895,141,65.7,5217514899,213,1.27,5217514893,140,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519507,17,1,1,1,30,6wwwud48qahpwrfxs20334qk5,1,60.3,66.9,2024-09-16T16:34:30.413Z,2024-09-16T16:36:22Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,1.0,,5217518455,210,15,5217515149,141,80.9,5217515153,213,0.62,5217515147,140,72.9,5217515145,56,Left,5217515151,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519511,18,15,1,1,33,6wwwud48qahpwrfxs20334qk5,1,78.3,74.5,2024-09-16T16:34:33.549Z,2024-09-16T19:18:11Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5217518477,230,99.3,5217518459,29,,5217518457,78,,5217518479,231,51.3,5217518473,146,89.7,5217518471,139,,5217516531,82,,5217516527,20,,5217518475,147,61.9,5217992443,23,5217518469,215,5217515183,18,5217518467,103,19,5217515185,56,Center,5217518465,102,50.5,5217518461,55,17,,,,,,,,,
2721519527,19,61,1,1,34,6wwwud48qahpwrfxs20334qk5,1,91.5,59.1,2024-09-16T16:34:34.865Z,2024-09-16T16:36:08Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5217515255,56,Center,5217516455,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519575,24,12,1,1,37,b2vft81kyjurzbmekvgrqwr64,1,10.6,38.2,2024-09-16T16:34:37.144Z,2024-09-16T16:34:51Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5217515545,213,5.96,5217515543,212,33.6,5217515537,56,Back,5217515541,141,22.5,5217515539,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519551,20,1,1,1,40,6wwwud48qahpwrfxs20334qk5,1,60.9,75.6,2024-09-16T16:34:40.446Z,2024-09-16T16:34:46Z,ei3xmwfz8dah5e4lcbu4w98t1,J. Juelsgård,,,5217515387,213,5.38,5217515383,141,60.9,5217515381,140,68.4,5217515379,56,Center,5217515385,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519567,21,1,1,1,46,6wwwud48qahpwrfxs20334qk5,1,66.4,49.9,2024-09-16T16:34:46.598Z,2024-09-16T16:34:50Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5217515485,141,22.7,5217515481,56,Center,5217515489,213,4.65,5217515483,140,65.3,5217515487,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519581,22,1,1,1,50,6wwwud48qahpwrfxs20334qk5,1,72.7,15.3,2024-09-16T16:34:50.582Z,2024-09-16T16:34:53Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5217515583,213,3.77,5217515575,56,Right,5217515577,140,69.2,5217515581,212,4.5,5217515579,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519591,23,1,1,1,52,6wwwud48qahpwrfxs20334qk5,1,69.2,11.4,2024-09-16T16:34:52.861Z,2024-09-16T16:34:55Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5217515647,213,1.51,5217515643,141,21.8,5217515639,56,Center,5217515641,140,69.6,5217515645,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519621,24,1,1,1,55,6wwwud48qahpwrfxs20334qk5,1,67.6,20.7,2024-09-16T16:34:55.461Z,2024-09-16T16:34:59Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5217515819,56,Center,5217515821,140,57.1,5217515825,212,12.4,5217515827,213,2.67,5217515823,141,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519637,25,1,1,1,59,6wwwud48qahpwrfxs20334qk5,1,59.4,31.5,2024-09-16T16:34:59.061Z,2024-09-16T16:35:02Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5217515893,141,74.7,5217515889,56,Center,5217515897,213,1.34,5217515895,212,30.2,5217515891,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519661,26,1,1,2,1,6wwwud48qahpwrfxs20334qk5,1,71.3,80.6,2024-09-16T16:35:02.005Z,2024-09-16T16:35:06Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5217516007,56,Center,5217516015,213,5.19,5217516013,212,5.9,5217516011,141,72.9,5217516009,140,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519673,27,1,1,2,6,6wwwud48qahpwrfxs20334qk5,1,75.3,75.3,2024-09-16T16:35:06.661Z,2024-09-16T16:35:08Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5217516061,141,92.4,5217516057,56,Left,5217516059,140,74.7,5217516063,212,11.6,5217516065,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519665,25,83,1,2,7,b2vft81kyjurzbmekvgrqwr64,0,24.7,32.4,2024-09-16T16:35:07.095Z,2024-09-16T16:36:37Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5217516103,399,289rctmvd5ppy9zqn98jbe4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519677,28,1,1,2,8,6wwwud48qahpwrfxs20334qk5,1,74.7,92.4,2024-09-16T16:35:08.094Z,2024-09-16T16:35:19Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,1.0,,5217516097,213,4.30,5217516093,141,75.3,5217516089,56,Center,5217516091,140,69.8,5217516329,210,13,5217516095,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519687,29,13,1,2,10,6wwwud48qahpwrfxs20334qk5,1,75.7,53.8,2024-09-16T16:35:10.830Z,2024-09-16T18:48:45Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5217516149,56,Center,5217516357,230,99.1,5217516359,231,50,5217516353,103,73.6,5217516147,18,,5217516183,20,,5217516351,102,45.7,5217516145,22,,5217516355,215,,5217516347,55,5217516343,74,5217516345,29,,,,,,,,,,,,,28,,,,,,,,
2721519725,26,5,1,2,13,b2vft81kyjurzbmekvgrqwr64,1,-0.7000000000000001,54.6,2024-09-16T16:35:13.142Z,2024-09-16T18:28:26Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5217516389,56,Back,5217516391,346,,5217516415,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519693,30,5,1,2,13,6wwwud48qahpwrfxs20334qk5,0,100.7,45.4,2024-09-16T16:35:13.142Z,2024-09-16T18:28:26Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5217516419,233,26,5217516181,346,,5217516179,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519811,27,1,1,2,32,b2vft81kyjurzbmekvgrqwr64,0,3.9,51.9,2024-09-16T16:35:32.704Z,2024-09-16T16:35:36Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5217516945,56,Center,5217516955,1,,5217516951,212,64.9,5217516943,124,,5217516949,141,51.9,5217516959,74,,5217516953,213,0.00,5217516947,140,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519803,31,44,1,2,33,6wwwud48qahpwrfxs20334qk5,1,36.2,48.6,2024-09-16T16:35:33.846Z,2024-09-16T18:33:47Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5217517023,233,28,5217516913,56,Back,5217516915,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721519813,28,44,1,2,33,b2vft81kyjurzbmekvgrqwr64,0,63.8,51.4,2024-09-16T16:35:33.847Z,2024-09-16T18:33:47Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5217517027,233,31,5217516971,286,,5217516969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
