id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/13/value,qualifier/12/value
2804388045,6,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,57.1,79.4,2025-04-21T11:00:40.177Z,2025-04-21T11:00:42Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669847247,212,5.3,5669847235,56,Center,5669847239,140,60.8,5669847243,141,74.2,5669847249,213,5.54,5669847233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388067,8,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,64.3,70.6,2025-04-21T11:00:41.865Z,2025-04-21T11:00:44Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5669847321,140,61.1,5669847323,141,73.0,5669847319,56,Center,5669847327,213,2.69,5669847325,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388079,9,1,1,0,22,dbl7ir1qugqz8nvp1vzn8im50,0,61.7,73.3,2025-04-21T11:00:43.801Z,2025-04-21T11:00:45Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669847381,213,4.73,5669847377,141,45.5,5669847373,56,Center,5669847379,212,18.9,5669847375,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388087,6,8,1,0,24,8gxd9ry2580pu1b1dd5ny9ymy,1,40.3,42.1,2025-04-21T11:00:46.438Z,2025-04-21T11:59:19Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5669847407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388101,7,43,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-21T11:00:48.446Z,2025-04-21T11:00:52Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5669847449,286,0,5669847517,144,3,5669847447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388109,9,3,1,0,28,8gxd9ry2580pu1b1dd5ny9ymy,0,42.9,50.8,2025-04-21T11:00:50.160Z,2025-04-21T13:27:48Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5669847465,56,Back,5669847513,233,10,5669847467,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388111,10,7,1,0,28,dbl7ir1qugqz8nvp1vzn8im50,1,57.1,49.2,2025-04-21T11:00:50.161Z,2025-04-21T13:27:48Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669847475,285,,5669847505,233,9,5669847473,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388145,12,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,1,57.2,37.0,2025-04-21T11:00:55.745Z,2025-04-21T11:00:58Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669847585,141,43.6,5669847587,212,8.6,5669847589,213,0.55,5669847583,140,64.2,5669847581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388147,13,1,1,0,36,dbl7ir1qugqz8nvp1vzn8im50,0,62.6,45.7,2025-04-21T11:00:58.097Z,2025-04-21T11:02:47Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5669847605,213,5.37,5669847595,56,Center,5669847597,140,62.9,5669847603,212,0.5,5669847601,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388149,10,1,1,0,37,8gxd9ry2580pu1b1dd5ny9ymy,0,33.2,56.5,2025-04-21T11:00:59.446Z,2025-04-21T11:59:34Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5669847615,141,60.1,5669847609,157,,5669847617,212,7.8,5669847619,213,0.32,5669847621,1,,5669847611,56,Back,5669847613,140,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388163,11,1,1,0,41,8gxd9ry2580pu1b1dd5ny9ymy,1,54.6,54.4,2025-04-21T11:01:02.567Z,2025-04-21T11:59:50Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5669929683,56,Back,5669929689,212,11.4,5669929691,213,2.62,5669929687,141,62.8,5669929685,140,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388167,12,61,1,0,41,8gxd9ry2580pu1b1dd5ny9ymy,0,51.7,61.7,2025-04-21T11:01:02.702Z,2025-04-21T11:59:53Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5669929739,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388175,14,1,1,0,43,dbl7ir1qugqz8nvp1vzn8im50,1,43.3,26.5,2025-04-21T11:01:04.745Z,2025-04-21T11:01:06Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669847689,141,41.6,5669847693,213,1.81,5669847691,212,10.6,5669847685,56,Back,5669847687,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388191,15,1,1,0,44,dbl7ir1qugqz8nvp1vzn8im50,1,38.5,50.6,2025-04-21T11:01:06.065Z,2025-04-21T11:01:12Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669847775,212,11.8,5669847777,213,4.61,5669847771,140,37.3,5669847773,141,33.4,5669847769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388197,16,1,1,0,51,dbl7ir1qugqz8nvp1vzn8im50,0,40.0,21.8,2025-04-21T11:01:12.553Z,2025-04-21T11:01:14Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669847799,141,63.7,5669847793,155,,5669847803,213,0.62,5669847801,212,49.4,5669847795,56,Center,5669847805,1,,5669847797,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388209,15,1,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,0,23.5,10.2,2025-04-21T11:01:17.038Z,2025-04-21T11:01:18Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669847865,213,0.28,5669847857,56,Center,5669847867,1,,5669847855,155,,5669847863,212,41.5,5669847861,141,26.8,5669847859,140,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388217,17,1,1,0,59,dbl7ir1qugqz8nvp1vzn8im50,1,36.1,81.1,2025-04-21T11:01:20.665Z,2025-04-21T11:10:32Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669847915,212,24.0,5669847917,213,6.11,5669847909,56,Center,5669847907,157,,5669847919,1,,5669847911,140,58.6,5669847913,141,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388221,18,1,1,1,0,dbl7ir1qugqz8nvp1vzn8im50,0,63.2,76.4,2025-04-21T11:01:21.880Z,2025-04-21T11:01:22Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669847943,141,77.9,5669847939,56,Center,5669847941,140,70.0,5669847945,212,7.2,5669847937,3,,5669847947,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388241,16,1,1,1,3,8gxd9ry2580pu1b1dd5ny9ymy,1,26.8,12.0,2025-04-21T11:01:25.022Z,2025-04-21T11:01:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669848019,141,18.6,5669848023,213,0.23,5669848021,212,19.8,5669848015,56,Back,5669848017,140,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388243,17,61,1,1,6,8gxd9ry2580pu1b1dd5ny9ymy,0,45.3,18.6,2025-04-21T11:01:28.302Z,2025-04-21T11:01:28Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669848031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388239,19,61,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,0,56.4,84.8,2025-04-21T11:01:29.129Z,2025-04-21T13:07:49Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5669848013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388347,18,5,1,1,7,8gxd9ry2580pu1b1dd5ny9ymy,1,48.0,-1.0,2025-04-21T11:01:29.185Z,2025-04-21T13:25:47Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669848559,233,20,5669848551,347,,5669848549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388247,20,5,1,1,7,dbl7ir1qugqz8nvp1vzn8im50,0,52.0,101.0,2025-04-21T11:01:29.185Z,2025-04-21T13:25:48Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5669848039,347,,5669848565,233,18,5669848037,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388357,19,1,1,1,42,8gxd9ry2580pu1b1dd5ny9ymy,1,47.7,0.0,2025-04-21T11:02:04.157Z,2025-04-21T11:02:07Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669848609,141,5.8,5669848603,107,,5669848611,212,17.3,5669848613,213,0.27,5669848605,56,Right,5669848607,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388351,21,83,1,1,44,dbl7ir1qugqz8nvp1vzn8im50,0,49.3,81.2,2025-04-21T11:02:06.153Z,2025-04-21T11:02:09Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5669848661,399,5e5fuj7mbkpvf0bug32ixxc5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388361,20,3,1,1,45,8gxd9ry2580pu1b1dd5ny9ymy,0,58.8,10.0,2025-04-21T11:02:07.350Z,2025-04-21T11:02:14Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669848677,233,22,5669848637,286,,5669848633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388369,22,7,1,1,45,dbl7ir1qugqz8nvp1vzn8im50,0,41.2,90.0,2025-04-21T11:02:07.351Z,2025-04-21T11:02:13Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669848665,285,,5669848667,233,20,5669848663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388367,21,61,1,1,46,8gxd9ry2580pu1b1dd5ny9ymy,1,64.4,6.1,2025-04-21T11:02:08.397Z,2025-04-21T11:02:08Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669848659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388377,22,50,1,1,48,8gxd9ry2580pu1b1dd5ny9ymy,1,60.6,11.4,2025-04-21T11:02:09.901Z,2025-04-21T12:00:30Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669848705,286,,5669848703,56,Right,5669848841,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388399,24,7,1,1,48,dbl7ir1qugqz8nvp1vzn8im50,1,39.4,88.6,2025-04-21T11:02:09.902Z,2025-04-21T11:02:19Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669848825,285,,5669848831,233,22,5669848823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388397,23,61,1,1,49,dbl7ir1qugqz8nvp1vzn8im50,1,47.2,85.3,2025-04-21T11:02:10.789Z,2025-04-21T11:02:14Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5669848819,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388419,25,1,1,1,51,dbl7ir1qugqz8nvp1vzn8im50,1,38.0,79.7,2025-04-21T11:02:13.241Z,2025-04-21T11:02:20Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5669848911,141,84.2,5669848913,212,4.3,5669848907,56,Back,5669848909,140,35.1,5669848915,213,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388427,27,1,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,1,32.2,87.1,2025-04-21T11:02:14.224Z,2025-04-21T11:02:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5669848933,56,Back,5669848939,212,7.4,5669848941,213,4.17,5669848937,141,77.8,5669848935,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388429,28,1,1,1,53,dbl7ir1qugqz8nvp1vzn8im50,1,28.6,76.4,2025-04-21T11:02:14.856Z,2025-04-21T11:58:19Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5669848947,140,18.1,5669848945,56,Back,5669848949,141,57.5,5669848953,213,4.00,5669848951,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388431,29,1,1,1,56,dbl7ir1qugqz8nvp1vzn8im50,0,9.6,58.2,2025-04-21T11:02:18.393Z,2025-04-21T11:02:22Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5669848965,56,Back,5669848967,140,30.2,5669848971,212,23.4,5669848973,213,0.40,5669848969,141,71.5,5669848963,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388425,24,3,1,1,59,8gxd9ry2580pu1b1dd5ny9ymy,0,64.4,24.6,2025-04-21T11:02:20.541Z,2025-04-21T11:02:27Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669849023,233,30,5669848929,56,Center,5669848931,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388439,30,7,1,1,59,dbl7ir1qugqz8nvp1vzn8im50,1,35.6,75.4,2025-04-21T11:02:20.542Z,2025-04-21T11:20:36Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669848989,56,Back,5669848991,285,,5669849005,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402773,422,61,1,2,0,8gxd9ry2580pu1b1dd5ny9ymy,1,53.2,27.4,2025-04-21T11:02:21.529Z,2025-04-21T12:00:47Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5669931029,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804392735,190,61,1,2,0,dbl7ir1qugqz8nvp1vzn8im50,1,62.8,80.0,2025-04-21T11:02:22.211Z,2025-04-21T11:20:31Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5669872679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388451,25,1,1,2,2,8gxd9ry2580pu1b1dd5ny9ymy,1,65.8,35.5,2025-04-21T11:02:23.781Z,2025-04-21T11:02:25Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5669849055,212,35.6,5669849059,1,,5669849053,141,21.9,5669849057,213,3.40,5669849051,140,33.1,5669849049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388463,26,1,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,1,33.0,21.7,2025-04-21T11:02:24.877Z,2025-04-21T11:02:28Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669849127,140,37.9,5669849133,213,1.07,5669849131,212,10.7,5669849125,56,Back,5669849129,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388471,27,1,1,2,6,8gxd9ry2580pu1b1dd5ny9ymy,1,40.8,31.5,2025-04-21T11:02:28.486Z,2025-04-21T11:02:30Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5669849163,140,26.0,5669849167,212,16.3,5669849161,56,Back,5669849169,213,3.45,5669849165,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388481,28,1,1,2,8,8gxd9ry2580pu1b1dd5ny9ymy,1,25.5,24.1,2025-04-21T11:02:30.422Z,2025-04-21T12:01:00Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5669849217,140,40.0,5669849215,56,Back,5669849221,212,17.2,5669849223,213,5.80,5669849219,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388489,29,1,1,2,10,8gxd9ry2580pu1b1dd5ny9ymy,0,36.9,11.2,2025-04-21T11:02:32.173Z,2025-04-21T11:02:36Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5669849333,233,31,5669849331,236,,5669849249,141,12.4,5669849251,212,4.3,5669849253,213,0.19,5669849247,140,40.9,5669849337,286,,5669849245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388503,31,74,1,2,10,dbl7ir1qugqz8nvp1vzn8im50,1,64.2,83.3,2025-04-21T11:02:32.174Z,2025-04-21T13:28:25Z,5vwzliaibdlhfm38g8v5z0r8p,J. Grot,,,5669849315,56,Left,5669849317,285,,5669849351,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388517,32,61,1,2,14,dbl7ir1qugqz8nvp1vzn8im50,0,56.8,79.5,2025-04-21T11:02:36.465Z,2025-04-21T13:08:33Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5669928877,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804388533,30,1,1,2,15,8gxd9ry2580pu1b1dd5ny9ymy,1,31.4,31.5,2025-04-21T11:02:37.301Z,2025-04-21T13:08:34Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5669849427,212,20.4,5669849425,141,44.2,5669849431,1,,5669849423,140,49.0,5669849421,56,Back,5669849429,213,0.44,5669849419,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
