id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/value
2797174117,11,7,1,0,22,8gxd9ry2580pu1b1dd5ny9ymy,0,71.0,61.4,2025-04-06T13:03:49.893Z,2025-04-06T13:03:55Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630153837,233,4,5630153803,286,,5630153801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174337,5,5,1,0,26,a9vw7ikerpr4cuweeeka5aneg,1,14.8,-1.5,2025-04-06T13:03:54.692Z,2025-04-06T15:13:54Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630154827,233,12,5630154801,56,Back,5630154805,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174215,12,5,1,0,26,8gxd9ry2580pu1b1dd5ny9ymy,0,85.2,101.5,2025-04-06T13:03:54.692Z,2025-04-06T15:13:54Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630154865,233,5,5630154201,56,Left,5630154203,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174371,6,1,1,0,35,a9vw7ikerpr4cuweeeka5aneg,0,12.1,0.0,2025-04-06T13:04:03.012Z,2025-04-06T13:04:05Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630154951,213,0.27,5630154949,212,29.0,5630154953,1,,5630154943,56,Back,5630154947,141,9.4,5630154941,107,,5630154945,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174423,13,1,1,0,38,8gxd9ry2580pu1b1dd5ny9ymy,1,64.6,90.6,2025-04-06T13:04:06.793Z,2025-04-06T15:38:43Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5630155251,141,82.1,5630155257,213,3.96,5630155249,140,59.4,5630155253,212,8.0,5630155245,3,,5630155247,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174431,14,43,1,0,39,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-04-06T13:04:07.696Z,2025-04-06T13:05:11Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630160849,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174483,15,1,1,0,39,8gxd9ry2580pu1b1dd5ny9ymy,1,59.4,82.1,2025-04-06T13:04:07.740Z,2025-04-06T15:38:38Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630155581,140,46.4,5630155587,213,2.95,5630155585,212,13.9,5630155583,141,86.0,5630155579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174595,17,1,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,1,42.5,89.3,2025-04-06T13:04:13.400Z,2025-04-06T13:04:17Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5630156049,141,57.6,5630156053,213,4.48,5630156051,212,22.1,5630156045,56,Back,5630156047,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174639,18,1,1,0,49,8gxd9ry2580pu1b1dd5ny9ymy,1,36.0,49.6,2025-04-06T13:04:16.960Z,2025-04-06T13:04:19Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630156249,213,3.03,5630156243,140,15.4,5630156241,56,Back,5630156247,212,21.8,5630156245,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174689,19,1,1,0,51,8gxd9ry2580pu1b1dd5ny9ymy,1,14.0,53.6,2025-04-06T13:04:19.336Z,2025-04-06T13:04:23Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630156537,140,30.3,5630156535,56,Back,5630156539,141,56.0,5630156543,213,0.10,5630156541,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174711,20,1,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,1,15.7,60.6,2025-04-06T13:04:23.352Z,2025-04-06T13:04:25Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630156671,213,3.83,5630156669,212,12.3,5630156663,56,Back,5630156665,140,6.7,5630156667,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174737,21,1,1,0,57,8gxd9ry2580pu1b1dd5ny9ymy,0,8.0,46.7,2025-04-06T13:04:24.928Z,2025-04-06T13:04:27Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630156787,56,Center,5630156795,141,67.1,5630156791,140,55.7,5630156783,157,,5630156803,1,,5630156801,213,0.27,5630156799,212,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174767,7,44,1,1,0,a9vw7ikerpr4cuweeeka5aneg,1,51.1,30.8,2025-04-06T13:04:28.442Z,2025-04-06T15:18:04Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630156965,56,Center,5630156967,286,,5630157103,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174789,22,44,1,1,0,8gxd9ry2580pu1b1dd5ny9ymy,0,48.9,69.2,2025-04-06T13:04:28.443Z,2025-04-06T15:18:04Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630157137,233,7,5630157085,56,Back,5630157087,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174775,8,1,1,1,0,a9vw7ikerpr4cuweeeka5aneg,0,51.7,31.9,2025-04-06T13:04:28.747Z,2025-04-06T13:04:29Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5630157015,212,11.2,5630157017,213,0.49,5630157011,140,61.1,5630157007,3,,5630157013,141,39.7,5630157009,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174837,23,1,1,1,3,8gxd9ry2580pu1b1dd5ny9ymy,1,45.6,47.8,2025-04-06T13:04:30.952Z,2025-04-06T13:04:34Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630157323,56,Center,5630157325,140,56.2,5630157327,141,24.5,5630157335,213,5.32,5630157329,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174861,24,1,1,1,6,8gxd9ry2580pu1b1dd5ny9ymy,1,56.2,24.5,2025-04-06T13:04:33.967Z,2025-04-06T13:04:35Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5630157495,141,25.7,5630157497,212,12.4,5630157493,140,44.4,5630157499,213,3.08,5630157489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174903,25,1,1,1,7,8gxd9ry2580pu1b1dd5ny9ymy,1,44.4,25.7,2025-04-06T13:04:35.680Z,2025-04-06T13:04:37Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630157689,56,Right,5630157697,213,6.01,5630157695,212,26.0,5630157691,140,68.3,5630157693,141,15.5,5630157687,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174929,26,1,1,1,9,8gxd9ry2580pu1b1dd5ny9ymy,1,68.3,15.5,2025-04-06T13:04:37.121Z,2025-04-06T13:04:38Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5630157813,141,25.7,5630157817,213,2.49,5630157815,212,11.5,5630157811,140,59.6,5630157809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174953,27,1,1,1,10,8gxd9ry2580pu1b1dd5ny9ymy,1,59.6,25.7,2025-04-06T13:04:38.808Z,2025-04-06T13:04:40Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5630157961,212,13.6,5630157963,213,2.39,5630157957,140,50.2,5630157955,56,Center,5630157959,141,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797174989,28,1,1,1,12,8gxd9ry2580pu1b1dd5ny9ymy,1,47.8,38.2,2025-04-06T13:04:40.632Z,2025-04-06T13:04:42Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630158133,56,Back,5630158141,213,3.30,5630158135,140,41.0,5630158137,141,36.5,5630158139,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175017,29,1,1,1,14,8gxd9ry2580pu1b1dd5ny9ymy,1,41.2,36.5,2025-04-06T13:04:42.735Z,2025-04-06T13:04:44Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630158333,141,22.1,5630158335,212,12.6,5630158337,213,5.40,5630158331,140,48.8,5630158329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175073,30,1,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,1,48.2,21.8,2025-04-06T13:04:44.535Z,2025-04-06T13:04:47Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630158637,56,Back,5630158639,140,35.9,5630158641,141,36.2,5630158645,213,2.49,5630158643,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175259,31,1,1,1,19,8gxd9ry2580pu1b1dd5ny9ymy,1,37.0,46.7,2025-04-06T13:04:47.647Z,2025-04-06T13:04:58Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630159639,212,24.4,5630159633,56,Back,5630159641,213,2.99,5630159635,140,14.0,5630159637,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175307,32,1,1,1,30,8gxd9ry2580pu1b1dd5ny9ymy,1,14.7,51.9,2025-04-06T13:04:57.896Z,2025-04-06T13:05:01Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630159899,141,50.0,5630159903,213,6.26,5630159905,1,,5630159901,212,50.3,5630159895,56,Center,5630159897,140,62.6,5630159893,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175319,33,44,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,1,60.9,49.4,2025-04-06T13:05:01.103Z,2025-04-06T15:18:04Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630160029,233,9,5630159931,56,Center,5630159937,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175327,9,44,1,1,33,a9vw7ikerpr4cuweeeka5aneg,0,39.1,50.6,2025-04-06T13:05:01.104Z,2025-04-06T15:18:05Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5630160061,233,33,5630159967,285,,5630159965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175333,34,1,1,1,33,8gxd9ry2580pu1b1dd5ny9ymy,0,62.5,49.9,2025-04-06T13:05:01.327Z,2025-04-06T13:05:02Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5630159989,140,59.8,5630159987,56,Center,5630159985,3,,5630159993,212,5.1,5630159995,213,4.13,5630159991,141,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175437,11,1,1,1,35,a9vw7ikerpr4cuweeeka5aneg,1,44.3,55.7,2025-04-06T13:05:03.619Z,2025-04-06T13:05:07Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5630160539,212,15.0,5630160537,141,36.3,5630160535,140,51.0,5630160541,213,5.20,5630160533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175471,12,1,1,1,39,a9vw7ikerpr4cuweeeka5aneg,1,61.9,17.6,2025-04-06T13:05:07.739Z,2025-04-06T13:05:10Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5630160699,56,Right,5630160705,212,9.9,5630160707,213,3.99,5630160701,140,55.7,5630160703,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175515,13,1,1,1,42,a9vw7ikerpr4cuweeeka5aneg,1,55.6,6.8,2025-04-06T13:05:09.874Z,2025-04-06T13:05:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5630160907,213,1.87,5630160901,140,52.6,5630160905,212,10.5,5630160903,141,21.6,5630160899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175565,14,1,1,1,43,a9vw7ikerpr4cuweeeka5aneg,1,52.6,21.6,2025-04-06T13:05:11.802Z,2025-04-06T13:13:25Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5630161199,213,5.93,5630161193,140,75.7,5630161195,141,8.3,5630161191,56,Right,5630161197,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175591,15,1,1,1,47,a9vw7ikerpr4cuweeeka5aneg,0,79.6,7.7,2025-04-06T13:05:15.467Z,2025-04-06T13:05:16Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5630161347,2,,5630161359,213,1.26,5630161349,155,,5630161353,140,86.0,5630161357,212,21.9,5630161355,141,38.3,5630161351,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175653,35,12,1,1,48,8gxd9ry2580pu1b1dd5ny9ymy,1,14.0,47.6,2025-04-06T13:05:16.758Z,2025-04-06T13:05:18Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5630161663,141,63.5,5630161657,140,19.5,5630161689,213,1.08,5630161653,56,Back,5630161667,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175693,37,1,1,1,50,8gxd9ry2580pu1b1dd5ny9ymy,1,13.7,66.2,2025-04-06T13:05:18.703Z,2025-04-06T13:05:36Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5630161843,141,60.9,5630161845,212,3.7,5630161847,213,4.48,5630161841,140,12.9,5630161839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175745,38,1,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,1,12.9,60.9,2025-04-06T13:05:20.503Z,2025-04-06T15:38:40Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630162109,1,,5630162099,56,Back,5630162107,213,0.16,5630162105,212,36.4,5630162101,140,47.1,5630162103,141,69.5,5630162097,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175785,39,1,1,1,56,8gxd9ry2580pu1b1dd5ny9ymy,0,46.3,69.5,2025-04-06T13:05:24.360Z,2025-04-06T13:05:27Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5630162339,56,Right,5630162343,141,0.0,5630162341,140,62.7,5630162345,212,51.5,5630162347,213,5.05,5630162349,1,,5630162335,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175953,16,5,1,1,59,a9vw7ikerpr4cuweeeka5aneg,1,38.7,102.0,2025-04-06T13:05:27.434Z,2025-04-06T15:13:55Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630163225,347,,5630163223,56,Back,5630163297,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797175789,40,5,1,1,59,8gxd9ry2580pu1b1dd5ny9ymy,0,61.3,-2.0,2025-04-06T13:05:27.434Z,2025-04-06T15:13:55Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5630162367,347,,5630162365,56,Right,5630163331,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176035,17,1,1,2,8,a9vw7ikerpr4cuweeeka5aneg,1,44.6,100.0,2025-04-06T13:05:36.691Z,2025-04-06T13:05:41Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630163649,213,6.02,5630163651,1,,5630163647,212,22.8,5630163645,141,92.9,5630163641,56,Left,5630163643,140,65.6,5630163639,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176029,41,83,1,2,12,8gxd9ry2580pu1b1dd5ny9ymy,0,44.2,22.9,2025-04-06T13:05:40.390Z,2025-04-06T13:05:44Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5630164039,399,3epwf56ozg73hueacwmckk0r9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176077,18,1,1,2,12,a9vw7ikerpr4cuweeeka5aneg,1,63.7,92.3,2025-04-06T13:05:40.794Z,2025-04-06T13:05:42Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5630163839,155,,5630163843,140,45.4,5630163845,141,95.3,5630163841,56,Back,5630163847,212,19.3,5630163849,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176129,19,1,1,2,14,a9vw7ikerpr4cuweeeka5aneg,0,45.4,95.3,2025-04-06T13:05:42.770Z,2025-04-06T13:05:45Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5630164125,157,,5630164127,56,Center,5630164137,1,,5630164129,140,90.8,5630164135,213,5.88,5630164131,141,65.8,5630164133,212,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797176197,43,1,1,2,20,8gxd9ry2580pu1b1dd5ny9ymy,1,13.7,42.2,2025-04-06T13:05:48.119Z,2025-04-06T13:05:51Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5630164529,213,5.45,5630164523,140,24.1,5630164525,141,24.4,5630164527,212,16.3,5630164521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
