id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2703614733,7,1,1,0,12,bd4qakf7j0wwie8wke9km7uj8,1,70.1,18.3,2024-07-27T11:01:13.914Z,2024-07-27T11:01:16Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5119058521,140,75.6,5119058527,213,0.60,5119058517,3,,5119058523,141,24.1,5119058519,56,Center,5119058525,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614735,8,1,1,0,15,bd4qakf7j0wwie8wke9km7uj8,1,72.0,26.5,2024-07-27T11:01:16.554Z,2024-07-27T12:00:04Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5119058531,56,Center,5119058537,212,5.5,5119058533,140,73.5,5119058539,213,1.28,5119109677,168,,5119058535,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614737,9,1,1,0,15,bd4qakf7j0wwie8wke9km7uj8,0,73.5,34.2,2024-07-27T11:01:17.146Z,2024-07-28T15:59:34Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5119058549,212,3.7,5119058547,141,32.7,5119058551,213,6.00,5119058545,140,76.9,5119058543,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703623903,485,43,1,0,16,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-07-27T11:01:17.159Z,2024-07-28T15:59:32Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5119109813,56,Center,5122647769,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614741,5,12,1,0,16,ajtb177oqwawkdwbqhldmq6mx,1,12.5,57.0,2024-07-27T11:01:17.817Z,2024-07-28T15:59:37Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119058573,140,53.6,5119058575,141,77.2,5119058577,212,45.3,5119058579,213,0.31,5119058571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614771,10,1,1,0,22,bd4qakf7j0wwie8wke9km7uj8,1,37.5,16.7,2024-07-27T11:01:23.650Z,2024-07-27T11:01:25Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119058703,212,33.9,5119058707,1,,5119058697,56,Back,5119058701,141,61.4,5119058705,213,2.03,5119058699,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614777,11,1,1,0,24,bd4qakf7j0wwie8wke9km7uj8,1,23.3,61.4,2024-07-27T11:01:25.314Z,2024-07-27T11:01:27Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5119058751,212,26.7,5119058745,56,Back,5119058753,213,4.83,5119058749,141,22.5,5119058747,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614785,12,1,1,0,27,bd4qakf7j0wwie8wke9km7uj8,1,25.0,21.9,2024-07-27T11:01:28.434Z,2024-07-27T11:01:33Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119058789,140,32.4,5119058787,56,Back,5119058791,141,27.4,5119058793,212,8.6,5119058795,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614789,13,1,1,0,32,bd4qakf7j0wwie8wke9km7uj8,0,32.5,26.4,2024-07-27T11:01:33.361Z,2024-07-27T11:01:34Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119058823,141,31.2,5119058827,213,0.06,5119058821,140,85.5,5119058817,155,,5119058825,212,55.7,5119058829,1,,5119058819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614829,7,1,1,0,47,ajtb177oqwawkdwbqhldmq6mx,0,25.2,52.4,2024-07-27T11:01:48.713Z,2024-07-27T11:02:04Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5119059025,140,69.6,5119059029,141,62.4,5119059035,213,0.14,5119059037,1,,5119059017,157,,5119059033,212,47.1,5119059021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614839,14,44,1,0,50,bd4qakf7j0wwie8wke9km7uj8,1,29.8,30.8,2024-07-27T11:01:51.887Z,2024-07-27T11:01:56Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119059079,285,,5119059077,56,Back,5119059111,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614837,8,44,1,0,50,ajtb177oqwawkdwbqhldmq6mx,0,70.2,69.2,2024-07-27T11:01:51.888Z,2024-07-27T11:01:56Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5119059119,233,14,5119059073,56,Center,5119059075,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614845,15,1,1,0,51,bd4qakf7j0wwie8wke9km7uj8,0,29.1,24.1,2024-07-27T11:01:52.657Z,2024-07-27T13:38:29Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119059105,141,22.7,5119059109,213,5.59,5119059099,3,,5119059103,140,30.2,5119059107,212,1.5,5119059101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704278199,823,61,1,0,51,ajtb177oqwawkdwbqhldmq6mx,1,71.9,62.5,2024-07-27T11:01:53.148Z,2024-07-28T16:03:17Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122657085,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614843,9,1,1,0,53,ajtb177oqwawkdwbqhldmq6mx,0,70.1,53.6,2024-07-27T11:01:55.056Z,2024-07-27T13:42:09Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5119059095,212,6.4,5119059093,141,62.9,5119059097,213,1.46,5119059091,140,70.8,5119059089,56,Center,5119059087,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276787,804,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:17Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5122649173,56,Center,5122649345,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276789,805,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:16Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5122649175,56,Center,5122649317,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276791,806,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5122649281,144,8,5122649185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276829,807,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:48Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122650321,144,8,5122649383,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276833,808,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:46Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649409,56,Center,5122650265,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276835,809,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:45Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649411,56,Center,5122650229,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276837,810,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:41Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649413,56,Center,5122650053,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276841,811,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:40Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649993,144,8,5122649431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276843,812,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:43Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649433,56,Center,5122650087,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276845,813,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:44Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649435,56,Center,5122650179,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276847,814,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:39Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649927,144,8,5122649437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276849,815,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:38Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649439,56,Center,5122649903,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276851,816,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:37Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649455,56,Center,5122649875,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276853,817,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:36Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649819,144,8,5122649457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276855,818,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:35Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649459,56,Center,5122649791,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276859,819,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:34Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5122649473,56,Center,5122649745,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276863,820,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:33Z,zpl7lyln792rt0b2oedamvbo,J. Mathys,,,5122649699,144,8,5122649477,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276865,821,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:31Z,zpl7lyln792rt0b2oedamvbo,J. Mathys,,,5122649481,56,Center,5122649675,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704276867,822,43,1,0,53,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-07-27T11:01:55.148Z,2024-07-28T16:00:30Z,zpl7lyln792rt0b2oedamvbo,J. Mathys,,,5122649623,144,8,5122649483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614859,16,4,1,0,58,bd4qakf7j0wwie8wke9km7uj8,1,29.6,29.6,2024-07-27T11:01:59.616Z,2024-07-27T12:00:55Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5119059217,285,,5119059211,56,Back,5119059219,233,10,5119059213,152,,5119059209,13,,5119110225,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614857,10,4,1,0,58,ajtb177oqwawkdwbqhldmq6mx,0,70.4,70.4,2024-07-27T11:01:59.617Z,2024-07-27T13:38:34Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5119059199,13,,5119240405,295,,5119059229,233,16,5119059203,152,,5119059201,56,Center,5119059207,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614881,17,1,1,1,8,bd4qakf7j0wwie8wke9km7uj8,1,31.0,20.4,2024-07-27T11:02:09.609Z,2024-07-27T12:01:02Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5119059303,152,,5119059307,140,26.7,5119059301,5,,5119059305,56,Back,5119110281,189,,5119059311,212,11.0,5119059313,213,2.00,5119059309,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614885,18,1,1,1,9,bd4qakf7j0wwie8wke9km7uj8,1,27.5,33.4,2024-07-27T11:02:11.097Z,2024-07-27T11:02:13Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119059333,141,7.3,5119059331,140,41.5,5119059337,212,23.0,5119059329,56,Back,5119059339,213,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614891,19,1,1,1,11,bd4qakf7j0wwie8wke9km7uj8,1,42.4,8.2,2024-07-27T11:02:12.985Z,2024-07-27T11:02:15Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5119059361,56,Back,5119059369,213,0.71,5119059367,212,9.7,5119059365,141,17.4,5119059363,140,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614895,20,61,1,1,14,bd4qakf7j0wwie8wke9km7uj8,0,56.0,17.3,2024-07-27T11:02:15.803Z,2024-07-27T11:02:16Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5119059387,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614901,11,1,1,1,15,ajtb177oqwawkdwbqhldmq6mx,1,36.2,79.9,2024-07-27T11:02:16.601Z,2024-07-28T16:03:51Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119059409,56,Back,5119059413,141,89.7,5119059415,212,10.2,5119059411,140,43.6,5119059417,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614909,13,1,1,1,17,ajtb177oqwawkdwbqhldmq6mx,1,43.6,89.7,2024-07-27T11:02:19Z,2024-07-27T11:12:51Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5119059433,212,13.9,5119059429,140,38.9,5119059427,56,Back,5119059435,213,4.35,5119059431,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614911,14,1,1,1,18,ajtb177oqwawkdwbqhldmq6mx,0,38.9,70.6,2024-07-27T11:02:19.896Z,2024-07-27T11:16:40Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5119059449,213,0.75,5119071537,3,,5119059445,141,83.5,5119059447,212,12.9,5119059441,56,Back,5119059443,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614917,21,8,1,1,20,bd4qakf7j0wwie8wke9km7uj8,1,52.8,8.6,2024-07-27T11:02:21.937Z,2024-07-28T16:03:58Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,,5122659879,384,,5119059455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614929,23,1,1,1,22,bd4qakf7j0wwie8wke9km7uj8,1,55.3,15.6,2024-07-27T11:02:23.296Z,2024-07-27T11:02:28Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5119059499,56,Back,5119059507,213,3.00,5119059501,140,37.0,5119059503,141,19.7,5119059505,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703617227,180,1,1,1,27,bd4qakf7j0wwie8wke9km7uj8,1,31.9,27.4,2024-07-27T11:02:28.586Z,2024-07-27T12:01:35Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5119072343,56,Back,5119072345,140,29.8,5119072351,213,1.70,5119072347,141,51.5,5119072349,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614933,24,1,1,1,27,bd4qakf7j0wwie8wke9km7uj8,0,36.5,71.6,2024-07-27T11:02:28.728Z,2024-07-27T12:01:32Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5119059531,141,88.1,5119059535,213,0.48,5119059527,56,Left,5119059529,140,57.1,5119059533,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703614941,25,43,1,1,30,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-07-27T11:02:31.896Z,2024-07-27T11:18:05Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5119059569,140,58.4,5119059567,56,Left,5119059575,213,0.53,5119059573,212,18.8,5119059571,141,94.1,5119072589,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
