id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2707316119,4,1,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,1,31.7,30.9,2024-08-10T15:01:09.174Z,2024-08-10T15:01:11Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5139518585,56,Back,5139518589,141,12.6,5139518593,213,5.28,5139518583,3,,5139518591,212,14.8,5139518587,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316141,5,1,1,0,12,dbl7ir1qugqz8nvp1vzn8im50,0,39.3,12.6,2024-08-10T15:01:11.142Z,2024-08-10T15:01:13Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5139518745,157,,5139518757,1,,5139518751,141,34.5,5139518753,212,36.6,5139518747,56,Center,5139518749,140,71.1,5139518755,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316163,8,1,1,0,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,35.4,76.6,2024-08-10T15:01:14.391Z,2024-08-10T17:14:02Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5139518883,140,41.3,5139518887,212,8.7,5139518881,56,Back,5139518885,141,67.6,5139518889,213,5.50,5139518879,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316165,9,43,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-08-10T15:01:15.878Z,2024-08-10T16:02:28Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5139518899,212,9.1,5139518901,213,3.84,5139878833,144,1,5139518895,140,32.3,5139518897,141,60.5,5139518893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316215,7,1,1,0,17,dbl7ir1qugqz8nvp1vzn8im50,1,67.6,49.7,2024-08-10T15:01:16.622Z,2024-08-10T15:01:23Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5139519219,212,15.4,5139519215,140,64.3,5139519217,141,71.8,5139519213,56,Center,5139519221,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316235,8,3,1,0,24,dbl7ir1qugqz8nvp1vzn8im50,1,74.9,87.8,2024-08-10T15:01:23.302Z,2024-08-10T16:40:09Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139519349,233,10,5139519325,56,Left,5139519329,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316227,10,45,1,0,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,25.1,12.2,2024-08-10T15:01:23.302Z,2024-08-10T16:40:09Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5139519297,285,,5139519293,56,Back,5139519357,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316255,9,1,1,0,26,dbl7ir1qugqz8nvp1vzn8im50,0,82.7,84.8,2024-08-10T15:01:25.422Z,2024-08-10T15:01:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139519463,213,5.05,5139519457,140,87.2,5139519461,212,14.1,5139519459,141,65.2,5139519451,2,,5139519455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316289,11,12,1,0,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.7,32.8,2024-08-10T15:01:26.975Z,2024-08-10T16:58:43Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5139519695,167,,5139519651,213,3.86,5139519647,141,20.0,5139519649,212,13.2,5139519643,56,Back,5139519645,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316259,10,6,1,0,28,dbl7ir1qugqz8nvp1vzn8im50,1,95.7,74.4,2024-08-10T15:01:27.846Z,2024-08-10T16:39:50Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139519539,56,Center,5139519731,233,12,5139519541,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316293,12,6,1,0,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,4.3,25.6,2024-08-10T15:01:27.846Z,2024-08-10T16:39:50Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5139519745,233,10,5139519717,56,Back,5139519719,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316505,11,1,1,0,50,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2024-08-10T15:01:49.591Z,2024-08-10T15:01:52Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139520751,141,45.7,5139520749,140,93.8,5139520755,213,4.55,5139520739,2,,5139520745,223,,5139520741,6,,5139520753,212,37.1,5139520747,56,Center,5139520757,1,5139520743,155,,,,,,,,,,,,,,,,,,,,,,,
2707316523,13,12,1,0,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.0,41.2,2024-08-10T15:01:52.911Z,2024-08-10T16:59:10Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5139520877,212,22.4,5139520911,15,,5139520873,140,28.7,5139520879,213,6.03,5139520875,141,33.1,5139520871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316579,12,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,79.2,63.9,2024-08-10T15:01:54.214Z,2024-08-10T15:01:58Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5139521131,141,87.8,5139521133,212,16.9,5139521135,213,1.29,5139521129,140,83.7,5139521127,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316601,13,1,1,0,58,dbl7ir1qugqz8nvp1vzn8im50,1,78.8,89.3,2024-08-10T15:01:57.854Z,2024-08-10T15:01:59Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139521241,213,3.34,5139521235,140,66.0,5139521239,212,13.7,5139521233,56,Left,5139521237,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316629,14,1,1,1,0,dbl7ir1qugqz8nvp1vzn8im50,1,66.0,85.4,2024-08-10T15:01:59.742Z,2024-08-10T15:02:01Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5139521383,212,13.2,5139521377,56,Center,5139521381,141,66.1,5139521385,213,4.84,5139521379,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316663,15,1,1,1,2,dbl7ir1qugqz8nvp1vzn8im50,1,67.6,66.1,2024-08-10T15:02:01.838Z,2024-08-10T15:02:05Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5139521553,141,84.8,5139521557,213,1.72,5139521549,56,Left,5139521551,140,65.8,5139521555,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316695,16,1,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,67.3,86.8,2024-08-10T15:02:04.870Z,2024-08-10T15:02:18Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,1.0,,5139521743,1,,5139521733,56,Center,5139521729,2,,5139522279,154,,5139521737,141,53.1,5139521741,213,5.52,5139522273,210,15,5139521731,155,,5139521735,140,5139521739,212,89.9,33.0,,,,,,,,,,,,,,,,,,,,,
2707316705,17,15,1,1,8,dbl7ir1qugqz8nvp1vzn8im50,1,88.9,57.3,2024-08-10T15:02:08.038Z,2024-08-10T17:21:53Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5140289079,25,,5139522333,103,17.1,5139522337,147,52.0,5139521913,15,,5139522335,146,98.4,5139522331,102,51.3,5139521917,328,,5139521787,17,,5140289081,78,5139522325,154,,,5139522359,233,14,5139521789,56,Center,5139522327,55,16,5139522323,29,,,,,,,,,,
2707316723,14,10,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.6,49.0,2024-08-10T15:02:08.138Z,2024-08-10T16:59:14Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5139521877,56,Back,5139521963,233,17,5139521919,177,,5139521873,178,,5139521875,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316847,16,1,1,1,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.6,52.4,2024-08-10T15:02:21.559Z,2024-08-10T15:02:23Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5139522615,140,23.3,5139522611,123,,5139522619,212,17.1,5139522621,213,0.77,5139522613,56,Back,5139522617,141,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316855,17,1,1,1,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.3,69.9,2024-08-10T15:02:22.830Z,2024-08-10T15:02:23Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5139522673,140,34.7,5139522677,212,18.5,5139522671,56,Back,5139522675,141,90.6,5139522679,213,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316865,18,1,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.7,90.6,2024-08-10T15:02:23.574Z,2024-08-10T15:02:24Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5139522717,141,71.5,5139522721,213,4.13,5139522713,56,Back,5139522719,212,15.6,5139522715,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316883,19,1,1,1,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.5,71.5,2024-08-10T15:02:24.239Z,2024-08-10T15:02:25Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5139522833,212,18.7,5139522831,141,44.0,5139522835,213,4.69,5139522827,56,Back,5139522829,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316897,20,1,1,1,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.1,44.0,2024-08-10T15:02:25.167Z,2024-08-10T15:02:27Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5139522893,213,1.65,5139522891,212,16.0,5139522887,140,24.9,5139522889,141,67.5,5139522885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316923,21,1,1,1,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.5,71.5,2024-08-10T15:02:26.904Z,2024-08-10T15:02:29Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5139522997,212,16.9,5139522999,213,1.09,5139522995,141,93.6,5139522993,140,31.9,5139522991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316949,22,1,1,1,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.3,93.5,2024-08-10T15:02:29.102Z,2024-08-10T15:02:31Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5139523155,56,Back,5139523165,213,4.79,5139523159,141,76.1,5139523157,140,33.2,5139523163,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707316969,23,1,1,1,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.3,79.9,2024-08-10T15:02:30.878Z,2024-08-10T15:02:32Z,7l7f98nn8gohmdacsdb2labkk,A. Alicino,,,5139523275,213,1.98,5139523271,141,94.5,5139523273,212,10.8,5139523267,56,Back,5139523269,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317019,24,1,1,1,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.0,95.0,2024-08-10T15:02:32.342Z,2024-08-10T15:02:36Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5139523521,56,Back,5139523523,140,19.6,5139523525,141,80.9,5139523527,212,14.5,5139523529,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317053,25,1,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,21.8,73.5,2024-08-10T15:02:36.126Z,2024-08-10T15:02:39Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5139523757,213,4.81,5139523753,141,32.1,5139523755,212,28.3,5139523751,140,24.4,5139523749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317091,26,1,1,1,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,23.8,23.6,2024-08-10T15:02:39.582Z,2024-08-10T15:02:43Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5139523951,56,Back,5139523953,140,35.9,5139523955,141,5.9,5139523957,212,17.5,5139523959,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317129,27,1,1,1,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.4,5.2,2024-08-10T15:02:42.854Z,2024-08-10T15:02:45Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5139524157,56,Right,5139524163,212,27.1,5139524155,155,,5139524165,213,0.04,5139524159,140,67.2,5139524161,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317141,28,61,1,1,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.7,7.0,2024-08-10T15:02:45.729Z,2024-08-10T15:02:46Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5139524201,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317195,19,1,1,1,48,dbl7ir1qugqz8nvp1vzn8im50,1,31.3,86.0,2024-08-10T15:02:47.487Z,2024-08-10T15:02:52Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5139524471,140,36.0,5139524475,212,6.1,5139524469,56,Back,5139524473,141,91.2,5139524477,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317201,20,1,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,0,34.1,90.5,2024-08-10T15:02:51.903Z,2024-08-10T15:02:53Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5139524515,212,4.4,5139524589,286,,5139524511,141,90.5,5139524505,56,Back,5139524585,233,29,5139524517,213,3.14,5139524507,140,29.9,5139524583,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317213,29,74,1,1,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.6,6.7,2024-08-10T15:02:51.904Z,2024-08-10T16:40:19Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5139524577,56,Right,5139524579,285,,5139524603,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317271,31,1,1,1,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,67.5,20.1,2024-08-10T15:02:54.462Z,2024-08-10T15:02:57Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5139524845,56,Center,5139524851,212,24.9,5139524853,213,1.18,5139524847,140,76.5,5139524849,141,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317283,32,1,1,1,57,aqtkb4mgrz8c6iqfufj6qjbv9,0,79.4,46.4,2024-08-10T15:02:56.854Z,2024-08-10T15:02:57Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5139524919,56,Center,5139524927,213,5.68,5139524925,212,7.2,5139524923,141,40.4,5139524921,140,85.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317297,21,12,1,1,59,dbl7ir1qugqz8nvp1vzn8im50,1,10.8,66.0,2024-08-10T15:02:58.222Z,2024-08-10T15:02:59Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5139525013,213,5.18,5139525005,56,Back,5139525011,212,9.0,5139525007,140,14.7,5139525009,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317353,22,12,1,2,0,dbl7ir1qugqz8nvp1vzn8im50,1,14.7,54.2,2024-08-10T15:02:59.430Z,2024-08-10T15:03:03Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5139525311,213,0.51,5139525305,212,65.3,5139525297,140,68.9,5139525301,141,100.0,5139525365,167,,5139525293,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317365,23,5,1,2,3,dbl7ir1qugqz8nvp1vzn8im50,0,67.3,101.4,2024-08-10T15:03:02.519Z,2024-08-10T17:02:26Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5139525345,56,Left,5139525863,233,33,5139525347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317449,33,5,1,2,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.7,-1.4,2024-08-10T15:03:02.519Z,2024-08-10T17:02:25Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5139525845,233,23,5139525773,56,Back,5139525775,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317549,34,1,1,2,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.9,0.0,2024-08-10T15:03:08.838Z,2024-08-10T15:03:13Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5139526261,1,,5139526259,213,2.54,5139526249,107,,5139526251,56,Back,5139526255,141,23.3,5139526257,212,29.5,5139526253,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317671,35,1,1,2,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.2,23.9,2024-08-10T15:03:13.543Z,2024-08-10T15:03:19Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5139526597,141,15.0,5139526601,213,5.89,5139526593,56,Back,5139526599,212,15.8,5139526595,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317679,36,1,1,2,19,aqtkb4mgrz8c6iqfufj6qjbv9,0,31.4,17.6,2024-08-10T15:03:18.902Z,2024-08-10T15:03:19Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5139526635,56,Back,5139526641,212,10.3,5139526643,213,0.12,5139526639,141,19.4,5139526637,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317729,24,8,1,2,22,dbl7ir1qugqz8nvp1vzn8im50,1,59.6,77.0,2024-08-10T15:03:21.885Z,2024-08-10T15:03:22Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5139526837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707317769,26,1,1,2,24,dbl7ir1qugqz8nvp1vzn8im50,1,66.8,85.9,2024-08-10T15:03:23.237Z,2024-08-10T15:04:45Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5139527009,140,60.5,5139527007,56,Center,5139527011,141,66.9,5139527013,212,14.5,5139527015,213,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
