id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2724262571,12,1,1,1,3,8gxd9ry2580pu1b1dd5ny9ymy,1,69.0,70.6,2024-09-22T13:01:51.826Z,2024-09-22T13:01:54Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232498237,56,Left,5232498241,141,80.0,5232498245,213,0.77,5232498243,212,9.2,5232498239,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262575,13,61,1,1,5,8gxd9ry2580pu1b1dd5ny9ymy,0,75.2,80.8,2024-09-22T13:01:53.999Z,2024-09-22T13:51:21Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5232498271,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262617,14,61,1,1,8,8gxd9ry2580pu1b1dd5ny9ymy,0,78.8,83.6,2024-09-22T13:01:56.474Z,2024-09-22T13:01:56Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232498447,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262645,13,1,1,1,9,f1h34qp5zbfl489q8vnkhiq9s,0,28.8,24.8,2024-09-22T13:01:57.114Z,2024-09-22T13:01:57Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232498557,3,,5232498577,213,3.98,5232498573,212,8.3,5232498569,141,15.7,5232498563,56,Back,5232498567,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262717,15,83,1,1,12,8gxd9ry2580pu1b1dd5ny9ymy,0,82.9,85.9,2024-09-22T13:02:00.506Z,2024-09-22T13:02:10Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232500075,399,7wo1hk736v1xhovvu2t2trw89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262855,15,61,1,1,18,f1h34qp5zbfl489q8vnkhiq9s,0,6.4,13.0,2024-09-22T13:02:06.715Z,2024-09-22T13:02:06Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232499665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262987,16,6,1,1,20,8gxd9ry2580pu1b1dd5ny9ymy,1,96.2,84.8,2024-09-22T13:02:08.354Z,2024-09-22T16:41:19Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232500451,56,Left,5232500453,73,,5232500485,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724262891,16,6,1,1,20,f1h34qp5zbfl489q8vnkhiq9s,0,3.8,15.2,2024-09-22T13:02:08.354Z,2024-09-22T13:02:18Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5232500537,233,16,5232500125,73,,5232500123,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263229,17,1,1,1,34,8gxd9ry2580pu1b1dd5ny9ymy,1,99.5,99.5,2024-09-22T13:02:22.314Z,2024-09-22T13:51:42Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5232501707,213,4.44,5232501701,140,97.4,5232501705,212,8.1,5232501699,56,Left,5232501703,141,88.1,5232501697,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263247,18,1,1,1,36,8gxd9ry2580pu1b1dd5ny9ymy,0,96.8,88.0,2024-09-22T13:02:24.130Z,2024-09-22T13:51:26Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5232501813,141,68.4,5232501815,212,13.4,5232501807,155,,5232501809,56,Center,5232501817,213,4.82,5232501805,2,,5232501811,140,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263385,17,12,1,1,42,f1h34qp5zbfl489q8vnkhiq9s,1,2.9,46.6,2024-09-22T13:02:30.066Z,2024-09-22T13:03:10Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5232502617,213,0.96,5232502611,140,7.3,5232502615,212,8.1,5232502613,141,56.4,5232502609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263515,19,13,1,1,45,8gxd9ry2580pu1b1dd5ny9ymy,1,90.8,36.4,2024-09-22T13:02:33.450Z,2024-09-22T16:06:00Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232504673,458,,5232503305,63,,5232504675,230,97.8,5233753539,328,,5232504671,103,70.8,5232504677,231,46.2,5232504667,77,,5232504447,72,,5232504669,102,61.3,5232504443,25,5232503309,56,Center,,,,,,,,,,,,,,,,,,,,,,
2724263771,20,5,1,1,45,f1h34qp5zbfl489q8vnkhiq9s,1,-1.2,40.8,2024-09-22T13:02:33.779Z,2024-09-22T16:42:45Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5232504839,233,20,5232504791,346,,5232504789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263555,20,5,1,1,45,8gxd9ry2580pu1b1dd5ny9ymy,0,101.2,59.2,2024-09-22T13:02:33.779Z,2024-09-22T16:42:45Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232503477,56,Center,5232504855,233,20,5232503479,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263793,21,1,1,2,1,f1h34qp5zbfl489q8vnkhiq9s,0,4.2,45.1,2024-09-22T13:02:49.898Z,2024-09-22T13:02:51Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5232504919,213,6.23,5232504921,1,,5232504917,212,69.3,5232504911,56,Center,5232504909,124,,5232504923,74,,5232504913,140,70.1,5232504915,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263865,21,1,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,1,26.2,60.6,2024-09-22T13:02:51.517Z,2024-09-22T13:02:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232505257,56,Back,5232505263,141,37.7,5232505265,212,16.2,5232505267,213,4.44,5232505261,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263913,23,1,1,2,7,8gxd9ry2580pu1b1dd5ny9ymy,1,26.7,37.9,2024-09-22T13:02:55.130Z,2024-09-22T13:02:57Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5232505585,213,5.35,5232505579,141,9.1,5232505573,56,Back,5232505575,140,40.6,5232505581,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724263965,24,1,1,2,8,8gxd9ry2580pu1b1dd5ny9ymy,1,40.6,9.1,2024-09-22T13:02:56.898Z,2024-09-22T13:02:58Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232505863,56,Back,5232505865,140,37.5,5232505867,141,27.1,5232505871,213,1.83,5232505869,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264073,25,1,1,2,10,8gxd9ry2580pu1b1dd5ny9ymy,1,37.2,27.4,2024-09-22T13:02:58.514Z,2024-09-22T13:03:03Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232506385,141,36.0,5232506383,140,45.8,5232506381,56,Back,5232506387,212,10.8,5232506389,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264111,26,1,1,2,14,8gxd9ry2580pu1b1dd5ny9ymy,0,45.5,34.5,2024-09-22T13:03:02.971Z,2024-09-22T13:52:01Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5232506567,213,1.30,5232506561,140,57.6,5232506569,1,,5232506555,196,,5232506565,212,47.0,5232506563,141,100.0,5232506557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264267,22,5,1,2,16,f1h34qp5zbfl489q8vnkhiq9s,1,39.7,-1.1,2024-09-22T13:03:04.229Z,2024-09-22T16:42:45Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5232507305,347,,5232507367,233,27,5232507303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264117,27,5,1,2,16,8gxd9ry2580pu1b1dd5ny9ymy,0,60.3,101.1,2024-09-22T13:03:04.229Z,2024-09-22T16:42:46Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232506579,347,,5232507433,233,22,5232506577,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264495,23,1,1,2,31,f1h34qp5zbfl489q8vnkhiq9s,0,35.3,0.0,2024-09-22T13:03:19.836Z,2024-09-22T13:03:22Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5232508519,212,29.8,5232508523,1,,5232508521,213,0.46,5232508513,56,Right,5232508517,141,18.4,5232508515,140,60.7,5232508511,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264545,24,1,1,2,35,f1h34qp5zbfl489q8vnkhiq9s,0,54.7,18.5,2024-09-22T13:03:23.555Z,2024-09-22T13:03:24Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232508809,141,13.0,5232508813,213,6.03,5232508805,56,Right,5232508811,212,15.1,5232508807,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264577,28,8,1,2,36,8gxd9ry2580pu1b1dd5ny9ymy,1,32.5,76.3,2024-09-22T13:03:24.354Z,2024-09-22T13:54:06Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232509017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264613,30,1,1,2,38,8gxd9ry2580pu1b1dd5ny9ymy,1,29.8,75.4,2024-09-22T13:03:26.082Z,2024-09-22T13:52:24Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5232509197,212,6.2,5232509187,140,33.7,5232509191,141,82.3,5232509181,56,Back,5232509203,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264685,31,1,1,2,39,8gxd9ry2580pu1b1dd5ny9ymy,1,33.7,82.3,2024-09-22T13:03:27.147Z,2024-09-22T13:03:30Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232509569,213,5.21,5232509561,56,Back,5232509567,212,5.3,5232509565,141,75.4,5232509563,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264633,25,83,1,2,39,f1h34qp5zbfl489q8vnkhiq9s,0,59.5,13.9,2024-09-22T13:03:27.915Z,2024-09-22T13:03:32Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5232509851,399,2cup1vjw8n43kbzzxfflnmplg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264729,32,1,1,2,42,8gxd9ry2580pu1b1dd5ny9ymy,1,44.8,69.0,2024-09-22T13:03:30.587Z,2024-09-22T13:03:35Z,2cup1vjw8n43kbzzxfflnmplg,J. Singh,,,5232510263,1,,5232509817,155,,5232509819,56,Right,5232509821,140,52.8,5232509827,213,4.94,5232509823,141,15.5,5232509825,212,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264877,33,1,1,2,47,8gxd9ry2580pu1b1dd5ny9ymy,1,56.3,14.4,2024-09-22T13:03:35.379Z,2024-09-22T13:03:38Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5232510633,141,25.8,5232510629,56,Back,5232510637,213,2.76,5232510631,140,37.8,5232510635,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264895,34,1,1,2,50,8gxd9ry2580pu1b1dd5ny9ymy,1,38.6,27.7,2024-09-22T13:03:38.595Z,2024-09-22T13:03:39Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5232510701,212,11.6,5232510695,56,Back,5232510699,141,28.0,5232510703,213,0.02,5232510697,140,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264909,35,1,1,2,51,8gxd9ry2580pu1b1dd5ny9ymy,1,49.6,28.0,2024-09-22T13:03:39.339Z,2024-09-22T13:03:40Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5232510775,140,44.2,5232510781,213,4.02,5232510777,141,17.9,5232510771,56,Back,5232510779,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724264943,36,1,1,2,51,8gxd9ry2580pu1b1dd5ny9ymy,1,44.2,17.9,2024-09-22T13:03:39.973Z,2024-09-22T13:03:41Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5232510979,56,Back,5232510983,141,31.5,5232510981,140,37.1,5232510987,213,2.25,5232510985,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724265101,37,1,1,2,53,8gxd9ry2580pu1b1dd5ny9ymy,1,37.1,31.5,2024-09-22T13:03:41.523Z,2024-09-22T13:03:48Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5232511839,56,Back,5232511847,213,1.50,5232511841,140,38.3,5232511845,212,16.7,5232511843,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724265139,38,1,1,3,0,8gxd9ry2580pu1b1dd5ny9ymy,1,48.0,68.2,2024-09-22T13:03:48.628Z,2024-09-22T13:03:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5232512055,212,20.2,5232512039,56,Left,5232512045,140,61.1,5232512051,141,89.9,5232512059,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
