id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value
2817977161,6,61,1,0,12,f1h34qp5zbfl489q8vnkhiq9s,1,61.5,11.4,2025-05-23T17:02:28.521Z,2025-05-23T17:02:28Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745027901,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977169,7,1,1,0,13,f1h34qp5zbfl489q8vnkhiq9s,0,59.3,18.8,2025-05-23T17:02:29.017Z,2025-05-23T17:04:33Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5745027947,157,,5745027951,140,72.9,5745027949,56,Right,5745027953,141,0.0,5745027957,213,5.54,5745027959,1,,5745027955,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977167,6,5,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,26.6,100.8,2025-05-23T17:02:32.375Z,2025-05-23T17:04:30Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745027943,347,,5745027967,233,8,5745027941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977173,8,5,1,0,17,f1h34qp5zbfl489q8vnkhiq9s,0,73.4,-0.8,2025-05-23T17:02:32.808Z,2025-05-23T17:04:31Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5745027973,233,6,5745027965,347,,5745027963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977183,7,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,29.3,100.0,2025-05-23T17:02:34.408Z,2025-05-23T17:02:37Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745028037,141,88.4,5745028031,107,,5745028041,213,3.86,5745028039,212,13.3,5745028035,140,19.8,5745028033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977193,8,1,1,0,21,dbl7ir1qugqz8nvp1vzn8im50,1,10.4,89.0,2025-05-23T17:02:36.863Z,2025-05-23T17:02:40Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028101,212,14.7,5745028097,140,4.5,5745028095,56,Back,5745028099,141,69.4,5745028103,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977215,9,1,1,0,24,dbl7ir1qugqz8nvp1vzn8im50,1,5.8,63.9,2025-05-23T17:02:40.263Z,2025-05-23T17:02:45Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745028213,1,,5745028207,141,6.2,5745028205,140,38.7,5745028211,213,5.43,5745028209,212,52.3,5745028201,155,,5745028203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977217,10,1,1,0,29,dbl7ir1qugqz8nvp1vzn8im50,0,42.3,9.1,2025-05-23T17:02:44.999Z,2025-05-23T17:02:45Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5745028221,141,14.1,5745028217,56,Back,5745028223,212,5.2,5745028219,140,46.1,5745028225,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977233,10,1,1,0,32,f1h34qp5zbfl489q8vnkhiq9s,1,55.1,92.6,2025-05-23T17:02:48.267Z,2025-05-23T17:02:50Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5745028283,56,Back,5745028289,212,13.8,5745028285,140,44.2,5745028291,213,3.74,5745028287,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977235,11,1,1,0,34,f1h34qp5zbfl489q8vnkhiq9s,0,44.1,80.9,2025-05-23T17:02:50.394Z,2025-05-23T17:02:52Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745028309,140,64.7,5745028311,141,47.6,5745028315,213,5.47,5745028307,56,Center,5745028313,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977237,11,8,1,0,36,dbl7ir1qugqz8nvp1vzn8im50,1,39.1,42.4,2025-05-23T17:02:52.215Z,2025-05-23T17:02:52Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977253,13,1,1,0,37,dbl7ir1qugqz8nvp1vzn8im50,1,46.1,43.0,2025-05-23T17:02:53.664Z,2025-05-23T17:02:56Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745028393,141,63.9,5745028389,56,Back,5745028391,140,40.0,5745028395,212,15.6,5745028397,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977263,14,1,1,0,40,dbl7ir1qugqz8nvp1vzn8im50,1,40.9,65.5,2025-05-23T17:02:55.879Z,2025-05-23T17:03:02Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028451,56,Left,5745028457,212,25.6,5745028453,140,60.6,5745028459,213,0.63,5745028455,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977277,15,1,1,0,46,dbl7ir1qugqz8nvp1vzn8im50,1,69.4,88.1,2025-05-23T17:03:02.112Z,2025-05-23T17:03:05Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745028507,141,76.4,5745028511,213,3.89,5745028505,140,61.2,5745028509,212,11.7,5745028503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977283,16,1,1,0,49,dbl7ir1qugqz8nvp1vzn8im50,1,61.2,76.1,2025-05-23T17:03:05.199Z,2025-05-23T17:03:08Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745028563,140,44.3,5745028569,213,3.02,5745028565,141,79.3,5745028567,212,17.9,5745028561,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977291,17,1,1,0,52,dbl7ir1qugqz8nvp1vzn8im50,1,53.9,86.5,2025-05-23T17:03:07.848Z,2025-05-23T17:03:12Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028625,213,5.80,5745028617,56,Center,5745028621,141,77.5,5745028619,140,65.0,5745028623,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977293,18,1,1,0,53,dbl7ir1qugqz8nvp1vzn8im50,0,66.2,77.7,2025-05-23T17:03:08.928Z,2025-05-23T17:10:39Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5745030291,141,80.5,5745030293,212,1.9,5745030289,140,66.2,5745030313,236,,5745028629,56,Left,5745030295,213,1.57,5745030315,233,12,5745030319,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977297,12,74,1,0,53,f1h34qp5zbfl489q8vnkhiq9s,1,33.7,21.8,2025-05-23T17:03:08.929Z,2025-05-23T19:04:41Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5745028651,285,,5745030323,233,18,5745028649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977303,13,1,1,0,55,f1h34qp5zbfl489q8vnkhiq9s,1,22.9,15.0,2025-05-23T17:03:11.050Z,2025-05-23T17:10:41Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745031033,213,0.31,5745031027,140,35.2,5745031025,56,Back,5745031029,141,21.1,5745031031,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977317,14,50,1,0,57,f1h34qp5zbfl489q8vnkhiq9s,1,43.0,29.2,2025-05-23T17:03:13.759Z,2025-05-23T19:04:18Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5745032123,286,,5745032129,233,19,5745032121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977301,19,7,1,0,57,dbl7ir1qugqz8nvp1vzn8im50,0,57.0,70.8,2025-05-23T17:03:13.760Z,2025-05-23T20:30:11Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5745028655,56,Center,5745028657,285,,5745032125,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817979555,87,1,1,0,58,f1h34qp5zbfl489q8vnkhiq9s,1,29.6,31.6,2025-05-23T17:03:14.519Z,2025-05-23T17:11:24Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5745040439,213,4.83,5745040435,141,18.5,5745040433,140,30.6,5745040431,56,Back,5745040437,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977319,15,43,1,0,59,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-23T17:03:15.290Z,2025-05-23T17:13:09Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745038475,212,35.2,5745038479,1,0,5745038477,213,0.04,5745038473,141,12.7,5745038469,56,Right,5745042959,144,1,5745038471,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977329,17,1,1,1,1,f1h34qp5zbfl489q8vnkhiq9s,0,32.9,9.4,2025-05-23T17:03:17.370Z,2025-05-23T17:13:07Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745028751,140,70.5,5745028749,56,Right,5745028753,141,8.9,5745028757,213,6.27,5745028755,212,39.5,5745028759,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977333,21,43,1,1,6,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-23T17:03:22.023Z,2025-05-23T17:03:25Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028787,56,Back,5745028835,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977349,22,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,1,15.5,92.9,2025-05-23T17:03:26.360Z,2025-05-23T17:03:27Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745028867,140,9.9,5745028873,213,4.36,5745028871,212,16.9,5745028869,141,69.6,5745028865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977355,23,1,1,1,11,dbl7ir1qugqz8nvp1vzn8im50,0,9.9,69.6,2025-05-23T17:03:27.296Z,2025-05-23T17:03:30Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745028891,155,,5745028903,1,,5745028893,56,Back,5745028901,213,0.18,5745028897,141,79.4,5745028899,212,36.9,5745028895,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977361,18,8,1,1,15,f1h34qp5zbfl489q8vnkhiq9s,1,50.5,21.8,2025-05-23T17:03:31.051Z,2025-05-23T17:03:31Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5745028931,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977375,20,1,1,1,17,f1h34qp5zbfl489q8vnkhiq9s,0,57.8,16.5,2025-05-23T17:03:33.372Z,2025-05-23T17:13:29Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745028969,140,74.7,5745028971,141,28.6,5745028973,212,19.6,5745028975,213,0.43,5745028967,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977379,24,1,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,26.9,75.0,2025-05-23T17:03:33.848Z,2025-05-23T17:03:35Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5745029003,140,28.4,5745029001,56,Back,5745029009,213,1.36,5745029005,141,86.0,5745029007,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977399,26,1,1,1,20,dbl7ir1qugqz8nvp1vzn8im50,1,28.5,85.6,2025-05-23T17:03:35.904Z,2025-05-23T17:03:38Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5745029117,140,45.6,5745029121,212,23.2,5745029115,56,Back,5745029123,213,5.60,5745029119,141,64.0,5745029113,157,,5745029125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977405,27,1,1,1,22,dbl7ir1qugqz8nvp1vzn8im50,1,45.6,64.0,2025-05-23T17:03:37.936Z,2025-05-23T17:03:39Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5745029147,212,12.8,5745029149,213,1.70,5745029145,141,82.6,5745029141,56,Back,5745029177,156,,5745029143,140,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977419,21,83,1,1,25,f1h34qp5zbfl489q8vnkhiq9s,0,61.9,9.5,2025-05-23T17:03:41.418Z,2025-05-23T17:03:46Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745029361,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977423,22,83,1,1,26,f1h34qp5zbfl489q8vnkhiq9s,0,67.7,8.5,2025-05-23T17:03:42.059Z,2025-05-23T17:03:45Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5745029349,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977437,28,61,1,1,28,dbl7ir1qugqz8nvp1vzn8im50,0,35.9,95.0,2025-05-23T17:03:44.137Z,2025-05-23T17:03:44Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745029317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977461,24,1,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,82.6,9.5,2025-05-23T17:03:46.266Z,2025-05-23T17:04:06Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,1.0,,5745029833,210,15,5745029423,56,Center,5745029431,213,1.33,5745029835,154,,5745029429,212,19.9,5745029425,140,87.1,5745029427,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977465,25,15,1,1,33,f1h34qp5zbfl489q8vnkhiq9s,1,87.1,37.9,2025-05-23T17:03:48.947Z,2025-05-23T17:04:07Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745029447,22,,5745029449,17,,5745029847,55,24,5745029855,214,,5745029843,29,,5745029841,79,,5745029845,154,,5745029853,103,22.2,5745029451,56,Center,5745029869,233,29,5745029593,20,5745029851,102,49.8,5745029859,147,43.5,5745029857,146,93.4,,,,,,,,,,,,,
2817977463,29,10,1,1,33,dbl7ir1qugqz8nvp1vzn8im50,1,6.6,55.4,2025-05-23T17:03:49.047Z,2025-05-23T17:04:08Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745029441,56,Back,5745029435,173,,5745029439,182,,5745029877,233,25,5745029437,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977469,26,6,1,1,34,f1h34qp5zbfl489q8vnkhiq9s,1,90.8,41.8,2025-05-23T17:03:49.882Z,2025-05-23T17:03:56Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5745029541,56,Center,5745029543,75,,5745029545,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977475,30,6,1,1,34,dbl7ir1qugqz8nvp1vzn8im50,0,9.2,58.2,2025-05-23T17:03:49.882Z,2025-05-23T19:04:07Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5745029553,233,26,5745029531,56,Back,5745029533,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977663,27,1,1,2,17,f1h34qp5zbfl489q8vnkhiq9s,0,99.5,0.5,2025-05-23T17:04:33.412Z,2025-05-23T17:15:01Z,ayjuukbjjzrldkn4d4shfnggk,N. Blicher,,,5745030537,56,Center,5745030529,2,,5745030545,213,1.81,5745030547,1,,5745030539,140,89.6,5745030535,223,,5745030531,6,,5745030543,212,43.1,5745030541,141,62.0,5745030533,155,,,,,,,,,,,,,,,,,,,,,,,,,
2817977673,31,43,1,2,22,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-23T17:04:38.601Z,2025-05-23T17:14:49Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745030575,213,5.10,5745044959,144,12,5745030567,56,Back,5745030573,212,39.6,5745030607,167,0,5745030571,141,0.0,5745030569,140,24.0,5745030583,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977687,28,43,1,2,26,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-23T17:04:42.771Z,2025-05-23T17:14:52Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5745030661,56,Center,5745045005,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977677,32,5,1,2,27,dbl7ir1qugqz8nvp1vzn8im50,1,22.2,-1.8,2025-05-23T17:04:43.531Z,2025-05-23T17:13:55Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5745030603,56,Back,5745030605,347,,5745030731,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977695,29,5,1,2,27,f1h34qp5zbfl489q8vnkhiq9s,0,77.8,101.8,2025-05-23T17:04:43.603Z,2025-05-23T17:13:55Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5745030693,347,,5745030745,233,32,5745030691,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977773,33,1,1,2,43,dbl7ir1qugqz8nvp1vzn8im50,1,26.3,0.0,2025-05-23T17:04:59.347Z,2025-05-23T17:05:03Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5745031117,140,38.4,5745031121,212,14.4,5745031115,56,Back,5745031119,141,7.9,5745031123,213,0.49,5745031113,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977777,34,1,1,2,47,dbl7ir1qugqz8nvp1vzn8im50,0,38.4,7.9,2025-05-23T17:05:02.865Z,2025-05-23T17:05:05Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5745031165,213,0.57,5745031163,212,11.0,5745031153,3,,5745031159,140,47.2,5745031155,168,,5745031157,56,Back,5745031161,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817977785,30,44,1,2,48,f1h34qp5zbfl489q8vnkhiq9s,1,52.2,85.1,2025-05-23T17:05:04.193Z,2025-05-23T19:16:08Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5745031193,286,,5745031229,233,35,5745031191,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
