id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/11/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2792495647,5,5,1,0,12,6wwwud48qahpwrfxs20334qk5,0,42.8,-1.8,2025-03-29T12:00:02.730Z,2025-03-29T12:52:26Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5604608437,56,Back,5604608481,233,7,5604608439,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792495643,7,5,1,0,12,b8oqgvx1ijeyn6y1cn6929ix4,1,57.2,101.8,2025-03-29T12:00:02.730Z,2025-03-29T12:52:25Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5604608465,233,5,5604608425,56,Left,5604608427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792495865,8,1,1,0,22,b8oqgvx1ijeyn6y1cn6929ix4,1,57.6,100.0,2025-03-29T12:00:12.759Z,2025-03-29T12:00:27Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5604609457,213,3.39,5604609455,212,23.8,5604609447,107,,5604609451,140,35.6,5604609453,141,92.7,5604609459,1,,5604609449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792495893,9,1,1,0,37,b8oqgvx1ijeyn6y1cn6929ix4,1,32.5,56.9,2025-03-29T12:00:27.449Z,2025-03-29T12:00:30Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5604609579,141,32.8,5604609583,213,4.48,5604609581,212,16.8,5604609577,140,28.8,5604609575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792495973,10,1,1,0,40,b8oqgvx1ijeyn6y1cn6929ix4,1,28.9,30.1,2025-03-29T12:00:30.332Z,2025-04-01T08:37:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5604609975,56,Back,5604609977,140,26.8,5604609983,213,1.73,5604609981,212,13.8,5604609979,141,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792495993,11,1,1,0,46,b8oqgvx1ijeyn6y1cn6929ix4,1,31.5,66.9,2025-03-29T12:00:36.465Z,2025-03-29T12:00:38Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5604610051,213,4.38,5604610047,141,39.4,5604610043,56,Back,5604610045,140,25.3,5604610049,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496045,12,1,1,0,48,b8oqgvx1ijeyn6y1cn6929ix4,1,25.7,38.6,2025-03-29T12:00:38.753Z,2025-03-29T12:00:43Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5604610267,140,27.4,5604610269,141,14.6,5604610271,212,16.4,5604610273,213,4.82,5604610265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496083,13,1,1,0,52,b8oqgvx1ijeyn6y1cn6929ix4,1,30.8,2.9,2025-03-29T12:00:42.991Z,2025-04-01T08:38:03Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5604610397,56,Back,5604610405,213,0.06,5604610399,140,45.6,5604610401,141,4.3,5604610403,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496081,6,83,1,0,53,6wwwud48qahpwrfxs20334qk5,0,64.2,71.7,2025-03-29T12:00:43.444Z,2025-04-01T08:38:18Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5604639331,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496085,14,3,1,0,54,b8oqgvx1ijeyn6y1cn6929ix4,0,39.8,21.4,2025-03-29T12:00:44.496Z,2025-04-01T08:38:21Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5604610421,286,,5604638277,211,,5615506661,464,,5604610419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496139,8,1,1,0,55,6wwwud48qahpwrfxs20334qk5,0,59.3,86.9,2025-03-29T12:00:45.497Z,2025-04-01T08:38:36Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5604640165,140,72.7,5604640171,213,5.93,5604640169,212,15.0,5604640167,141,79.3,5604610653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496087,7,43,1,0,55,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-03-29T12:00:45.939Z,2025-03-29T12:09:52Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5604643953,144,8,5604610423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496131,15,1,1,0,57,b8oqgvx1ijeyn6y1cn6929ix4,1,26.2,22.7,2025-03-29T12:00:47.620Z,2025-04-01T08:38:50Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5604610609,141,40.7,5604610607,140,21.6,5604610605,56,Back,5604610613,213,1.95,5604610611,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496173,16,1,1,0,59,b8oqgvx1ijeyn6y1cn6929ix4,1,19.4,40.7,2025-03-29T12:00:49.238Z,2025-04-01T08:38:57Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5604610807,56,Back,5604610817,213,2.94,5604610815,212,16.4,5604610811,140,4.1,5604610813,141,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496147,9,43,1,0,59,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-03-29T12:00:49.763Z,2025-03-29T12:10:03Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5604610697,56,Center,5604644665,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496191,17,1,1,1,0,b8oqgvx1ijeyn6y1cn6929ix4,1,3.1,47.7,2025-03-29T12:00:50.605Z,2025-04-01T08:39:02Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5604610877,140,9.3,5604610875,56,Back,5604610879,141,17.7,5604610881,212,21.4,5604610883,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496235,18,1,1,1,3,b8oqgvx1ijeyn6y1cn6929ix4,1,9.3,17.7,2025-03-29T12:00:53.592Z,2025-03-29T12:00:57Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5604611137,141,5.6,5604611141,213,5.73,5604611133,56,Back,5604611135,140,22.0,5604611139,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496213,10,83,1,1,5,6wwwud48qahpwrfxs20334qk5,0,83.3,91.1,2025-03-29T12:00:56.003Z,2025-03-29T12:02:07Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5604611341,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496253,11,83,1,1,6,6wwwud48qahpwrfxs20334qk5,0,80.2,93.2,2025-03-29T12:00:56.075Z,2025-04-01T08:39:27Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5615506913,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496241,19,1,1,1,7,b8oqgvx1ijeyn6y1cn6929ix4,1,24.1,6.6,2025-03-29T12:00:57.074Z,2025-04-01T08:39:34Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5615506943,140,20.7,5615506945,141,3.9,5615506947,212,4.0,5604611177,56,Back,5615506949,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496267,20,1,1,1,8,b8oqgvx1ijeyn6y1cn6929ix4,0,21.1,2.1,2025-03-29T12:00:58.837Z,2025-03-29T12:10:47Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5604611297,141,20.1,5604611293,56,Right,5604611301,213,0.29,5604611291,157,,5604611305,1,,5604611295,140,60.3,5604611299,212,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496297,12,1,1,1,9,6wwwud48qahpwrfxs20334qk5,1,42.4,85.1,2025-03-29T12:00:59.875Z,2025-03-29T12:01:01Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5604611477,141,57.3,5604611473,56,Back,5604611471,3,,5604611475,140,48.1,5604611479,212,19.8,5604611481,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496345,14,1,1,1,12,6wwwud48qahpwrfxs20334qk5,1,48.1,57.3,2025-03-29T12:01:02.980Z,2025-03-29T12:12:29Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5604611665,213,4.23,5604611661,212,26.8,5604611653,140,36.3,5604611651,56,Back,5604611657,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496383,15,1,1,1,14,6wwwud48qahpwrfxs20334qk5,1,36.4,22.1,2025-03-29T12:01:04.931Z,2025-03-29T12:01:08Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5604611843,212,29.4,5604611841,141,43.6,5604611839,140,12.1,5604611837,56,Back,5604611845,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496429,16,1,1,1,18,6wwwud48qahpwrfxs20334qk5,1,7.5,44.6,2025-03-29T12:01:08.164Z,2025-04-01T08:40:08Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5604612035,140,10.8,5604612033,56,Back,5604612041,213,1.44,5604612037,141,82.2,5604612039,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496455,17,1,1,1,22,6wwwud48qahpwrfxs20334qk5,1,28.3,80.0,2025-03-29T12:01:12.355Z,2025-03-29T12:01:14Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5604612177,141,93.9,5604612175,140,27.7,5604612173,56,Back,5604612179,212,9.5,5604612181,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496485,18,1,1,1,24,6wwwud48qahpwrfxs20334qk5,1,27.7,93.9,2025-03-29T12:01:14.834Z,2025-03-29T12:01:16Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5604612317,213,5.91,5604612299,56,Back,5604612307,141,87.4,5604612311,212,12.2,5604612301,140,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496507,19,1,1,1,26,6wwwud48qahpwrfxs20334qk5,1,34.5,95.1,2025-03-29T12:01:16.499Z,2025-04-01T08:40:25Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5604612419,212,7.9,5604612421,213,3.75,5604612417,141,88.5,5604612415,140,28.3,5604612413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496515,20,1,1,1,27,6wwwud48qahpwrfxs20334qk5,1,25.9,88.7,2025-03-29T12:01:17.843Z,2025-04-01T08:40:31Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5604612469,56,Back,5604612471,140,42.6,5604612473,141,69.3,5604612475,212,21.9,5604612477,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496571,21,1,1,1,28,6wwwud48qahpwrfxs20334qk5,1,38.1,63.0,2025-03-29T12:01:18.691Z,2025-03-29T12:01:22Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5604612717,213,4.33,5604612709,56,Back,5604612715,212,15.7,5604612711,140,32.5,5604612713,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496603,22,1,1,1,31,6wwwud48qahpwrfxs20334qk5,1,32.5,41.6,2025-03-29T12:01:21.892Z,2025-03-29T12:01:24Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5604612857,1,,5604612853,212,34.5,5604612851,141,8.9,5604612847,56,Right,5604612855,213,5.58,5604612849,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496623,23,1,1,1,34,6wwwud48qahpwrfxs20334qk5,1,59.9,8.9,2025-03-29T12:01:24.834Z,2025-03-29T12:01:26Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5604612979,141,18.6,5604612973,56,Right,5604612981,212,6.6,5604612985,213,1.48,5604612975,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496641,21,45,1,1,36,b8oqgvx1ijeyn6y1cn6929ix4,0,41.8,88.2,2025-03-29T12:01:26.259Z,2025-03-29T14:06:24Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5604613077,285,,5604613203,233,24,5604613075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496655,24,3,1,1,36,6wwwud48qahpwrfxs20334qk5,1,58.2,11.8,2025-03-29T12:01:26.259Z,2025-04-01T08:40:43Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5604613187,233,21,5615507281,464,,5604613153,286,,5604613151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496701,25,1,1,1,38,6wwwud48qahpwrfxs20334qk5,1,59.3,14.1,2025-03-29T12:01:28.499Z,2025-03-29T12:01:32Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5604613409,140,49.5,5604613407,56,Back,5604613411,141,25.0,5604613413,212,12.7,5604613415,213,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496775,26,1,1,1,42,6wwwud48qahpwrfxs20334qk5,1,54.9,32.4,2025-03-29T12:01:32.355Z,2025-03-29T12:01:37Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5604613755,212,18.0,5604613749,56,Right,5604613753,141,11.6,5604613751,140,65.5,5604613757,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496839,27,1,1,1,45,6wwwud48qahpwrfxs20334qk5,1,65.5,11.6,2025-03-29T12:01:35.127Z,2025-04-01T08:41:13Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5604614119,212,16.0,5604614121,213,6.02,5604614117,141,5.5,5604614113,56,Right,5604614115,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496889,28,1,1,1,48,6wwwud48qahpwrfxs20334qk5,1,80.2,5.5,2025-03-29T12:01:38.115Z,2025-04-01T08:42:06Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5604614389,140,61.7,5604614387,56,Right,5604614395,213,2.78,5604614393,212,20.7,5604614391,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496909,29,1,1,1,51,6wwwud48qahpwrfxs20334qk5,1,61.7,16.2,2025-03-29T12:01:41.451Z,2025-04-01T08:42:12Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5604614469,56,Back,5604614473,141,28.3,5604614471,140,45.5,5604614475,212,18.9,5604614477,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496935,30,1,1,1,54,6wwwud48qahpwrfxs20334qk5,1,44.3,30.7,2025-03-29T12:01:44.366Z,2025-04-01T08:41:36Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5604614629,140,48.6,5604614627,56,Back,5604614635,213,5.35,5604614631,141,21.7,5604614633,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496943,31,1,1,1,55,6wwwud48qahpwrfxs20334qk5,1,48.9,20.9,2025-03-29T12:01:45.779Z,2025-04-01T08:41:41Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5604614681,213,2.19,5604614679,212,5.9,5604614673,56,Back,5604614675,140,45.6,5604614677,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496957,32,1,1,1,58,6wwwud48qahpwrfxs20334qk5,0,49.3,21.6,2025-03-29T12:01:48.676Z,2025-04-01T08:42:27Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5604614739,141,11.3,5604614735,56,Right,5604614733,155,,5604614741,212,29.7,5604614743,213,6.05,5604614737,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496987,22,12,1,2,0,b8oqgvx1ijeyn6y1cn6929ix4,1,20.9,84.2,2025-03-29T12:01:50.333Z,2025-04-01T08:42:34Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5604614879,213,0.31,5604614877,212,17.1,5604614875,141,91.8,5604669445,15,,5604614871,56,Back,5604614873,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792496999,23,1,1,2,3,b8oqgvx1ijeyn6y1cn6929ix4,1,36.4,91.8,2025-03-29T12:01:53.067Z,2025-03-29T12:17:25Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5604614937,56,Back,5604614945,213,1.19,5604614943,212,3.1,5604614939,140,37.5,5604614941,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497003,24,1,1,2,5,b8oqgvx1ijeyn6y1cn6929ix4,0,37.5,96.0,2025-03-29T12:01:55.486Z,2025-03-29T12:17:45Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5604614955,56,Back,5604614963,212,6.6,5604614969,213,5.73,5604614959,141,90.9,5604614957,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497035,33,1,1,2,6,6wwwud48qahpwrfxs20334qk5,0,56.3,17.1,2025-03-29T12:01:56.419Z,2025-03-29T12:02:00Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5604615143,1,,5604615141,213,6.26,5604615137,141,15.6,5604615135,140,100.0,5604615133,56,Right,5604615131,157,,5604615139,212,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497061,25,5,1,2,10,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.2,84.6,2025-03-29T12:02:00.496Z,2025-03-29T12:52:26Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5604615285,346,,5604615551,233,34,5604615283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
