id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2781694007,52,44,1,0,8,7gkglopz9cjsysn2u6sbhuvc5,0,78.4,34.2,2025-02-28T18:00:11.376Z,2025-02-28T18:05:52Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5545403879,233,8,5545403771,286,,5545403769,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691837,4,12,1,0,9,a9vw7ikerpr4cuweeeka5aneg,1,23.9,53.5,2025-02-28T18:00:11.850Z,2025-02-28T20:23:20Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545392589,15,,5545392581,140,29.1,5545392583,141,58.2,5545392579,56,Back,5545392587,213,0.53,5545392585,212,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691851,7,1,1,0,12,7gkglopz9cjsysn2u6sbhuvc5,0,52.1,21.1,2025-02-28T18:00:15.336Z,2025-02-28T22:31:44Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545396809,1,,5545396801,140,85.9,5545392685,56,Center,5545396803,141,36.8,5545396799,155,,5545396805,212,37.1,5545396807,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691937,7,1,1,0,30,a9vw7ikerpr4cuweeeka5aneg,0,9.8,39.8,2025-02-28T18:00:32.690Z,2025-02-28T18:00:38Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5545393133,140,44.5,5545393137,212,39.6,5545393127,157,,5545393135,141,62.5,5545393129,198,,5545393139,213,0.40,5545393131,56,Back,5545393141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781708531,333,44,1,0,34,7gkglopz9cjsysn2u6sbhuvc5,1,54.8,31.6,2025-02-28T18:00:36.962Z,2025-02-28T21:09:01Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5546092343,286,,5546093139,233,9,5545480183,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691949,9,44,1,0,34,a9vw7ikerpr4cuweeeka5aneg,0,45.2,68.4,2025-02-28T18:00:36.963Z,2025-02-28T21:09:02Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545419813,285,,5546093165,233,333,5545419811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691951,9,1,1,0,35,7gkglopz9cjsysn2u6sbhuvc5,1,53.3,25.8,2025-02-28T18:00:37.841Z,2025-02-28T21:21:47Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545393191,213,2.96,5545393189,212,17.9,5545393181,3,,5545393183,56,Back,5545393187,141,30.6,5545393185,140,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691957,10,1,1,0,37,7gkglopz9cjsysn2u6sbhuvc5,0,36.5,30.6,2025-02-28T18:00:40.256Z,2025-02-28T21:22:06Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5545393223,56,Center,5545393233,1,,5545393227,141,26.8,5545393225,140,64.0,5545393229,212,29.0,5545393221,157,,5545393231,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781693813,44,8,1,0,38,a9vw7ikerpr4cuweeeka5aneg,1,28.1,70.1,2025-02-28T18:00:41.095Z,2025-02-28T18:16:16Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545428787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691965,10,4,1,0,38,a9vw7ikerpr4cuweeeka5aneg,1,31.0,68.8,2025-02-28T18:00:41.274Z,2025-02-28T22:39:52Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545393271,152,,5546331445,285,,5545393269,56,Back,5545393267,13,,5545393273,265,,5546331535,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781696893,102,4,1,0,38,7gkglopz9cjsysn2u6sbhuvc5,0,69.0,31.2,2025-02-28T18:00:41.275Z,2025-02-28T22:39:53Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545418501,56,Center,5546331423,13,,5546331447,233,10,5546331427,265,,5546331425,152,,5546331429,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691961,11,43,1,0,39,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T18:00:42.416Z,2025-02-28T21:21:51Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5545393241,56,Center,5546228057,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781691997,11,2,1,0,43,a9vw7ikerpr4cuweeeka5aneg,1,22.9,74.3,2025-02-28T18:00:46.362Z,2025-02-28T21:22:00Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5545393463,56,Left,5546228491,152,,5546228489,5,,5545393459,7,cqsc3mj8klukkgutdrpegybdg,5545393457,141,83.8,5545393455,140,72.3,5545393461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692073,14,1,1,1,10,7gkglopz9cjsysn2u6sbhuvc5,1,29.6,17.7,2025-02-28T18:01:13.008Z,2025-02-28T18:01:15Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5545393921,212,40.5,5545393909,5,,5545393917,140,62.6,5545393915,56,Center,5545393913,241,,5545393911,157,,5545393919,141,48.4,5545393925,1,,5545393923,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692079,15,44,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,1,65.4,61.4,2025-02-28T18:01:15.040Z,2025-02-28T21:09:02Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545394031,233,12,5545393963,56,Center,5545393965,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692091,12,44,1,1,12,a9vw7ikerpr4cuweeeka5aneg,0,34.6,38.6,2025-02-28T18:01:15.041Z,2025-02-28T21:09:03Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545394013,56,Back,5545394035,233,15,5545394015,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692093,16,1,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,0,62.6,48.4,2025-02-28T18:01:15.311Z,2025-02-28T18:01:17Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545394023,141,32.8,5545394025,212,13.6,5545394027,213,5.39,5545394019,56,Center,5545394017,3,,5545394021,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700095,164,61,1,1,13,a9vw7ikerpr4cuweeeka5aneg,1,42.6,67.7,2025-02-28T18:01:15.841Z,2025-02-28T18:19:45Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5545435965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692109,13,1,1,1,17,a9vw7ikerpr4cuweeeka5aneg,1,26.4,67.5,2025-02-28T18:01:20.522Z,2025-02-28T18:21:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545394073,141,35.6,5545394075,212,31.2,5545394077,213,5.51,5545394067,157,,5545394069,56,Back,5545394079,1,,5545394071,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781700573,188,61,1,1,18,a9vw7ikerpr4cuweeeka5aneg,0,43.0,37.8,2025-02-28T18:01:20.784Z,2025-02-28T18:21:31Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545438843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692105,17,61,1,1,18,7gkglopz9cjsysn2u6sbhuvc5,0,54.6,40.7,2025-02-28T18:01:21.425Z,2025-02-28T18:01:21Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545394063,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692121,14,1,1,1,20,a9vw7ikerpr4cuweeeka5aneg,1,39.5,48.2,2025-02-28T18:01:23.257Z,2025-02-28T18:01:25Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5545394151,1,,5545394147,213,5.70,5545394137,140,74.6,5545394143,212,44.1,5545394133,56,Right,5545394141,141,12.6,5545394129,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692131,15,1,1,1,22,a9vw7ikerpr4cuweeeka5aneg,1,74.6,12.6,2025-02-28T18:01:25.065Z,2025-02-28T18:01:28Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5545394239,141,14.6,5545394241,212,4.3,5545394233,3,,5545394243,213,2.82,5545394237,140,70.7,5545394235,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701017,192,45,1,1,22,7gkglopz9cjsysn2u6sbhuvc5,0,39.8,68.2,2025-02-28T18:01:25.083Z,2025-02-28T20:27:51Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545442051,233,212,5545442019,285,,5545442017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781701045,212,3,1,1,22,a9vw7ikerpr4cuweeeka5aneg,1,60.2,31.8,2025-02-28T18:01:25.083Z,2025-02-28T20:27:51Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545441345,56,Center,5545441347,286,,5545442033,233,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692125,18,43,1,1,24,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-02-28T18:01:27.296Z,2025-02-28T18:22:47Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545394181,285,0,5545440547,144,45,5545394179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692137,16,3,1,1,25,a9vw7ikerpr4cuweeeka5aneg,0,64.4,18.9,2025-02-28T18:01:28.074Z,2025-02-28T20:32:34Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545443193,233,19,5545442873,286,,5545394279,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692135,19,7,1,1,25,7gkglopz9cjsysn2u6sbhuvc5,0,35.6,81.1,2025-02-28T18:01:28.075Z,2025-02-28T20:32:34Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5545443163,285,,5545443183,233,16,5545443161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692143,17,61,1,1,27,a9vw7ikerpr4cuweeeka5aneg,1,66.0,11.5,2025-02-28T18:01:29.737Z,2025-02-28T18:24:54Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545394315,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692153,21,1,1,1,28,7gkglopz9cjsysn2u6sbhuvc5,1,32.3,64.0,2025-02-28T18:01:30.920Z,2025-02-28T18:01:32Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5545394363,141,46.3,5545394365,212,12.3,5545394367,213,4.93,5545394359,56,Back,5545394361,140,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692179,22,1,1,1,29,7gkglopz9cjsysn2u6sbhuvc5,0,34.8,46.3,2025-02-28T18:01:31.936Z,2025-02-28T18:01:34Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5545394471,141,58.2,5545394469,140,70.7,5545394477,1,,5545394467,56,Center,5545394465,157,,5545394475,213,0.21,5545394473,212,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692189,18,59,1,1,33,a9vw7ikerpr4cuweeeka5aneg,1,21.9,29.9,2025-02-28T18:01:36.265Z,2025-02-28T18:01:37Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5545394499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692201,19,1,1,1,34,a9vw7ikerpr4cuweeeka5aneg,0,21.9,29.9,2025-02-28T18:01:37.017Z,2025-02-28T18:01:38Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5545394539,56,Right,5545394549,1,,5545394541,140,70.1,5545394543,141,14.0,5545394547,213,6.07,5545394537,157,,5545394545,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692209,23,1,1,1,35,7gkglopz9cjsysn2u6sbhuvc5,1,37.3,72.9,2025-02-28T18:01:37.968Z,2025-02-28T18:01:40Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5545394585,212,20.1,5545394587,213,6.22,5545394579,56,Center,5545394583,141,70.9,5545394577,3,,5545394581,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692215,24,44,1,1,37,7gkglopz9cjsysn2u6sbhuvc5,1,64.1,81.4,2025-02-28T18:01:40.016Z,2025-02-28T21:09:03Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545394609,56,Left,5545394639,233,20,5545394611,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692219,20,44,1,1,37,a9vw7ikerpr4cuweeeka5aneg,0,35.9,18.6,2025-02-28T18:01:40.017Z,2025-02-28T21:09:03Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545394637,285,,5545394635,56,Back,5545394655,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692217,25,1,1,1,37,7gkglopz9cjsysn2u6sbhuvc5,0,56.4,70.9,2025-02-28T18:01:40.209Z,2025-02-28T18:01:41Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5545394627,140,67.8,5545394625,56,Center,5545394623,168,,5545394633,213,5.92,5545394621,3,,5545394631,212,12.8,5545394629,141,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692269,22,1,1,1,42,a9vw7ikerpr4cuweeeka5aneg,1,25.6,29.9,2025-02-28T18:01:44.977Z,2025-02-28T18:01:49Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5545394891,212,19.3,5545394889,141,39.2,5545394885,56,Back,5545394893,213,2.81,5545394887,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692287,23,1,1,1,46,a9vw7ikerpr4cuweeeka5aneg,1,10.4,39.1,2025-02-28T18:01:49.393Z,2025-02-28T18:01:52Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5545394999,212,20.6,5545395001,213,4.78,5545394993,56,Back,5545394995,140,11.8,5545394997,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692321,24,1,1,1,49,a9vw7ikerpr4cuweeeka5aneg,0,11.8,8.9,2025-02-28T18:01:52.097Z,2025-02-28T18:01:57Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545395157,213,0.03,5545395155,212,70.9,5545395153,141,12.0,5545395147,155,,5545395151,140,79.3,5545395149,56,Right,5545395159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692337,26,59,1,1,56,7gkglopz9cjsysn2u6sbhuvc5,1,24.8,72.0,2025-02-28T18:01:59Z,2025-02-28T18:01:59Z,dy7tdtffhczukm4vrkgp1ctn8,M. Nielsen,,,5545395235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692351,27,12,1,1,57,7gkglopz9cjsysn2u6sbhuvc5,1,24.8,72.0,2025-02-28T18:01:59.737Z,2025-02-28T18:02:01Z,dy7tdtffhczukm4vrkgp1ctn8,M. Nielsen,,,5545395313,213,1.05,5545395309,141,100.0,5545395345,167,,5545395307,140,35.9,5545395305,56,Back,5545395311,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692381,25,5,1,1,58,a9vw7ikerpr4cuweeeka5aneg,1,67.6,-1.7,2025-02-28T18:02:00.818Z,2025-02-28T22:37:36Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5545395489,233,28,5545395473,56,Right,5545395475,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692353,28,5,1,1,58,7gkglopz9cjsysn2u6sbhuvc5,0,32.4,101.7,2025-02-28T18:02:00.818Z,2025-02-28T18:16:25Z,dy7tdtffhczukm4vrkgp1ctn8,M. Nielsen,,,5545395517,233,25,5545395317,347,,5545395315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692393,26,1,1,2,1,a9vw7ikerpr4cuweeeka5aneg,1,78.0,0.0,2025-02-28T18:02:04.241Z,2025-02-28T18:02:06Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545395543,140,72.6,5545395545,141,14.0,5545395547,212,11.6,5545395549,213,2.08,5545395539,107,,5545395541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692419,27,1,1,2,3,a9vw7ikerpr4cuweeeka5aneg,1,72.6,14.0,2025-02-28T18:02:05.993Z,2025-02-28T18:02:10Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5545395679,141,0.3,5545395683,213,5.37,5545395675,56,Right,5545395677,140,79.4,5545395681,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692439,29,83,1,2,9,7gkglopz9cjsysn2u6sbhuvc5,0,22.5,92.3,2025-02-28T18:02:12.624Z,2025-02-28T18:26:28Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5545446233,399,a6ymx4wkrn260rtpb360nsiqd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781692423,28,61,1,2,10,a9vw7ikerpr4cuweeeka5aneg,0,76.1,1.9,2025-02-28T18:02:12.844Z,2025-02-28T18:26:27Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5545395691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
