id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2806115985,9,1,1,0,14,bd4qakf7j0wwie8wke9km7uj8,1,12.5,44.0,2025-04-26T12:01:07.204Z,2025-04-26T12:01:10Z,4ieyvppe24gqdkm2xv2xlaluc,O. Hjorth,,,5679544083,213,5.38,5679544081,212,15.8,5679544079,141,25.8,5679544075,56,Back,5679544077,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116011,10,1,1,0,17,bd4qakf7j0wwie8wke9km7uj8,1,21.3,25.0,2025-04-26T12:01:10.235Z,2025-04-26T12:01:12Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5679544223,1,,5679544211,157,,5679544219,212,25.8,5679544221,213,6.21,5679544217,141,22.1,5679544215,140,45.8,5679544213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116033,11,1,1,0,19,bd4qakf7j0wwie8wke9km7uj8,1,45.8,22.1,2025-04-26T12:01:12.395Z,2025-04-26T12:03:32Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5679544331,212,19.1,5679544333,213,3.22,5679544329,141,19.8,5679544325,56,Back,5679544327,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116067,12,1,1,0,21,bd4qakf7j0wwie8wke9km7uj8,0,27.7,19.8,2025-04-26T12:01:14.107Z,2025-04-26T12:01:17Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5679544485,141,0.0,5679544487,212,55.5,5679544489,213,6.01,5679544483,140,78.6,5679544491,1,,5679544481,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116083,3,5,1,0,23,7gkglopz9cjsysn2u6sbhuvc5,1,20.0,101.7,2025-04-26T12:01:16.999Z,2025-04-26T14:21:13Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679544549,56,Back,5679544553,347,,5679544577,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116069,13,5,1,0,23,bd4qakf7j0wwie8wke9km7uj8,0,80.0,-1.7,2025-04-26T12:01:16.999Z,2025-04-26T14:21:13Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5679544591,233,3,5679544499,347,,5679544497,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116285,4,1,1,0,41,7gkglopz9cjsysn2u6sbhuvc5,0,15.1,100.0,2025-04-26T12:01:34.921Z,2025-04-26T12:01:37Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679545691,213,5.90,5679545681,107,,5679545687,141,87.2,5679545693,1,,5679545685,140,39.2,5679545689,212,27.2,5679545683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116311,14,1,1,0,44,bd4qakf7j0wwie8wke9km7uj8,1,52.0,5.8,2025-04-26T12:01:38.020Z,2025-04-26T12:01:39Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5679545843,141,20.4,5679545839,56,Right,5679545837,3,,5679545847,213,1.09,5679545845,212,11.2,5679545841,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116323,15,1,1,0,45,bd4qakf7j0wwie8wke9km7uj8,0,56.9,20.4,2025-04-26T12:01:39.012Z,2025-04-26T12:07:05Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5679545901,141,26.5,5679545899,140,70.4,5679545905,213,0.28,5679545897,56,Center,5679545907,1,,5679545895,157,,5679545903,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116355,5,1,1,0,47,7gkglopz9cjsysn2u6sbhuvc5,0,22.8,74.1,2025-04-26T12:01:40.425Z,2025-04-26T12:01:42Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679546077,141,76.1,5679546075,140,37.2,5679546079,212,15.2,5679546073,56,Back,5679546081,213,0.09,5679546071,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116381,16,1,1,0,50,bd4qakf7j0wwie8wke9km7uj8,0,54.5,15.5,2025-04-26T12:01:43.204Z,2025-04-26T12:01:44Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5679546211,3,,5679546213,56,Right,5679546219,212,10.9,5679546221,213,0.14,5679546217,141,17.7,5679546215,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116419,6,61,1,0,53,7gkglopz9cjsysn2u6sbhuvc5,1,26.5,77.6,2025-04-26T12:01:46.755Z,2025-04-26T12:01:46Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679546357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116457,7,1,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,0,24.3,84.8,2025-04-26T12:01:48.216Z,2025-04-26T12:01:50Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679546547,157,,5679546553,141,40.3,5679546551,140,77.8,5679546549,56,Center,5679546555,212,63.8,5679546557,213,5.79,5679546559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116543,18,1,1,1,1,bd4qakf7j0wwie8wke9km7uj8,0,25.1,63.3,2025-04-26T12:01:54.547Z,2025-04-26T12:01:58Z,4ieyvppe24gqdkm2xv2xlaluc,O. Hjorth,,,5679547067,140,85.2,5679547065,56,Center,5679547071,212,64.4,5679547069,141,44.2,5679547073,213,6.08,5679547075,1,,5679547063,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116611,9,1,1,1,7,7gkglopz9cjsysn2u6sbhuvc5,1,11.4,42.1,2025-04-26T12:02:00.296Z,2025-04-26T12:02:04Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5679547455,213,5.72,5679547441,56,Back,5679547443,140,20.7,5679547447,141,33.1,5679547451,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116649,10,1,1,1,11,7gkglopz9cjsysn2u6sbhuvc5,1,22.9,36.9,2025-04-26T12:02:04.617Z,2025-04-26T12:02:07Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679547637,56,Back,5679547645,213,4.85,5679547639,140,25.1,5679547643,212,16.7,5679547641,141,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116709,11,1,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,1,25.1,12.6,2025-04-26T12:02:07.456Z,2025-04-26T12:02:10Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5679547899,56,Center,5679547909,1,,5679547897,155,,5679547905,212,44.3,5679547907,213,0.28,5679547903,141,30.9,5679547901,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116727,12,1,1,1,17,7gkglopz9cjsysn2u6sbhuvc5,1,65.6,30.9,2025-04-26T12:02:10.233Z,2025-04-26T12:02:11Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5679547983,3,,5679547993,213,1.67,5679547987,140,64.1,5679547985,56,Center,5679547989,141,53.7,5679547991,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116735,13,61,1,1,18,7gkglopz9cjsysn2u6sbhuvc5,0,64.1,53.7,2025-04-26T12:02:11.728Z,2025-04-26T12:02:12Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5679548049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116809,20,1,1,1,20,bd4qakf7j0wwie8wke9km7uj8,1,34.5,35.2,2025-04-26T12:02:13.369Z,2025-04-26T12:10:22Z,e0nkqbugb4xkpluu5e42zf2ms,F. Engqvist,,,5679548449,56,Back,5679548453,140,6.6,5679548461,212,29.9,5679548457,141,44.2,5679548465,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116863,21,1,1,1,24,bd4qakf7j0wwie8wke9km7uj8,1,6.4,43.7,2025-04-26T12:02:17.468Z,2025-04-26T12:02:20Z,4ieyvppe24gqdkm2xv2xlaluc,O. Hjorth,,,5679548743,141,12.3,5679548749,1,,5679548739,140,44.1,5679548735,56,Back,5679548745,212,45.0,5679548747,213,5.79,5679548731,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116867,22,44,1,1,26,bd4qakf7j0wwie8wke9km7uj8,1,46.0,11.7,2025-04-26T12:02:19.904Z,2025-04-26T14:11:17Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5679548819,233,14,5679548773,285,,5679548769,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116853,14,44,1,1,26,7gkglopz9cjsysn2u6sbhuvc5,0,54.0,88.3,2025-04-26T12:02:19.905Z,2025-04-26T14:11:17Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679548697,286,,5679548695,56,Left,5679548857,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116889,23,1,1,1,27,bd4qakf7j0wwie8wke9km7uj8,0,44.1,12.3,2025-04-26T12:02:20.788Z,2025-04-26T12:10:59Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5679548903,3,,5679548909,140,60.3,5679548907,56,Right,5679548911,141,15.0,5679548905,168,,5679548915,213,0.11,5679548913,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116903,15,61,1,1,30,7gkglopz9cjsysn2u6sbhuvc5,1,30.0,78.2,2025-04-26T12:02:23.857Z,2025-04-26T12:02:24Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679549001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116929,17,1,1,1,32,7gkglopz9cjsysn2u6sbhuvc5,1,29.8,78.2,2025-04-26T12:02:25.273Z,2025-04-26T12:02:26Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679549145,212,19.6,5679549135,56,Back,5679549147,213,3.56,5679549139,140,12.7,5679549143,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116947,18,1,1,1,32,7gkglopz9cjsysn2u6sbhuvc5,1,12.7,66.6,2025-04-26T12:02:26.032Z,2025-04-26T12:02:28Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5679549229,212,15.3,5679549225,140,25.9,5679549227,141,76.0,5679549223,56,Back,5679549231,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806116989,19,1,1,1,34,7gkglopz9cjsysn2u6sbhuvc5,1,25.1,73.0,2025-04-26T12:02:27.968Z,2025-04-26T12:02:31Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679549479,141,59.0,5679549475,140,21.1,5679549481,212,10.4,5679549483,213,4.30,5679549471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117005,20,1,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,1,20.9,54.6,2025-04-26T12:02:31.272Z,2025-04-26T12:02:33Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679549589,141,67.8,5679549593,213,1.51,5679549587,140,21.4,5679549591,212,9.0,5679549585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117041,21,1,1,1,40,7gkglopz9cjsysn2u6sbhuvc5,1,22.1,72.4,2025-04-26T12:02:33.680Z,2025-04-26T12:02:36Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679549769,141,59.3,5679549771,212,16.8,5679549765,140,8.5,5679549761,56,Back,5679549775,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117081,22,1,1,1,43,7gkglopz9cjsysn2u6sbhuvc5,1,10.7,64.6,2025-04-26T12:02:36.120Z,2025-04-26T12:02:38Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5679549941,140,17.2,5679549943,141,89.0,5679549945,212,17.9,5679549947,213,1.18,5679549939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117097,23,1,1,1,45,7gkglopz9cjsysn2u6sbhuvc5,1,16.6,88.7,2025-04-26T12:02:38.216Z,2025-04-26T12:02:40Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679550041,140,11.0,5679550043,141,74.2,5679550039,56,Back,5679550047,213,4.17,5679550045,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117143,24,1,1,1,47,7gkglopz9cjsysn2u6sbhuvc5,1,13.0,67.5,2025-04-26T12:02:40.544Z,2025-04-26T12:02:44Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679550269,141,34.0,5679550271,212,22.8,5679550273,213,4.71,5679550267,140,13.0,5679550265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117171,25,1,1,1,51,7gkglopz9cjsysn2u6sbhuvc5,1,20.9,30.7,2025-04-26T12:02:44.431Z,2025-04-26T12:02:46Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679550431,56,Back,5679550433,140,25.0,5679550435,141,6.8,5679550437,212,16.8,5679550439,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117195,26,1,1,1,53,7gkglopz9cjsysn2u6sbhuvc5,1,25.0,8.3,2025-04-26T12:02:46.648Z,2025-04-26T12:02:49Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5679550607,213,1.52,5679550605,212,9.7,5679550601,140,25.5,5679550603,141,22.5,5679550599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117271,27,1,1,1,56,7gkglopz9cjsysn2u6sbhuvc5,1,26.4,26.4,2025-04-26T12:02:49.257Z,2025-04-26T12:02:55Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5679551059,213,1.58,5679551057,212,9.9,5679551055,141,41.0,5679551053,140,26.3,5679551051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117293,28,1,1,2,2,7gkglopz9cjsysn2u6sbhuvc5,1,29.8,50.3,2025-04-26T12:02:55.464Z,2025-04-26T12:02:58Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5679551173,212,24.2,5679551169,140,33.0,5679551171,141,15.0,5679551167,56,Back,5679551175,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117327,29,1,1,2,4,7gkglopz9cjsysn2u6sbhuvc5,1,34.0,17.0,2025-04-26T12:02:57.896Z,2025-04-26T12:03:00Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5679551379,212,12.3,5679551375,141,34.8,5679551373,140,31.7,5679551383,213,1.77,5679551371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117361,30,1,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,1,30.8,36.1,2025-04-26T12:03:00.488Z,2025-04-26T12:03:03Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679551543,140,30.9,5679551547,212,15.4,5679551545,141,58.7,5679551549,213,1.56,5679551541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117399,31,1,1,2,9,7gkglopz9cjsysn2u6sbhuvc5,1,30.4,61.5,2025-04-26T12:03:03.016Z,2025-04-26T12:03:05Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679551771,141,79.1,5679551769,140,31.4,5679551773,212,12.0,5679551767,56,Back,5679551775,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117495,32,1,1,2,12,7gkglopz9cjsysn2u6sbhuvc5,1,31.6,85.3,2025-04-26T12:03:05.288Z,2025-04-26T12:03:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5679552259,213,4.05,5679552255,141,72.7,5679552257,212,10.8,5679552253,140,25.3,5679552251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117585,33,1,1,2,18,7gkglopz9cjsysn2u6sbhuvc5,1,32.0,66.3,2025-04-26T12:03:11.096Z,2025-04-26T12:03:17Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679552757,140,30.2,5679552755,56,Back,5679552759,141,45.4,5679552761,212,14.3,5679552763,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117667,34,1,1,2,24,7gkglopz9cjsysn2u6sbhuvc5,1,36.3,30.7,2025-04-26T12:03:17.071Z,2025-04-26T12:03:22Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679553127,56,Back,5679553131,141,52.2,5679553129,140,32.7,5679553133,212,15.1,5679553135,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117701,35,1,1,2,28,7gkglopz9cjsysn2u6sbhuvc5,1,43.8,52.5,2025-04-26T12:03:21.567Z,2025-04-26T12:03:24Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5679553259,213,4.50,5679553255,141,36.3,5679553257,212,11.3,5679553253,140,41.5,5679553251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117727,36,1,1,2,31,7gkglopz9cjsysn2u6sbhuvc5,1,36.6,33.3,2025-04-26T12:03:24.518Z,2025-04-26T12:03:25Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5679553385,141,15.2,5679553387,212,16.0,5679553389,213,5.41,5679553383,140,46.4,5679553381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806117817,37,1,1,2,32,7gkglopz9cjsysn2u6sbhuvc5,1,46.4,15.2,2025-04-26T12:03:25.616Z,2025-04-26T12:03:32Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5679553967,141,28.2,5679553971,212,13.5,5679553973,213,2.43,5679553959,56,Back,5679553963,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
