id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2778751399,10,1,1,0,39,b2vft81kyjurzbmekvgrqwr64,1,4.4,47.9,2025-02-21T17:30:27.391Z,2025-02-21T17:54:35Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,5529337871,237,,5529337855,56,Back,5529337853,124,,5529337865,213,4.97,5529337863,212,31.3,5529337857,140,12.1,5529337859,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751449,11,1,1,0,43,b2vft81kyjurzbmekvgrqwr64,0,9.2,4.9,2025-02-21T17:30:30.815Z,2025-02-21T17:30:34Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5529338121,1,,5529338119,213,0.34,5529338111,56,Center,5529338117,212,57.1,5529338113,140,60.5,5529338115,141,32.8,5529338109,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751541,10,12,1,0,48,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,64.0,2025-02-21T17:30:36.638Z,2025-02-21T17:30:42Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5529338547,56,Back,5529338551,141,17.1,5529338549,140,42.0,5529338553,212,32.7,5529338555,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751553,12,1,1,0,55,b2vft81kyjurzbmekvgrqwr64,0,71.2,78.3,2025-02-21T17:30:42.950Z,2025-02-21T17:44:02Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,5529338637,56,Center,5529384683,213,0.04,5529384843,233,11,5529384677,140,74.1,5529384681,212,3.0,5529384847,286,,5529384841,236,,5529384679,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751559,11,74,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,1,28.4,24.8,2025-02-21T17:30:42.951Z,2025-02-21T17:43:59Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529338647,285,,5529384861,233,12,5529338645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751685,13,4,1,1,9,7gkglopz9cjsysn2u6sbhuvc5,1,62.2,5.3,2025-02-21T17:30:57.399Z,2025-02-21T17:35:01Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529339397,233,13,5529339347,152,,5529339351,286,,5529339349,265,,5529339345,56,Right,5529339343,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751691,13,4,1,1,9,b2vft81kyjurzbmekvgrqwr64,0,37.8,94.7,2025-02-21T17:30:57.400Z,2025-02-21T17:50:36Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5529339391,152,,5529339387,13,,5529339415,233,13,5529339389,56,Back,5529339393,265,,5529339395,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751951,14,1,1,1,30,7gkglopz9cjsysn2u6sbhuvc5,1,63.3,11.1,2025-02-21T17:31:18.126Z,2025-02-21T17:31:19Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5529340677,212,19.2,5529340671,56,Center,5529340679,213,0.98,5529340665,5,,5529340667,155,,5529340673,140,73.5,5529340675,141,34.6,5529340669,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751953,15,1,1,1,32,7gkglopz9cjsysn2u6sbhuvc5,0,73.5,34.6,2025-02-21T17:31:20.158Z,2025-02-21T17:31:20Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5529340691,140,78.6,5529340697,213,5.27,5529340695,212,10.2,5529340693,141,21.9,5529340689,56,Center,5529340687,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751989,14,12,1,1,34,b2vft81kyjurzbmekvgrqwr64,1,20.4,66.1,2025-02-21T17:31:22.423Z,2025-02-21T17:57:00Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5529340837,140,41.7,5529340841,212,26.6,5529340835,56,Back,5529340839,141,87.2,5529340843,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752003,17,61,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,0,70.2,19.0,2025-02-21T17:31:24.063Z,2025-02-21T17:45:30Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5529340895,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752017,15,3,1,1,37,b2vft81kyjurzbmekvgrqwr64,1,31.2,83.2,2025-02-21T17:31:25.063Z,2025-02-21T19:53:37Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529340983,56,Back,5529341053,285,,5529390661,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778751999,16,45,1,1,37,7gkglopz9cjsysn2u6sbhuvc5,0,68.8,16.8,2025-02-21T17:31:25.063Z,2025-02-21T19:53:37Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,5529390647,233,15,5529340889,56,Right,5529340891,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778761671,117,45,1,1,39,7gkglopz9cjsysn2u6sbhuvc5,0,67.5,4.2,2025-02-21T17:31:27.307Z,2025-02-21T19:53:38Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529404537,56,Right,5529404549,286,,5529404545,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778761699,181,3,1,1,39,b2vft81kyjurzbmekvgrqwr64,1,32.5,95.8,2025-02-21T17:31:27.307Z,2025-02-21T19:53:38Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529397891,285,,5529404541,233,117,5529397889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778761691,118,45,1,1,39,7gkglopz9cjsysn2u6sbhuvc5,0,64.8,6.0,2025-02-21T17:31:27.390Z,2025-02-21T19:53:40Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5529404795,285,,5529404779,56,Right,5529404791,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778761695,180,3,1,1,39,b2vft81kyjurzbmekvgrqwr64,1,35.2,94.0,2025-02-21T17:31:27.390Z,2025-02-21T19:53:39Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529398363,56,Back,5529398365,286,,5529404783,233,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752181,17,1,1,1,42,b2vft81kyjurzbmekvgrqwr64,1,37.6,79.9,2025-02-21T17:31:29.959Z,2025-02-21T17:59:30Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529341835,1,,5529341833,213,4.69,5529341827,140,37.0,5529341829,141,27.6,5529341831,212,35.6,5529341825,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752231,18,1,1,1,53,b2vft81kyjurzbmekvgrqwr64,1,69.7,8.4,2025-02-21T17:31:41.264Z,2025-02-21T18:00:19Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,5529342083,213,2.33,5529342075,56,Center,5529342079,141,28.4,5529342077,140,57.4,5529342081,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752259,19,1,1,1,56,b2vft81kyjurzbmekvgrqwr64,1,57.7,25.2,2025-02-21T17:31:44.536Z,2025-02-21T18:00:26Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5529342205,140,41.7,5529342209,212,17.7,5529342203,56,Back,5529342211,213,2.82,5529342207,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752303,20,1,1,1,58,b2vft81kyjurzbmekvgrqwr64,1,43.1,31.9,2025-02-21T17:31:46.640Z,2025-02-21T17:31:50Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5529342451,56,Right,5529342457,212,25.9,5529342459,213,5.48,5529342453,140,60.3,5529342455,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752355,21,1,1,2,2,b2vft81kyjurzbmekvgrqwr64,1,61.9,7.3,2025-02-21T17:31:49.975Z,2025-02-21T17:31:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,5529342785,213,0.61,5529342783,212,15.4,5529342779,140,73.9,5529342781,141,20.3,5529342777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752359,22,50,1,2,6,b2vft81kyjurzbmekvgrqwr64,1,68.2,22.0,2025-02-21T17:31:54.672Z,2025-02-21T17:35:02Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529342797,286,,5529342793,56,Center,5529342999,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752383,18,7,1,2,6,7gkglopz9cjsysn2u6sbhuvc5,0,31.8,78.0,2025-02-21T17:31:54.673Z,2025-02-21T18:01:22Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5529342963,233,22,5529342935,56,Back,5529342937,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778767545,332,61,1,2,6,b2vft81kyjurzbmekvgrqwr64,1,75.6,30.5,2025-02-21T17:31:54.766Z,2025-02-21T18:02:22Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529426089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778764587,162,3,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,1,33.5,71.0,2025-02-21T17:31:54.823Z,2025-02-21T19:53:40Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5529412111,56,Back,5529412123,286,,5529412119,233,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778764565,251,45,1,2,7,b2vft81kyjurzbmekvgrqwr64,0,66.5,29.0,2025-02-21T17:31:54.823Z,2025-02-21T19:53:40Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,5529411889,285,,5529412129,233,162,5529411887,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752397,19,1,1,2,10,7gkglopz9cjsysn2u6sbhuvc5,0,27.9,72.6,2025-02-21T17:31:57.998Z,2025-02-21T17:55:44Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5529414307,236,,5529343077,213,0.08,5529343071,140,31.2,5529414313,286,,5529414309,233,257,5529343069,56,Back,5529343075,212,3.5,5529343073,141,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778765553,257,74,1,2,10,b2vft81kyjurzbmekvgrqwr64,1,74.2,24.2,2025-02-21T17:31:57.999Z,2025-02-21T19:54:07Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,5529414303,56,Center,5529414305,285,,5529414339,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752407,21,1,1,2,11,7gkglopz9cjsysn2u6sbhuvc5,0,38.7,45.6,2025-02-21T17:31:59.070Z,2025-02-21T18:05:38Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5529422335,140,57.6,5529422339,212,19.9,5529422337,141,47.9,5529343125,56,Center,5529422341,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778768807,367,8,1,2,11,b2vft81kyjurzbmekvgrqwr64,1,57.0,47.2,2025-02-21T17:31:59.161Z,2025-02-21T18:05:55Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5529436483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752449,22,83,1,2,13,7gkglopz9cjsysn2u6sbhuvc5,0,37.2,57.0,2025-02-21T17:32:01.022Z,2025-02-21T18:01:27Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5529418777,399,6bv0j0ezhh9u5u5hqz64p790q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752451,23,1,1,2,13,b2vft81kyjurzbmekvgrqwr64,1,61.1,64.8,2025-02-21T17:32:01.023Z,2025-02-21T17:58:31Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,5529418747,213,1.45,5529418741,140,63.1,5529343367,56,Left,5529418745,212,17.8,5529418743,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752473,24,50,1,2,17,b2vft81kyjurzbmekvgrqwr64,1,63.0,68.1,2025-02-21T17:32:04.989Z,2025-02-21T20:06:25Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,5529343473,56,Center,5529439637,286,,5529442269,233,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778770453,239,7,1,2,17,7gkglopz9cjsysn2u6sbhuvc5,1,37.0,31.9,2025-02-21T17:32:04.990Z,2025-02-21T20:06:24Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529442247,233,24,5529442217,285,,5529442215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752547,23,15,1,2,25,7gkglopz9cjsysn2u6sbhuvc5,1,81.5,30.9,2025-02-21T17:32:13.654Z,2025-02-21T20:21:25Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529352295,23,,5529351877,215,,5529351887,147,33.8,5529343893,56,Center,5529351869,20,,5529343891,18,,5529351891,231,48.0,5530080867,78,,5529351889,230,99.5,5529351881,458,5529351883,82,5529351885,146,84.2,5529351875,103,19,5529351873,102,50.3,5529351915,233,25,,,,,,,,
2778752589,25,10,1,2,25,b2vft81kyjurzbmekvgrqwr64,1,17.5,65.5,2025-02-21T17:32:13.754Z,2025-02-21T17:34:24Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5529344093,56,Back,5529351949,233,23,5529344091,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752621,24,5,1,2,29,7gkglopz9cjsysn2u6sbhuvc5,1,88.0,-2.0,2025-02-21T17:32:16.862Z,2025-02-21T20:07:43Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5529344241,56,Right,5529353335,233,26,5529344243,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778752713,26,5,1,2,29,b2vft81kyjurzbmekvgrqwr64,0,12.0,102.0,2025-02-21T17:32:16.862Z,2025-02-21T20:07:44Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,5529344795,56,Back,5529344797,347,,5529353341,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778753227,25,1,1,3,22,7gkglopz9cjsysn2u6sbhuvc5,1,87.2,0.0,2025-02-21T17:33:10.544Z,2025-02-21T17:33:13Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,5529347457,213,1.23,5529347451,140,93.0,5529347449,56,Center,5529347455,212,18.3,5529347453,141,23.3,5529347447,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778753245,26,1,1,3,26,7gkglopz9cjsysn2u6sbhuvc5,0,93.0,23.3,2025-02-21T17:33:13.838Z,2025-02-21T17:33:14Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5529347557,213,1.48,5529347551,140,93.6,5529347545,3,,5529347547,168,,5529347555,212,6.7,5529347553,141,33.1,5529347549,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778753309,27,12,1,3,28,b2vft81kyjurzbmekvgrqwr64,1,8.7,64.8,2025-02-21T17:33:15.999Z,2025-02-21T18:03:03Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,5529347869,213,0.28,5529347863,140,41.5,5529347865,141,79.6,5529347867,212,35.9,5529347861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
